step,edge_index,i,j,a,b,a2,b2,ab,r2,theta,z2_re,z2_im,z2_phase_pi
5000,0,1,2,-0.22353073620280728,0.1410013307437758,0.04996599002736902,0.019881375271515653,-0.031518131266731725,0.06984736529888468,2.5788393645975383,0.03008461475585336,-0.06303626253346345,-0.35825987073735704
5000,1,1,3,0.10305169669130118,0.2432100791904926,0.010619652190955935,0.05915114261984568,0.025063211313005984,0.06977079481080162,1.1700148053558819,-0.04853149042888975,0.05012642262601197,0.7448545590523615
5000,2,1,4,0.160251633153138,0.2101348602091591,0.025680585928247922,0.044156659475122845,0.0336744545309241,0.06983724540337077,0.9192714763254678,-0.018476073546874923,0.0673489090618482,0.5852263980023298
5000,3,1,5,-0.1111027931854149,-0.23977030245066225,0.012343830653601074,0.05748979793728205,0.026639150325180307,0.06983362859088313,-2.0047144221688464,-0.04514596728368098,0.05327830065036061,0.7237591608968615
5000,4,1,6,-0.22059908151342522,0.14527109357304774,0.04866395476456682,0.02110369062790919,-0.03204666981266518,0.06976764539247601,2.5592443627182293,0.027560264136657634,-0.06409333962533036,-0.3707344363733052
5000,5,1,7,-0.24950159891160817,0.08720431377409599,0.062251047859448995,0.007604592340810987,-0.021757615718626524,0.06985564020025999,2.8053508193161116,0.054646455518638004,-0.04351523143725305,-0.21405819999576914
5000,6,2,3,0.24383229567265377,-0.10161045243724487,0.05945418841299645,0.010324684044501601,-0.024775909882110415,0.06977887245749805,-0.3948388625602418,0.04912950436849485,-0.04955181976422083,-0.2513622268049759
5000,7,2,4,-0.2524266505533106,0.07824450403956448,0.06371921390956319,0.006122202412397423,-0.019750998078912244,0.06984141632196061,2.841015021581792,0.057597011497165757,-0.03950199615782449,-0.19135366366772047
5000,8,2,5,-0.08044865592416266,-0.251744126508071,0.0064719862400043114,0.06337510523131165,0.02025247661437668,0.06984709147131596,-1.8801047869902612,-0.05690311899130734,0.04050495322875336,0.80308811847906
5000,9,2,6,0.14187788307585777,0.22260094140467995,0.02012933370608677,0.049551179114249756,0.03158215033718905,0.06968051282033652,1.0033552273374584,-0.029421845408162985,0.0631643006743781,0.6387557764313956
5000,10,2,7,0.09837514859170449,0.244980613985699,0.009677669860439938,0.06001550122881007,0.024100004302930137,0.06969317108925001,1.1889432685054897,-0.05033783136837013,0.048200008605860274,0.756904792953933
5000,11,3,4,0.17973820457828016,0.1939777679113227,0.03230582218502369,0.037627374443858976,0.03486521573248347,0.06993319662888267,0.8234823752765666,-0.005321552258835285,0.06973043146496694,0.524245162297283
5000,12,3,5,0.1924828163295929,-0.1804443836573157,0.0370496345821718,0.032560175593468535,-0.03473244315721769,0.06960981017564033,-0.7531284504222227,0.004489458988703264,-0.06946488631443538,-0.4794564626713447
5000,13,3,6,0.26271065186058506,0.02700351009117309,0.06901688660101353,0.000729189557244087,0.00709410973857597,0.06974607615825762,0.10242830841286019,0.06828769704376944,0.01418821947715194,0.06520788638579147
5000,14,3,7,0.028168718434386494,-0.2626022551094018,0.0007934766982357455,0.06895994438854336,-0.007397168984411672,0.06975342108677911,-1.4639373106901434,-0.06816646769030761,-0.014794337968823344,-0.9319714374919683
5000,15,4,5,0.12829972767622133,-0.23063216521654895,0.016460820121792553,0.05319119563247353,-0.029590043990660515,0.06965201575426608,-1.0631322661110834,-0.03673037551068097,-0.05918008798132103,-0.6768110212482689
5000,16,4,6,0.04664729572787714,-0.2599673226104064,0.002175970198724025,0.06758300882522311,-0.012126772577392067,0.06975897902394713,-1.3932504903253307,-0.06540703862649909,-0.024253545154784135,-0.8869708100019331
5000,17,4,7,0.262960755757722,-0.026432620622851094,0.06914835906867231,0.000698683432991573,-0.006950741895642072,0.06984704250166389,-0.10018274499687937,0.06844967563568075,-0.013901483791284143,-0.06377831631507279
5000,18,5,6,0.26299177717520494,0.02073120814618161,0.06916467486177265,0.0004297829912003067,0.005452137273353388,0.06959445785297295,0.07866567976181173,0.06873489187057234,0.010904274546706776,0.050080127143105634
5000,19,5,7,0.2598290551738284,0.046108116564890875,0.06751113791252437,0.0021259584131615643,0.011980228362900344,0.06963709632568593,0.1756272846851211,0.06538517949936282,0.02396045672580069,0.1118078019977782
5000,20,6,7,0.0002142088349047777,-0.26442964676203573,4.5885424951262317e-08,0.06992303808669499,-5.66431665471776e-05,0.06992308397211994,-1.5699862482327112,-0.06992299220127005,-0.0001132863330943552,-0.9994842879701417
