step,residual
288,1.693133731474877e-06
289,1.6931336934724437e-06
290,1.6931336552761098e-06
291,1.6931336174986227e-06
292,1.6931335816883603e-06
293,1.6931335452878196e-06
294,1.6931335101020824e-06
295,1.6931334742139193e-06
296,1.69313343948426e-06
297,1.6931334061139117e-06
298,1.6931333723182198e-06
299,1.6931333391536262e-06
300,1.6931333072522284e-06
301,1.6931332764773003e-06
302,1.6931332449814035e-06
303,1.693133214946188e-06
304,1.6931331866288403e-06
305,1.6931331582095267e-06
306,1.6931331292565453e-06
307,1.693133102274058e-06
308,1.6931330750299803e-06
309,1.6931330465023e-06
310,1.6931330206226786e-06
311,1.6931329955169038e-06
312,1.693132969687577e-06
313,1.6931329446129709e-06
314,1.6931329205322293e-06
315,1.6931328955046105e-06
316,1.6931328733691866e-06
317,1.6931328523476114e-06
318,1.693132830603202e-06
319,1.6931328090817785e-06
320,1.6931327890779486e-06
321,1.693132770506243e-06
322,1.6931327495058634e-06
323,1.6931327300971852e-06
324,1.6931327120451903e-06
325,1.6931326950063481e-06
326,1.6931326775793894e-06
327,1.6931326617934485e-06
328,1.6931326466802024e-06
329,1.693132631126155e-06
330,1.693132615649142e-06
331,1.6931326018294495e-06
332,1.693132588043777e-06
333,1.6931325738860945e-06
334,1.6931325609922564e-06
335,1.6931325478144179e-06
336,1.6931325356530007e-06
337,1.6931325249451267e-06
338,1.693132514696966e-06
339,1.6931325038647232e-06
340,1.6931324944457372e-06
341,1.693132484630968e-06
342,1.6931324765006585e-06
343,1.6931324700692617e-06
344,1.6931324616463105e-06
345,1.6931324559096524e-06
346,1.693132450208092e-06
347,1.6931324438773838e-06
348,1.6931324383819937e-06
349,1.693132434318619e-06
350,1.693132429494131e-06
351,1.6931324268585658e-06
352,1.6931324231503716e-06
353,1.6931324207485118e-06
354,1.6931324190391066e-06
355,1.693132416965213e-06
356,1.6931324164442345e-06
357,1.6931324165827432e-06
358,1.6931324175179932e-06
359,1.693132418839289e-06
360,1.6931324216347346e-06
361,1.6931324230139103e-06
362,1.6931324258822713e-06
363,1.693132429849531e-06
364,1.6931324330743567e-06
365,1.6931324373905918e-06
366,1.693132442349627e-06
367,1.6931324476368803e-06
368,1.6931324530050087e-06
369,1.6931324587219376e-06
370,1.6931324661585808e-06
371,1.6931324725602297e-06
372,1.6931324807151794e-06
373,1.693132488580084e-06
374,1.693132497658242e-06
375,1.6931325066601755e-06
376,1.6931325160837e-06
377,1.693132526194642e-06
378,1.6931325365935605e-06
379,1.693132547038537e-06
380,1.6931325572144073e-06
381,1.6931325682393219e-06
382,1.693132580025476e-06
383,1.693132592718602e-06
384,1.6931326054248996e-06
385,1.6931326194824069e-06
386,1.6931326316910453e-06
387,1.6931326456483883e-06
388,1.6931326593982623e-06
389,1.6931326749381403e-06
390,1.6931326904040749e-06
391,1.6931327048456006e-06
392,1.693132720952504e-06
393,1.6931327374810402e-06
394,1.6931327524844441e-06
395,1.6931327692928916e-06
396,1.6931327864789214e-06
397,1.6931328030815803e-06
398,1.6931328208825545e-06
399,1.6931328383588595e-06
400,1.6931328574640966e-06
401,1.6931328757331638e-06
402,1.6931328939078496e-06
403,1.6931329121485566e-06
404,1.6931329312266076e-06
405,1.6931329501120767e-06
406,1.693132970136843e-06
407,1.6931329903008788e-06
408,1.6931330107891216e-06
409,1.6931330313653166e-06
410,1.693133051954086e-06
411,1.69313307220011e-06
412,1.6931330938062848e-06
413,1.6931331145514593e-06
414,1.6931331347531049e-06
415,1.6931331548506433e-06
416,1.6931331747441659e-06
417,1.693133195529474e-06
418,1.6931332162055738e-06
419,1.693133237120465e-06
420,1.6931332586696326e-06
421,1.6931332800307316e-06
422,1.6931333015293807e-06
423,1.6931333226201337e-06
424,1.6931333439895666e-06
425,1.6931333650583614e-06
426,1.69313338503245e-06
427,1.6931334062830352e-06
428,1.6931334277321617e-06
429,1.693133448090192e-06
430,1.6931334696048951e-06
431,1.69313348886346e-06
432,1.6931335098198377e-06
433,1.6931335307189866e-06
434,1.6931335514494664e-06
435,1.6931335719642537e-06
436,1.6931335919040437e-06
437,1.6931336122006783e-06
438,1.6931336322908114e-06
439,1.6931336518165511e-06
440,1.693133672172173e-06
441,1.6931336928056162e-06
442,1.6931337118663257e-06
443,1.6931337317395737e-06
444,1.6931337498865738e-06
445,1.6931337678591937e-06
446,1.6931337867158099e-06
447,1.6931338053923519e-06
448,1.6931338231946544e-06
449,1.693133840967739e-06
450,1.6931338588168412e-06
451,1.6931338754610503e-06
452,1.6931338918083114e-06
453,1.6931339097388243e-06
454,1.693133925244783e-06
455,1.6931339417185411e-06
456,1.6931339585460026e-06
457,1.6931339742631464e-06
458,1.6931339897714356e-06
459,1.6931340049986714e-06
460,1.6931340199954628e-06
461,1.6931340331599876e-06
462,1.6931340473422965e-06
463,1.6931340618765554e-06
464,1.693134074797583e-06
465,1.6931340875980688e-06
466,1.6931341001676056e-06
467,1.6931341110009399e-06
468,1.6931341229979669e-06
469,1.6931341338892078e-06
470,1.6931341439072432e-06
471,1.6931341548678362e-06
472,1.6931341649275997e-06
473,1.6931341737126212e-06
474,1.6931341830708888e-06
475,1.693134191474201e-06
476,1.6931342004333009e-06
477,1.6931342073484493e-06
478,1.693134214877153e-06
479,1.6931342211412676e-06
480,1.69313422729361e-06
481,1.6931342337716122e-06
482,1.693134239753328e-06
483,1.6931342449131221e-06
484,1.6931342484096464e-06
485,1.6931342527871501e-06
486,1.693134255971305e-06
487,1.6931342584752102e-06
488,1.6931342602145987e-06
489,1.693134262240927e-06
490,1.6931342631027157e-06
491,1.693134264664806e-06
492,1.693134264203679e-06
493,1.693134263764245e-06
494,1.6931342629714897e-06
495,1.693134262599984e-06
496,1.6931342613865763e-06
497,1.6931342578733011e-06
498,1.6931342563887006e-06
499,1.6931342529682606e-06
500,1.6931342488998227e-06
501,1.6931342459011168e-06
502,1.6931342416094202e-06
503,1.6931342363429232e-06
504,1.6931342312836653e-06
505,1.6931342250054393e-06
506,1.6931342206189142e-06
507,1.6931342141145334e-06
508,1.6931342074005117e-06
509,1.6931342002553712e-06
510,1.6931341920636781e-06
511,1.6931341845380216e-06
512,1.6931341761321378e-06
513,1.6931341672538034e-06
514,1.6931341573216767e-06
515,1.6931341481043711e-06
516,1.693134139386402e-06
517,1.6931341290845152e-06
518,1.6931341190226718e-06
519,1.6931341070443929e-06
520,1.6931340951938922e-06
521,1.6931340838081747e-06
522,1.693134071072428e-06
523,1.6931340587096684e-06
524,1.6931340470485336e-06
525,1.6931340333141781e-06
526,1.6931340198319113e-06
527,1.693134005931686e-06
528,1.69313399089063e-06
529,1.693133977519747e-06
530,1.6931339625863974e-06
531,1.6931339475561408e-06
532,1.6931339319752414e-06
533,1.6931339166416687e-06
534,1.693133900900851e-06
535,1.6931338828647478e-06
536,1.6931338660940854e-06
537,1.6931338493179313e-06
538,1.6931338315644439e-06
539,1.6931338143265778e-06
540,1.6931337977670062e-06
541,1.6931337808141082e-06
542,1.6931337629157246e-06
543,1.6931337454131666e-06
544,1.6931337266487026e-06
545,1.693133708212035e-06
546,1.6931336895128732e-06
547,1.6931336699302556e-06
548,1.6931336506996581e-06
549,1.6931336315101274e-06
550,1.693133612339908e-06
551,1.6931335936394888e-06
552,1.6931335735808984e-06
553,1.6931335539630241e-06
554,1.6931335331364713e-06
555,1.6931335136973032e-06
556,1.6931334929165835e-06
557,1.6931334715244594e-06
558,1.6931334521003162e-06
559,1.693133431287574e-06
560,1.6931334099161772e-06
561,1.6931333883393213e-06
562,1.6931333679880827e-06
563,1.6931333455789249e-06
564,1.6931333241306355e-06
565,1.6931333027981863e-06
566,1.6931332817816364e-06
567,1.69313325966179e-06
568,1.6931332381246828e-06
569,1.6931332168183799e-06
570,1.6931331946522404e-06
571,1.6931331725695708e-06
572,1.6931331512174105e-06
573,1.6931331298677037e-06
574,1.6931331076100453e-06
575,1.6931330849197368e-06
576,1.69313306313378e-06
577,1.6931330414714188e-06
578,1.693133018144016e-06
579,1.6931329964616052e-06
580,1.6931329748341514e-06
581,1.6931329519985639e-06
582,1.693132930095089e-06
583,1.6931329081593382e-06
584,1.6931328865175473e-06
585,1.693132864817654e-06
586,1.6931328428469837e-06
587,1.6931328216324555e-06
588,1.6931328002388842e-06
589,1.6931327784135419e-06
590,1.6931327565648625e-06
591,1.6931327344978736e-06
592,1.6931327121736293e-06
593,1.693132690192699e-06
594,1.6931326686261543e-06
595,1.693132647232512e-06
596,1.6931326255345521e-06
597,1.6931326049704546e-06
598,1.6931325835612056e-06
599,1.6931325621384135e-06
600,1.6931325401434525e-06
601,1.6931325197711672e-06
602,1.693132499539154e-06
603,1.6931324787621905e-06
604,1.6931324590341675e-06
605,1.6931324396745162e-06
606,1.6931324196669746e-06
607,1.6931323991794533e-06
608,1.6931323799589556e-06
609,1.6931323611455958e-06
610,1.6931323416399468e-06
611,1.6931323218114294e-06
612,1.6931323033333762e-06
613,1.6931322847521493e-06
614,1.6931322656037166e-06
615,1.693132247292322e-06
616,1.693132230053389e-06
617,1.693132211334375e-06
618,1.6931321938629476e-06
619,1.693132176726262e-06
620,1.6931321598282098e-06
621,1.6931321433000444e-06
622,1.6931321254184367e-06
623,1.6931321098611232e-06
624,1.6931320942011916e-06
625,1.6931320794434818e-06
626,1.6931320647855684e-06
627,1.6931320497234867e-06
628,1.6931320354960329e-06
629,1.6931320207893801e-06
630,1.6931320073813456e-06
631,1.6931319935306378e-06
632,1.6931319801979693e-06
633,1.693131966978558e-06
634,1.6931319556170778e-06
635,1.6931319417452548e-06
636,1.6931319297705362e-06
637,1.69313191819322e-06
638,1.6931319082231875e-06
639,1.6931318980381057e-06
640,1.6931318871789676e-06
641,1.6931318765574577e-06
642,1.6931318669873631e-06
643,1.6931318577789927e-06
644,1.6931318482262154e-06
645,1.6931318392025615e-06
646,1.6931318310552658e-06
647,1.6931318229602888e-06
648,1.6931318147965978e-06
649,1.6931318081061814e-06
650,1.6931318003569108e-06
651,1.6931317932141426e-06
652,1.6931317875958755e-06
653,1.6931317823413113e-06
654,1.6931317765918213e-06
655,1.6931317711054898e-06
656,1.6931317654716282e-06
657,1.693131761925055e-06
658,1.6931317575426045e-06
659,1.6931317542305625e-06
660,1.6931317521674772e-06
661,1.69313175039433e-06
662,1.6931317484541409e-06
663,1.6931317472973702e-06
664,1.6931317465688935e-06
665,1.6931317478159634e-06
666,1.6931317487122225e-06
667,1.693131749455846e-06
668,1.6931317504526012e-06
669,1.693131752142059e-06
670,1.6931317551455241e-06
671,1.6931317577642412e-06
672,1.6931317612309292e-06
673,1.6931317654044915e-06
674,1.693131769642563e-06
675,1.6931317749738734e-06
676,1.6931317801046844e-06
677,1.6931317854413147e-06
678,1.6931317926251373e-06
679,1.6931317983229845e-06
680,1.6931318051060246e-06
681,1.693131813566201e-06
682,1.693131823385027e-06
683,1.6931318328642061e-06
684,1.6931318418623244e-06
685,1.6931318526901104e-06
686,1.6931318621928841e-06
687,1.6931318737114552e-06
688,1.6931318861706714e-06
689,1.6931318980665533e-06
690,1.6931319106332133e-06
691,1.6931319226191666e-06
692,1.6931319364952353e-06
693,1.693131951625903e-06
694,1.6931319668626085e-06
695,1.6931319818914785e-06
696,1.6931319976945211e-06
697,1.6931320139297103e-06
698,1.6931320315268208e-06
699,1.6931320494392167e-06
700,1.6931320680943792e-06
701,1.6931320870506682e-06
702,1.6931321073521025e-06
703,1.693132126518076e-06
704,1.6931321479264941e-06
705,1.6931321694416454e-06
706,1.6931321897849316e-06
707,1.693132212360787e-06
708,1.6931322350822444e-06
709,1.6931322580823285e-06
710,1.6931322818289819e-06
711,1.6931323064297121e-06
712,1.6931323296904034e-06
713,1.6931323541844554e-06
714,1.6931323801227913e-06
715,1.6931324061970342e-06
716,1.6931324324614865e-06
717,1.6931324581246785e-06
718,1.6931324858257444e-06
719,1.6931325140643986e-06
720,1.6931325426226556e-06
721,1.6931325716234123e-06
722,1.6931326019041172e-06
723,1.6931326305040792e-06
724,1.693132660753942e-06
725,1.6931326913320162e-06
726,1.693132721939091e-06
727,1.6931327529447523e-06
728,1.693132785286879e-06
729,1.6931328169309967e-06
730,1.6931328494272127e-06
731,1.6931328811725136e-06
732,1.6931329144071724e-06
733,1.693132947122118e-06
734,1.6931329794931549e-06
735,1.6931330140353226e-06
736,1.6931330468099437e-06
737,1.6931330813703897e-06
738,1.6931331167921344e-06
739,1.6931331518663208e-06
740,1.6931331885805264e-06
741,1.6931332250806482e-06
742,1.6931332616206346e-06
743,1.6931332979728033e-06
744,1.693133333848937e-06
745,1.693133371425032e-06
746,1.6931334084383747e-06
747,1.6931334456971145e-06
748,1.6931334840454817e-06
749,1.693133521898028e-06
750,1.693133559549539e-06
751,1.693133598153558e-06
752,1.6931336366412192e-06
753,1.6931336760956475e-06
754,1.6931337146056769e-06
755,1.6931337537432107e-06
756,1.6931337936955318e-06
757,1.6931338326076257e-06
758,1.6931338721242116e-06
759,1.693133910390642e-06
760,1.6931339508516758e-06
761,1.6931339903070105e-06
762,1.693134029442854e-06
763,1.6931340703067664e-06
764,1.6931341097340107e-06
765,1.6931341501348812e-06
766,1.6931341900565933e-06
767,1.6931342309073055e-06
768,1.6931342713386324e-06
769,1.6931343124276113e-06
770,1.693134351351182e-06
771,1.6931343914389664e-06
772,1.6931344320983997e-06
773,1.6931344730532e-06
774,1.6931345143710625e-06
775,1.6931345542559625e-06
776,1.6931345951878168e-06
777,1.6931346361839897e-06
778,1.6931346766563535e-06
779,1.6931347170248344e-06
780,1.6931347585071064e-06
781,1.6931347983940412e-06
782,1.6931348392904309e-06
783,1.6931348805823845e-06
784,1.6931349197985914e-06
785,1.6931349606366394e-06
786,1.6931350024917628e-06
787,1.693135042440988e-06
788,1.693135082403592e-06
789,1.6931351228758821e-06
790,1.6931351633272466e-06
791,1.6931352026716263e-06
792,1.6931352417455474e-06
793,1.6931352819724136e-06
794,1.6931353220805977e-06
795,1.6931353597376011e-06
796,1.6931353995589894e-06
797,1.6931354385509733e-06
798,1.6931354775864312e-06
799,1.6931355151362047e-06
800,1.6931355537670756e-06
801,1.693135591647481e-06
802,1.693135629389722e-06
803,1.693135668212495e-06
804,1.6931357069481397e-06
805,1.6931357441266615e-06
806,1.6931357813208021e-06
807,1.6931358174090781e-06
808,1.6931358556553234e-06
809,1.693135892004571e-06
810,1.6931359274412518e-06
811,1.6931359640072304e-06
812,1.6931360001605999e-06
813,1.6931360356863255e-06
814,1.6931360703483488e-06
815,1.6931361066443408e-06
816,1.6931361414330058e-06
817,1.6931361768099832e-06
818,1.693136212358597e-06
819,1.6931362476196518e-06
820,1.6931362823453366e-06
821,1.6931363161369262e-06
822,1.69313635008383e-06
823,1.6931363840451638e-06
824,1.693136416230048e-06
825,1.6931364495981176e-06
826,1.6931364820164472e-06
827,1.6931365155841247e-06
828,1.6931365472361209e-06
829,1.6931365799938049e-06
830,1.6931366104214014e-06
831,1.6931366422094432e-06
832,1.6931366724075257e-06
833,1.6931367030216563e-06
834,1.69313673427263e-06
835,1.6931367643845715e-06
836,1.6931367948306956e-06
837,1.693136825249048e-06
838,1.6931368547037713e-06
839,1.6931368840252582e-06
840,1.6931369127303309e-06
841,1.6931369411990464e-06
842,1.6931369715887846e-06
843,1.6931370002972566e-06
844,1.6931370282813983e-06
845,1.693137056570503e-06
846,1.6931370838553183e-06
847,1.6931371111696806e-06
848,1.6931371390609488e-06
849,1.6931371648399e-06
850,1.693137189440166e-06
851,1.693137216234753e-06
852,1.6931372418548149e-06
853,1.693137266408188e-06
854,1.693137291705979e-06
855,1.6931373169639862e-06
856,1.6931373424298572e-06
857,1.6931373668054586e-06
858,1.6931373907917766e-06
859,1.693137416070724e-06
860,1.6931374394913097e-06
861,1.6931374631135693e-06
862,1.6931374869961037e-06
863,1.6931375105118087e-06
864,1.6931375338391465e-06
865,1.6931375550811418e-06
866,1.6931375780935866e-06
867,1.6931375998784728e-06
868,1.6931376230610088e-06
869,1.6931376433863404e-06
870,1.6931376646481784e-06
871,1.6931376865120459e-06
872,1.6931377072341883e-06
873,1.6931377279348757e-06
874,1.6931377495210838e-06
875,1.6931377705568646e-06
876,1.6931377917316354e-06
877,1.6931378120538953e-06
878,1.6931378314985728e-06
879,1.693137852171021e-06
880,1.693137871742353e-06
881,1.6931378914291385e-06
882,1.6931379110395813e-06
883,1.6931379301624432e-06
884,1.6931379476558486e-06
885,1.6931379667279151e-06
886,1.6931379858119456e-06
887,1.6931380034260646e-06
888,1.6931380199941783e-06
889,1.6931380373476142e-06
890,1.6931380544423101e-06
891,1.6931380715784425e-06
892,1.6931380882100094e-06
893,1.6931381053190936e-06
894,1.693138122414407e-06
895,1.6931381387410725e-06
896,1.6931381555025861e-06
897,1.6931381714450207e-06
898,1.6931381869636007e-06
899,1.6931382021530127e-06
900,1.6931382197733927e-06
901,1.693138235155766e-06
902,1.6931382507496623e-06
903,1.6931382668340456e-06
904,1.6931382831373974e-06
905,1.693138298449251e-06
906,1.6931383148005986e-06
907,1.6931383308345056e-06
908,1.6931383461246654e-06
909,1.6931383613387798e-06
910,1.6931383768954178e-06
911,1.6931383910067612e-06
912,1.6931384057182033e-06
913,1.6931384201655657e-06
914,1.6931384349751844e-06
915,1.6931384493955552e-06
916,1.6931384628801048e-06
917,1.6931384764302453e-06
918,1.6931384906844996e-06
919,1.6931385058879721e-06
920,1.6931385178923117e-06
921,1.6931385333747185e-06
922,1.6931385471542637e-06
923,1.6931385610339187e-06
924,1.6931385748778214e-06
925,1.6931385892934633e-06
926,1.6931386037086408e-06
927,1.6931386169050473e-06
928,1.6931386307455189e-06
929,1.6931386457636225e-06
930,1.6931386596838812e-06
931,1.6931386739817634e-06
932,1.6931386871524123e-06
933,1.6931387015748993e-06
934,1.6931387155933312e-06
935,1.6931387299778302e-06
936,1.693138744022682e-06
937,1.6931387575932416e-06
938,1.6931387718167416e-06
939,1.6931387862661812e-06
940,1.6931388001687619e-06
941,1.693138814104706e-06
942,1.6931388276767684e-06
943,1.6931388405193356e-06
944,1.6931388538446328e-06
945,1.6931388671762254e-06
946,1.6931388816989922e-06
947,1.693138894734047e-06
948,1.6931389093024034e-06
949,1.6931389229373644e-06
950,1.6931389366458488e-06
951,1.6931389499132875e-06
952,1.6931389643701807e-06
953,1.693138979481716e-06
954,1.6931389932350769e-06
955,1.6931390076792824e-06
956,1.6931390215610519e-06
957,1.6931390365154433e-06
958,1.6931390510333524e-06
959,1.6931390659156927e-06
960,1.6931390812854748e-06
961,1.6931390962102381e-06
962,1.6931391110965184e-06
963,1.693139127496196e-06
964,1.6931391430404468e-06
965,1.6931391576534042e-06
966,1.6931391723864147e-06
967,1.6931391886047457e-06
968,1.6931392040452077e-06
969,1.693139220042593e-06
970,1.6931392357665905e-06
971,1.6931392520925682e-06
972,1.6931392699594456e-06
973,1.6931392877361765e-06
974,1.693139302645636e-06
975,1.6931393199992856e-06
976,1.693139338622071e-06
977,1.693139356084223e-06
978,1.6931393741828827e-06
979,1.6931393929270616e-06
980,1.6931394099982534e-06
981,1.6931394288471342e-06
982,1.6931394471535215e-06
983,1.6931394649240883e-06
984,1.6931394850389503e-06
985,1.6931395041640928e-06
986,1.6931395241222052e-06
987,1.693139544212186e-06
988,1.6931395626210629e-06
989,1.6931395830347845e-06
990,1.6931396040234074e-06
991,1.693139624031809e-06
992,1.6931396464744034e-06
993,1.6931396682689578e-06
994,1.6931396909423935e-06
995,1.6931397132907486e-06
996,1.6931397352670868e-06
997,1.6931397581976204e-06
998,1.6931397810810783e-06
999,1.6931398047955872e-06
1000,1.6931398288715355e-06
1001,1.6931398524558645e-06
1002,1.693139876283531e-06
1003,1.693139901856627e-06
1004,1.6931399280338393e-06
1005,1.6931399536513975e-06
1006,1.6931399790994095e-06
1007,1.6931400046780291e-06
1008,1.6931400330367744e-06
1009,1.6931400612768266e-06
1010,1.6931400882963265e-06
