N,M,k,best_residual,edges,runtime_s
14,91,6,1.693377278034756e-06,"1-8,3-4,3-9,6-9,9-12,11-14",7.47835111618042
15,105,6,2.0066935942937405e-06,"1-11,1-13,5-7,5-15,8-15,13-15",12.38375973701477
16,120,4,2.661047214344179e-05,"1-10,3-15,5-6,5-10",0.3644559383392334
16,120,5,4.154885482447887e-05,"5-14,9-11,10-11,12-16,15-16",0.5245199203491211
16,120,6,5.832749099128821e-06,"3-8,5-7,5-11,11-15,13-15,15-16",18.97374415397644
