step,residual
0,5.98622879385772e-10
1,5.992324439968801e-10
2,5.998378107017274e-10
3,6.004393188210607e-10
4,6.010342107134501e-10
5,6.016246968746692e-10
6,6.022103284258565e-10
7,6.027910834831424e-10
8,6.033662861931114e-10
9,6.039378086401174e-10
10,6.045039757559021e-10
11,6.050652980471851e-10
12,6.056204451135123e-10
13,6.061718529761391e-10
14,6.067179765068468e-10
15,6.072597170964626e-10
16,6.077953040084577e-10
17,6.083266249108375e-10
18,6.088537058687102e-10
19,6.093746866220895e-10
20,6.09891077664659e-10
21,6.104022671494533e-10
22,6.109086004848162e-10
23,6.114098729004377e-10
24,6.119060880190632e-10
25,6.123971392776312e-10
26,6.128837641246929e-10
27,6.133642853099715e-10
28,6.138401582648451e-10
29,6.143119696610215e-10
30,6.147786568181405e-10
31,6.152393997786598e-10
32,6.156958804990003e-10
33,6.161460209410126e-10
34,6.165914917429963e-10
35,6.170326924764208e-10
36,6.174690177724215e-10
37,6.178995833504145e-10
38,6.183260247632009e-10
39,6.187462565087808e-10
40,6.191621152803221e-10
41,6.195726125545521e-10
42,6.199773541140832e-10
43,6.203770975933242e-10
44,6.207721895616183e-10
45,6.211621947498843e-10
46,6.215469666668096e-10
47,6.219263060845338e-10
48,6.223014367293386e-10
49,6.22670990578737e-10
50,6.230350596076256e-10
51,6.233942434419103e-10
52,6.237481404439958e-10
53,6.240971531606145e-10
54,6.244414810058086e-10
55,6.247798449718427e-10
56,6.25113829792894e-10
57,6.254406947793447e-10
58,6.257648216767251e-10
59,6.260819489476395e-10
60,6.263942675657871e-10
61,6.267028388272392e-10
62,6.270049381229105e-10
63,6.273025002429546e-10
64,6.275951592262291e-10
65,6.27882388028585e-10
66,6.281646283695424e-10
67,6.284413280737567e-10
68,6.287134580724272e-10
69,6.28979999473353e-10
70,6.292411261224607e-10
71,6.294978909857304e-10
72,6.297489193644052e-10
73,6.299949647911582e-10
74,6.302361432228477e-10
75,6.304719873756306e-10
76,6.307028983360103e-10
77,6.309281603004261e-10
78,6.311482158705463e-10
79,6.313637411747647e-10
80,6.315744401143868e-10
81,6.317799882864848e-10
82,6.319797312268218e-10
83,6.321747610179797e-10
84,6.323645713615598e-10
85,6.325487714452679e-10
86,6.327285660125865e-10
87,6.329025424839319e-10
88,6.330717407387756e-10
89,6.332358710111883e-10
90,6.333954003089418e-10
91,6.335486584166092e-10
92,6.336967343613643e-10
93,6.338401575031003e-10
94,6.339788669340202e-10
95,6.341124121657164e-10
96,6.34239992976773e-10
97,6.343627377320259e-10
98,6.344803066466483e-10
99,6.345942493606176e-10
100,6.347020001674659e-10
101,6.348044260245627e-10
102,6.349018382686846e-10
103,6.349945193277536e-10
104,6.350816774171773e-10
105,6.351642399817295e-10
106,6.3524157515761e-10
107,6.353126966301878e-10
108,6.353806195879427e-10
109,6.354425466066916e-10
110,6.354990651846249e-10
111,6.355512811471764e-10
112,6.355977876557209e-10
113,6.356397754892735e-10
114,6.356760550139921e-10
115,6.357071816347782e-10
116,6.357342202881771e-10
117,6.357560237310441e-10
118,6.357728512650452e-10
119,6.357845705555979e-10
120,6.357913032969417e-10
121,6.357931017879028e-10
122,6.357887988253805e-10
123,6.357812383441025e-10
124,6.357666670506669e-10
125,6.357484567390313e-10
126,6.357245380738724e-10
127,6.356957359066679e-10
128,6.356622172311174e-10
129,6.356232098761407e-10
130,6.355804133112803e-10
131,6.355312633484852e-10
132,6.354781234425139e-10
133,6.354194543939617e-10
134,6.353562382659675e-10
135,6.352886660108171e-10
136,6.352145565222632e-10
137,6.351361340719564e-10
138,6.350532596059865e-10
139,6.34964489533753e-10
140,6.348718934665777e-10
141,6.347739041243063e-10
142,6.346703676566604e-10
143,6.345619088504297e-10
144,6.344499961808859e-10
145,6.343323371002775e-10
146,6.342093831158632e-10
147,6.340820871183884e-10
148,6.339508860562092e-10
149,6.338125004867651e-10
150,6.336701820940783e-10
151,6.335229118720782e-10
152,6.333709160229412e-10
153,6.332147075826313e-10
154,6.330531542861697e-10
155,6.32887207608796e-10
156,6.327157445075871e-10
157,6.325401538577102e-10
158,6.323598320874718e-10
159,6.321740559375691e-10
160,6.319833705766845e-10
161,6.317888099596934e-10
162,6.315899870859292e-10
163,6.313852192358483e-10
164,6.311756469085815e-10
165,6.309621163241922e-10
166,6.3074391568568e-10
167,6.305204813634841e-10
168,6.30292430572874e-10
169,6.300594556101964e-10
170,6.298219088220407e-10
171,6.295799201850005e-10
172,6.293318961066829e-10
173,6.290808280512086e-10
174,6.288249928120144e-10
175,6.285645795558892e-10
176,6.282994518578266e-10
177,6.280296298792259e-10
178,6.277546318496759e-10
179,6.27475821846839e-10
180,6.271925327964208e-10
181,6.269052115552472e-10
182,6.266115002971323e-10
183,6.263139050894455e-10
184,6.260121768123754e-10
185,6.25705966989397e-10
186,6.253950364822249e-10
187,6.250796788065251e-10
188,6.247592651196564e-10
189,6.244354706239674e-10
190,6.241062967849948e-10
191,6.237730526023928e-10
192,6.234352420664735e-10
193,6.230926622301554e-10
194,6.227464245428715e-10
195,6.223955351710397e-10
196,6.22039983409798e-10
197,6.216808427732643e-10
198,6.213169759197281e-10
199,6.20947891675008e-10
200,6.205750539331387e-10
201,6.201981196954563e-10
202,6.198167171617456e-10
203,6.194303313315627e-10
204,6.190404107541754e-10
205,6.186464799327363e-10
206,6.182479519458459e-10
207,6.17845609874907e-10
208,6.174384323643137e-10
209,6.170270777556183e-10
210,6.166116075425043e-10
211,6.161917372120143e-10
212,6.157682848383653e-10
213,6.153403788166187e-10
214,6.149080594789418e-10
215,6.144725285597042e-10
216,6.140323299743766e-10
217,6.135884728093209e-10
218,6.131404677294514e-10
219,6.126885799551863e-10
220,6.122317836279191e-10
221,6.117706129006876e-10
222,6.11307451477791e-10
223,6.108386213523206e-10
224,6.103659426899263e-10
225,6.098890720747049e-10
226,6.094084996681951e-10
227,6.089244743940049e-10
228,6.084354269840712e-10
229,6.079437071777726e-10
230,6.074474514097328e-10
231,6.069474160301913e-10
232,6.064435995850573e-10
233,6.059365134601568e-10
234,6.054243628958024e-10
235,6.049092477857311e-10
236,6.043907327052824e-10
237,6.038676012179235e-10
238,6.033410521577599e-10
239,6.028107142013491e-10
240,6.022769256971792e-10
241,6.017390659762113e-10
242,6.011976316024974e-10
243,6.006532944294433e-10
244,6.001041659560473e-10
245,5.995518494422047e-10
246,5.989965534060518e-10
247,5.984366940741326e-10
248,5.978747110031699e-10
249,5.973078319858569e-10
250,5.967378065363263e-10
251,5.961642217616145e-10
252,5.955876728311005e-10
253,5.950064847129955e-10
254,5.944235180526784e-10
255,5.938367839151324e-10
256,5.932460349577621e-10
257,5.926519630936767e-10
258,5.920539588034676e-10
259,5.914538883229493e-10
260,5.908493724795609e-10
261,5.902425525401918e-10
262,5.896319502241647e-10
263,5.890174276376942e-10
264,5.884005029346751e-10
265,5.877803014547333e-10
266,5.871567194644469e-10
267,5.865302044203065e-10
268,5.859006170230595e-10
269,5.852672615519494e-10
270,5.846316748748711e-10
271,5.83992632782059e-10
272,5.833505240416621e-10
273,5.82704283584972e-10
274,5.820556798078323e-10
275,5.814040476233836e-10
276,5.807503641342516e-10
277,5.800930261481375e-10
278,5.794332387477402e-10
279,5.787699598438904e-10
280,5.781036919601224e-10
281,5.774341178455878e-10
282,5.767628555180163e-10
283,5.760874967534552e-10
284,5.754108903625741e-10
285,5.747294806857837e-10
286,5.740462776293551e-10
287,5.733611863858055e-10
288,5.72672448183732e-10
289,5.719812033008982e-10
290,5.712873836480608e-10
291,5.705907769214488e-10
292,5.698907235369068e-10
293,5.691887501751753e-10
294,5.684845132747906e-10
295,5.6777725734079e-10
296,5.670676187973209e-10
297,5.66355754519523e-10
298,5.656412688690145e-10
299,5.649236059718898e-10
300,5.6420446114629e-10
301,5.634826633784771e-10
302,5.627590794475843e-10
303,5.620315828621407e-10
304,5.613021433212625e-10
305,5.60571852476466e-10
