t,H,Q2_re,Q2_im,generator_norm
0,np.float64(45.54749628098898),np.float64(45.54749628098899),np.float64(-1.0827366859659904e-13),np.float64(7.833878385895504e-15)
1,np.float64(45.54749628098898),np.float64(45.54749628098898),np.float64(-1.0827366859659933e-13),np.float64(7.833878385895382e-15)
2,np.float64(45.54749628098898),np.float64(45.54749628098898),np.float64(-1.082736685965996e-13),np.float64(7.833878385895259e-15)
3,np.float64(45.54749628098898),np.float64(45.54749628098897),np.float64(-1.0827366859659986e-13),np.float64(7.833878385895138e-15)
4,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660017e-13),np.float64(7.833878385895018e-15)
5,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660043e-13),np.float64(7.833878385894895e-15)
6,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660071e-13),np.float64(7.833878385894773e-15)
7,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660101e-13),np.float64(7.833878385894652e-15)
8,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660133e-13),np.float64(7.83387838589453e-15)
9,np.float64(45.547496280988966),np.float64(45.54749628098897),np.float64(-1.0827366859660167e-13),np.float64(7.833878385894412e-15)
10,np.float64(45.54749628098898),np.float64(45.54749628098898),np.float64(-1.0827366859660197e-13),np.float64(7.833878385894289e-15)
11,np.float64(45.54749628098897),np.float64(45.54749628098898),np.float64(-1.0827366859660225e-13),np.float64(7.833878385894166e-15)
12,np.float64(45.547496280988966),np.float64(45.54749628098897),np.float64(-1.082736685966026e-13),np.float64(7.833878385894046e-15)
13,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660294e-13),np.float64(7.833878385893924e-15)
14,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660322e-13),np.float64(7.833878385893801e-15)
15,np.float64(45.547496280988966),np.float64(45.54749628098897),np.float64(-1.0827366859660351e-13),np.float64(7.833878385893681e-15)
16,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660381e-13),np.float64(7.83387838589356e-15)
17,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660414e-13),np.float64(7.833878385893443e-15)
18,np.float64(45.54749628098898),np.float64(45.54749628098898),np.float64(-1.0827366859660442e-13),np.float64(7.833878385893317e-15)
19,np.float64(45.547496280988966),np.float64(45.54749628098897),np.float64(-1.0827366859660477e-13),np.float64(7.833878385893199e-15)
20,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660502e-13),np.float64(7.833878385893075e-15)
21,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660538e-13),np.float64(7.833878385892956e-15)
22,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660566e-13),np.float64(7.833878385892834e-15)
23,np.float64(45.54749628098898),np.float64(45.54749628098898),np.float64(-1.0827366859660596e-13),np.float64(7.833878385892713e-15)
24,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660625e-13),np.float64(7.833878385892591e-15)
25,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660656e-13),np.float64(7.833878385892471e-15)
26,np.float64(45.547496280988966),np.float64(45.54749628098897),np.float64(-1.0827366859660692e-13),np.float64(7.833878385892351e-15)
27,np.float64(45.54749628098897),np.float64(45.54749628098898),np.float64(-1.082736685966072e-13),np.float64(7.833878385892228e-15)
28,np.float64(45.54749628098897),np.float64(45.547496280988966),np.float64(-1.0827366859660755e-13),np.float64(7.833878385892107e-15)
29,np.float64(45.54749628098897),np.float64(45.54749628098898),np.float64(-1.082736685966078e-13),np.float64(7.833878385891985e-15)
30,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660815e-13),np.float64(7.833878385891865e-15)
31,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660843e-13),np.float64(7.833878385891744e-15)
32,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.082736685966087e-13),np.float64(7.83387838589162e-15)
33,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859660904e-13),np.float64(7.833878385891502e-15)
34,np.float64(45.54749628098898),np.float64(45.54749628098898),np.float64(-1.0827366859660932e-13),np.float64(7.833878385891378e-15)
35,np.float64(45.547496280988966),np.float64(45.54749628098897),np.float64(-1.0827366859660958e-13),np.float64(7.833878385891258e-15)
36,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859660987e-13),np.float64(7.833878385891135e-15)
37,np.float64(45.54749628098898),np.float64(45.54749628098898),np.float64(-1.0827366859661016e-13),np.float64(7.833878385891012e-15)
38,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859661049e-13),np.float64(7.833878385890892e-15)
39,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859661075e-13),np.float64(7.83387838589077e-15)
40,np.float64(45.547496280988966),np.float64(45.54749628098898),np.float64(-1.0827366859661103e-13),np.float64(7.833878385890649e-15)
41,np.float64(45.547496280988966),np.float64(45.54749628098897),np.float64(-1.0827366859661135e-13),np.float64(7.833878385890529e-15)
42,np.float64(45.54749628098897),np.float64(45.54749628098898),np.float64(-1.0827366859661169e-13),np.float64(7.833878385890408e-15)
43,np.float64(45.54749628098897),np.float64(45.54749628098898),np.float64(-1.0827366859661197e-13),np.float64(7.833878385890286e-15)
44,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859661227e-13),np.float64(7.833878385890166e-15)
45,np.float64(45.54749628098898),np.float64(45.54749628098897),np.float64(-1.0827366859661255e-13),np.float64(7.833878385890041e-15)
46,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859661289e-13),np.float64(7.833878385889923e-15)
47,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859661318e-13),np.float64(7.833878385889802e-15)
48,np.float64(45.54749628098898),np.float64(45.54749628098897),np.float64(-1.0827366859661351e-13),np.float64(7.83387838588968e-15)
49,np.float64(45.547496280988966),np.float64(45.547496280988966),np.float64(-1.0827366859661383e-13),np.float64(7.83387838588956e-15)
50,np.float64(45.54749628098897),np.float64(45.54749628098897),np.float64(-1.0827366859661419e-13),np.float64(7.833878385889437e-15)
