step,full_r1,parallel_r1,perp_r1,cross_r1,full_r2,parallel_r2,perp_r2,cross_r2,full_r3,parallel_r3,perp_r3,cross_r3,full_r4,parallel_r4,perp_r4,cross_r4,full_r5,parallel_r5,perp_r5,cross_r5,full_r6,parallel_r6,perp_r6,cross_r6,full_r7,parallel_r7,perp_r7,cross_r7,full_r8,parallel_r8,perp_r8,cross_r8,full_r9,parallel_r9,perp_r9,cross_r9,full_r10,parallel_r10,perp_r10,cross_r10,full_r11,parallel_r11,perp_r11,cross_r11,full_r12,parallel_r12,perp_r12,cross_r12,full_r13,parallel_r13,perp_r13,cross_r13,full_r14,parallel_r14,perp_r14,cross_r14,full_r15,parallel_r15,perp_r15,cross_r15,full_r16,parallel_r16,perp_r16,cross_r16
0,0.3171622983586927,0.31716229835869264,4.1962674101691695e-17,5.633258084883285e-09,0.31087991070220644,0.3108799107022065,4.177779673371281e-17,5.3697134114526124e-09,0.30944425112477225,0.3094442511247722,4.0101027344478575e-17,5.177197659332513e-09,0.29548129548697777,0.29548129548697777,3.6779117343014654e-17,4.818192733570628e-09,0.29180435975646835,0.29180435975646835,3.526556175827545e-17,4.539523148231323e-09,0.2520675016384821,0.252067501638482,3.455625135744089e-17,4.42635348312974e-09,0.22898068300800262,0.22898068300800262,3.030318004306093e-17,3.920264909071933e-09,0.2160055374361611,0.2160055374361611,2.939517110399996e-17,3.625055955879042e-09,0.18112614713882952,0.1811261471388295,2.7380559910801185e-17,3.4136384270752573e-09,0.16638902290293273,0.1663890229029327,2.519497913432211e-17,3.232019199697239e-09,0.1430742502790265,0.14307425027902648,2.3172977382230878e-17,3.0169299926972437e-09,0.14157667788561235,0.14157667788561226,2.0841805621424755e-17,2.659292342697729e-09,0.12429703843945149,0.12429703843945142,1.7456771585729282e-17,2.2970349286344316e-09,0.10344348268146117,0.10344348268146118,1.49417333449114e-17,1.927337112518089e-09,0.08447727934511697,0.08447727934511697,1.1222696908433255e-17,1.0179219227948148e-09,2.996250826263557e-09,1.234305429740916e-09,2.2801315379489673e-25,3.7548581909034256e-10
1,0.3171626836913087,0.31716212577395536,0.00044535863982601164,0.012328280826755769,0.31088079473562363,0.31087974148835595,0.0004080732515604918,0.012174002707188086,0.30944468068105263,0.30944408187082534,0.0003293771016954255,0.010908987910259509,0.2954822946550512,0.29548113358171707,0.0003252167679037082,0.010479974013383905,0.2918047847614709,0.29180420098616344,0.0002812301394326794,0.009227834673930756,0.252068458045008,0.2520673631848377,0.000273673796790811,0.008767901602580523,0.22898097029839135,0.2289805571155995,0.0002673455472045057,0.008606807395392067,0.21600496843345088,0.2160054187839459,0.0002612728370981321,0.007387006301247355,0.18112598649706368,0.18112604904400384,0.00022655867497090102,0.00672885188464184,0.1663886752699419,0.16638893295514162,0.00015515848383292584,0.006449720565502886,0.14307468439794932,0.14307417331056485,0.00015398719316354713,0.005367441017019307,0.14157614575593988,0.1415765995164238,0.00011654806666686235,0.004673276827900659,0.12429670745523373,0.12429696932626359,7.765753552222863e-05,0.004240696233603424,0.10344474596411075,0.10344342792944869,4.336640400216376e-05,0.0038793149121785645,0.08447665052018188,0.08447723508775254,3.2379818199062846e-05,0.0011242845679653268,2.8438391541374843e-09,1.7793604529335672e-09,1.1854675390850907e-12,1.914846513552565e-09
2,0.31716406877291226,0.3171616080451175,0.0008906861848207184,0.017435642870614578,0.3108822578469771,0.310879233871633,0.0008161133928470135,0.017216652580480076,0.3094455511972356,0.30944357413295726,0.0006588680808869016,0.015428209713895398,0.2954840202425588,0.2954806478885654,0.0006502898321191041,0.014821403643129732,0.291805474893463,0.2918037246986083,0.000562485883441279,0.013050222328651393,0.25207041089941046,0.2520669478429065,0.0005473149416245754,0.012399540447380147,0.22898169862257647,0.2289801794555437,0.0005346749617335977,0.01217253360953946,0.21600446935375145,0.21600506284357798,0.0005224647686256543,0.010446864647130521,0.181125003609211,0.18112575477443754,0.00045309401633957235,0.009517903049843917,0.16638785143915027,0.16638866312561545,0.0003105236796343135,0.009119989419233343,0.1430764999915961,0.14307394241742544,0.0003077554886364983,0.007590882441708879,0.14157459864908226,0.14157636441898477,0.0002330907974076382,0.006609017074386924,0.12429564924363354,0.12429676199531171,0.00015525976830869584,0.005997136152409284,0.10344752024713072,0.103443263683074,8.674035885926945e-05,0.005485989772048155,0.08447530943836448,0.08447710232396134,6.484304751710345e-05,0.0015972074981304997,1.8242445339595076e-09,2.2255063817747132e-09,4.74340713042884e-12,2.5824198808372385e-09
3,0.31716645371388796,0.31716074521207044,0.0013359642589426718,0.02135571619085587,0.31088430010641316,0.3108783878909872,0.0012241080879241758,0.021085981800139153,0.3094468636254865,0.3094427279473307,0.0009885938680448728,0.018896642792750367,0.2954864721263331,0.29547983844113795,0.0009751052248831781,0.018153360589774042,0.2918064305633869,0.29180293093055487,0.0008438181712636421,0.015983512268892792,0.2520733600046503,0.25206625564029705,0.0008208743696763025,0.01518620516502993,0.2289828678643326,0.2289795500525351,0.0008019789080050909,0.014909408045394592,0.21600404035175572,0.21600446963869557,0.0007835111557613352,0.012794777621015427,0.181123199393838,0.181125264354389,0.000679590566756844,0.011660791949794113,0.16638655198512053,0.1663882134371645,0.00046624378746403867,0.011166953849844553,0.1430796926733324,0.14307355762041454,0.00046115452695988444,0.009297239163176877,0.14157204103200263,0.14157597260688162,0.0003496185807076304,0.008094167103641815,0.1242938648189401,0.12429641645754275,0.00023275371514742512,0.0073448459344696146,0.10345180402236942,0.10344298996022512,0.00013013822717562143,0.006718640203361119,0.08447325574132508,0.08447688106979857,9.747510116876748e-05,0.0019694809652516256,1.9932658849129693e-09,1.58252695738822e-09,6.755181453883385e-12,1.543314137894458e-09
4,0.3171698388546048,0.31715953731713414,0.0017811744910394616,0.024661758507782672,0.3108869216493956,0.31087720358763266,0.001632045029563442,0.024347924335815226,0.30944861944772567,0.3094415433503668,0.0013186547856988988,0.021821516165100755,0.2954896501828647,0.29547870527259595,0.0012995694777702567,0.02096314344447295,0.2918076524484005,0.29180181972102787,0.0011252751002627135,0.018456774823976247,0.2520773051344826,0.25206528660341315,0.0010943060736642888,0.017535566635645462,0.22898447794931587,0.22897866892988883,0.0010692479466950899,0.01721763234111409,0.21600368175308185,0.21600363919188967,0.0010443475431672752,0.014774130109687372,0.18112057517739727,0.18112457781063396,0.0009060328029223899,0.013470768443993059,0.16638477773904956,0.16638758391531389,0.0006223768004308757,0.012890126962649033,0.14308425551288734,0.1430730189435852,0.0006141241095946656,0.010736076851427473,0.1415684800490303,0.14157542409155446,0.00046612186614623433,0.00934588768433519,0.12429135569869118,0.12429593272126874,0.00031008658338079967,0.008480991140400402,0.10345759510012585,0.1034426067833152,0.00017357646177181782,0.007757596698019331,0.08447048881633767,0.08447657134612174,0.00013035960289742245,0.002294387642164492,1.9008523876057855e-09,2.3247287067751896e-09,1.4056435902484819e-11,3.299503957739279e-09
5,0.3171742247631356,0.31715798440504456,0.002226298513815475,0.027575882332075127,0.31089012267653987,0.3108756810050358,0.002039911950446408,0.027221691307115454,0.3094508206715585,0.30944002037873264,0.001649128433073631,0.02439934861732453,0.2954935542880653,0.29547724841563405,0.001623611665446421,0.023439553900711962,0.2918091414896111,0.2918003911113132,0.0014069005540348603,0.020636239659599667,0.2520822460321569,0.2520640407574437,0.0013675686318804663,0.019605554243060725,0.22898652884449464,0.22897753610952487,0.0013364724395613918,0.01925227012931596,0.21600339405332647,0.21600257152469346,0.0013049097447506309,0.016517922546252332,0.1811171326936661,0.18112369517245894,0.0011324051040220084,0.015069314991270162,0.1663825297885209,0.16638677458829795,0.0007789415411540658,0.01440543282180057,0.14309017918995515,0.14307232641423284,0.0007666431489038117,0.01200408350876074,0.14156392536645346,0.1415747188822901,0.000582591187279289,0.010448262020412475,0.1242881239014603,0.12429531079216011,0.0003872058565760068,0.009481947254187465,0.10346489061056655,0.10344211417928023,0.00021707167782369954,0.008672697044954183,0.08446700779838627,0.08447617317858983,0.0001635775662864512,0.0025928593175670485,1.899272347751393e-09,1.3002713219785668e-09,1.078592883733044e-11,2.0631994006895314e-09
6,0.31717961223221164,0.31715608652295135,0.002671317962825362,0.03021204129013365,0.31089390345336687,0.31087382018891285,0.002447696634411398,0.029819713065308517,0.30945346982495237,0.3094381590693373,0.0019800719698915338,0.02673095989599237,0.29549818431694874,0.2954754679024767,0.0019471810512323071,0.025679455465110995,0.29181089888911166,0.29179864514495574,0.0016887332006020146,0.022607180578180203,0.25208818240866643,0.25206251812635805,0.0016406263383852257,0.021477177939143305,0.2289890205573917,0.22897615161196486,0.0016036424679371525,0.021092880997165015,0.2160031779168227,0.21600126665758052,0.001565133942931695,0.01809436181769594,0.18111287408306517,0.1811226164716605,0.0013586917199442936,0.01651879486271236,0.16637980947722178,0.1663857854870594,0.0009359431192081753,0.01577230473406811,0.14309745219845152,0.143071480062895,0.0009187041977080798,0.013150861146154375,0.14155838896585513,0.14157385698621985,0.0006990171835941474,0.011444393648804578,0.12428417194394847,0.12429455067324306,0.0004640593850158283,0.010386886647437858,0.103473687005537,0.10344151217957971,0.0002606407331198801,0.009499748341468321,0.08446281157291072,0.08447568659766423,0.00019720665852353118,0.0028756748084285627,3.1937925851825305e-09,1.4175893924201266e-09,1.5844963863439357e-11,1.9092191245253707e-09
7,0.31718600227540794,0.31715384372041455,0.00311621447550022,0.03263795560176951,0.3108982643099505,0.3108716211872264,0.0028553869277522016,0.032208786335078024,0.3094565699496694,0.30943595945932756,0.00231152627415737,0.02887626607484247,0.29550354014320995,0.29547336376487304,0.002270242860024587,0.027740414980554656,0.2918129261063128,0.2917965818677566,0.001970805897707658,0.024420268809705742,0.25209511394053946,0.25206071873290203,0.00191344989164077,0.023198571763245943,0.2289919531351304,0.22897451545632747,0.0018707477690574573,0.02278675171452736,0.21600303417510294,0.21599972460995978,0.001824956803715333,0.019543963692832286,0.18110780189184303,0.18112134174254374,0.001584876739207941,0.017856268859096098,0.16637661840461615,0.16638461664524842,0.001093381623283018,0.01702606476855458,0.14310606109198168,0.14307047992335106,0.0010703047448669145,0.014205886696505242,0.14155188489562356,0.1415728384083155,0.000815390621252363,0.01235987567900226,0.12427950283737957,0.12429365236489606,0.0005405954826415752,0.011219080368183736,0.10348398006076547,0.10344080082019814,0.00030430082001435093,0.010260012542814148,0.08445789877919777,0.08447511163861057,0.00023132056484200496,0.0031491594399606273,2.1196378454285248e-09,1.5900421595298596e-09,1.0403666274115306e-11,1.3864560403419721e-09
8,0.31719339612257647,0.3171512560494128,0.003560969690214144,0.03489776627302139,0.3109032056404595,0.3108690840501934,0.003262970750577883,0.03443244224082784,0.30946012459349564,0.30943342158609427,0.0026435201517629394,0.030874324947363085,0.29550962163871314,0.29547093603410335,0.0025927740010904753,0.02965996018986622,0.29181522485359684,0.2917942013277803,0.002253145482052355,0.02610853009244085,0.2521030402671895,0.25205864259860167,0.002186016659983351,0.024801105885896402,0.2289953266632954,0.22897262766033225,0.002137777693270408,0.024364711308469202,0.2160029638250702,0.21599794540017964,0.002084315609047442,0.02089312517796374,0.18110191907113735,0.18111987102192834,0.0018109440565306414,0.019105874413387052,0.16637295842558122,0.16638326809922838,0.0012512549938898066,0.01818976078343671,0.1431159907597267,0.14306932603262815,0.0012214443312329737,0.015188374936870324,0.14154442899145117,0.1415716631513908,0.0009317024123544996,0.013211375660514925,0.12427412008320765,0.12429261586485055,0.0006167630321568305,0.011993690624309735,0.10349576487846593,0.10343998014165051,0.0003480695732383697,0.01096733433127838,0.08445226781441698,0.08447444834150422,0.00026598846145835757,0.003417301437969685,1.1220302662084006e-09,2.7773482365941092e-09,1.6941616730091462e-11,2.9642536983892787e-09
9,0.3172017952145289,0.31714832356435907,0.004005565245398787,0.037022145288883555,0.31090872790257157,0.31086620883030097,0.003670436108242068,0.036520927756744065,0.30946413780129267,0.30943054548728605,0.002976073787407819,0.03275228162869362,0.29551642867287725,0.2954681847409906,0.002914759551571308,0.031464173799495114,0.29181779709129957,0.29179150357536954,0.002535772877426903,0.02769491203349921,0.2521119609878283,0.25205628974377414,0.0024583105863791167,0.02630657682033094,0.22899914126460824,0.22897048824030844,0.002404721184041949,0.025848188874123944,0.2160029680268812,0.21599592904553672,0.002343148406930242,0.02216018112412341,0.18109522897590705,0.18111820434915804,0.0020368773399706257,0.02028435613960359,0.16636883164999952,0.166381739888085,0.0014095600440181023,0.01927944275398407,0.1431272247213729,0.14306801843100925,0.0013721235187597273,0.016111679995161728,0.1415360385772018,0.14157033121610624,0.001047943632471061,0.014010466402277912,0.12426802766814352,0.12429144116819389,0.0006925116000981993,0.012721248170915519,0.10350903589033977,0.10343905018899041,0.00039196519854723766,0.011631321814908401,0.08444591683829797,0.08447369675123777,0.00030127459604584075,0.003682720024461887,1.947899595200551e-09,3.2348223448979373e-09,2.6485423295893838e-11,1.5784836424851291e-09
