step,H_total,H_parallel,H_perp,A_perp,f,abs_ztz,full_simplex_rank,perp_simplex_rank,R_full_takagi,R_parallel_takagi,R_perp_takagi,R_cross_takagi,r1_full,r1_parallel,r1_perp,r1_cross,Bcross_fro
0,3.6201925420978798,3.6201925420978798,1.2547433587682842e-31,3.542235676473665e-16,3.4659575262291654e-32,1.616747389211548e-14,15,0,0.8731405623368348,0.8731405623368349,1.6932408982698958e-16,1.3906119588722568e-08,0.3171622983586931,0.31716229835869314,6.428731862814538e-17,5.5522349412293166e-09,5.804108006763e-17
1,3.6201925420978722,3.620188589286216,3.9528116565282805e-06,0.001988167914570668,1.0918788463769549e-06,1.963055150016077e-14,15,15,0.8731417871433872,0.8731400858069708,0.0009972494570580652,0.03148848418845579,0.31716268369130923,0.31716212577395575,0.00044535863982603615,0.012328280826755376,0.0003139347372756898
2,3.620192542097871,3.6201767314317586,1.581066611197175e-05,0.003976262832355496,4.367355031014345e-06,1.7794441327468122e-14,15,15,0.8731442996980036,0.873138656285963,0.0019944261674325805,0.044532695594245025,0.3171640687729129,0.31716160804511806,0.0008906861848207191,0.017435642870614686,0.0006279012426205303
3,3.6201925420978682,3.6201569694429354,3.557265493151606e-05,0.005964281593915236,9.8261776184153e-06,1.4969495679191857e-14,15,15,0.8731481007352212,0.8731362738791613,0.0029914959113423963,0.0545435421845226,0.3171664537138886,0.3171607452120708,0.0013359642589426894,0.02135571619085568,0.0009419243970855296
4,3.620192542097865,3.6201293042780796,6.3237819783864e-05,0.007952221059796063,1.7468081890257233e-05,1.8402281539020786e-14,15,15,0.8731531915649343,0.8731329386951819,0.0039884245078883815,0.06298510769461362,0.317169838854605,0.3171595373171341,0.0017811744910394354,0.024661758507782672,0.0012560290694889004
5,3.62019254209786,3.6200937369451296,9.880515272940547e-05,0.00994007810479402,2.7292789424992578e-05,1.570759606239973e-14,15,15,0.8731595740679606,0.873128650845874,0.004985177828815696,0.07042460752674573,0.31717422476313567,0.3171579844050446,0.0022262985138154566,0.02757588233207543,0.001570240109257308
6,3.620192542097872,3.6200502685014992,0.00014227359637209488,0.01192784961223501,3.9300008139801455e-05,9.730140522015368e-15,15,15,0.8731672506901852,0.8731234104463039,0.005981721814243049,0.07715301895603928,0.3171796122322117,0.3171560865229516,0.002671317962825334,0.03021204129013428,0.001884582339276344
7,3.620192542097878,3.619998900054002,0.00019364204387555992,0.013915532468272995,5.348943229504186e-05,8.711006819470244e-15,15,15,0.8731762244352689,0.8731172176147483,0.006978022490834034,0.08334324837351674,0.31718600227540783,0.3171538437204147,0.0031162144755001375,0.032637955601769644,0.0021990805487524766
8,3.620192542097891,3.6199396327590465,0.00025290933884415353,0.01590312355621227,6.986074246139221e-05,1.4106824210063876e-14,15,15,0.8731864988559691,0.8731100724727191,0.007974045992758258,0.08910799281378412,0.3171933961225773,0.317151256049414,0.0035609696902140654,0.03489776627302151,0.002513759486089731
9,3.6201925420978824,3.6198724678228125,0.00032007427506973825,0.017890619750856544,8.841360544990707e-05,1.3488181725740347e-14,15,15,0.8731980780440437,0.8731019751449861,0.008969758585658606,0.09452556199141647,0.3172017952145285,0.31714832356435907,0.004005565245398668,0.037022145288884103,0.002828643851783484
