step,r1_full,r2_full,r3_full,r4_full,r1_perp,r2_perp,r3_perp,r4_perp
6400,0.3333335044190415,0.3333335044188646,0.333333504418743,3.851737280704772e-09,2.0409894927853726e-13,1.986360648473277e-13,1.7370784917781468e-13,1.8650141801035166e-21
6440,0.33333350441904136,0.33333350441887216,0.3333335044187385,2.6092610890377555e-09,2.0707083232242126e-13,2.0176948890730995e-13,1.7578128826241735e-13,1.3102467826165482e-21
6480,0.33333350441903986,0.3333335044188764,0.33333350441873416,3.089208806943695e-09,2.097961902832521e-13,2.0465532982892293e-13,1.7803132341125149e-13,1.7322443534032876e-21
6520,0.33333350441904386,0.3333335044188715,0.33333350441873344,2.3531307416691364e-09,2.12667996149294e-13,2.0804355525739644e-13,1.8018053721506395e-13,1.5874733186867254e-21
6560,0.3333335044190502,0.33333350441886467,0.33333350441873383,2.9187107792681974e-09,2.1544017172077536e-13,2.1099954362530477e-13,1.823817523510007e-13,2.60258804768961e-21
6600,0.33333350441905196,0.33333350441886717,0.33333350441873,2.759743110585709e-09,2.1863567427633623e-13,2.1430108280631465e-13,1.8478748021705407e-13,2.5473057027560963e-21
6640,0.3333335044190491,0.333333504418874,0.33333350441872467,3.428855958753544e-09,2.2108391889968391e-13,2.1655320140360804e-13,1.8639074318483486e-13,2.0083546885891728e-21
6680,0.33333350441904935,0.3333335044188743,0.33333350441872145,2.3301155832533704e-09,2.2420622632071318e-13,2.1963502426901444e-13,1.8860280899740402e-13,2.2086832121811736e-21
6720,0.3333335044190532,0.33333350441886495,0.3333335044187197,3.2165791056726675e-09,2.2724756423514426e-13,2.2249878642766938e-13,1.9104654796519485e-13,2.9498943761657992e-21
6760,0.3333335044190579,0.3333335044188601,0.333333504418718,2.6578200933028127e-09,2.304074175358264e-13,2.2527227851554687e-13,1.9345316154183842e-13,2.7398279392829524e-21
6800,0.3333335044190594,0.333333504418866,0.33333350441871457,1.3874866850005517e-09,2.334448239255256e-13,2.2816658062323385e-13,1.96031387127811e-13,3.210593200273614e-21
6840,0.33333350441905907,0.3333335044188736,0.3333335044187103,2.939748525513164e-09,2.366728568219782e-13,2.3164814544627553e-13,1.9885167575672931e-13,2.3779333655220746e-21
6880,0.3333335044190636,0.3333335044188732,0.3333335044187098,3.640530702078152e-09,2.401153709249151e-13,2.3526198074898763e-13,2.0132516604628777e-13,2.2599609175235485e-21
6920,0.3333335044190705,0.33333350441886694,0.33333350441870974,2.9950207295006902e-09,2.437986373527001e-13,2.389655736620561e-13,2.0386974801885803e-13,2.6210067987485545e-21
6960,0.33333350441907367,0.3333335044188639,0.3333335044187065,2.9306668206593135e-09,2.469189267268295e-13,2.421753967175375e-13,2.0640375491805593e-13,1.2917589330650041e-21
7000,0.3333335044190738,0.3333335044188696,0.33333350441870085,2.061846950930426e-09,2.5080185992491467e-13,2.461394300584892e-13,2.092410652961816e-13,1.6815487023111881e-21
7040,0.3333335044190748,0.33333350441887516,0.3333335044186973,3.634313970351678e-09,2.544090068148068e-13,2.499759459204695e-13,2.1226670216998894e-13,2.2921022511798343e-21
7080,0.33333350441907994,0.33333350441887205,0.3333335044186968,1.7173025607564495e-09,2.577328896074299e-13,2.535084287648331e-13,2.148012093938987e-13,1.9573089591135192e-21
7120,0.3333335044190862,0.33333350441886694,0.33333350441869614,3.845424821867693e-09,2.610774864145655e-13,2.5710715849873995e-13,2.1689854610992562e-13,2.2029106351771838e-21
7160,0.3333335044190899,0.33333350441886833,0.3333335044186938,1.987173014360906e-09,2.6444648859252004e-13,2.606670843570951e-13,2.1906914696425663e-13,3.2300095109658906e-21
7200,0.3333335044190897,0.3333335044188751,0.3333335044186887,2.6021812458804703e-09,2.682042607485143e-13,2.6457983722430735e-13,2.2150521162419657e-13,2.1122618015428502e-21
7240,0.3333335044190925,0.33333350441887705,0.3333335044186864,2.7411363443963245e-09,2.7197169595344726e-13,2.6862993525178116e-13,2.2388133780975858e-13,3.533744198639094e-21
7280,0.33333350441909615,0.3333335044188698,0.3333335044186842,2.130459951894003e-09,2.7503405876807017e-13,2.714541509173444e-13,2.2588987362781484e-13,2.615337470555419e-21
7320,0.33333350441909937,0.33333350441886445,0.33333350441868154,2.6207670153868305e-09,2.7780010598947355e-13,2.740763889415406e-13,2.2816147855021047e-13,1.5718641535134562e-21
7360,0.33333350441909915,0.3333335044188667,0.33333350441867665,2.465769261390756e-09,2.805258010082682e-13,2.7709265892649065e-13,2.3010547486107887e-13,1.9022444512804507e-21
7400,0.3333335044191004,0.33333350441887466,0.3333335044186739,2.8727943436010678e-09,2.8372689364668287e-13,2.8048651714279924e-13,2.319229310655647e-13,1.4228592357912607e-21
7440,0.3333335044191032,0.3333335044188732,0.33333350441867204,3.069541488036534e-09,2.8654650913128053e-13,2.8363529815352285e-13,2.3364369494054187e-13,1.5768278227336886e-21
7480,0.3333335044191099,0.3333335044188679,0.33333350441867265,1.6545827907656286e-09,2.8955381914778153e-13,2.8681033566442615e-13,2.3556546564869837e-13,2.9473845604158353e-21
7520,0.3333335044191124,0.3333335044188659,0.3333335044186699,2.921619991108171e-09,2.920151336109815e-13,2.8938655728582957e-13,2.373945817063555e-13,2.3051943566038047e-21
7560,0.33333350441911314,0.3333335044188725,0.33333350441866705,3.243669622671226e-09,2.94789463982034e-13,2.9228136312458616e-13,2.382494923149644e-13,2.149791475253769e-21
7600,0.33333350441911275,0.33333350441887605,0.3333335044186635,3.300636991121307e-09,2.9753000622464316e-13,2.9500801050787715e-13,2.3981315329111873e-13,2.952526409328654e-21
7640,0.33333350441911713,0.3333335044188722,0.33333350441866283,1.2460771207375249e-09,3.003967022217013e-13,2.9800850752455977e-13,2.413676897025066e-13,2.0786089741700112e-21
7680,0.33333350441912163,0.33333350441886594,0.33333350441866183,2.3635040160807745e-09,3.031930456048112e-13,3.0083181832790593e-13,2.4241820968612176e-13,1.3207823464589455e-21
7720,0.3333335044191216,0.3333335044188647,0.3333335044186573,3.0879432634042685e-09,3.0591855268396606e-13,3.036193135466083e-13,2.438955592761418e-13,3.2118057084156238e-21
7760,0.33333350441912013,0.33333350441886983,0.33333350441865184,1.490723057169695e-09,3.0916985472885015e-13,3.070767249102732e-13,2.458385275392246e-13,2.3757694431999642e-21
7800,0.33333350441912263,0.3333335044188734,0.3333335044186507,2.472369614886525e-09,3.118957891678077e-13,3.0997591508664953e-13,2.474215569648316e-13,1.998483849749733e-21
7840,0.3333335044191285,0.3333335044188697,0.33333350441865145,3.0248884320648654e-09,3.146255424223472e-13,3.1280089509002805e-13,2.4858110640629535e-13,2.9245530180567833e-21
7880,0.3333335044191317,0.33333350441886456,0.3333335044186494,3.6482979763060054e-09,3.1739378390085535e-13,3.1558329696614006e-13,2.5021311693226034e-13,1.753055448524293e-21
7920,0.33333350441913234,0.333333504418867,0.3333335044186468,2.7949498084961595e-09,3.196058179457885e-13,3.179531124599286e-13,2.5193585230117725e-13,1.891027482288584e-21
7960,0.33333350441913145,0.33333350441887294,0.3333335044186435,3.441720196291699e-09,3.2206125028201594e-13,3.203957080935205e-13,2.5299310435858427e-13,2.1542855386639224e-21
8000,0.33333350441913545,0.33333350441887366,0.3333335044186435,1.2386145958533814e-09,3.2466013176259346e-13,3.2304952409994853e-13,2.544662386843101e-13,2.5956257618813627e-21
8040,0.33333350441914067,0.3333335044188684,0.33333350441864423,2.783742326393326e-09,3.266488632007461e-13,3.2498965576844706e-13,2.5606672641342404e-13,3.557394556627438e-21
8080,0.33333350441914417,0.33333350441886667,0.3333335044186435,1.3613547603296527e-09,3.292088693590543e-13,3.2761835893589466e-13,2.572436209223271e-13,2.7755327816807487e-21
8120,0.333333504419143,0.33333350441887055,0.3333335044186392,1.8838969749529205e-09,3.318917257145888e-13,3.303200241946788e-13,2.5866610182141275e-13,3.026997857254928e-21
8160,0.3333335044191406,0.3333335044188725,0.3333335044186342,1.937343632368302e-09,3.3439021738346176e-13,3.328192704641946e-13,2.597657752196302e-13,4.739708039519745e-21
8200,0.3333335044191451,0.33333350441886994,0.3333335044186345,2.5310535641621735e-09,3.365508253000304e-13,3.3507168066542723e-13,2.6162160623311986e-13,2.3384481206407535e-21
8240,0.3333335044191514,0.33333350441886644,0.3333335044186363,3.120206248071129e-09,3.3900091340103944e-13,3.376070076347098e-13,2.627851029569964e-13,2.9271439882450743e-21
8280,0.33333350441915366,0.3333335044188667,0.33333350441863485,2.4488888576856195e-09,3.4151473927899275e-13,3.4031776290912546e-13,2.643818482241397e-13,3.1490843505619826e-21
8320,0.3333335044191533,0.3333335044188724,0.33333350441863213,2.9788086806538245e-09,3.437202499784859e-13,3.425623199666785e-13,2.65625498534877e-13,2.8019837764149498e-21
8360,0.33333350441915455,0.3333335044188737,0.33333350441863024,2.553206573347486e-09,3.4583176050586536e-13,3.4468140642627773e-13,2.6745239172259673e-13,1.6852871816481593e-21
8400,0.33333350441915593,0.3333335044188665,0.33333350441862736,1.2258434572365588e-09,3.482049409298651e-13,3.4702788000192246e-13,2.689175501970715e-13,4.407010945810613e-21
8440,0.33333350441915977,0.3333335044188613,0.3333335044186268,9.302195833516204e-10,3.504551297334792e-13,3.4934290512778275e-13,2.710864284333301e-13,3.523802131890911e-21
8480,0.3333335044191608,0.3333335044188637,0.3333335044186245,2.4610324678837417e-09,3.529538556389724e-13,3.5190627633903025e-13,2.728177068083138e-13,3.419863125440217e-21
8520,0.33333350441915865,0.3333335044188673,0.3333335044186196,2.217360969148402e-09,3.5524426978856277e-13,3.54178627919234e-13,2.74460400984023e-13,2.9132625355926618e-21
8560,0.33333350441915965,0.33333350441886717,0.3333335044186167,3.117320221601499e-09,3.5804393553243056e-13,3.5701960941096424e-13,2.75666896592821e-13,2.8542766734770723e-21
8600,0.33333350441916376,0.3333335044188613,0.3333335044186169,2.9620518256439455e-09,3.598490082651641e-13,3.5877663645872813e-13,2.774875912217517e-13,3.460269563302931e-21
8640,0.3333335044191699,0.3333335044188613,0.3333335044186187,1.9872065614271308e-09,3.625799353244165e-13,3.616065136091898e-13,2.7925214623455745e-13,1.7290682235261377e-21
8680,0.33333350441916876,0.33333350441886495,0.333333504418615,2.1931856585814494e-09,3.646365547596638e-13,3.636530189159553e-13,2.806488783985137e-13,3.582659358698988e-21
8720,0.33333350441916654,0.33333350441886744,0.33333350441861026,4.088766150922157e-09,3.6661608842106644e-13,3.6561505603191e-13,2.822566406906646e-13,3.1094938542446087e-21
8760,0.33333350441916965,0.3333335044188652,0.33333350441860926,3.2836837975901424e-09,3.6890791721306616e-13,3.67887861414207e-13,2.840815151570772e-13,3.0585692912467717e-21
8800,0.3333335044191754,0.33333350441886117,0.333333504418611,3.349129912956319e-09,3.7102825336959054e-13,3.700864408276169e-13,2.8579419535493035e-13,4.489406821836835e-21
8840,0.3333335044191775,0.33333350441886095,0.3333335044186096,3.789363963274716e-09,3.733985953424062e-13,3.7245868167697207e-13,2.875779091721139e-13,2.2230187363136524e-21
8880,0.33333350441917503,0.333333504418863,0.3333335044186038,2.6050120103990153e-09,3.7593922945814077e-13,3.749814816774698e-13,2.894836969512555e-13,2.0332793912118743e-21
8920,0.33333350441917664,0.3333335044188665,0.3333335044186012,3.2091500125669036e-09,3.7902367680727886e-13,3.780665467480816e-13,2.9121140391871355e-13,4.2174837541211695e-21
8960,0.33333350441918086,0.3333335044188628,0.33333350441860066,1.2846219144928212e-09,3.8167851857992406e-13,3.806779493344955e-13,2.9309775782372884e-13,4.843976161423626e-21
9000,0.33333350441918447,0.3333335044188585,0.33333350441860027,2.8574205090939657e-09,3.8378493650911455e-13,3.8270576829594133e-13,2.9531040067777087e-13,2.4228063494609165e-21
9040,0.3333335044191851,0.33333350441886006,0.33333350441859705,2.7500086768795095e-09,3.8644362487155167e-13,3.853394435082283e-13,2.977372571063943e-13,3.3514901276979377e-21
9080,0.33333350441918524,0.3333335044188645,0.33333350441859283,8.057495096614967e-10,3.895340651186092e-13,3.885002331502538e-13,3.003416148513534e-13,3.095231111215141e-21
9120,0.33333350441918574,0.3333335044188627,0.3333335044185887,2.114557618193763e-09,3.922588987443667e-13,3.912351556216113e-13,3.0301025069744294e-13,4.438679854988873e-21
9160,0.3333335044191913,0.3333335044188592,0.3333335044185889,1.2255050712283134e-09,3.953755876972415e-13,3.9437557555455937e-13,3.0478905443422427e-13,3.347845672848811e-21
9200,0.3333335044191939,0.33333350441885656,0.33333350441858667,3.052814055587568e-09,3.985665403307473e-13,3.976067579992256e-13,3.0679070827089513e-13,2.6606639211071718e-21
9240,0.33333350441919446,0.33333350441885995,0.3333335044185836,4.03811950550832e-09,4.011868189247887e-13,4.002662924426107e-13,3.0906868803869356e-13,4.2188509932867626e-21
9280,0.3333335044191946,0.3333335044188639,0.3333335044185796,2.0294009307519744e-09,4.0430653738955336e-13,4.034167406404536e-13,3.111706654365127e-13,4.0480976923072425e-21
9320,0.33333350441919957,0.3333335044188635,0.3333335044185796,1.688614893836874e-09,4.072946715750114e-13,4.0644741860262273e-13,3.1311943577362303e-13,2.5093674126105275e-21
9360,0.3333335044192053,0.33333350441886067,0.33333350441858073,4.024580673870281e-09,4.0993147464691363e-13,4.090952126332612e-13,3.1495185372097045e-13,2.777156914960838e-21
9400,0.33333350441920695,0.3333335044188604,0.3333335044185786,2.012527795391307e-09,4.1280393404222335e-13,4.1198309309768973e-13,3.1647059946936607e-13,2.660420390213482e-21
9440,0.3333335044192065,0.33333350441886506,0.33333350441857507,3.269505086448758e-09,4.152502314978338e-13,4.144372884664549e-13,3.1824746376479135e-13,3.9281809129825425e-21
9480,0.3333335044192066,0.3333335044188664,0.3333335044185711,2.4305931897751156e-09,4.1782812219112837e-13,4.170460301127743e-13,3.2058746159917835e-13,3.8579518445515e-21
9520,0.333333504419212,0.3333335044188644,0.33333350441857185,2.7672526607841194e-09,4.2063179300358877e-13,4.1989568342183584e-13,3.222078360689022e-13,3.717656798844628e-21
9560,0.33333350441921594,0.3333335044188612,0.3333335044185715,3.6310264347769602e-09,4.2324891726129545e-13,4.2252813603514154e-13,3.242443867882093e-13,3.9860690356495946e-21
9600,0.33333350441921644,0.3333335044188625,0.3333335044185688,2.1772012845887243e-09,4.2537055451667287e-13,4.246780372489376e-13,3.2631307616399686e-13,2.574591277240012e-21
9640,0.3333335044192158,0.3333335044188666,0.3333335044185654,2.935611791926818e-09,4.2759868228921987e-13,4.268825014588546e-13,3.281561791035684e-13,5.514599605119155e-21
9680,0.3333335044192178,0.3333335044188689,0.33333350441856413,1.9766044173627466e-09,4.2963602103580053e-13,4.289392448332076e-13,3.2973423521500264e-13,4.95863862331151e-21
9720,0.3333335044192216,0.33333350441886533,0.33333350441856374,3.143608730733634e-09,4.3217716812687194e-13,4.314947399382236e-13,3.3121264369778106e-13,4.192051535461267e-21
9760,0.3333335044192241,0.33333350441886184,0.3333335044185627,2.9023808992789143e-09,4.345219486010238e-13,4.338843905262306e-13,3.327866267860845e-13,2.7556940720399543e-21
9800,0.3333335044192244,0.33333350441886456,0.33333350441856024,2.429024373488978e-09,4.365595447360029e-13,4.359023634897798e-13,3.345553932231678e-13,2.4933021852775246e-21
9840,0.33333350441922255,0.33333350441886633,0.3333335044185554,2.766658023267419e-09,4.3873718279747756e-13,4.381003819164992e-13,3.365761178381173e-13,2.2736364753453866e-21
9880,0.33333350441922294,0.33333350441886406,0.3333335044185518,2.526657087851293e-09,4.4111373495904375e-13,4.404626372954165e-13,3.3848736052904524e-13,3.315783364084544e-21
9920,0.3333335044192266,0.3333335044188593,0.3333335044185523,1.5130033139055807e-09,4.425184655378684e-13,4.4182869660287076e-13,3.4072574945316376e-13,2.7900174044422917e-21
9960,0.3333335044192287,0.33333350441885884,0.33333350441855086,2.6059087868979486e-09,4.450266508878067e-13,4.4430123598905893e-13,3.427049378709834e-13,3.986555468053976e-21
10000,0.3333335044192293,0.33333350441886395,0.3333335044185482,1.7304122852417733e-09,4.4760595847226417e-13,4.4687112617128627e-13,3.4474333258929206e-13,4.186150194634564e-21
10040,0.33333350441923054,0.33333350441886556,0.3333335044185455,2.0271383196436932e-09,4.5006419971772104e-13,4.4935003395177324e-13,3.4708278693267513e-13,4.33473462162647e-21
10080,0.33333350441923415,0.3333335044188634,0.3333335044185446,2.2589466949955487e-09,4.524384588046689e-13,4.516739234221763e-13,3.500411193527205e-13,2.646375723193357e-21
10120,0.33333350441923804,0.3333335044188604,0.3333335044185434,2.808723142827597e-09,4.554858831106082e-13,4.5468881872420794e-13,3.525064680973387e-13,2.7850472878906494e-21
10160,0.33333350441923965,0.33333350441886156,0.33333350441854076,2.60662638414341e-09,4.585465861511581e-13,4.57710133776735e-13,3.5550202126084173e-13,1.6088255363777836e-21
10200,0.3333335044192374,0.33333350441886256,0.3333335044185342,4.2311057489562045e-09,4.618100658607191e-13,4.60960903489446e-13,3.580030190880188e-13,4.198651649843246e-21
10240,0.3333335044192407,0.33333350441886594,0.33333350441853254,1.8954437517798203e-09,4.652507071014074e-13,4.643769548415154e-13,3.6047993370166166e-13,5.074604676998936e-21
10280,0.33333350441924603,0.33333350441886406,0.3333335044185316,1.5020043636659486e-09,4.687987650532179e-13,4.678740699219013e-13,3.636734476796982e-13,4.5003670579734694e-21
10320,0.3333335044192528,0.33333350441886433,0.333333504418533,2.0759858828351188e-09,4.722665210278215e-13,4.713294189259481e-13,3.6656380072318025e-13,3.088659520190302e-21
10360,0.3333335044192542,0.33333350441886683,0.3333335044185301,2.9111885678752644e-09,4.756159298553379e-13,4.746922928771219e-13,3.6935127569121943e-13,4.044636327733445e-21
10400,0.33333350441925363,0.3333335044188703,0.3333335044185249,2.4270499089031383e-09,4.790184237505126e-13,4.781627594081229e-13,3.7215250024488213e-13,1.3986022496621931e-21
10440,0.3333335044192565,0.33333350441887094,0.333333504418523,2.2617167979653976e-09,4.821970782914478e-13,4.813764279687397e-13,3.740866395265274e-13,6.4877948064302256e-21
10480,0.33333350441926074,0.33333350441886556,0.3333335044185229,1.7667566387668184e-09,4.846118083402218e-13,4.837929328621262e-13,3.7626394713709005e-13,3.64453423510219e-21
10520,0.3333335044192622,0.33333350441886367,0.33333350441852094,2.067152121171219e-09,4.86959028573876e-13,4.860906397414662e-13,3.7853467208325466e-13,4.804061563065232e-21
10560,0.3333335044192631,0.33333350441886755,0.33333350441851817,1.6386427627832944e-09,4.898201454073904e-13,4.890499016329513e-13,3.8160504761183233e-13,6.269131776246029e-21
10600,0.3333335044192642,0.33333350441887105,0.33333350441851467,3.321792072147482e-09,4.930287449180622e-13,4.922878295041502e-13,3.842181197911652e-13,4.126921758617823e-21
10640,0.3333335044192665,0.33333350441886783,0.3333335044185117,1.2536901204932248e-09,4.961261544469337e-13,4.953979318737203e-13,3.8719516337922296e-13,4.066412060691714e-21
10680,0.33333350441927256,0.3333335044188656,0.33333350441851417,2.099060571668179e-09,4.982947441875499e-13,4.975869845862503e-13,3.890407714202202e-13,3.211465005650517e-21
10720,0.3333335044192727,0.33333350441886495,0.3333335044185111,3.1467854684782887e-09,5.007203161109158e-13,5.000536348708191e-13,3.913015943751686e-13,4.723635619105405e-21
10760,0.33333350441926796,0.3333335044188667,0.3333335044185036,2.4604415076062193e-09,5.030584031342444e-13,5.023202225110318e-13,3.935935045962828e-13,1.1479725974938623e-21
10800,0.3333335044192672,0.3333335044188667,0.3333335044184997,2.79216160164607e-09,5.048416467824407e-13,5.040568344105405e-13,3.958891129281488e-13,4.3881843293213746e-21
10840,0.33333350441927234,0.3333335044188642,0.33333350441850046,2.6221227629091172e-09,5.075071907092235e-13,5.067331090421938e-13,3.9781186276378005e-13,5.149173743144487e-21
10880,0.3333335044192771,0.3333335044188614,0.33333350441850107,3.1911066394811105e-09,5.103064183148777e-13,5.095449113105157e-13,4.0027013300601336e-13,5.56495907254248e-21
10920,0.33333350441927817,0.333333504418865,0.3333335044184985,3.687927394784052e-09,5.134366228796147e-13,5.127210887352544e-13,4.0241615591486086e-13,6.195255461852208e-21
10960,0.3333335044192777,0.3333335044188691,0.33333350441849463,1.884734740256312e-09,5.161233338642374e-13,5.155223372310142e-13,4.048314295010404e-13,5.63252669531633e-21
11000,0.33333350441928034,0.3333335044188694,0.3333335044184932,3.2476662740386634e-09,5.185582586522603e-13,5.179110492411291e-13,4.069600395334183e-13,3.886424064902814e-21
11040,0.3333335044192823,0.33333350441886406,0.33333350441849163,3.256985358707862e-09,5.205290742856555e-13,5.197439301483157e-13,4.0890147217738586e-13,4.5665477198559456e-21
11080,0.3333335044192825,0.3333335044188602,0.3333335044184883,3.4586779279291876e-09,5.229241146695193e-13,5.220672535744119e-13,4.1156766506372695e-13,4.070960689887721e-21
11120,0.33333350441928566,0.33333350441886667,0.33333350441848736,2.533967197463757e-09,5.260452188738687e-13,5.252491450229844e-13,4.1504287019962217e-13,6.222838986794238e-21
11160,0.3333335044192852,0.33333350441887016,0.3333335044184829,1.2968808192260579e-09,5.285318202874712e-13,5.27657430454837e-13,4.1849973330481093e-13,5.522086011178969e-21
11200,0.33333350441928866,0.3333335044188684,0.3333335044184811,3.077352424325975e-09,5.316830754872486e-13,5.307930085370122e-13,4.2109311994525196e-13,6.280599433588272e-21
11240,0.3333335044192935,0.3333335044188653,0.3333335044184817,2.555171582589973e-09,5.343910296282845e-13,5.334513872593859e-13,4.2394122751172586e-13,4.38026108298777e-21
11280,0.3333335044192982,0.3333335044188679,0.3333335044184825,3.1196436892766106e-09,5.372213696771607e-13,5.363050753701267e-13,4.2716503440628195e-13,4.717732358448415e-21
11320,0.33333350441929466,0.33333350441887105,0.33333350441847537,3.591148912608682e-09,5.402361298507908e-13,5.392395525131693e-13,4.300706102112513e-13,2.42058265072083e-21
11360,0.3333335044192965,0.3333335044188747,0.3333335044184724,2.976674708527155e-09,5.436035195233654e-13,5.425460329294927e-13,4.329103441320545e-13,6.822678404801412e-21
11400,0.3333335044193031,0.3333335044188731,0.33333350441847326,2.72930450219893e-09,5.471511935586545e-13,5.461046644139064e-13,4.355748254639321e-13,5.838851753583554e-21
11440,0.3333335044193085,0.33333350441887016,0.3333335044184729,3.3844307716140597e-09,5.512441019763615e-13,5.501646238363973e-13,4.385708961203771e-13,2.4246158937707917e-21
11480,0.3333335044193084,0.3333335044188714,0.3333335044184687,3.6826165454562357e-09,5.544027246370085e-13,5.532403176117764e-13,4.4202202243938373e-13,4.678367911436337e-21
11520,0.3333335044193075,0.3333335044188772,0.3333335044184632,3.2177095217319148e-09,5.581748735373607e-13,5.569771885289134e-13,4.449172688838207e-13,5.2711623639698335e-21
11560,0.33333350441930937,0.33333350441887644,0.33333350441845905,3.388508546007326e-09,5.618031722491646e-13,5.605673656685659e-13,4.4830757768556126e-13,5.5240094916562386e-21
11600,0.3333335044193143,0.33333350441887055,0.33333350441845816,3.787644702759688e-09,5.649487539475578e-13,5.636602467268654e-13,4.518002900024269e-13,6.6428145485630006e-21
11640,0.3333335044193193,0.33333350441887005,0.3333335044184577,3.0302808552111517e-09,5.688753921804494e-13,5.675158862920243e-13,4.554661161841923e-13,5.940900668652701e-21
11680,0.33333350441932064,0.3333335044188754,0.33333350441845444,3.7252288368987396e-09,5.725551054100341e-13,5.711448362262216e-13,4.592863458118189e-13,3.2088931078973588e-21
11720,0.3333335044193183,0.33333350441887705,0.3333335044184465,2.9211194390852163e-09,5.767109727450472e-13,5.752339062698336e-13,4.631201562806226e-13,3.836513758628549e-21
11760,0.333333504419322,0.33333350441887416,0.3333335044184425,9.869738675742046e-10,5.812480444221716e-13,5.797385227834422e-13,4.674523444101513e-13,4.1473490404789585e-21
11800,0.3333335044193269,0.33333350441886794,0.3333335044184412,2.473066986195599e-09,5.849511960158132e-13,5.833546913496711e-13,4.715051834313565e-13,4.05777055477161e-21
11840,0.3333335044193278,0.33333350441886633,0.33333350441843645,2.0799217596524476e-09,5.892448412480698e-13,5.876461982047981e-13,4.758661700496254e-13,3.69944539012444e-21
11880,0.33333350441932913,0.33333350441887316,0.33333350441843224,2.9679251752041836e-09,5.935870074896189e-13,5.920292433634922e-13,4.799022531432013e-13,5.6363304219786544e-21
11920,0.33333350441932913,0.33333350441887405,0.33333350441842646,3.2863134284795272e-09,5.974319467634426e-13,5.958305815656651e-13,4.835298139057037e-13,4.384853295185324e-21
11960,0.33333350441933396,0.33333350441886844,0.3333335044184239,1.9987726890929484e-09,6.016498980945169e-13,6.000404987876253e-13,4.876572058304853e-13,6.841991980868146e-21
12000,0.3333335044193402,0.33333350441886456,0.33333350441842396,3.0213608954421615e-09,6.059336374130721e-13,6.043685447083288e-13,4.91618480973518e-13,7.469489586636627e-21
12040,0.3333335044193437,0.3333335044188687,0.3333335044184222,2.8791817451328454e-09,6.101673549031365e-13,6.085132901085873e-13,4.957784262954927e-13,4.072241943456106e-21
12080,0.3333335044193456,0.33333350441887716,0.33333350441841814,3.427169542147047e-09,6.148045749237126e-13,6.131903558378401e-13,5.001362553379126e-13,4.865599384745718e-21
12120,0.3333335044193504,0.33333350441888115,0.3333335044184163,3.946708674111034e-09,6.189286255176564e-13,6.172811355719969e-13,5.04102032343439e-13,5.759554522900279e-21
12160,0.33333350441935866,0.3333335044188764,0.3333335044184176,2.461682171516183e-09,6.230379909525754e-13,6.214064368223688e-13,5.081070227504838e-13,4.340457853206576e-21
12200,0.3333335044193632,0.33333350441887216,0.33333350441841714,1.431533738023742e-09,6.267265174567359e-13,6.251278646727314e-13,5.11589800429611e-13,5.8377521405600065e-21
12240,0.3333335044193602,0.3333335044188745,0.33333350441840964,2.823321228855937e-09,6.30734013812534e-13,6.289945616777562e-13,5.153100504209e-13,5.443640389964145e-21
12280,0.3333335044193588,0.3333335044188796,0.33333350441840265,2.4200959770096203e-09,6.348213562823041e-13,6.331101738457729e-13,5.192918410925153e-13,7.037804522430907e-21
12320,0.3333335044193645,0.3333335044188788,0.33333350441840176,4.010968115871335e-09,6.384822867629698e-13,6.368236065087327e-13,5.233410039270814e-13,5.15476796923485e-21
12360,0.3333335044193704,0.33333350441887116,0.3333335044184014,2.0676404714407815e-09,6.421445824752376e-13,6.404540346075138e-13,5.273203209331959e-13,5.2500647568788956e-21
12400,0.33333350441937565,0.3333335044188714,0.33333350441840104,3.0236755602659023e-09,6.465184441997252e-13,6.448262575820411e-13,5.316735060034267e-13,7.583053014494663e-21
12440,0.3333335044193763,0.3333335044188797,0.33333350441839615,2.0334199039971524e-09,6.512471337687565e-13,6.495461568683185e-13,5.359210510386215e-13,6.642631399691996e-21
12480,0.33333350441937704,0.3333335044188838,0.3333335044183907,2.6384177447543735e-09,6.553972946860647e-13,6.537006809285542e-13,5.399462018461043e-13,5.242026229093198e-21
12520,0.33333350441938253,0.3333335044188789,0.3333335044183888,2.3920308771460596e-09,6.595187419403611e-13,6.577250367191709e-13,5.440098047295681e-13,8.52058243557955e-21
12560,0.3333335044193901,0.3333335044188734,0.3333335044183898,3.533141329184071e-09,6.639282655816051e-13,6.622307556107703e-13,5.484096371813698e-13,6.459031898287294e-21
12600,0.333333504419393,0.33333350441887566,0.33333350441838705,2.5000266676192935e-09,6.686528624581526e-13,6.670150402639675e-13,5.529208716082824e-13,2.90148876447323e-21
12640,0.33333350441939036,0.33333350441888004,0.3333335044183791,3.3140510365304127e-09,6.726559211241286e-13,6.710092936320876e-13,5.57433838633843e-13,7.117425964982595e-21
12680,0.3333335044193936,0.3333335044188808,0.33333350441837395,2.81390499043471e-09,6.77933374089838e-13,6.762940772759521e-13,5.625184535963617e-13,6.339773889131622e-21
12720,0.33333350441940257,0.3333335044188763,0.33333350441837456,3.964001394929099e-09,6.830858212691171e-13,6.814669225175425e-13,5.672240678479639e-13,4.07443534634313e-21
12760,0.33333350441940685,0.3333335044188714,0.3333335044183717,2.8858481884039495e-09,6.881548855835587e-13,6.864690168043523e-13,5.725408107615217e-13,8.868287862368227e-21
