step,rank_full,d_eff_full,rank_perp,d_eff_perp
0,3,2.999999999999999,3,2.8854546627342583
40,3,3.0000000000000013,3,1.8754842750271306
80,3,3.0000000000000004,3,1.6756979226756918
120,3,3.000000000000001,3,1.496724166270819
160,3,2.999999999999999,3,2.4285754550761642
200,3,3.0000000000000004,3,2.7772356624774988
240,3,3.0000000000000004,3,2.7439227019904786
280,3,2.9999999999999996,3,2.7886471851540713
320,3,2.9999999999999996,3,2.765781916290936
360,3,3.0,3,2.7653097429152655
400,3,3.000000000000001,3,2.7439741175192207
440,3,2.9999999999999996,3,2.6540008496384417
480,3,2.9999999999999996,3,2.674094872107234
520,3,3.000000000000001,3,2.558372683027595
560,3,3.0,3,2.691142910818358
600,3,2.9999999999999996,3,2.736983563699518
640,3,3.0,3,2.5961018500346627
680,3,2.9999999999999996,3,2.7315354432553707
720,3,2.9999999999999996,3,2.698943323660331
760,3,3.0000000000000004,3,2.7186541053125834
800,3,3.0000000000000004,3,2.8131635634763277
840,3,3.0,3,2.828589417840026
880,3,2.999999999999999,3,2.7897076989489893
920,3,3.0,3,2.760071920280766
960,3,2.9999999999999996,3,2.7174864584829335
1000,3,3.0000000000000004,3,2.67511721975252
1040,3,2.999999999999999,3,2.7088706000065095
1080,3,3.0,3,2.7553561302741896
1120,3,3.0,3,2.7682285680219945
1160,3,3.0000000000000004,3,2.826947297746561
1200,3,3.0,3,2.7763417172102414
1240,3,3.0,3,2.7691456794778
1280,3,2.9999999999999996,3,2.727483264746965
1320,3,3.0,3,2.674503609486147
1360,3,3.0,3,2.525603800174712
1400,3,3.0,3,2.372408372836281
1440,3,2.999999999999999,3,2.2452637385781804
1480,3,3.0,3,2.1053320785602603
1520,3,3.0,3,2.2772339339184575
1560,3,3.0000000000000004,3,2.3826022793845403
1600,3,3.0,3,2.159406943495315
1640,3,2.9999999999999996,3,2.2046466090793064
1680,3,2.9999999999999996,3,2.2003396029740445
1720,3,3.000000000000001,3,2.3733875347963838
1760,3,2.999999999999999,3,2.352556578621499
1800,3,2.9999999999999996,3,2.534445613659361
1840,3,3.0000000000000004,3,2.5813288790524593
1880,3,3.000000000000001,3,2.631406550463605
1920,3,3.0000000000000004,3,2.702323321553939
1960,3,3.0,3,2.75975283826823
2000,3,3.0,3,2.767193060698316
2040,3,3.0000000000000004,3,2.773430550043079
2080,3,2.9999999999999996,3,2.785019381122154
2120,3,2.9999999999999996,3,2.7958047308093312
2160,3,3.0,3,2.810727641151803
2200,3,3.000000000000001,3,2.8233651604381986
2240,3,3.0000000000000004,3,2.8280367064926843
2280,3,3.000000000000001,3,2.8523743131650665
2320,3,3.0000000000000004,3,2.8457634362758535
2360,3,2.9999999999999996,3,2.8372643822660812
2400,3,2.9999999999999996,3,2.831329917430814
2440,3,3.0,3,2.8351864102326223
2480,3,3.000000000000001,3,2.835571466047949
2520,3,2.9999999999999996,3,2.848259882402909
2560,3,3.0,3,2.8569958989001516
2600,3,3.0,3,2.859627015856727
2640,3,2.9999999999999996,3,2.8624259297838126
2680,3,3.0,3,2.8728530496762064
2720,3,3.0,3,2.8861035456563706
2760,3,3.000000000000001,3,2.8862551988945766
2800,3,2.9999999999999996,3,2.8873042517468703
2840,3,2.9999999999999996,3,2.8943103614436403
2880,3,3.0,3,2.8972612999935476
2920,3,3.0,3,2.9072620224591565
2960,3,2.9999999999999996,3,2.9088307673217604
3000,3,3.0000000000000004,3,2.9105371521549688
3040,3,3.0,3,2.9011899704411572
3080,3,3.0,3,2.8909630930913472
3120,3,3.0,3,2.8830993602321437
3160,3,3.0000000000000004,3,2.8663294811827456
3200,3,2.9999999999999996,3,2.877044092591453
3240,3,3.0000000000000004,3,2.890095650424147
3280,3,3.000000000000001,3,2.898523637199863
3320,3,3.0000000000000004,3,2.896161635977726
3360,3,2.999999999999999,3,2.902583428449783
3400,3,2.9999999999999996,3,2.9037381751779643
3440,3,2.999999999999999,3,2.899916399048168
3480,3,3.0,3,2.896121793406513
3520,3,3.0000000000000004,3,2.896178820022414
3560,3,3.0000000000000004,3,2.8922419307248046
3600,3,3.0,3,2.9025582858836327
3640,3,3.0000000000000004,3,2.8956925814919194
3680,3,2.9999999999999996,3,2.8849572731156727
3720,3,3.000000000000001,3,2.8743943600464954
3760,3,2.9999999999999996,3,2.880689703961087
3800,3,3.000000000000001,3,2.8680117951489428
3840,3,3.000000000000001,3,2.848449523364739
3880,3,3.0000000000000004,3,2.842413820342057
3920,3,2.9999999999999996,3,2.8347997968754908
3960,3,2.9999999999999996,3,2.8304724085484168
4000,3,2.9999999999999996,3,2.8377444087342734
4040,3,2.9999999999999996,3,2.8207692165083613
4080,3,3.000000000000001,3,2.8117386791433887
4120,3,3.0,3,2.796028258675555
4160,3,3.0000000000000004,3,2.787808632326223
4200,3,2.999999999999999,3,2.7774801385735493
4240,3,2.999999999999999,3,2.7502656835851766
4280,3,3.0,3,2.7281487106358484
4320,3,3.0000000000000004,3,2.708515850783202
4360,3,3.0000000000000004,3,2.6831018071978754
4400,3,3.0,3,2.6723459011800026
4440,3,3.0000000000000004,3,2.6663869033860395
4480,3,3.0,3,2.677234691528255
4520,3,3.0000000000000004,3,2.7016856906454345
4560,3,3.0000000000000004,3,2.7261961673700017
4600,3,2.9999999999999987,3,2.754994705949286
4640,3,2.999999999999999,3,2.784775602490527
4680,3,3.000000000000001,3,2.7957560960346286
4720,3,3.0,3,2.809020399949769
4760,3,3.0,3,2.8366700535736964
4800,3,3.0,3,2.8524507960441183
4840,3,3.0,3,2.8676881372556995
4880,3,3.0,3,2.876508612149572
4920,3,2.9999999999999996,3,2.8884707652764443
4960,3,3.0,3,2.8982823012944436
5000,3,3.0000000000000004,3,2.904085947022507
5040,3,3.0,3,2.9096780974846044
5080,3,3.0000000000000004,3,2.91608206876574
5120,3,3.0,3,2.920549458427053
5160,3,3.0,3,2.924221520948935
5200,3,2.9999999999999996,3,2.925411658343151
5240,3,3.000000000000001,3,2.9261581584783882
5280,3,3.0,3,2.930349196821817
5320,3,3.0,3,2.9320963867538894
5360,3,3.0,3,2.9284148669421457
5400,3,3.0,3,2.9264167219494066
5440,3,3.0000000000000004,3,2.926408459199549
5480,3,2.9999999999999996,3,2.9257324091610153
5520,3,2.999999999999999,3,2.9238548464713032
5560,3,2.9999999999999996,3,2.923569982758618
5600,3,3.0,3,2.9230279635588436
5640,3,3.0000000000000004,3,2.9229851551579653
5680,3,3.0000000000000004,3,2.9261453184261685
5720,3,3.0,3,2.927328345279765
5760,3,2.9999999999999996,3,2.9299834947298318
5800,3,2.9999999999999996,3,2.935154564136763
5840,3,3.0,3,2.938291640710149
5880,3,2.9999999999999996,3,2.9405211424508195
5920,3,3.0,3,2.944727946838733
5960,3,3.000000000000001,3,2.9479474623893025
6000,3,3.000000000000001,3,2.9494461969152272
6040,3,2.9999999999999996,3,2.9500520906584122
6080,3,2.9999999999999996,3,2.950051945164929
6120,3,3.0000000000000004,3,2.9527917853773276
6160,3,3.0000000000000013,3,2.9525100206243913
6200,3,3.0000000000000004,3,2.952357038178665
6240,3,3.0000000000000004,3,2.950991918225097
6280,3,2.9999999999999996,3,2.950165842689492
6320,3,2.9999999999999996,3,2.9486466277901027
6360,3,3.0000000000000004,3,2.9490714040109673
6400,3,2.999999999999999,3,2.9469776390558238
6440,3,2.999999999999999,3,2.9450706277574428
6480,3,3.0,3,2.9446108986477197
6520,3,2.9999999999999996,3,2.9429543906155597
6560,3,3.0,3,2.9421534381864327
6600,3,2.999999999999999,3,2.940878659224952
6640,3,3.0,3,2.939348335907701
6680,3,2.9999999999999996,3,2.937799434086568
6720,3,2.999999999999999,3,2.93751108063704
6760,3,2.9999999999999996,3,2.936955672568598
6800,3,3.0000000000000004,3,2.9371307008605743
6840,3,2.9999999999999996,3,2.93718087205357
6880,3,2.9999999999999996,3,2.9354870200377574
6920,3,3.0,3,2.933519195317607
6960,3,3.0,3,2.9331025354368525
7000,3,3.0,3,2.9315517263359574
7040,3,3.0,3,2.93129099012021
7080,3,2.9999999999999996,3,2.930206497931723
7120,3,2.9999999999999996,3,2.9275634041579384
7160,3,3.000000000000001,3,2.925187256417983
7200,3,3.0,3,2.922680109215903
7240,3,3.0,3,2.919823509379859
7280,3,2.9999999999999996,3,2.91833252975558
7320,3,3.0,3,2.9184552043394403
7360,3,3.0000000000000004,3,2.9171019607805655
7400,3,2.9999999999999996,3,2.914145790219012
7440,3,3.0,3,2.9117693742125215
7480,3,2.9999999999999996,3,2.909760548517144
7520,3,2.9999999999999996,3,2.9090163318999247
7560,3,2.9999999999999996,3,2.9041498684640863
7600,3,2.9999999999999996,3,2.901941067476882
7640,3,3.0000000000000004,3,2.8991919691317194
7680,3,3.0,3,2.895064910496501
7720,3,3.0,3,2.892563961509902
7760,3,2.9999999999999996,3,2.890059912011883
7800,3,3.000000000000001,3,2.887822444904422
7840,3,2.9999999999999996,3,2.8842365508609196
7880,3,3.0000000000000004,3,2.8822944548124125
7920,3,3.000000000000001,3,2.8820067715636646
7960,3,3.0,3,2.8790091017311226
8000,3,2.9999999999999996,3,2.876980849358913
8040,3,3.0,3,2.877171824620212
8080,3,3.0000000000000004,3,2.8742509845415203
8120,3,3.0,3,2.8719210631188252
8160,3,2.9999999999999996,3,2.8690218848652473
8200,3,3.0,3,2.8694961341220298
8240,3,2.9999999999999996,3,2.8668712339162035
8280,3,3.0,3,2.8654234410294053
8320,3,2.9999999999999996,3,2.86380207131594
8360,3,2.9999999999999996,3,2.8644382126488344
8400,3,2.999999999999999,3,2.863227342876719
8440,3,3.0,3,2.8645656492154905
8480,3,3.0,3,2.863814366343999
8520,3,2.9999999999999996,3,2.8634105945938617
8560,3,3.000000000000001,3,2.8602300678462655
8600,3,2.9999999999999996,3,2.861684299297439
8640,3,3.0000000000000004,3,2.860453327251596
8680,3,3.0,3,2.8598562337691527
8720,3,3.0,3,2.8601403756430286
8760,3,3.0000000000000004,3,2.8603476493565156
8800,3,3.0000000000000004,3,2.8605007194781207
8840,3,2.9999999999999996,3,2.8603591953760934
8880,3,3.0,3,2.860213692496882
8920,3,3.000000000000001,3,2.858193817239983
8960,3,2.9999999999999996,3,2.8577615583805174
9000,3,3.0,3,2.8596727177169132
9040,3,3.0000000000000004,3,2.860849584880017
9080,3,3.0,3,2.8614314996465184
9120,3,3.0000000000000004,3,2.8630999716709935
9160,3,3.000000000000001,3,2.8612096116525607
9200,3,3.0000000000000004,3,2.8598087415484907
9240,3,2.9999999999999996,3,2.8605222529833525
9280,3,3.0,3,2.859605984917423
9320,3,3.0,3,2.858538261949421
9360,3,3.0000000000000004,3,2.8579600881095697
9400,3,3.0,3,2.855963067593474
9440,3,2.9999999999999996,3,2.8556673963285593
9480,3,3.0,3,2.856663893187981
9520,3,3.0000000000000004,3,2.8551107437141003
9560,3,3.0,3,2.8551791447371277
9600,3,3.0,3,2.8563837822047096
9640,3,2.9999999999999996,3,2.8567757241978686
9680,3,3.0,3,2.8567920493277814
9720,3,3.0000000000000004,3,2.855477236443081
9760,3,3.0000000000000004,3,2.8548163362320094
