step,R_v0,R_v1,R_v2,R_v3,nulldev_v0,nulldev_v1,nulldev_v2,nulldev_v3
13080,0.28867528275946513,0.28867528275902854,0.2886752827591917,0.28867528275929016,2.4100731923405663e-12,2.5036322428629334e-12,4.010670371089882e-12,3.8958237255221234e-12
13120,0.28867528275946913,0.28867528275902904,0.2886752827591932,0.28867528275929355,2.5092279966524847e-12,2.4480704654057825e-12,3.938561271679351e-12,4.030204313740781e-12
13160,0.28867528275947124,0.28867528275902815,0.28867528275919313,0.2886752827592951,2.4676263972050367e-12,2.530505104367511e-12,3.921530435896855e-12,4.102110245044025e-12
13200,0.28867528275947185,0.2886752827590256,0.28867528275919146,0.2886752827592951,2.3908759261985436e-12,2.6474828417243875e-12,4.035564399921686e-12,4.046368532452603e-12
13240,0.2886752827594731,0.2886752827590235,0.2886752827591899,0.28867528275929516,2.435345510356104e-12,2.650045562747115e-12,4.143979220788289e-12,3.996082867781878e-12
13280,0.28867528275947374,0.28867528275902093,0.2886752827591883,0.2886752827592955,2.5666284541968792e-12,2.560680131265531e-12,4.121633663565252e-12,4.085160542567445e-12
13320,0.2886752827594765,0.28867528275902044,0.2886752827591884,0.2886752827592978,2.6142653599728227e-12,2.561859412335794e-12,4.049739782797528e-12,4.213117040651284e-12
13360,0.28867528275947807,0.2886752827590188,0.28867528275918786,0.28867528275929905,2.5417100414742443e-12,2.6794669503107816e-12,4.091267838281236e-12,4.2304987151021295e-12
13400,0.28867528275947907,0.28867528275901644,0.2886752827591862,0.2886752827592993,2.4965609875907954e-12,2.7681298132811983e-12,4.228445461915529e-12,4.155199794209343e-12
13440,0.2886752827594799,0.28867528275901405,0.28867528275918425,0.2886752827592994,2.5860458603261176e-12,2.7223692978698082e-12,4.298120099157303e-12,4.150948780115211e-12
13480,0.2886752827594825,0.28867528275901266,0.2886752827591842,0.28867528275930116,2.7017239966920654e-12,2.649765118068577e-12,4.251123551124787e-12,4.277354193343496e-12
13520,0.28867528275948545,0.28867528275901183,0.288675282759184,0.2886752827593029,2.7075345753075748e-12,2.6961871373691076e-12,4.209090558374489e-12,4.386705007835017e-12
13560,0.2886752827594859,0.28867528275900867,0.2886752827591822,0.2886752827593027,2.6290794507682852e-12,2.8169061543416902e-12,4.295880579083898e-12,4.371615219176938e-12
13600,0.2886752827594879,0.288675282759007,0.28867528275918136,0.2886752827593034,2.625721673685437e-12,2.8638877523442142e-12,4.421535140371789e-12,4.307249179643793e-12
13640,0.2886752827594896,0.288675282759005,0.2886752827591803,0.28867528275930415,2.7420340349747857e-12,2.8014490286598394e-12,4.448143409787332e-12,4.352905547203022e-12
13680,0.28867528275949234,0.2886752827590045,0.28867528275918053,0.2886752827593062,2.8306522359855583e-12,2.7630168936012243e-12,4.373420275024809e-12,4.484290331532022e-12
13720,0.2886752827594937,0.28867528275900256,0.2886752827591792,0.2886752827593071,2.7929431842282465e-12,2.856346936259854e-12,4.371476527671668e-12,4.544308264271539e-12
13760,0.2886752827594971,0.28867528275900256,0.28867528275917986,0.2886752827593099,2.7296736344878433e-12,2.96513495093905e-12,4.489576369223414e-12,4.488599088669533e-12
13800,0.2886752827594988,0.28867528275900056,0.2886752827591789,0.2886752827593111,2.774148392189618e-12,2.9669673072545564e-12,4.5967378625371416e-12,4.453901323736346e-12
13840,0.28867528275949955,0.28867528275899773,0.288675282759177,0.288675282759311,2.901509486875443e-12,2.8856959952879727e-12,4.5761610668700586e-12,4.542210559320988e-12
13880,0.2886752827595014,0.2886752827589963,0.28867528275917603,0.288675282759312,2.944366860340278e-12,2.886826581690936e-12,4.510171009918321e-12,4.669024767595053e-12
13920,0.28867528275950166,0.2886752827589939,0.2886752827591738,0.28867528275931165,2.8709848443311393e-12,3.0028171367733714e-12,4.548100988448454e-12,4.684153650666663e-12
13960,0.2886752827595038,0.2886752827589927,0.28867528275917326,0.2886752827593129,2.8295236080829637e-12,3.0864247753627385e-12,4.676746475241455e-12,4.614441538408783e-12
14000,0.288675282759504,0.2886752827589894,0.28867528275917087,0.2886752827593125,2.9116387254598906e-12,3.0520752158677985e-12,4.744130771132627e-12,4.611454520685519e-12
14040,0.2886752827595068,0.2886752827589887,0.2886752827591708,0.2886752827593146,3.032860335015492e-12,2.9846252364716518e-12,4.694133057454754e-12,4.731277944410816e-12
14080,0.2886752827595102,0.2886752827589881,0.28867528275917126,0.2886752827593174,3.0497185366859202e-12,3.0241295926715644e-12,4.65065151809247e-12,4.839416933014146e-12
14120,0.2886752827595105,0.2886752827589848,0.2886752827591687,0.2886752827593171,2.9673142381120283e-12,3.1578659680433305e-12,4.741125552102999e-12,4.81970319837662e-12
14160,0.28867528275951104,0.28867528275898185,0.2886752827591664,0.28867528275931675,2.959257200449183e-12,3.211200551897929e-12,4.876009035699788e-12,4.753023599039262e-12
14200,0.2886752827595136,0.2886752827589809,0.2886752827591659,0.28867528275931825,3.0774212112354342e-12,3.143604776251113e-12,4.898733080785631e-12,4.798491844337775e-12
14240,0.2886752827595157,0.28867528275897963,0.2886752827591656,0.2886752827593201,3.174843748481883e-12,3.0924923116473662e-12,4.821181352790714e-12,4.94013817956303e-12
14280,0.28867528275951854,0.28867528275897913,0.28867528275916593,0.2886752827593226,3.145856496699536e-12,3.176365293491476e-12,4.811527699730898e-12,5.008166055646582e-12
14320,0.2886752827595194,0.2886752827589764,0.2886752827591636,0.2886752827593225,3.0609645585384694e-12,3.308993613999474e-12,4.9416754195027796e-12,4.9491863433551105e-12
14360,0.28867528275952276,0.2886752827589758,0.2886752827591641,0.28867528275932514,3.099732704407416e-12,3.322402989774924e-12,5.064760439591418e-12,4.8955672741127615e-12
14400,0.2886752827595235,0.2886752827589733,0.28867528275916216,0.28867528275932525,3.243178890433438e-12,3.2228855190394537e-12,5.0355620223690955e-12,4.99172541635838e-12
14440,0.2886752827595257,0.28867528275897236,0.28867528275916177,0.2886752827593269,3.3043044192913314e-12,3.210486942998592e-12,4.951599532617984e-12,5.136880010116279e-12
14480,0.2886752827595289,0.2886752827589721,0.2886752827591623,0.28867528275932947,3.220881013605074e-12,3.342677750035988e-12,5.0002738620635595e-12,5.150652045250987e-12
14520,0.28867528275952964,0.2886752827589696,0.28867528275916043,0.2886752827593295,3.16166807515852e-12,3.437047601703706e-12,5.150301128380078e-12,5.0614032265918845e-12
14560,0.2886752827595317,0.2886752827589689,0.28867528275916055,0.28867528275933124,3.2563214264809106e-12,3.3841253441351624e-12,5.211453776056779e-12,5.056650578908823e-12
14600,0.28867528275953436,0.2886752827589687,0.2886752827591608,0.28867528275933313,3.3721135221583707e-12,3.3010866430858102e-12,5.139944689149318e-12,5.185676557341041e-12
14640,0.2886752827595349,0.28867528275896653,0.28867528275915916,0.28867528275933285,3.36888847402337e-12,3.3417976603184287e-12,5.0897433553278824e-12,5.282089508581461e-12
14680,0.2886752827595331,0.28867528275896215,0.2886752827591552,0.2886752827593304,3.2810184513702162e-12,3.46691886326697e-12,5.176414718392379e-12,5.2473403597099e-12
14720,0.2886752827595325,0.2886752827589586,0.28867528275915216,0.28867528275932913,3.2701241929702773e-12,3.5152204474103785e-12,5.302428041436801e-12,5.175881415629624e-12
14760,0.28867528275953486,0.2886752827589579,0.28867528275915216,0.2886752827593305,3.388731942649794e-12,3.4417233465918942e-12,5.311313307323838e-12,5.223619532786145e-12
14800,0.2886752827595375,0.2886752827589579,0.28867528275915266,0.2886752827593327,3.4771369382898078e-12,3.397352033822307e-12,5.229501362498624e-12,5.3561960716081575e-12
14840,0.2886752827595388,0.28867528275895593,0.2886752827591517,0.28867528275933374,3.44365295567864e-12,3.4771503813148808e-12,5.2298965897884434e-12,5.410209140008972e-12
14880,0.2886752827595417,0.2886752827589558,0.28867528275915255,0.2886752827593362,3.3668864150582862e-12,3.5939693654131216e-12,5.351886565454832e-12,5.34322309437508e-12
14920,0.2886752827595448,0.28867528275895643,0.2886752827591532,0.28867528275933885,3.4013415000984706e-12,3.5964566137277427e-12,5.4453912334572755e-12,5.30032951002096e-12
14960,0.2886752827595483,0.28867528275895743,0.2886752827591547,0.28867528275934196,3.51781631964669e-12,3.5132409969313565e-12,5.417814149533187e-12,5.3823653056384414e-12
15000,0.2886752827595487,0.2886752827589551,0.28867528275915305,0.2886752827593416,3.5700336538448675e-12,3.4940368349767555e-12,5.341723430764236e-12,5.507396498975269e-12
15040,0.28867528275954907,0.288675282758953,0.2886752827591515,0.2886752827593415,3.4970718900389647e-12,3.6068764283533018e-12,5.381501977635735e-12,5.515341008868541e-12
15080,0.2886752827595509,0.28867528275895227,0.28867528275915133,0.2886752827593428,3.4438150492399593e-12,3.692428740200311e-12,5.509088471476702e-12,5.431952714419564e-12
15120,0.28867528275955123,0.28867528275895,0.28867528275914944,0.2886752827593425,3.5197866264550135e-12,3.656127318462658e-12,5.565666512081465e-12,5.424260330056457e-12
15160,0.2886752827595543,0.2886752827589504,0.28867528275915033,0.2886752827593449,3.638779793579832e-12,3.5717855399814505e-12,5.4991279802631784e-12,5.546212675867275e-12
15200,0.28867528275955556,0.2886752827589493,0.28867528275914967,0.28867528275934573,3.64584731363189e-12,3.5994824270371396e-12,5.4423355429412626e-12,5.646342540802419e-12
15240,0.2886752827595575,0.28867528275894877,0.2886752827591498,0.28867528275934723,3.549625623642417e-12,3.731427373571287e-12,5.531352560993493e-12,5.6007241429256565e-12
15280,0.28867528275956034,0.28867528275894955,0.28867528275915066,0.28867528275934967,3.5243384018218635e-12,3.785566345149552e-12,5.661175795848068e-12,5.513088912970913e-12
15320,0.288675282759562,0.28867528275894894,0.28867528275915044,0.2886752827593508,3.638212293603964e-12,3.7044211147901876e-12,5.6688212580961534e-12,5.553312625682497e-12
15360,0.28867528275956283,0.28867528275894744,0.2886752827591497,0.2886752827593511,3.732666011744559e-12,3.6382270001277e-12,5.5768922791460095e-12,5.68882521405963e-12
15400,0.2886752827595645,0.28867528275894677,0.28867528275914917,0.288675282759352,3.685449898507477e-12,3.718932676566236e-12,5.564107116103883e-12,5.743910047202769e-12
15440,0.28867528275956766,0.28867528275894766,0.2886752827591505,0.28867528275935445,3.598157882090837e-12,3.834771412955479e-12,5.678352684292214e-12,5.6691745780344e-12
15480,0.28867528275956933,0.2886752827589472,0.2886752827591504,0.2886752827593554,3.6251493487135397e-12,3.834188971447661e-12,5.77060738336849e-12,5.6183778967324085e-12
15520,0.2886752827595714,0.2886752827589472,0.2886752827591507,0.28867528275935705,3.747590025962352e-12,3.742396954448523e-12,5.725036568273905e-12,5.706747827916125e-12
15560,0.2886752827595721,0.28867528275894566,0.28867528275915,0.288675282759357,3.786836924332634e-12,3.729107962983843e-12,5.649973873292807e-12,5.820233085188043e-12
15600,0.28867528275957405,0.28867528275894594,0.2886752827591505,0.28867528275935883,3.709989755454929e-12,3.835655533209173e-12,5.69025018077434e-12,5.8116213019338386e-12
15640,0.2886752827595777,0.2886752827589475,0.28867528275915233,0.28867528275936166,3.654587697788032e-12,3.91613262220209e-12,5.811290932173078e-12,5.728299065658435e-12
15680,0.288675282759578,0.28867528275894605,0.2886752827591509,0.28867528275936133,3.73317395915658e-12,3.8663782765967455e-12,5.847804938141207e-12,5.7270095736697765e-12
15720,0.2886752827595794,0.28867528275894555,0.2886752827591503,0.2886752827593619,3.828777865975503e-12,3.79534023819276e-12,5.773658501708843e-12,5.838017429831925e-12
15760,0.2886752827595816,0.2886752827589459,0.2886752827591511,0.28867528275936377,3.820954515483358e-12,3.829345534186955e-12,5.733431325993504e-12,5.914520901810479e-12
15800,0.2886752827595818,0.28867528275894405,0.2886752827591497,0.2886752827593633,3.742093934177914e-12,3.939603926460187e-12,5.81238648130633e-12,5.869061494174833e-12
15840,0.28867528275958193,0.2886752827589425,0.2886752827591486,0.2886752827593631,3.731425244798252e-12,3.973074008035624e-12,5.911258365092123e-12,5.798939740949423e-12
15880,0.2886752827595831,0.2886752827589423,0.2886752827591484,0.2886752827593645,3.827670822725388e-12,3.905723892154386e-12,5.905627292925108e-12,5.8371265719740584e-12
15920,0.2886752827595828,0.28867528275894017,0.2886752827591464,0.2886752827593636,3.894357343208698e-12,3.86417042074548e-12,5.8318960237705704e-12,5.946247348378713e-12
15960,0.288675282759585,0.28867528275894055,0.2886752827591472,0.2886752827593653,3.844160886224215e-12,3.936128782995567e-12,5.837963068769464e-12,5.972651127826044e-12
16000,0.288675282759587,0.288675282758941,0.28867528275914756,0.2886752827593669,3.784716604007082e-12,4.02033843664344e-12,5.930319950588346e-12,5.906025684931292e-12
16040,0.2886752827595877,0.28867528275894,0.28867528275914706,0.2886752827593676,3.823875185592875e-12,4.010275343760369e-12,5.991118744089518e-12,5.8814407999295035e-12
16080,0.28867528275958865,0.28867528275893867,0.28867528275914633,0.2886752827593679,3.915221847182547e-12,3.940197761524273e-12,5.954960202026519e-12,5.9615476185992906e-12
16120,0.2886752827595901,0.2886752827589381,0.28867528275914617,0.28867528275936905,3.946468541376774e-12,3.9391032408174405e-12,5.903257773246535e-12,6.051441275570784e-12
16160,0.2886752827595909,0.28867528275893695,0.28867528275914517,0.288675282759369,3.880217068940321e-12,4.032327712058036e-12,5.950032529053708e-12,6.042390268548972e-12
16200,0.28867528275959364,0.2886752827589375,0.2886752827591463,0.28867528275937093,3.842270591722072e-12,4.093806264886202e-12,6.0517217690021245e-12,5.9817727098183615e-12
16240,0.28867528275959314,0.28867528275893456,0.28867528275914406,0.28867528275936977,3.917472566287979e-12,4.0534706258745505e-12,6.083654236614106e-12,5.995039736190853e-12
16280,0.28867528275959503,0.28867528275893456,0.28867528275914434,0.2886752827593714,4.002186973643083e-12,3.9945504386325355e-12,6.023042430186443e-12,6.094667390889364e-12
16320,0.2886752827595953,0.28867528275893295,0.2886752827591432,0.2886752827593707,3.982100645117948e-12,4.036102386120537e-12,6.001964747717863e-12,6.149873926178919e-12
16360,0.2886752827595959,0.288675282758932,0.28867528275914217,0.28867528275937054,3.9098222837888135e-12,4.128820229812708e-12,6.0721980805333565e-12,6.106780672210991e-12
16400,0.28867528275959625,0.28867528275893056,0.28867528275914095,0.28867528275937004,3.910856843116717e-12,4.151809376585449e-12,6.155881725795076e-12,6.060395654760897e-12
16440,0.28867528275959553,0.28867528275892795,0.28867528275913884,0.28867528275936866,3.998128754059365e-12,4.089506398892576e-12,6.143908095418831e-12,6.110412783917379e-12
16480,0.2886752827595976,0.28867528275892734,0.28867528275913895,0.2886752827593697,4.0554780834408536e-12,4.067799716065096e-12,6.084713246177422e-12,6.208980368988219e-12
16520,0.2886752827595999,0.28867528275892734,0.28867528275913973,0.2886752827593717,4.016110119721896e-12,4.140036320865884e-12,6.10584984640896e-12,6.2307345206756264e-12
16560,0.2886752827596026,0.2886752827589277,0.2886752827591405,0.2886752827593736,3.959621057180026e-12,4.223887211741408e-12,6.207214410892711e-12,6.174029128216074e-12
16600,0.2886752827596027,0.28867528275892584,0.2886752827591393,0.2886752827593734,4.006553535295587e-12,4.20449905454402e-12,6.262296166451869e-12,6.160699932316867e-12
16640,0.2886752827596066,0.28867528275892734,0.2886752827591415,0.28867528275937654,4.098515269962013e-12,4.137653815452201e-12,6.22009551452762e-12,6.245791397788213e-12
16680,0.28867528275960763,0.28867528275892657,0.28867528275914095,0.28867528275937676,4.116458733524894e-12,4.1496962778077546e-12,6.1723061671872094e-12,6.325898607725616e-12
16720,0.28867528275960885,0.2886752827589262,0.28867528275914056,0.28867528275937726,4.051387922089831e-12,4.238257279158522e-12,6.219121700888654e-12,6.3105752015574264e-12
16760,0.2886752827596099,0.28867528275892507,0.2886752827591402,0.2886752827593777,4.021624487254898e-12,4.2885718855190346e-12,6.31396056901432e-12,6.251220288003325e-12
16800,0.2886752827596126,0.2886752827589263,0.28867528275914184,0.28867528275938015,4.087285732610588e-12,4.2469401190549e-12,6.3321920467848954e-12,6.2616116343375065e-12
16840,0.28867528275961346,0.2886752827589256,0.2886752827591413,0.2886752827593804,4.164173684596473e-12,4.193744514561456e-12,6.2695020594237115e-12,6.350724774861873e-12
16880,0.28867528275961607,0.2886752827589266,0.2886752827591425,0.2886752827593827,4.147931993662301e-12,4.236209372601864e-12,6.251060412652987e-12,6.39876146196177e-12
16920,0.2886752827596174,0.2886752827589265,0.2886752827591422,0.2886752827593834,4.081279378994754e-12,4.327395105109469e-12,6.3212789220466474e-12,6.355733345148214e-12
16960,0.288675282759617,0.2886752827589247,0.28867528275913995,0.28867528275938215,4.08321277492817e-12,4.34721383309153e-12,6.39067865665027e-12,6.311245325037231e-12
17000,0.28867528275961724,0.28867528275892307,0.2886752827591385,0.2886752827593817,4.158701738712031e-12,4.297357354759837e-12,6.379086806711337e-12,6.359925175541527e-12
17040,0.2886752827596156,0.2886752827589196,0.2886752827591351,0.2886752827593794,4.200716524236832e-12,4.275088516217522e-12,6.331623270075253e-12,6.445959318121326e-12
17080,0.28867528275961446,0.2886752827589167,0.2886752827591323,0.2886752827593775,4.164414973697717e-12,4.339658751067119e-12,6.3391367197076234e-12,6.464402689643612e-12
17120,0.28867528275961646,0.28867528275891746,0.2886752827591326,0.28867528275937876,4.1151279373198565e-12,4.411660326835993e-12,6.416232689562983e-12,6.413519842021572e-12
17160,0.2886752827596163,0.28867528275891585,0.2886752827591308,0.2886752827593782,4.150185503368835e-12,4.401319606058881e-12,6.457424133527166e-12,6.398223800408528e-12
17200,0.28867528275961524,0.28867528275891374,0.288675282759128,0.2886752827593766,4.222483197835855e-12,4.349825575036852e-12,6.413772777687749e-12,6.467710246140858e-12
17240,0.28867528275961696,0.2886752827589139,0.28867528275912796,0.2886752827593775,4.224140335950045e-12,4.372424321067893e-12,6.38286488089541e-12,6.5302482058684306e-12
17280,0.28867528275961757,0.28867528275891263,0.2886752827591269,0.2886752827593776,4.1704545387332985e-12,4.44638637100652e-12,6.437469241543445e-12,6.512671019142663e-12
17320,0.2886752827596199,0.2886752827589131,0.28867528275912757,0.2886752827593788,4.151619864570299e-12,4.483620572472101e-12,6.5143500292700146e-12,6.47180515706219e-12
17360,0.28867528275962273,0.2886752827589142,0.28867528275912885,0.288675282759381,4.218489060365169e-12,4.440307630280983e-12,6.517809948781861e-12,6.502048579128779e-12
17400,0.2886752827596241,0.28867528275891374,0.28867528275912874,0.28867528275938176,4.2728685088268735e-12,4.4108919351047215e-12,6.469641171187702e-12,6.584126816318263e-12
17440,0.2886752827596255,0.28867528275891374,0.2886752827591287,0.28867528275938253,4.251632407500336e-12,4.4559593546672216e-12,6.463048974244781e-12,6.6118470235980616e-12
17480,0.2886752827596266,0.28867528275891385,0.28867528275912846,0.2886752827593831,4.1950849020166966e-12,4.528950395403117e-12,6.526041056446313e-12,6.5686079572171685e-12
17520,0.288675282759627,0.28867528275891313,0.28867528275912757,0.2886752827593831,4.207767640494833e-12,4.536474308312572e-12,6.579250779896054e-12,6.536464188075907e-12
17560,0.2886752827596282,0.28867528275891297,0.28867528275912757,0.28867528275938387,4.278539778309608e-12,4.487877373569848e-12,6.55729896733848e-12,6.586228186853823e-12
17600,0.2886752827596285,0.28867528275891197,0.2886752827591265,0.2886752827593839,4.315041076174774e-12,4.477991789782296e-12,6.504630505760203e-12,6.657284182479716e-12
17640,0.28867528275962756,0.28867528275890975,0.2886752827591239,0.2886752827593825,4.267478682990938e-12,4.552395905380126e-12,6.529634550181716e-12,6.652445257305878e-12
17680,0.2886752827596287,0.28867528275890986,0.2886752827591243,0.288675282759384,4.238967483031202e-12,4.6033494305924924e-12,6.604149912088594e-12,6.597791511736034e-12
17720,0.2886752827596295,0.2886752827589093,0.2886752827591239,0.2886752827593846,4.276926029313269e-12,4.580774665023513e-12,6.634832135601411e-12,6.5958962737370185e-12
17760,0.2886752827596284,0.2886752827589069,0.2886752827591214,0.2886752827593836,4.347567397013966e-12,4.5330444413782965e-12,6.597095996745544e-12,6.662924218124951e-12
17800,0.28867528275962795,0.28867528275890547,0.2886752827591198,0.2886752827593833,4.357302865737732e-12,4.552144656402796e-12,6.566072080656859e-12,6.714161175484185e-12
17840,0.28867528275962734,0.28867528275890314,0.2886752827591177,0.28867528275938226,4.312961312548813e-12,4.623666573389332e-12,6.612310877401535e-12,6.693804671043285e-12
17880,0.2886752827596284,0.28867528275890264,0.2886752827591175,0.2886752827593834,4.303882356649685e-12,4.653170725509502e-12,6.6809139574233675e-12,6.656432749555261e-12
17920,0.28867528275962884,0.28867528275890186,0.2886752827591167,0.28867528275938376,4.365346332662394e-12,4.614469692872553e-12,6.681691627671462e-12,6.685077229464143e-12
17960,0.28867528275962745,0.28867528275889903,0.2886752827591139,0.2886752827593822,4.4207363020770524e-12,4.584654007216188e-12,6.6364772783827225e-12,6.759958700759223e-12
18000,0.28867528275962695,0.2886752827588966,0.2886752827591116,0.2886752827593813,4.395378818553425e-12,4.636991338415151e-12,6.64472793784346e-12,6.78496479768101e-12
18040,0.28867528275962606,0.288675282758894,0.2886752827591092,0.2886752827593801,4.353985353268106e-12,4.706066367895635e-12,6.717231190792286e-12,6.7476429098398164e-12
18080,0.2886752827596266,0.288675282758893,0.28867528275910803,0.2886752827593803,4.375178560720682e-12,4.710210315975031e-12,6.766970709272854e-12,6.728125251349395e-12
18120,0.28867528275962595,0.2886752827588906,0.2886752827591055,0.28867528275937915,4.4469390000570345e-12,4.665840373505931e-12,6.7424200334267234e-12,6.788582395406817e-12
18160,0.2886752827596254,0.28867528275888804,0.2886752827591031,0.2886752827593782,4.477053841263503e-12,4.669799964600253e-12,6.70689368060235e-12,6.858580588744182e-12
18200,0.2886752827596258,0.28867528275888665,0.28867528275910215,0.2886752827593786,4.442699520842132e-12,4.7397082895861895e-12,6.743904559741111e-12,6.852088362753921e-12
18240,0.2886752827596245,0.2886752827588834,0.28867528275909926,0.2886752827593771,4.426519063684606e-12,4.784026112598506e-12,6.8156946936631364e-12,6.816028594148768e-12
18280,0.28867528275962473,0.2886752827588821,0.28867528275909826,0.28867528275937754,4.480586596939614e-12,4.756827920877346e-12,6.836028085079339e-12,6.8316814696452135e-12
18320,0.28867528275962556,0.28867528275888105,0.2886752827590971,0.28867528275937787,4.542614963545949e-12,4.728559764993189e-12,6.797478646148878e-12,6.899734764577812e-12
18360,0.2886752827596265,0.28867528275888044,0.28867528275909643,0.28867528275937876,4.5454513570695695e-12,4.7610729367904205e-12,6.7852157722450564e-12,6.941562372879448e-12
18400,0.28867528275962406,0.28867528275887694,0.2886752827590922,0.2886752827593762,4.498172503140437e-12,4.836926926005597e-12,6.8400995685757115e-12,6.909182385459265e-12
18440,0.288675282759622,0.28867528275887355,0.28867528275908866,0.28867528275937404,4.498476352811819e-12,4.861455371531742e-12,6.90120076833973e-12,6.874273240320714e-12
18480,0.2886752827596241,0.28867528275887383,0.2886752827590891,0.2886752827593763,4.572297508812419e-12,4.820196153313988e-12,6.897664110561722e-12,6.917843232849551e-12
18520,0.2886752827596263,0.2886752827588745,0.2886752827590899,0.2886752827593787,4.6289337609757395e-12,4.799656546504935e-12,6.847824971786523e-12,6.990310277453363e-12
18560,0.2886752827596274,0.2886752827588743,0.28867528275908966,0.2886752827593803,4.603924350375242e-12,4.8587702684260855e-12,6.859174205372121e-12,7.004332760911702e-12
18600,0.2886752827596293,0.2886752827588749,0.28867528275908977,0.28867528275938215,4.557712336790366e-12,4.929969735894607e-12,6.936666674723791e-12,6.952447326477902e-12
18640,0.2886752827596307,0.2886752827588751,0.2886752827590899,0.288675282759384,4.592216410829561e-12,4.918182407666658e-12,6.980468307244845e-12,6.9377965102339e-12
18680,0.28867528275963283,0.28867528275887616,0.2886752827590904,0.28867528275938614,4.673806189495755e-12,4.863893692879068e-12,6.933991085469844e-12,7.0069451735422034e-12
18720,0.288675282759633,0.28867528275887494,0.28867528275908894,0.2886752827593866,4.701101324550283e-12,4.873136184537849e-12,6.892299936204514e-12,7.07307456720731e-12
18760,0.28867528275963494,0.2886752827588758,0.28867528275908944,0.28867528275938864,4.6508733467426684e-12,4.9533629992234954e-12,6.934807792814154e-12,7.054036312811879e-12
18800,0.2886752827596334,0.2886752827588734,0.2886752827590865,0.28867528275938736,4.6173998951712524e-12,5.008140951894314e-12,7.011176184505192e-12,6.99331388434048e-12
18840,0.28867528275963406,0.28867528275887283,0.28867528275908555,0.2886752827593882,4.672813181465921e-12,4.971973806825499e-12,7.028970756880703e-12,7.005961684627055e-12
18880,0.2886752827596349,0.2886752827588732,0.2886752827590854,0.2886752827593894,4.749265419694556e-12,4.9164698549759586e-12,6.963104094206798e-12,7.084542432494613e-12
18920,0.2886752827596358,0.28867528275887344,0.2886752827590852,0.2886752827593909,4.741886036081678e-12,4.94698157429952e-12,6.935087393373286e-12,7.126402952908626e-12
18960,0.28867528275963716,0.2886752827588739,0.2886752827590857,0.28867528275939264,4.677479184750121e-12,5.028687137846111e-12,7.0033995302812634e-12,7.076276619230893e-12
19000,0.2886752827596368,0.2886752827588729,0.28867528275908433,0.2886752827593926,4.665882947408749e-12,5.053767686710585e-12,7.0770757306295545e-12,7.021943565751757e-12
19040,0.2886752827596371,0.2886752827588728,0.2886752827590836,0.28867528275939325,4.744945515632523e-12,4.990816190986508e-12,7.0512183343929765e-12,7.0620046025937305e-12
19080,0.28867528275963544,0.2886752827588709,0.2886752827590806,0.2886752827593916,4.801187532748e-12,4.955468364386839e-12,6.972693633114051e-12,7.1467334875660026e-12
19120,0.2886752827596347,0.28867528275886956,0.28867528275907894,0.2886752827593914,4.753089133764418e-12,5.024013093786648e-12,6.983219750461662e-12,7.147742626086846e-12
19160,0.28867528275963633,0.28867528275887055,0.2886752827590795,0.2886752827593929,4.694051394961616e-12,5.098176357070278e-12,7.067423608857534e-12,7.077286817568668e-12
19200,0.2886752827596364,0.28867528275887033,0.28867528275907844,0.28867528275939314,4.730230487117335e-12,5.076542856829154e-12,7.095308914184846e-12,7.055978744861073e-12
19240,0.2886752827596372,0.2886752827588707,0.2886752827590784,0.2886752827593944,4.818047282529656e-12,5.003757183882758e-12,7.032404758266402e-12,7.133143832100524e-12
19280,0.2886752827596371,0.2886752827588704,0.2886752827590776,0.2886752827593946,4.821394711281225e-12,5.0180696784147345e-12,6.981934254131377e-12,7.18946330136821e-12
19320,0.2886752827596371,0.28867528275886994,0.2886752827590765,0.28867528275939486,4.752307054982236e-12,5.105810396704445e-12,7.033203053764841e-12,7.144504639052681e-12
19360,0.28867528275963816,0.2886752827588705,0.28867528275907645,0.28867528275939613,4.730219930229781e-12,5.148161018698681e-12,7.108069874192192e-12,7.079015661476998e-12
19400,0.2886752827596376,0.2886752827588698,0.28867528275907545,0.28867528275939625,4.804709841428544e-12,5.089371604045071e-12,7.095561026045527e-12,7.099481064255251e-12
19440,0.28867528275963916,0.2886752827588711,0.2886752827590763,0.2886752827593985,4.874459923503059e-12,5.043032635299256e-12,7.017231800567176e-12,7.182078868609012e-12
19480,0.2886752827596377,0.2886752827588692,0.28867528275907367,0.2886752827593976,4.844379981943495e-12,5.099907294642226e-12,7.0086647906039465e-12,7.195649002789354e-12
19520,0.28867528275963933,0.2886752827588703,0.2886752827590731,0.2886752827593992,4.774621859537385e-12,5.193529156110175e-12,7.090573640515913e-12,7.132507982652103e-12
19560,0.2886752827596389,0.28867528275886917,0.28867528275907123,0.2886752827593988,4.792920075327299e-12,5.1926953292639315e-12,7.1412558027730125e-12,7.101791413855738e-12
19600,0.2886752827596399,0.2886752827588692,0.28867528275907045,0.2886752827593999,4.884283709073553e-12,5.1226153553299835e-12,7.092228372051284e-12,7.176011503206033e-12
19640,0.2886752827596411,0.2886752827588692,0.28867528275907023,0.28867528275940146,4.9213587220609885e-12,5.116105284750765e-12,7.036215319444187e-12,7.256428773828148e-12
19680,0.2886752827596436,0.2886752827588707,0.2886752827590715,0.28867528275940424,4.862471810684098e-12,5.202161079121749e-12,7.079128694899785e-12,7.2319837084156654e-12
