step,screw_deviation,optimal_phase
0,3.545367339007781e-16,2.0943951023931957
40,1.1010495745373614e-14,2.0943951023931953
80,2.1441412465534562e-14,2.0943951023931953
120,1.8585101282731732e-14,2.0943951023931953
160,1.3693834608257582e-14,2.0943951023931957
200,2.0843517570265148e-14,2.0943951023931953
240,1.983727522053314e-14,2.0943951023931957
280,3.10292409534871e-14,2.0943951023931957
320,3.492241476948569e-14,2.0943951023931953
360,3.659930542165313e-14,2.0943951023931953
400,4.2347293014611356e-14,2.0943951023931957
440,4.264299603547793e-14,2.0943951023931957
480,5.1843987261631315e-14,2.0943951023931957
520,5.588266976044854e-14,2.0943951023931953
560,5.885363533163758e-14,2.0943951023931953
600,6.160803520708136e-14,2.0943951023931957
640,7.350680338175183e-14,2.0943951023931953
680,8.678112652916886e-14,2.0943951023931957
720,8.683829952833522e-14,2.0943951023931957
760,9.356982006459813e-14,2.0943951023931953
800,9.110230205859703e-14,2.0943951023931957
840,9.547185761152685e-14,2.0943951023931957
880,1.0708124117708705e-13,2.0943951023931953
920,1.0785215158701273e-13,2.0943951023931957
960,1.104760097686778e-13,2.0943951023931953
1000,1.106579015365587e-13,2.0943951023931957
1040,1.1296193292656559e-13,2.0943951023931953
1080,1.1283103263834377e-13,2.0943951023931957
1120,1.1277446460273102e-13,2.0943951023931953
1160,1.0551848363392027e-13,2.0943951023931957
1200,1.1047631769356809e-13,2.0943951023931957
1240,1.2154076457546198e-13,2.0943951023931953
1280,1.2070863618784676e-13,2.0943951023931953
1320,1.1102937207213091e-13,2.0943951023931953
1360,1.0770921151260193e-13,2.0943951023931957
1400,1.1152483038060854e-13,2.0943951023931957
1440,1.1606989561235536e-13,2.0943951023931957
1480,1.1951946673352262e-13,2.0943951023931953
1520,1.1483046942289002e-13,2.0943951023931957
1560,1.166555017160341e-13,2.0943951023931957
1600,1.2287953554410538e-13,2.0943951023931953
1640,1.2798724136241182e-13,2.0943951023931953
1680,1.3534636835104737e-13,2.0943951023931957
1720,1.344890538650892e-13,2.0943951023931953
1760,1.281327273267165e-13,2.0943951023931957
1800,1.2999173730399647e-13,2.0943951023931957
1840,1.338026106318796e-13,2.0943951023931957
1880,1.435876002751674e-13,2.0943951023931953
1920,1.4623566150184752e-13,2.0943951023931957
1960,1.5316346002039892e-13,2.0943951023931953
2000,1.601950229281764e-13,2.0943951023931953
2040,1.6624290812028805e-13,2.0943951023931957
2080,1.6786394689874308e-13,2.0943951023931957
2120,1.726386072236051e-13,2.0943951023931957
2160,1.7694549319144565e-13,2.0943951023931957
2200,1.8029743945248263e-13,2.0943951023931957
2240,1.8065530819818415e-13,2.0943951023931957
2280,1.8549546430518772e-13,2.0943951023931953
2320,1.8867801307223177e-13,2.0943951023931953
2360,1.9530796592079986e-13,2.0943951023931957
2400,2.0575943865491996e-13,2.0943951023931953
2440,2.0941455018878087e-13,2.0943951023931953
2480,2.1453998987653774e-13,2.0943951023931953
2520,2.2474498212665634e-13,2.0943951023931953
2560,2.3186916004106257e-13,2.0943951023931957
2600,2.313148512664645e-13,2.0943951023931953
2640,2.324917249273671e-13,2.0943951023931957
2680,2.344629810946727e-13,2.0943951023931953
2720,2.388958660133595e-13,2.0943951023931953
2760,2.4612933776553533e-13,2.0943951023931953
2800,2.513994827530976e-13,2.0943951023931957
2840,2.5269370206411827e-13,2.0943951023931957
2880,2.5078514735490355e-13,2.0943951023931957
2920,2.5032191755901793e-13,2.0943951023931953
2960,2.5938740882618357e-13,2.0943951023931957
3000,2.672363764600929e-13,2.0943951023931953
3040,2.738944646479217e-13,2.0943951023931953
3080,2.7864932464409493e-13,2.0943951023931953
3120,2.8348712151641033e-13,2.0943951023931953
3160,2.8947145778311617e-13,2.0943951023931957
3200,2.9221770338471985e-13,2.0943951023931953
3240,2.975882982348132e-13,2.0943951023931953
3280,3.0602659914707724e-13,2.0943951023931953
3320,3.0291122756945807e-13,2.0943951023931953
3360,3.0470530211441055e-13,2.0943951023931957
3400,3.060929512409373e-13,2.0943951023931957
3440,3.088159527729868e-13,2.0943951023931957
3480,3.1467782054080567e-13,2.0943951023931957
3520,3.153810497569104e-13,2.0943951023931953
3560,3.2078013045564236e-13,2.0943951023931953
3600,3.2298653067244167e-13,2.0943951023931953
3640,3.3286891176888033e-13,2.0943951023931957
3680,3.412258453331278e-13,2.0943951023931957
3720,3.5162247649807895e-13,2.0943951023931957
3760,3.6207582672937376e-13,2.0943951023931957
3800,3.7784607832827747e-13,2.0943951023931953
3840,3.8045494601354257e-13,2.0943951023931957
3880,3.885045886516737e-13,2.0943951023931957
3920,3.9710263894968855e-13,2.0943951023931953
3960,4.053449097386028e-13,2.0943951023931957
4000,4.103321231978002e-13,2.0943951023931957
4040,4.218961095126515e-13,2.0943951023931953
4080,4.2864841807397447e-13,2.0943951023931957
4120,4.327644601697716e-13,2.0943951023931957
4160,4.404074810829699e-13,2.0943951023931953
4200,4.507384611956346e-13,2.0943951023931957
4240,4.557142279604589e-13,2.0943951023931957
4280,4.63294805685765e-13,2.0943951023931957
4320,4.628588117723773e-13,2.0943951023931953
4360,4.668698754044833e-13,2.0943951023931953
4400,4.720816312891221e-13,2.0943951023931953
4440,4.818420220863525e-13,2.0943951023931953
4480,4.891887421967534e-13,2.0943951023931957
4520,4.952892767117867e-13,2.0943951023931957
4560,5.030960313794595e-13,2.0943951023931953
4600,5.140063064746033e-13,2.0943951023931957
4640,5.246571573809361e-13,2.0943951023931957
4680,5.326231609388887e-13,2.0943951023931953
4720,5.41189936545867e-13,2.0943951023931953
4760,5.565548457696091e-13,2.0943951023931953
4800,5.710380563653343e-13,2.0943951023931957
4840,5.817458625869412e-13,2.0943951023931957
4880,5.936933183584363e-13,2.0943951023931953
4920,6.07486418515382e-13,2.0943951023931957
4960,6.285803243197755e-13,2.0943951023931957
5000,6.39899591974655e-13,2.0943951023931957
5040,6.557197996180947e-13,2.0943951023931953
5080,6.734977265847766e-13,2.0943951023931957
5120,6.904947663363845e-13,2.0943951023931953
5160,7.066898547068017e-13,2.0943951023931953
5200,7.24773875641376e-13,2.0943951023931957
5240,7.436135331285381e-13,2.0943951023931957
5280,7.65440515318603e-13,2.0943951023931957
5320,7.878266021838218e-13,2.0943951023931957
5360,8.084734530869618e-13,2.0943951023931953
5400,8.304699430162165e-13,2.0943951023931957
5440,8.566351486733944e-13,2.0943951023931953
5480,8.879464814377556e-13,2.0943951023931953
5520,9.210201941872891e-13,2.0943951023931957
5560,9.532001382881627e-13,2.0943951023931957
5600,9.858133105207084e-13,2.0943951023931957
5640,1.020275009083203e-12,2.0943951023931957
5680,1.058733397197502e-12,2.0943951023931953
5720,1.0965158546773292e-12,2.0943951023931953
5760,1.1339948376278419e-12,2.0943951023931957
5800,1.172920450666549e-12,2.0943951023931957
5840,1.2140369205205625e-12,2.0943951023931953
5880,1.2570424703463264e-12,2.0943951023931953
5920,1.2957549417343301e-12,2.0943951023931953
5960,1.3352574786835165e-12,2.0943951023931957
6000,1.3722750925364958e-12,2.0943951023931957
6040,1.4085980539680974e-12,2.0943951023931953
6080,1.4476756205201657e-12,2.0943951023931953
6120,1.4922734112831361e-12,2.0943951023931953
6160,1.5329410396321824e-12,2.0943951023931957
6200,1.5733084749040396e-12,2.0943951023931957
6240,1.60804690114262e-12,2.0943951023931953
6280,1.6415217523252421e-12,2.0943951023931953
6320,1.6712724294896793e-12,2.0943951023931957
6360,1.7080860374425865e-12,2.0943951023931957
6400,1.740669726142574e-12,2.0943951023931953
6440,1.772031100476772e-12,2.0943951023931957
6480,1.800066653855074e-12,2.0943951023931957
6520,1.8286017792466773e-12,2.0943951023931953
6560,1.8559221996144814e-12,2.0943951023931953
6600,1.8848600510538238e-12,2.0943951023931957
6640,1.9082706554971946e-12,2.0943951023931953
6680,1.936942561957872e-12,2.0943951023931953
6720,1.9651415460996903e-12,2.0943951023931957
6760,1.9937701450479556e-12,2.0943951023931957
6800,2.0225845831173147e-12,2.0943951023931957
6840,2.0574947953172662e-12,2.0943951023931957
6880,2.092599572578472e-12,2.0943951023931953
6920,2.1275448210461486e-12,2.0943951023931953
6960,2.161016720726511e-12,2.0943951023931957
