t,H,Q2_re,Q2_im,generator_norm
0,np.float64(120.4088900845313),np.float64(120.4088900845313),np.float64(-4.887428066454903e-13),np.float64(3.231840446368519e-14)
1,np.float64(120.40889008453131),np.float64(120.40889008453131),np.float64(-4.887428066454943e-13),np.float64(1.0774550654797933e-14)
2,np.float64(120.40889008453128),np.float64(120.4088900845313),np.float64(-4.887428066454952e-13),np.float64(1.0774550654797777e-14)
3,np.float64(120.40889008453125),np.float64(120.40889008453124),np.float64(-4.887428066454961e-13),np.float64(1.0774550654797619e-14)
4,np.float64(120.40889008453121),np.float64(120.40889008453121),np.float64(-4.88742806645497e-13),np.float64(1.0774550654797461e-14)
5,np.float64(120.40889008453117),np.float64(120.40889008453118),np.float64(-4.887428066454979e-13),np.float64(1.0774550654797305e-14)
6,np.float64(120.40889008453112),np.float64(120.40889008453112),np.float64(-4.887428066454987e-13),np.float64(1.077455065479715e-14)
7,np.float64(120.40889008453108),np.float64(120.40889008453107),np.float64(-4.887428066454996e-13),np.float64(1.0774550654796993e-14)
8,np.float64(120.40889008453104),np.float64(120.40889008453104),np.float64(-4.887428066455005e-13),np.float64(1.0774550654796838e-14)
9,np.float64(120.408890084531),np.float64(120.40889008453098),np.float64(-4.887428066455012e-13),np.float64(1.0774550654796684e-14)
10,np.float64(120.40889008453092),np.float64(120.40889008453094),np.float64(-4.88742806645502e-13),np.float64(1.0774550654796527e-14)
11,np.float64(120.40889008453092),np.float64(120.40889008453091),np.float64(-4.887428066455029e-13),np.float64(1.077455065479637e-14)
12,np.float64(120.40889008453092),np.float64(120.4088900845309),np.float64(-4.887428066455038e-13),np.float64(1.0774550654796215e-14)
13,np.float64(120.40889008453087),np.float64(120.40889008453088),np.float64(-4.887428066455048e-13),np.float64(1.0774550654796059e-14)
14,np.float64(120.40889008453088),np.float64(120.40889008453087),np.float64(-4.887428066455056e-13),np.float64(1.0774550654795904e-14)
15,np.float64(120.40889008453085),np.float64(120.40889008453084),np.float64(-4.887428066455066e-13),np.float64(1.077455065479574e-14)
16,np.float64(120.40889008453082),np.float64(120.40889008453081),np.float64(-4.887428066455075e-13),np.float64(1.0774550654795585e-14)
17,np.float64(120.40889008453081),np.float64(120.40889008453081),np.float64(-4.887428066455085e-13),np.float64(1.0774550654795431e-14)
18,np.float64(120.40889008453078),np.float64(120.40889008453075),np.float64(-4.887428066455095e-13),np.float64(1.0774550654795275e-14)
19,np.float64(120.40889008453073),np.float64(120.40889008453074),np.float64(-4.887428066455103e-13),np.float64(1.0774550654795122e-14)
20,np.float64(120.4088900845307),np.float64(120.40889008453071),np.float64(-4.887428066455114e-13),np.float64(1.0774550654794965e-14)
21,np.float64(120.40889008453065),np.float64(120.40889008453067),np.float64(-4.887428066455123e-13),np.float64(1.077455065479481e-14)
22,np.float64(120.40889008453063),np.float64(120.40889008453064),np.float64(-4.887428066455133e-13),np.float64(1.0774550654794661e-14)
23,np.float64(120.4088900845306),np.float64(120.4088900845306),np.float64(-4.887428066455142e-13),np.float64(1.0774550654794497e-14)
24,np.float64(120.40889008453055),np.float64(120.40889008453055),np.float64(-4.887428066455152e-13),np.float64(1.077455065479434e-14)
25,np.float64(120.40889008453054),np.float64(120.40889008453051),np.float64(-4.887428066455161e-13),np.float64(1.0774550654794184e-14)
26,np.float64(120.40889008453047),np.float64(120.40889008453047),np.float64(-4.887428066455169e-13),np.float64(1.0774550654794028e-14)
27,np.float64(120.40889008453043),np.float64(120.40889008453043),np.float64(-4.887428066455177e-13),np.float64(1.077455065479387e-14)
28,np.float64(120.40889008453038),np.float64(120.40889008453038),np.float64(-4.887428066455186e-13),np.float64(1.0774550654793719e-14)
29,np.float64(120.40889008453033),np.float64(120.40889008453036),np.float64(-4.887428066455194e-13),np.float64(1.0774550654793563e-14)
30,np.float64(120.40889008453028),np.float64(120.40889008453027),np.float64(-4.887428066455203e-13),np.float64(1.0774550654793405e-14)
31,np.float64(120.40889008453026),np.float64(120.40889008453027),np.float64(-4.887428066455212e-13),np.float64(1.0774550654793252e-14)
32,np.float64(120.40889008453024),np.float64(120.40889008453024),np.float64(-4.887428066455222e-13),np.float64(1.0774550654793096e-14)
33,np.float64(120.40889008453021),np.float64(120.40889008453021),np.float64(-4.887428066455231e-13),np.float64(1.0774550654792936e-14)
34,np.float64(120.40889008453019),np.float64(120.4088900845302),np.float64(-4.88742806645524e-13),np.float64(1.0774550654792782e-14)
35,np.float64(120.40889008453017),np.float64(120.40889008453019),np.float64(-4.887428066455249e-13),np.float64(1.0774550654792622e-14)
36,np.float64(120.40889008453014),np.float64(120.40889008453013),np.float64(-4.887428066455258e-13),np.float64(1.0774550654792468e-14)
37,np.float64(120.40889008453011),np.float64(120.4088900845301),np.float64(-4.887428066455268e-13),np.float64(1.0774550654792312e-14)
38,np.float64(120.40889008453009),np.float64(120.40889008453007),np.float64(-4.887428066455276e-13),np.float64(1.0774550654792157e-14)
39,np.float64(120.40889008453003),np.float64(120.40889008453003),np.float64(-4.887428066455286e-13),np.float64(1.0774550654792e-14)
40,np.float64(120.40889008453),np.float64(120.40889008453001),np.float64(-4.887428066455295e-13),np.float64(1.0774550654791845e-14)
41,np.float64(120.40889008452997),np.float64(120.40889008452996),np.float64(-4.887428066455305e-13),np.float64(1.0774550654791688e-14)
