step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,4.8581582847168024e-32,2.478652186080002e-32,1.0000000000000002,2.7755575615628914e-17
25,1.8436112935368015e-29,9.406180069065555e-30,1.0000000000000004,6.624776493457288e-16
50,1.067274017613644e-28,5.445275600069858e-29,1.0,1.3753798713805388e-15
75,2.5637432941156103e-28,1.3080322929161855e-28,1.0,2.0551572601991386e-15
100,3.554784774208252e-28,1.8136657011267118e-28,1.0,2.2557275795341683e-15
125,5.179132003984449e-28,2.6424142877472266e-28,1.0,2.6880032696792544e-15
150,6.1965875665608485e-28,3.1615242686536e-28,0.9999999999999998,2.894796984826136e-15
200,9.978690945950078e-28,5.091168849974699e-28,0.9999999999999998,3.5588281360352504e-15
300,2.8482601507772954e-27,1.453193954478241e-27,1.0,5.217681163227762e-15
500,1.5610861753365563e-26,7.964725384370465e-27,1.0000000000000002,9.342851816818004e-15
750,1.4205799700147482e-25,7.247856989872156e-26,0.9999999999999998,2.5689887349118254e-14
1000,4.585059042002707e-25,2.339315837756847e-25,1.0,3.7569293960682856e-14
1500,1.6667003467198563e-24,8.503573197551636e-25,0.9999999999999998,7.232078193052686e-14
2000,5.66496603731088e-24,2.8902887945468158e-24,1.0,1.3905124635114457e-13
3000,3.892845937033299e-23,1.9861458862415614e-23,1.0000000000000002,3.6175299750970937e-13
4000,1.064225365929505e-22,5.429721254742108e-23,1.0,6.039230901859328e-13
5000,2.0784693115129991e-22,1.060443526282064e-22,1.0000000000000002,8.427780348688348e-13
7500,7.967002930341068e-22,4.064797413439258e-22,1.0,1.6164779592856145e-12
10000,2.6208796469666116e-21,1.3371834933502534e-21,1.0000000000000004,2.9106528487507092e-12
15000,1.5572561139558197e-20,7.945184254873247e-21,1.0,7.023452192910701e-12
20000,6.762580325204893e-20,3.4502960842852816e-20,0.9999999999999998,1.4672093576045014e-11
25000,2.5530169222561516e-19,1.3025596542103812e-19,1.0000000000000002,2.8844578106766367e-11
30000,8.77939960292904e-19,4.479285511689072e-19,0.9999999999999998,5.434293495079009e-11
35000,3.2000583644998994e-18,1.6326828390267217e-18,1.0,1.0561394698429514e-10
40000,1.2500345810328202e-17,6.377727454233916e-18,0.9999999999999998,2.1289045064563697e-10
