edge_index,i,j,class,theta_deg,a_Re,b_Im,abs_z,abs_z_sq
0,0,1,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
1,0,2,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
2,0,3,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
3,0,4,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
4,0,5,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
5,0,6,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
6,0,7,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
7,0,8,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
8,1,2,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
9,1,3,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
10,1,4,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
11,1,5,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
12,1,6,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
13,1,7,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
14,1,8,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
15,2,3,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
16,2,4,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
17,2,5,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
18,2,6,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
19,2,7,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
20,2,8,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
21,3,4,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
22,3,5,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
23,3,6,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
24,3,7,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
25,3,8,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
26,4,5,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
27,4,6,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
28,4,7,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
29,4,8,3,135.0,-0.16499158227686106,0.1649915822768611,0.2333333333333333,0.054444444444444434
30,5,6,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
31,5,7,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
32,5,8,2,90.0,1.428754599005245e-17,0.2333333333333333,0.2333333333333333,0.054444444444444434
33,6,7,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
34,6,8,1,45.0,0.1649915822768611,0.16499158227686106,0.2333333333333333,0.054444444444444434
35,7,8,0,0.0,0.2333333333333333,0.0,0.2333333333333333,0.054444444444444434
