t,H,Q2_re,Q2_im,generator_norm
0,np.float64(944.3855946509974),np.float64(-62.927237470149834),np.float64(43.900176213839714),np.float64(27.79924692974928)
1,np.float64(944.385594650998),np.float64(-62.927237470150075),np.float64(43.900176213839835),np.float64(28.282060511646463)
2,np.float64(944.3855946509984),np.float64(-62.927237470149876),np.float64(43.90017621384012),np.float64(28.36480869616891)
3,np.float64(944.3855946509968),np.float64(-62.92723747014994),np.float64(43.900176213840034),np.float64(28.29003387406226)
4,np.float64(944.3855946509959),np.float64(-62.92723747014991),np.float64(43.90017621383941),np.float64(28.597989993132384)
5,np.float64(944.3855946509952),np.float64(-62.927237470149876),np.float64(43.90017621383927),np.float64(29.098088007888258)
6,np.float64(944.3855946509957),np.float64(-62.927237470150004),np.float64(43.90017621383913),np.float64(29.35900788341237)
7,np.float64(944.3855946509977),np.float64(-62.92723747015012),np.float64(43.900176213839686),np.float64(29.403157665003594)
8,np.float64(944.3855946509989),np.float64(-62.92723747014977),np.float64(43.900176213839444),np.float64(29.358585499185253)
9,np.float64(944.3855946509974),np.float64(-62.92723747015016),np.float64(43.900176213839366),np.float64(29.404786638814137)
10,np.float64(944.3855946509991),np.float64(-62.92723747015045),np.float64(43.90017621383925),np.float64(29.574101661998558)
11,np.float64(944.3855946509996),np.float64(-62.92723747015023),np.float64(43.900176213839295),np.float64(29.799044503740642)
12,np.float64(944.3855946510034),np.float64(-62.927237470150466),np.float64(43.900176213839416),np.float64(29.995700948998643)
13,np.float64(944.3855946510034),np.float64(-62.92723747015036),np.float64(43.90017621383933),np.float64(30.14930487763897)
14,np.float64(944.3855946510037),np.float64(-62.92723747015062),np.float64(43.90017621383963),np.float64(30.248103873261805)
15,np.float64(944.3855946510016),np.float64(-62.92723747015027),np.float64(43.900176213839586),np.float64(30.303004347794474)
16,np.float64(944.3855946510017),np.float64(-62.92723747014986),np.float64(43.90017621383913),np.float64(30.32987981873435)
17,np.float64(944.3855946510031),np.float64(-62.92723747015029),np.float64(43.900176213839345),np.float64(30.339900109184242)
18,np.float64(944.3855946510016),np.float64(-62.92723747015047),np.float64(43.900176213839885),np.float64(30.343630168655412)
