t,H,Q2_re,Q2_im,generator_norm
0,np.float64(108.81778016906237),np.float64(-21.79795897113272),np.float64(25.38426085980494),np.float64(9.715646023697728)
1,np.float64(108.81778016906257),np.float64(-21.79795897113273),np.float64(25.384260859805018),np.float64(10.347517533380758)
2,np.float64(108.81778016906225),np.float64(-21.797958971132754),np.float64(25.384260859804886),np.float64(10.14964479155773)
3,np.float64(108.81778016906236),np.float64(-21.797958971132765),np.float64(25.38426085980496),np.float64(10.299625465968369)
4,np.float64(108.81778016906223),np.float64(-21.797958971132736),np.float64(25.384260859804897),np.float64(10.653389093308071)
5,np.float64(108.81778016906212),np.float64(-21.797958971132747),np.float64(25.3842608598049),np.float64(10.63202975001581)
6,np.float64(108.81778016906213),np.float64(-21.7979589711328),np.float64(25.384260859804797),np.float64(10.30769989457337)
7,np.float64(108.8177801690619),np.float64(-21.79795897113283),np.float64(25.3842608598047),np.float64(10.616440176383557)
8,np.float64(108.81778016906208),np.float64(-21.79795897113292),np.float64(25.384260859804712),np.float64(10.70215562393681)
9,np.float64(108.81778016906226),np.float64(-21.79795897113306),np.float64(25.384260859804666),np.float64(10.529327063367559)
10,np.float64(108.81778016906222),np.float64(-21.797958971133077),np.float64(25.384260859804606),np.float64(10.60082992506523)
11,np.float64(108.81778016906239),np.float64(-21.79795897113317),np.float64(25.384260859804527),np.float64(10.656784500799876)
12,np.float64(108.81778016906287),np.float64(-21.797958971133205),np.float64(25.38426085980466),np.float64(10.6602435304387)
13,np.float64(108.817780169063),np.float64(-21.79795897113324),np.float64(25.384260859804698),np.float64(10.725213022138643)
14,np.float64(108.81778016906318),np.float64(-21.797958971133266),np.float64(25.3842608598047),np.float64(10.583823787456444)
15,np.float64(108.81778016906316),np.float64(-21.79795897113324),np.float64(25.384260859804698),np.float64(10.802152452107384)
16,np.float64(108.81778016906321),np.float64(-21.797958971133248),np.float64(25.38426085980474),np.float64(10.747218406966825)
17,np.float64(108.81778016906333),np.float64(-21.797958971133376),np.float64(25.384260859804662),np.float64(10.674329797809236)
18,np.float64(108.81778016906347),np.float64(-21.797958971133262),np.float64(25.384260859804723),np.float64(10.72832787117619)
19,np.float64(108.8177801690635),np.float64(-21.797958971133184),np.float64(25.384260859804737),np.float64(10.68184244335049)
20,np.float64(108.81778016906352),np.float64(-21.797958971133134),np.float64(25.38426085980479),np.float64(10.778181192571882)
21,np.float64(108.8177801690634),np.float64(-21.79795897113316),np.float64(25.384260859804673),np.float64(10.628059033616095)
22,np.float64(108.81778016906368),np.float64(-21.79795897113317),np.float64(25.384260859804733),np.float64(10.630706204186282)
23,np.float64(108.81778016906355),np.float64(-21.79795897113331),np.float64(25.384260859804584),np.float64(10.706404032092006)
24,np.float64(108.81778016906375),np.float64(-21.797958971133347),np.float64(25.38426085980459),np.float64(10.706947008075094)
25,np.float64(108.81778016906372),np.float64(-21.79795897113319),np.float64(25.384260859804698),np.float64(10.693804452050374)
26,np.float64(108.8177801690637),np.float64(-21.797958971133376),np.float64(25.384260859804613),np.float64(10.612790750673035)
27,np.float64(108.81778016906404),np.float64(-21.79795897113347),np.float64(25.384260859804606),np.float64(10.699770715127167)
28,np.float64(108.81778016906385),np.float64(-21.797958971133365),np.float64(25.3842608598046),np.float64(10.628240284137831)
29,np.float64(108.81778016906398),np.float64(-21.79795897113345),np.float64(25.3842608598046),np.float64(10.643054389809475)
30,np.float64(108.81778016906387),np.float64(-21.797958971133504),np.float64(25.3842608598045),np.float64(10.619531267999717)
31,np.float64(108.81778016906398),np.float64(-21.79795897113362),np.float64(25.384260859804524),np.float64(10.599030564736879)
32,np.float64(108.81778016906381),np.float64(-21.797958971133596),np.float64(25.384260859804456),np.float64(10.58756711487373)
33,np.float64(108.81778016906354),np.float64(-21.79795897113342),np.float64(25.38426085980444),np.float64(10.550393924277408)
34,np.float64(108.81778016906347),np.float64(-21.79795897113354),np.float64(25.384260859804378),np.float64(10.53224897881929)
35,np.float64(108.81778016906333),np.float64(-21.797958971133532),np.float64(25.384260859804296),np.float64(10.590819951311106)
36,np.float64(108.81778016906316),np.float64(-21.797958971133447),np.float64(25.384260859804392),np.float64(10.590499362525065)
37,np.float64(108.81778016906327),np.float64(-21.79795897113342),np.float64(25.384260859804492),np.float64(10.460291494681742)
38,np.float64(108.8177801690633),np.float64(-21.797958971133284),np.float64(25.384260859804485),np.float64(10.558632066266151)
39,np.float64(108.81778016906333),np.float64(-21.79795897113323),np.float64(25.38426085980455),np.float64(10.463838264530791)
40,np.float64(108.8177801690633),np.float64(-21.797958971133248),np.float64(25.384260859804584),np.float64(10.47703871078685)
