case_id,initial_deviation_deg,protocol,readout_mode,active_readout,step_count,D_AB_near_min_deg,D_AB_near_max_deg,V_AB_min,V_AB_max,envelope_V_AB_initial,envelope_V_AB_final,envelope_ratio_final_over_initial,decay_rate_V_AB,internal_sign_change_count,oscillation_detected,max_Q_raw_abs,max_Q_closed_abs,max_f_AB_projection_consistency_error,absolute_background_axis_used,f_A_or_f_B_used,period_steps,omega_step,per_step_leak,normalized_f_AB_projection_error
dev_1deg,1.0,Protocol_F,readout_off,False,384,179.0,180.0,9.551323220880035e-36,0.00030461741978670857,0.00030461741978670857,0.0003046174197867013,0.9999999999999761,-6.855765789278438e-17,16,True,0.0,0.0,3.469446951953614e-18,False,False,48,0.1308996938995747,0.0,1.987846675914698e-16
dev_1deg,1.0,Protocol_B,readout_off,False,384,179.0,180.0,9.551323220880035e-36,0.00030461741978670857,0.00030461741978670857,0.0003046174197867013,0.9999999999999761,-6.855765789278438e-17,16,True,0.0,0.0,3.469446951953614e-18,False,False,48,0.1308996938995747,0.0,1.987846675914698e-16
dev_1deg,1.0,Protocol_F,leak_1e-6,True,384,179.0,180.0,6.558143139891432e-37,0.00030461741978670857,0.00030461741978670857,0.0003043835633037474,0.9992322944527435,-2.0000010002041215e-06,16,True,3.0461741978670855e-10,0.0,4.556171232381772e-09,False,False,48,0.1308996938995747,1e-06,2.6104938235439457e-07
dev_1deg,1.0,Protocol_B,leak_1e-6,True,384,179.0,180.0,6.558143139891432e-37,0.00030461741978670857,0.00030461741978670857,0.0003043835633037474,0.9992322944527435,-2.0000010002041215e-06,16,True,3.0461741978670855e-10,0.0,4.556171232381772e-09,False,False,48,0.1308996938995747,1e-06,2.6104938235439457e-07
dev_1deg,1.0,Protocol_F,leak_1e-5,True,384,179.0,180.0,6.543652063729901e-36,0.00030461741978670857,0.00030461741978670857,0.00030228690697436033,0.9923493777408395,-2.0000100000558153e-05,16,True,3.046174197867086e-09,0.0,4.555699690488505e-08,False,False,48,0.1308996938995747,1e-05,2.6102236499404676e-06
dev_1deg,1.0,Protocol_B,leak_1e-5,True,384,179.0,180.0,6.543652063729901e-36,0.00030461741978670857,0.00030461741978670857,0.00030228690697436033,0.9923493777408395,-2.0000100000558153e-05,16,True,3.046174197867086e-09,0.0,4.555699690488505e-08,False,False,48,0.1308996938995747,1e-05,2.6102236499404676e-06
dev_1deg,1.0,Protocol_F,leak_5e-5,True,384,179.0,180.0,2.0262801830711117e-35,0.00030461741978670857,0.00030461741978670857,0.00029314157042890763,0.9623270088564329,-0.00010000250008338054,16,True,1.523087098933543e-08,0.0,2.2768022445459057e-07,False,False,48,0.1308996938995747,5e-05,1.3045115939839316e-05
dev_1deg,1.0,Protocol_B,leak_5e-5,True,384,179.0,180.0,2.0262801830711117e-35,0.00030461741978670857,0.00030461741978670857,0.00029314157042890763,0.9623270088564329,-0.00010000250008338054,16,True,1.523087098933543e-08,0.0,2.2768022445459057e-07,False,False,48,0.1308996938995747,5e-05,1.3045115939839316e-05
dev_1deg,1.0,Protocol_F,leak_2e-4,True,384,179.0,180.0,3.047018458267301e-35,0.00030461741978670857,0.00030461741978670857,0.00026124045476696577,0.857601823788951,-0.0004000400053340773,16,True,6.092348395734172e-08,0.0,9.091510666724242e-07,False,False,48,0.1308996938995747,0.0002,5.209051906014682e-05
dev_1deg,1.0,Protocol_B,leak_2e-4,True,384,179.0,180.0,3.047018458267301e-35,0.00030461741978670857,0.00030461741978670857,0.00026124045476696577,0.857601823788951,-0.0004000400053340773,16,True,6.092348395734172e-08,0.0,9.091510666724242e-07,False,False,48,0.1308996938995747,0.0002,5.209051906014682e-05
dev_1deg,1.0,Protocol_F,leak_1e-3,True,384,179.0,180.0,2.4030944676116853e-35,0.00030461741978670857,0.00030461741978670857,0.00014126991788922369,0.46376178351238123,-0.0020010006671671585,16,True,3.046174197867086e-07,0.0,4.5041018332650535e-06,False,False,48,0.1308996938995747,0.001,0.0002580660255432244
dev_1deg,1.0,Protocol_B,leak_1e-3,True,384,179.0,180.0,2.4030944676116853e-35,0.00030461741978670857,0.00030461741978670857,0.00014126991788922369,0.46376178351238123,-0.0020010006671671585,16,True,3.046174197867086e-07,0.0,4.5041018332650535e-06,False,False,48,0.1308996938995747,0.001,0.0002580660255432244
dev_2deg,2.0,Protocol_F,readout_off,False,384,178.0,180.0,3.820529288352014e-35,0.0012184696791468343,0.0012184696791468343,0.0012184696791468052,0.9999999999999761,-7.508695864447813e-17,16,True,0.0,0.0,6.938893903907228e-18,False,False,48,0.1308996938995747,0.0,1.987846675914698e-16
dev_2deg,2.0,Protocol_B,readout_off,False,384,178.0,180.0,3.820529288352014e-35,0.0012184696791468343,0.0012184696791468343,0.0012184696791468052,0.9999999999999761,-7.508695864447813e-17,16,True,0.0,0.0,6.938893903907228e-18,False,False,48,0.1308996938995747,0.0,1.987846675914698e-16
dev_2deg,2.0,Protocol_F,leak_1e-6,True,384,178.0,180.0,2.6232572559565728e-36,0.0012184696791468343,0.0012184696791468343,0.0012175342532149895,0.9992322944527435,-2.0000010001845335e-06,16,True,1.2184696791468342e-09,0.0,9.112342464763544e-09,False,False,48,0.1308996938995747,1e-06,2.6104938235439457e-07
dev_2deg,2.0,Protocol_B,leak_1e-6,True,384,178.0,180.0,2.6232572559565728e-36,0.0012184696791468343,0.0012184696791468343,0.0012175342532149895,0.9992322944527435,-2.0000010001845335e-06,16,True,1.2184696791468342e-09,0.0,9.112342464763544e-09,False,False,48,0.1308996938995747,1e-06,2.6104938235439457e-07
dev_2deg,2.0,Protocol_F,leak_1e-5,True,384,178.0,180.0,2.6174608254919604e-35,0.0012184696791468343,0.0012184696791468343,0.0012091476278974413,0.9923493777408395,-2.0000100000554886e-05,16,True,1.2184696791468344e-08,0.0,9.11139938097701e-08,False,False,48,0.1308996938995747,1e-05,2.6102236499404676e-06
