t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(952.5817908415706),np.float64(-60.70936276296436),np.float64(77.0369196008443),np.float64(59.127103696085065),np.float64(4.440892098500626e-16)
1,np.float64(952.5817908415702),np.float64(-60.70936276296346),np.float64(77.03691960084339),np.float64(59.734641518121265),np.float64(4.440892098500626e-16)
2,np.float64(952.5817908415672),np.float64(-60.70936276296375),np.float64(77.0369196008427),np.float64(92.42807329997727),np.float64(1.7763568394002505e-15)
3,np.float64(952.5817908415677),np.float64(-60.709362762963806),np.float64(77.03691960084412),np.float64(120.0138832490434),np.float64(1.7763568394002505e-15)
4,np.float64(952.5817908415704),np.float64(-60.709362762964396),np.float64(77.03691960084453),np.float64(132.63750799262115),np.float64(3.552713678800501e-15)
5,np.float64(952.5817908415697),np.float64(-60.7093627629623),np.float64(77.03691960084441),np.float64(196.503121011054),np.float64(7.105427357601002e-15)
6,np.float64(952.5817908415704),np.float64(-60.70936276296323),np.float64(77.0369196008439),np.float64(293.0788581214187),np.float64(1.4210854715202004e-14)
7,np.float64(952.5817908415714),np.float64(-60.7093627629626),np.float64(77.03691960084487),np.float64(388.80249497298576),np.float64(2.842170943040401e-14)
8,np.float64(952.5817908415729),np.float64(-60.70936276296365),np.float64(77.03691960084271),np.float64(410.79967605083857),np.float64(2.842170943040401e-14)
9,np.float64(952.5817908415767),np.float64(-60.709362762961405),np.float64(77.03691960084291),np.float64(428.8841558950322),np.float64(2.842170943040401e-14)
10,np.float64(952.5817908415806),np.float64(-60.70936276296251),np.float64(77.03691960084153),np.float64(441.7692455422595),np.float64(2.842170943040401e-14)
11,np.float64(952.5817908415795),np.float64(-60.70936276296278),np.float64(77.0369196008417),np.float64(443.5652762011586),np.float64(2.842170943040401e-14)
12,np.float64(952.5817908415793),np.float64(-60.70936276296237),np.float64(77.03691960084087),np.float64(444.24944247483046),np.float64(1.4210854715202004e-14)
13,np.float64(952.581790841585),np.float64(-60.70936276296294),np.float64(77.036919600842),np.float64(444.8807760631588),np.float64(2.842170943040401e-14)
14,np.float64(952.5817908415843),np.float64(-60.7093627629634),np.float64(77.03691960084069),np.float64(445.55903153290404),np.float64(2.842170943040401e-14)
15,np.float64(952.581790841586),np.float64(-60.709362762963),np.float64(77.03691960084038),np.float64(446.2852143108387),np.float64(2.842170943040401e-14)
16,np.float64(952.5817908415838),np.float64(-60.709362762963735),np.float64(77.03691960083987),np.float64(447.58605120733637),np.float64(2.842170943040401e-14)
17,np.float64(952.5817908415823),np.float64(-60.70936276296383),np.float64(77.03691960083898),np.float64(448.88938758237003),np.float64(7.105427357601002e-15)
18,np.float64(952.5817908415816),np.float64(-60.70936276296499),np.float64(77.0369196008392),np.float64(449.7186388472475),np.float64(2.842170943040401e-14)
19,np.float64(952.5817908415842),np.float64(-60.70936276296651),np.float64(77.03691960083921),np.float64(450.55414444222083),np.float64(2.842170943040401e-14)
20,np.float64(952.5817908415863),np.float64(-60.709362762965696),np.float64(77.03691960084022),np.float64(451.7289457350688),np.float64(2.842170943040401e-14)
21,np.float64(952.5817908415872),np.float64(-60.70936276296562),np.float64(77.03691960084065),np.float64(453.0244104762959),np.float64(2.842170943040401e-14)
22,np.float64(952.5817908415894),np.float64(-60.70936276296379),np.float64(77.03691960084075),np.float64(456.1725958523156),np.float64(2.842170943040401e-14)
23,np.float64(952.5817908415895),np.float64(-60.709362762963075),np.float64(77.03691960084137),np.float64(458.6139269599969),np.float64(2.842170943040401e-14)
24,np.float64(952.5817908415938),np.float64(-60.70936276296305),np.float64(77.03691960084119),np.float64(459.10470454080837),np.float64(1.4210854715202004e-14)
25,np.float64(952.5817908415951),np.float64(-60.70936276296234),np.float64(77.03691960084025),np.float64(459.4293155127192),np.float64(1.4210854715202004e-14)
26,np.float64(952.5817908415956),np.float64(-60.70936276296217),np.float64(77.03691960083911),np.float64(459.76546338356604),np.float64(1.4210854715202004e-14)
27,np.float64(952.5817908415962),np.float64(-60.70936276296172),np.float64(77.03691960083964),np.float64(460.059452593009),np.float64(3.552713678800501e-15)
28,np.float64(952.5817908415981),np.float64(-60.709362762962),np.float64(77.03691960083995),np.float64(460.3013587226104),np.float64(1.7763568394002505e-15)
29,np.float64(952.5817908416002),np.float64(-60.7093627629622),np.float64(77.03691960083958),np.float64(460.5149716264164),np.float64(8.881784197001252e-16)
30,np.float64(952.5817908416027),np.float64(-60.70936276296278),np.float64(77.03691960083708),np.float64(460.7205024384086),np.float64(1.4210854715202004e-14)
31,np.float64(952.5817908416043),np.float64(-60.7093627629629),np.float64(77.03691960083556),np.float64(460.9291737855857),np.float64(1.4210854715202004e-14)
32,np.float64(952.581790841604),np.float64(-60.70936276296257),np.float64(77.0369196008356),np.float64(461.15251807394185),np.float64(5.684341886080802e-14)
33,np.float64(952.5817908416022),np.float64(-60.70936276296284),np.float64(77.03691960083545),np.float64(461.41090831352136),np.float64(5.684341886080802e-14)
34,np.float64(952.5817908416054),np.float64(-60.709362762963195),np.float64(77.03691960083563),np.float64(461.7338802038586),np.float64(7.105427357601002e-15)
35,np.float64(952.5817908416044),np.float64(-60.70936276296446),np.float64(77.03691960083542),np.float64(462.14801337573397),np.float64(8.881784197001252e-16)
36,np.float64(952.5817908416095),np.float64(-60.709362762965455),np.float64(77.03691960083647),np.float64(462.6495711567944),np.float64(7.105427357601002e-15)
37,np.float64(952.5817908416116),np.float64(-60.7093627629673),np.float64(77.03691960083668),np.float64(463.1646510584489),np.float64(7.105427357601002e-15)
38,np.float64(952.5817908416152),np.float64(-60.70936276296895),np.float64(77.0369196008364),np.float64(463.5578925189837),np.float64(5.684341886080802e-14)
39,np.float64(952.5817908416186),np.float64(-60.70936276296836),np.float64(77.0369196008359),np.float64(463.76911436023005),np.float64(1.4210854715202004e-14)
40,np.float64(952.5817908416196),np.float64(-60.70936276296884),np.float64(77.03691960083762),np.float64(463.8656085343256),np.float64(7.105427357601002e-15)
41,np.float64(952.5817908416175),np.float64(-60.709362762969164),np.float64(77.03691960083665),np.float64(463.9219478310542),np.float64(7.105427357601002e-15)
42,np.float64(952.5817908416176),np.float64(-60.70936276297226),np.float64(77.03691960083424),np.float64(463.99146016878944),np.float64(7.105427357601002e-15)
43,np.float64(952.581790841617),np.float64(-60.7093627629734),np.float64(77.03691960083509),np.float64(464.073941892916),np.float64(1.4210854715202004e-14)
44,np.float64(952.5817908416186),np.float64(-60.70936276297551),np.float64(77.03691960083464),np.float64(464.1442880329976),np.float64(5.684341886080802e-14)
45,np.float64(952.5817908416229),np.float64(-60.709362762974926),np.float64(77.0369196008337),np.float64(464.18998544067404),np.float64(5.684341886080802e-14)
46,np.float64(952.5817908416218),np.float64(-60.70936276297481),np.float64(77.03691960083457),np.float64(464.21971269537255),np.float64(7.105427357601002e-15)
47,np.float64(952.5817908416228),np.float64(-60.709362762973946),np.float64(77.03691960083518),np.float64(464.2632498486731),np.float64(5.684341886080802e-14)
48,np.float64(952.581790841625),np.float64(-60.709362762974614),np.float64(77.03691960083573),np.float64(464.3154861601272),np.float64(7.105427357601002e-15)
49,np.float64(952.5817908416252),np.float64(-60.70936276297396),np.float64(77.03691960083776),np.float64(464.3598348011882),np.float64(1.4210854715202004e-14)
50,np.float64(952.5817908416275),np.float64(-60.709362762973136),np.float64(77.03691960083705),np.float64(464.3861938803292),np.float64(7.105427357601002e-15)
51,np.float64(952.581790841625),np.float64(-60.70936276297353),np.float64(77.03691960083682),np.float64(464.40547048070516),np.float64(1.4210854715202004e-14)
52,np.float64(952.5817908416269),np.float64(-60.70936276297247),np.float64(77.03691960083606),np.float64(464.43584196152966),np.float64(1.4210854715202004e-14)
53,np.float64(952.5817908416265),np.float64(-60.70936276297228),np.float64(77.03691960083655),np.float64(464.4689503156771),np.float64(7.105427357601002e-15)
54,np.float64(952.5817908416271),np.float64(-60.7093627629732),np.float64(77.03691960083648),np.float64(464.4955447951744),np.float64(5.684341886080802e-14)
55,np.float64(952.5817908416268),np.float64(-60.70936276297178),np.float64(77.03691960083621),np.float64(464.5104205717774),np.float64(5.684341886080802e-14)
56,np.float64(952.5817908416275),np.float64(-60.70936276297121),np.float64(77.03691960083499),np.float64(464.52507660012805),np.float64(3.552713678800501e-15)
57,np.float64(952.5817908416265),np.float64(-60.709362762972205),np.float64(77.03691960083287),np.float64(464.5454458699188),np.float64(7.105427357601002e-15)
58,np.float64(952.5817908416266),np.float64(-60.7093627629746),np.float64(77.03691960083124),np.float64(464.56531693339946),np.float64(1.4210854715202004e-14)
59,np.float64(952.581790841625),np.float64(-60.70936276297544),np.float64(77.03691960083165),np.float64(464.5800026967178),np.float64(4.440892098500626e-16)
60,np.float64(952.5817908416236),np.float64(-60.70936276297661),np.float64(77.03691960083063),np.float64(464.5899565522721),np.float64(1.4210854715202004e-14)
61,np.float64(952.5817908416243),np.float64(-60.7093627629781),np.float64(77.03691960083012),np.float64(464.60149859695923),np.float64(5.684341886080802e-14)
62,np.float64(952.5817908416241),np.float64(-60.70936276297848),np.float64(77.03691960083073),np.float64(464.6142601893572),np.float64(1.4210854715202004e-14)
63,np.float64(952.5817908416266),np.float64(-60.70936276297948),np.float64(77.03691960082983),np.float64(464.6255327847455),np.float64(5.684341886080802e-14)
64,np.float64(952.5817908416293),np.float64(-60.709362762978685),np.float64(77.0369196008303),np.float64(464.6346469557268),np.float64(1.4210854715202004e-14)
65,np.float64(952.5817908416307),np.float64(-60.709362762980675),np.float64(77.0369196008291),np.float64(464.64317955491646),np.float64(3.552713678800501e-15)
66,np.float64(952.5817908416326),np.float64(-60.7093627629835),np.float64(77.0369196008275),np.float64(464.65159046609705),np.float64(5.684341886080802e-14)
67,np.float64(952.5817908416328),np.float64(-60.70936276298386),np.float64(77.03691960082827),np.float64(464.6591294996013),np.float64(1.4210854715202004e-14)
68,np.float64(952.581790841633),np.float64(-60.70936276298465),np.float64(77.03691960082813),np.float64(464.66640556694364),np.float64(5.684341886080802e-14)
69,np.float64(952.5817908416324),np.float64(-60.70936276298539),np.float64(77.03691960082806),np.float64(464.6743515561342),np.float64(3.552713678800501e-15)
70,np.float64(952.5817908416351),np.float64(-60.70936276298686),np.float64(77.03691960082901),np.float64(464.6818492524447),np.float64(1.4210854715202004e-14)
71,np.float64(952.5817908416361),np.float64(-60.709362762987666),np.float64(77.0369196008287),np.float64(464.687324222899),np.float64(1.4210854715202004e-14)
72,np.float64(952.5817908416345),np.float64(-60.7093627629893),np.float64(77.03691960082934),np.float64(464.6923070359434),np.float64(5.684341886080802e-14)
73,np.float64(952.5817908416374),np.float64(-60.70936276298957),np.float64(77.03691960082972),np.float64(464.69920250253773),np.float64(5.684341886080802e-14)
74,np.float64(952.5817908416395),np.float64(-60.709362762989855),np.float64(77.03691960082946),np.float64(464.7069728254711),np.float64(3.552713678800501e-15)
75,np.float64(952.5817908416382),np.float64(-60.709362762992),np.float64(77.03691960082752),np.float64(464.71273488602105),np.float64(5.684341886080802e-14)
76,np.float64(952.5817908416379),np.float64(-60.70936276299237),np.float64(77.036919600828),np.float64(464.71597651982086),np.float64(5.684341886080802e-14)
77,np.float64(952.5817908416403),np.float64(-60.70936276299274),np.float64(77.03691960082854),np.float64(464.7212079765425),np.float64(1.4210854715202004e-14)
78,np.float64(952.581790841641),np.float64(-60.70936276299232),np.float64(77.03691960082733),np.float64(464.7284812424972),np.float64(3.552713678800501e-15)
79,np.float64(952.5817908416412),np.float64(-60.70936276299044),np.float64(77.03691960082776),np.float64(464.73535445705375),np.float64(1.4210854715202004e-14)
80,np.float64(952.5817908416393),np.float64(-60.70936276298927),np.float64(77.03691960082983),np.float64(464.73850567117495),np.float64(3.552713678800501e-15)
81,np.float64(952.5817908416371),np.float64(-60.70936276298979),np.float64(77.03691960082939),np.float64(464.74179415923703),np.float64(3.552713678800501e-15)
82,np.float64(952.5817908416398),np.float64(-60.709362762989365),np.float64(77.03691960083003),np.float64(464.74793658252617),np.float64(5.684341886080802e-14)
83,np.float64(952.5817908416409),np.float64(-60.70936276298906),np.float64(77.03691960083005),np.float64(464.7548849761778),np.float64(3.552713678800501e-15)
84,np.float64(952.5817908416399),np.float64(-60.709362762989386),np.float64(77.03691960082983),np.float64(464.75920048961126),np.float64(5.684341886080802e-14)
85,np.float64(952.5817908416382),np.float64(-60.709362762989635),np.float64(77.0369196008297),np.float64(464.76107410342706),np.float64(3.552713678800501e-15)
