step,edge_index,i,j,a,b,a2,b2,ab,r2,theta,z2_re,z2_im,z2_phase_pi,a2n,b2n,abn,z2n_re,z2n_im
5000,22,2,10,-0.1588143901009504,0.0703296571949314,0.0252220105031368,0.0049462606811565,-0.0111693616134219,0.0301682711842934,2.724707374530182,0.0202757498219802,-0.0223387232268439,-0.2653974114583254,0.8360442780780959,0.16395572192190075,-0.37023538886898627,0.6720885561561918,-0.7404707777379759
5000,23,2,11,0.1597284946697851,-0.0682281406372613,0.0255131920094755,0.0046550791748179,-0.0108979781981081,0.0301682711842934,-0.4036909107653359,0.0208581128346576,-0.0217959563962162,-0.2569976157182898,0.8456961903325276,0.15430380966747237,-0.3612397320195779,0.6913923806650553,-0.7224794640391557
5000,24,2,12,0.0343159623953165,-0.170266514350813,0.0011775852751167,0.0289906859091756,-0.0058428593036441,0.0301682711842923,-1.3719179025665031,-0.0278131006340588,-0.0116857186072882,-0.8733900628388969,0.03903389981888762,0.9609661001811124,-0.19367564246393737,-0.9219322003622213,-0.38735128492787474
5000,25,2,13,-0.1613663392998078,0.064258662647715,0.0260390954590207,0.0041291757252728,-0.010369185159763,0.0301682711842935,2.762625129024799,0.0219099197337478,-0.0207383703195261,-0.2412582192232723,0.8631285266547667,0.13687147334523336,-0.34371161331781935,0.7262570533095298,-0.687423226635642
5000,26,2,14,0.1716397683930855,-0.0266094173228571,0.029460210094032,0.0007080610902619,-0.0045672342263701,0.030168271184294,-0.1538061880095795,0.02875214900377,-0.0091344684527403,-0.0979160603993839,0.9765296100019605,0.02347038999803628,-0.15139197730189663,0.9530592200039207,-0.3027839546037966
5000,27,2,15,-0.0338592162727686,-0.1703579310090582,0.0011464465266061,0.029021824657687,0.0057681860298171,0.0301682711842931,-1.7669929361681196,-0.0278753781310809,0.0115363720596342,0.8750973592015276,0.03800173101079088,0.961998268989209,0.1912004169738525,-0.9239965379784182,0.382400833947705
5000,28,2,16,0.1681569252378547,-0.0434916046938292,0.0282767515054494,0.0018915196788443,-0.0073134145189745,0.0301682711842937,-0.2530909511935295,0.0263852318266051,-0.0146268290379491,-0.1611227037371194,0.9373010250640724,0.06269897493592769,-0.24242073648496085,0.8746020501281446,-0.48484147296992497
5000,29,3,4,0.1491622858749738,-0.0889881096374465,0.0222493875274474,0.0079188836568462,-0.0132736698492143,0.0301682711842936,-0.5379053167984025,0.0143305038706012,-0.0265473396984286,-0.3424411603355107,0.7375095308421591,0.2624904691578409,-0.4399877529649403,0.4750190616843182,-0.8799755059298806
5000,30,3,5,-0.172204518597971,0.0226688102629012,0.0296543962255589,0.0005138749587354,-0.0039036715585116,0.0301682711842943,3.010706343563479,0.0291405212668235,-0.0078073431170233,-0.0833248128949847,0.982966376972807,0.01703362302719305,-0.12939659467606032,0.965932753945614,-0.258793189352124
5000,31,3,6,0.0436994423099827,0.1681030336611747,0.0019096412582035,0.02825862992609,0.0073460088216095,0.0301682711842935,1.3164692035018557,-0.0263489886678865,0.0146920176432191,0.8380903246622825,0.06329965832439599,0.936700341675604,0.24350115313979448,-0.873400683351208,0.48700230627959223
5000,32,3,7,0.1502942128540616,-0.0870627404052477,0.0225883504174219,0.0075799207668715,-0.0130850260381242,0.0301682711842935,-0.5250464026653299,0.0150084296505504,-0.0261700520762484,-0.3342549213472198,0.7487452721249094,0.25125472787508724,-0.43373469955204635,0.49749054424982214,-0.8674693991040927
5000,33,3,8,0.1353087817141759,-0.1089027307982621,0.0183084664089745,0.0118598047753187,-0.0147354958296597,0.0301682711842932,-0.6776888389948117,0.0064486616336557,-0.0294709916593194,-0.4314301144169275,0.6068782097963444,0.3931217902036556,-0.48844349547386673,0.2137564195926855,-0.9768869909477335
5000,34,3,9,-0.1585169888991085,0.0709974324511374,0.02512763576964,0.0050406354146538,-0.0112542992117221,0.0301682711842939,2.720498687241741,0.0200870003549862,-0.0225085984234443,-0.268076745001859,0.8329160002619528,0.16708399973804391,-0.37305085011239475,0.6658320005239089,-0.7461017002247928
5000,35,3,10,0.0811763456391468,0.1535534828421933,0.0065895990913262,0.0235786720929677,0.0124649105972926,0.030168271184294,1.0844907710286735,-0.0169890730016415,0.0249298211945853,0.6904082677870169,0.2184281310344635,0.7815718689655332,0.41317947989614984,-0.5631437379310696,0.826358959792303
5000,36,3,11,0.1554376107543293,-0.0775075502598251,0.0241608508370143,0.0060074203472793,-0.0120475884278083,0.0301682711842937,-0.4625597387379717,0.018153430489735,-0.0240951768556166,-0.2944746755817755,0.8008695854468784,0.1991304145531184,-0.39934633158828653,0.60173917089376,-0.7986926631765731
5000,37,3,12,0.1717002604294092,-0.026216249784582,0.0294809794315269,0.0006872917527676,-0.0045013369154951,0.0301682711842945,-0.151515937334361,0.0287936876787593,-0.0090026738309903,-0.0964580415358616,0.977218059710183,0.022781940289816865,-0.14920765223823898,0.9544361194203663,-0.2984153044764813
5000,38,3,13,-0.0418805721866375,-0.1685653845177395,0.0017539823266801,0.0284142888576133,0.0070596147544635,0.0301682711842935,-1.8143184423754073,-0.0266603065309332,0.014119229508927,0.8449690062126635,0.05813996817932594,0.9418600318206707,0.23400793208657397,-0.8837200636413447,0.46801586417314794
5000,39,3,14,-0.1267937365497222,-0.1187081275905489,0.0160766516282403,0.014091619556054,0.0150514470560268,0.0301682711842943,-2.389117610185927,0.0019850320721863,0.0301028941120537,0.4790404908440552,0.5328993342054634,0.4671006657945366,0.4989164597493619,0.06579866841092685,0.9978329194987271
5000,40,3,15,-0.1454216953550056,-0.0949779011368995,0.021147469479924,0.0090208017043706,0.013811847404588,0.0301682711842947,-2.5630268350223555,0.0121266677755534,0.0276236948091761,0.3683264397160655,0.7009838035045627,0.2990161964954339,0.45782694408350155,0.4019676070091289,0.9156538881670063
5000,41,3,16,0.0059262554667181,-0.1735890281107536,3.512050385680649e-05,0.030133150680436,-0.0010287329268036,0.0301682711842928,-1.5366700068949497,-0.0300980301765792,-0.0020574658536072,-0.9782745099935526,0.0011641536779572602,0.9988358463220429,-0.034099830266018455,-0.997671692644086,-0.06819966053203691
5000,42,4,5,-0.1471025105191047,-0.0923532489047986,0.0216391486010233,0.0085291225832716,0.0135853947684916,0.030168271184295,-2.58097120851852,0.0131100260177516,0.0271707895369832,0.3569026967456584,0.7172816920410147,0.2827183079589821,0.4503206261140972,0.43456338408202916,0.9006412522281944
5000,43,4,6,0.1507683950049241,-0.0862389833656029,0.0227311089323608,0.0074371622519327,-0.0130021131088883,0.0301682711842935,-0.5195740858618647,0.015293946680428,-0.0260042262177766,-0.3307711362694744,0.7534773468953465,0.2465226531046535,-0.4309863508406006,0.5069546937906897,-0.8619727016812012
5000,44,4,7,-0.1193676579366874,-0.1261730296973361,0.01424863776129,0.0159196334230048,0.0150609790497471,0.0301682711842948,-2.328485721961764,-0.0016709956617148,0.0301219580994942,0.5176399497235387,0.4723054123402222,0.5276945876597777,0.49923242063627576,-0.055389175319555534,0.9984648412725515
5000,45,4,8,0.1359123701933968,-0.1081485035157964,0.0184721723715869,0.0116960988127062,-0.0146987194457008,0.0301682711842931,-0.6721271390095306,0.0067760735588806,-0.0293974388914016,-0.4278894262383211,0.6123046381658193,0.38769536183418063,-0.4872244536622166,0.22460927633163533,-0.9744489073244332
5000,46,4,9,0.145715135830614,-0.0945270880444286,0.0212329008101342,0.0089353703741591,-0.0137740274740663,0.0301682711842934,-0.5754689054745428,0.0122975304359751,-0.0275480549481326,-0.3663548836078246,0.7038156306811757,0.2961843693188209,-0.4565733114079641,0.40763126136235484,-0.9131466228159282
5000,47,4,10,-0.1421892264542898,0.099752168220164,0.0202177761196693,0.0099504950646239,-0.0141836836363633,0.0301682711842932,2.5298304000120946,0.0102672810550453,-0.0283673672727266,-0.389459946615713,0.6701668781801284,0.32983312181987157,-0.4701523514462403,0.34033375636025354,-0.9403047028924806
5000,48,4,11,-0.1430128028241759,0.0985677909495119,0.0204526617716266,0.0097156094126666,-0.0140964560518771,0.0301682711842933,2.5381358841304245,0.0107370523589599,-0.0281929121037543,-0.3841725112068993,0.677952728768727,0.32204727123126964,-0.4672609830959166,0.3559054575374542,-0.9345219661918366
5000,49,4,12,-0.0507214929378633,-0.1661192383152767,0.0025726698458457,0.0275956013384476,0.0084258157730515,0.0301682711842934,-1.86713751230584,-0.0250229314926019,0.016851631546103,0.8113433419368841,0.08527733757528397,0.9147226624247128,0.2792939549495384,-0.8294453248494287,0.5585879098990768
5000,50,4,13,0.1105476074098069,0.1339682711699369,0.0122207735040327,0.0179474976802617,0.0148098718466647,0.0301682711842945,0.8808906565804246,-0.0057267241762289,0.0296197436933294,0.5607924092729593,0.40508696800613464,0.594913031993862,0.49090886767070263,-0.1898260639877241,0.9818177353414053
5000,51,4,14,-0.0193935235412669,-0.1726040626084666,0.0003761087553456,0.0297921624289474,0.0033474009515156,0.0301682711842931,-1.6826854981321773,-0.0294160536736017,0.0066948019030312,0.9287691412128632,0.01246703044559671,0.9875329695543998,0.11095766578955976,-0.9750659391087999,0.22191533157911952
5000,52,4,15,0.1514767440689284,-0.0849886297722814,0.0229452039937236,0.0072230671905699,-0.0128738009207847,0.0301682711842935,-0.5113003616626978,0.0157221368031537,-0.0257476018415695,-0.3255039198531687,0.7605740432905401,0.23942595670945982,-0.426733134362939,0.5211480865810804,-0.8534662687258814
5000,53,4,16,-0.0765139905557215,-0.1559290878365318,0.005854390750761,0.0243138804335328,0.0119307567540866,0.0301682711842939,-2.0269741606188387,-0.0184594896827718,0.0238615135081733,0.7095881712718657,0.19405788004878757,0.8059421199512091,0.39547366440732434,-0.6118842399024216,0.790947328814652
5000,54,5,6,-0.1563109982979519,0.0757307268906831,0.0244331281889023,0.0057351429953912,-0.0118375455221122,0.0301682711842935,2.690431869509765,0.018697985193511,-0.0236750910442244,-0.2872178756622073,0.8098948739768327,0.19010512602316723,-0.39238395365111867,0.6197897479536623,-0.7847679073022373
5000,55,5,7,-0.132380775957139,0.1124437696863582,0.0175246698430142,0.0126436013412787,-0.0148853934826259,0.030168271184293,2.4374490481201634,0.0048810685017354,-0.0297707869652518,-0.4482717418281637,0.5808973850691966,0.41910261493080003,-0.49341221416678077,0.1617947701383933,-0.9868244283335615
5000,56,5,8,-0.140350670786617,0.1023228244041367,0.0196983107902533,0.0104699603940398,-0.0143610770419018,0.0301682711842931,2.511634136198489,0.0092283503962135,-0.0287221540838036,-0.4010440479426714,0.6529479488539299,0.34705205114607,-0.4760324830737664,0.30589589770785985,-0.9520649661475328
5000,57,5,9,-0.1277562264660357,-0.1176716524208515,0.016321653400841,0.0138466177834537,0.0150332862753109,0.0301682711842947,-2.397261154418984,0.0024750356173873,0.0300665725506219,0.473856149568141,0.5410205079745468,0.45897949202545324,0.49831447693751435,0.08204101594909352,0.9966289538750319
5000,58,5,10,-0.0492014832336644,-0.1665757642392823,0.0024207859523925,0.0277474852319009,0.0081957746713538,0.0301682711842935,-1.8580000193073452,-0.0253266992795084,0.0163915493427077,0.8171604506495962,0.08024278015814287,0.9197572198418538,0.27166868864599586,-0.8395144396837109,0.543337377291995
5000,59,5,11,0.0717770348954306,0.1581655096597041,0.0051519427383798,0.0250163284459139,0.0113526513060981,0.0301682711842938,1.1447788116371882,-0.0198643857075341,0.0227053026121963,0.7287888264756971,0.1707735490345898,0.8292264509654069,0.37631096713319506,-0.6584529019308171,0.7526219342663935
5000,60,5,12,-0.0045367613678737,-0.1736308986919773,2.05822037090321e-05,0.0301476889805837,0.0007877219534549,0.0301682711842927,-1.596919150498544,-0.0301271067768746,0.0015754439069099,0.9833696939201856,0.0006822467082485109,0.9993177532917525,0.026110941148826335,-0.9986355065835019,0.05222188229765598
5000,61,5,13,-0.073304316289383,-0.1574634827432696,0.0053735227866539,0.0247947483976399,0.0115427529430404,0.0301682711842938,-2.0064914667001323,-0.019421225610986,0.0230855058860808,0.7226278592118675,0.1781183533463947,0.8218816466536053,0.38261234369471553,-0.6437632933072107,0.7652246873894311
5000,62,5,14,0.1594029309745131,-0.0689853374350548,0.0254092944032653,0.0047589767810283,-0.0109964649814135,0.0301682711842937,-0.4084362621537893,0.020650317622237,-0.021992929962827,-0.2600186002390112,0.8422522539672067,0.15774774603279004,-0.36450431362929786,0.6845045079344166,-0.7290086272585957
5000,63,5,15,-0.1585806970230165,0.0708550189893971,0.0251478374683057,0.0050204337159878,-0.0112362382989176,0.0301682711842936,2.7213969180298383,0.0201274037523179,-0.0224724765978353,-0.2675049135220069,0.8335856342142114,0.16641436578578525,-0.37245217766298394,0.6671712684284262,-0.7449043553259712
5000,64,5,16,-0.1095629279156636,-0.1347747602885692,0.0120040351734529,0.0181642360108413,0.0147663173463473,0.0301682711842942,-2.253373992391853,-0.0061602008373884,0.0295326346926947,0.5654575619044707,0.3979026540871947,0.6020973459128053,0.4894651488692114,-0.2041946918256105,0.978930297738426
5000,65,6,7,0.1242965162376488,0.1213204320610455,0.0154496239488161,0.0147186472354787,0.0150797070536343,0.0301682711842948,0.773281985892887,0.0007309767133373,0.0301594141072686,0.4922866018350809,0.5121149917552772,0.48788500824472275,0.4998532054261231,0.0242299835105512,0.9997064108522462
5000,66,6,8,-0.1403806981696508,0.1022816247705062,0.0197067404185986,0.0104615307656946,-0.0143583658952099,0.0301682711842932,2.5119276526194576,0.0092452096529039,-0.0287167317904198,-0.400857189585568,0.6532273691857661,0.34677263081423404,-0.4759426155876455,0.3064547383715287,-0.951885231175291
5000,67,6,9,0.1543464147134432,-0.079658367102267,0.0238228157348941,0.0063454554493995,-0.0122949833641622,0.0301682711842937,-0.476445427520095,0.0174773602854946,-0.0245899667283244,-0.3033145796134179,0.7896645979268713,0.21033540207312548,-0.40754683253322294,0.5793291958537459,-0.8150936650664459
5000,68,6,10,0.0828520728747571,0.1526558390781369,0.006864465979644,0.02330380520465,0.0126478527040589,0.030168271184294,1.0735459017013926,-0.0164393392250059,0.0252957054081179,0.6834405475672904,0.2275392559855313,0.7724607440144686,0.4192435365883193,-0.544921488028934,0.8384870731766418
5000,69,6,11,0.1548799783521205,-0.0786159238954821,0.0239878076943533,0.0061804634899402,-0.0121760325910642,0.0301682711842935,-0.4697031876516535,0.017807344204413,-0.0243520651821284,-0.299022336403123,0.7951336537587896,0.2048663462412103,-0.4036039227001978,0.5902673075175761,-0.8072078454003956
5000,70,6,12,0.1413632714576009,0.1009192581576945,0.0199835745171953,0.0101846966670993,0.0142662764862458,0.0301682711842947,0.619994121437035,0.0097988778500959,0.0285325529724917,0.3947005164584837,0.6624037020589548,0.3375962979410418,0.4728900903566751,0.3248074041179097,0.9457801807133536
5000,71,6,13,-0.0645502384479966,-0.1612499237227745,0.0041667332836932,0.0260015379006006,0.0104087210260263,0.0301682711842938,-1.9515714212459256,-0.0218348046169073,0.0208174420520527,0.7575910460473418,0.1381164090656439,0.8618835909343561,0.3450221248158657,-0.7237671818687088,0.6900442496317347
5000,72,6,14,-0.028259154769667,-0.1713758774040187,0.0007985798282959,0.0293696913559972,0.0048429374433476,0.0301682711842932,-1.7342214622021142,-0.0285711115277012,0.0096858748866953,0.8959603274979161,0.026470851558496742,0.9735291484415,0.16053082438045127,-0.9470582968829999,0.3210616487609058
5000,73,6,15,-0.0331444503958787,-0.1704984357472189,0.0010985545920448,0.0290697165922485,0.0056510769461986,0.0301682711842934,-1.7627990005463916,-0.0279711620002036,0.0113021538923972,0.8777673015423564,0.03641423750581849,0.9635857624941782,0.18731855437379977,-0.9271715249883563,0.37463710874759953
5000,74,6,16,-0.1620169981461967,0.0626000279232291,0.0262495076883047,0.003918763495989,-0.0101422686079896,0.0301682711842937,2.7728830488880662,0.0223307441923156,-0.0202845372159793,-0.2347278246149544,0.8701031467116618,0.12989685328833822,-0.33618991774609547,0.7402062934233203,-0.6723798354921942
5000,75,7,8,0.0420795649122001,-0.1685158194386882,0.0017706897832,0.0283975814010925,-0.0070910723628028,0.0301682711842926,-1.3260935301196757,-0.0266268916178925,-0.0141821447256057,-0.8442173612829103,0.05869377706077923,0.9413062229392175,-0.23505067027158108,-0.8826124458784383,-0.47010134054316544
5000,76,7,9,0.1532543655541489,-0.0817396514727637,0.0234869005614047,0.0066813706228888,-0.0125269584270756,0.0301682711842936,-0.4899775948199807,0.0168055299385158,-0.0250539168541513,-0.3119294248795111,0.7785298805465724,0.22147011945342424,-0.41523620463864913,0.5570597610931448,-0.8304724092773016
5000,77,7,10,-0.1275503439184662,0.1178947876310648,0.016269090233719,0.0138991809505738,-0.0150375207085368,0.0301682711842928,2.3955131762681177,0.0023699092831451,-0.0300750414170737,-0.4749689470206492,0.5392781752170654,0.46072182478293455,-0.4984548374242317,0.07855635043412765,-0.9969096748484666
5000,78,7,11,-0.106361263549407,-0.1373155227950144,0.0113127183838264,0.0188555528004681,0.0146050525094251,0.0301682711842945,-2.229841240142459,-0.0075428344166417,0.0292101050188502,0.5804389772846623,0.3749872942575431,0.6250127057424568,0.484119637489484,-0.2500254114849138,0.968239274978968
5000,79,7,12,0.0749064071092612,0.1567076939983339,0.0056109698260183,0.0245573013582754,0.0117384103237927,0.0301682711842938,1.1249024350516228,-0.018946331532257,0.0234768206475854,0.716135132138302,0.18598910728896798,0.8140108927110288,0.38909787876422797,-0.6280217854220574,0.7781957575284559
5000,80,7,13,0.1618585818261713,-0.0630084968358583,0.0261982005107794,0.0039700706735143,-0.0101984659408508,0.0301682711842937,-0.3712319850311968,0.022228129837265,-0.0203969318817016,-0.2363336218061258,0.8684024467540186,0.13159755324598152,-0.33805271367887857,0.7368048935080337,-0.6761054273577571
5000,81,7,14,-0.0964652353010521,-0.1444393629264783,0.0093055416216873,0.0208627295626069,0.0139333771314367,0.0301682711842942,-2.1596244491001806,-0.0115571879409195,0.0278667542628735,0.6251403748143797,0.30845458676902326,0.6915454132309766,0.46185533954927144,-0.38309082646195014,0.9237106790985463
5000,82,7,15,0.1559676902281025,-0.076435271892002,0.0243259203950893,0.0058423507892042,-0.0119214328089525,0.0301682711842936,-0.4556730600168113,0.018483569605885,-0.0238428656179051,-0.2900904797419416,0.8063412134717887,0.1936587865282079,-0.3951645997918208,0.6126824269435776,-0.7903291995836449
5000,83,7,16,0.1078361633149793,0.1361603211871928,0.0116286381184949,0.0185396330657995,0.0146830066325621,0.0301682711842944,0.900965192298148,-0.0069109949473045,0.0293660132651243,0.573572255631961,0.38545921466486843,0.6145407853351316,0.4867036146309263,-0.2290815706702598,0.973407229261856
5000,84,8,9,-0.1059569810427878,-0.1376277201460259,0.0112268818317017,0.0189413893525928,0.0145826177344745,0.0301682711842945,-2.2269003988915657,-0.0077145075208911,0.0291652354689491,0.5823111749723753,0.372142035024744,0.627857964975256,0.4833759828460492,-0.25571592995051196,0.9667519656921018
5000,85,8,10,0.089479629232985,0.148867952013258,0.0080066040476724,0.0221616671366217,0.0133206491508201,0.0301682711842941,1.029592558447518,-0.0141550630889492,0.0266412983016402,0.6554589801902146,0.2653981727610801,0.7346018272389199,0.44154499505278116,-0.46920365447783646,0.8830899901055623
5000,86,8,11,0.1720463054531258,0.0238398817997183,0.0295999312200702,0.0005683399642245,0.0041015635860807,0.0301682711842948,0.1376898784579953,0.0290315912558457,0.0082031271721615,0.0876560990812489,0.9811610032025809,0.018838996797415762,0.13595620249581686,0.9623220064051652,0.271912404991637
5000,87,8,12,0.0499950892914636,0.1663392985167121,0.0024995089532614,0.0276687622310318,0.0083161480820224,0.0301682711842932,1.2788250245023427,-0.0251692532777704,0.0166322961640448,0.8141252959966481,0.08285224360362896,0.9171477563963711,0.27565875522731703,-0.8342955127927421,0.5513175104546341
5000,88,8,13,0.1670198551354588,0.0476722054747342,0.0278956320094696,0.0022726391748252,0.0079622048523779,0.0301682711842949,0.2780353044546197,0.0256229928346443,0.0159244097047559,0.1770027722320512,0.9246679015531921,0.07533209844680454,0.2639264545103563,0.8493358031063842,0.5278529090207159
5000,89,8,14,-0.0828441606291284,-0.1526601330863726,0.0068631549503448,0.023305116233949,0.0126470005870715,0.0301682711842938,-2.0679949220049494,-0.0164419612836041,0.0252940011741431,0.6834735434958951,0.22749579876217418,0.7725042012378258,0.4192152911186962,-0.5450084024756484,0.8384305822373957
5000,90,8,15,0.1003077260937912,0.1417978535457687,0.010061639914107,0.0201066312701872,0.0142234202541564,0.0301682711842943,0.9551215208228055,-0.0100449913560802,0.0284468405083129,0.6080492451695926,0.3335172855163515,0.6664827144836453,0.47146951733718034,-0.3329654289672938,0.942939034674364
5000,91,8,16,-0.1654145355947397,0.0529745467018894,0.0273619685860234,0.0028063025982706,-0.0087627600410348,0.030168271184294,2.8316599775123112,0.0245556659877527,-0.0175255200820697,-0.1973092696937218,0.9069783422083664,0.09302165779163368,-0.29046278414511234,0.8139566844167293,-0.580925568290228
5000,92,9,10,-0.150572733939002,0.0865801534904394,0.0226721482058654,0.007496122978428,-0.0130366104159139,0.0301682711842935,2.6197542237914733,0.0151760252274374,-0.0260732208318278,-0.3322126623908625,0.7515229516257198,0.2484770483742769,-0.4321298471587973,0.5030459032514428,-0.8642596943175946
