step,H_total,H_parallel,H_perp,A_perp,f,abs_ztz,full_simplex_rank,perp_simplex_rank,R_full_takagi,R_parallel_takagi,R_perp_takagi,R_cross_takagi,r1_full,r1_parallel,r1_perp,r1_cross,Bcross_fro
0,3.6201925420978798,3.6201925420978798,1.2547433587682842e-31,3.542235676473665e-16,3.4659575262291654e-32,1.616747389211548e-14,15,0,0.8731405623368348,0.8731405623368349,1.6932408982698958e-16,1.3906119588722568e-08,0.3171622983586931,0.31716229835869314,6.428731862814538e-17,5.5522349412293166e-09,5.804108006763e-17
1,3.620192542097869,3.6201925420978682,1.2959967781770588e-29,3.599995525243134e-15,3.579911187337125e-30,1.0704876105541625e-14,15,0,0.8731405623368337,0.8731405623368336,2.1307122445435038e-15,4.848251995218151e-08,0.3171622983586927,0.31716229835869275,1.2630231813715759e-15,2.2152692472628467e-08,8.059148820631648e-16
2,3.6201925420978736,3.6201925420978727,2.9778788985426203e-29,5.456994501135786e-15,8.225747288062647e-30,1.7426573055418564e-14,15,0,0.8731405623368342,0.8731405623368342,3.099395873840806e-15,5.964191452325743e-08,0.3171622983586931,0.31716229835869303,1.7005891289292178e-15,2.426814131974146e-08,1.1252680188138691e-15
3,3.620192542097869,3.6201925420978682,5.760976464747207e-29,7.590109659779105e-15,1.5913453214863462e-29,2.0560718945040657e-14,15,0,0.8731405623368336,0.8731405623368335,4.367481825338766e-15,7.08243545209339e-08,0.31716229835869275,0.3171622983586927,2.394251823200849e-15,2.944038134006324e-08,1.610581979844959e-15
4,3.6201925420978616,3.620192542097861,9.504036959844598e-29,9.74886504155463e-15,2.625284939772047e-29,1.452617291415487e-14,15,0,0.8731405623368326,0.8731405623368327,5.930085999541851e-15,8.14011467028064e-08,0.31716229835869236,0.3171622983586923,3.397433737960129e-15,3.491407059446617e-08,2.166600120106297e-15
5,3.6201925420978713,3.620192542097871,1.1618923502194311e-28,1.0779111049708279e-14,3.209476669288215e-29,9.756746123539063e-15,15,0,0.8731405623368339,0.8731405623368338,5.8104842279132804e-15,8.785498975340821e-08,0.31716229835869275,0.31716229835869275,2.5776194444412348e-15,3.5132421942881586e-08,2.4385077716937e-15
6,3.6201925420978727,3.620192542097872,1.5886885370278506e-28,1.2604318851202752e-14,4.3884089549204426e-29,5.948311908962453e-15,15,0,0.873140562336834,0.8731405623368339,7.099970782217015e-15,9.758375259724936e-08,0.31716229835869286,0.31716229835869286,3.2260162541924784e-15,3.9295240135834564e-08,3.023858312601009e-15
7,3.6201925420978776,3.620192542097877,2.1011679026146e-28,1.4495405832934102e-14,5.804022515876979e-29,1.0420444501147842e-14,15,0,0.8731405623368347,0.8731405623368347,7.879899173133339e-15,1.0550156178067309e-07,0.31716229835869314,0.3171622983586932,3.212323229292025e-15,4.120111002075832e-08,3.5077578029428385e-15
8,3.620192542097878,3.620192542097878,2.813924241635692e-28,1.6774755561961824e-14,7.772857959662668e-29,1.52371790423247e-14,15,0,0.8731405623368347,0.8731405623368347,9.342314373668629e-15,1.1329148534434383e-07,0.31716229835869314,0.31716229835869325,3.9666472037103895e-15,4.4744949654053194e-08,4.079492244578513e-15
9,3.6201925420978833,3.6201925420978833,3.976638241717647e-28,1.994151007751832e-14,1.0984604259234249e-28,1.786709533502549e-14,15,0,0.8731405623368352,0.8731405623368353,1.1539575120058333e-14,1.229535698663528e-07,0.31716229835869325,0.31716229835869336,5.404220609222712e-15,4.9658172593406384e-08,4.832867365507775e-15
10,3.6201925420978887,3.6201925420978887,5.217016811254476e-28,2.2840789853362067e-14,1.4410882157751846e-28,1.304512053934559e-14,15,0,0.8731405623368358,0.873140562336836,1.3117167532361861e-14,1.31205068032545e-07,0.31716229835869336,0.31716229835869353,5.879653589053783e-15,5.214818848343492e-08,5.482209431805138e-15
11,3.6201925420978913,3.6201925420978904,6.965320644283308e-28,2.6391893915146194e-14,1.9240193893794733e-28,8.965738342090653e-15,15,0,0.8731405623368361,0.8731405623368362,1.55036482298626e-14,1.4040072397516512e-07,0.3171622983586935,0.31716229835869364,7.0008251743474526e-15,5.5326735628230806e-08,6.280413110304704e-15
12,3.620192542097898,3.620192542097897,9.55218207881812e-28,3.090660459969377e-14,2.638583989039058e-28,1.4228624520802642e-14,15,0,0.873140562336837,0.873140562336837,1.8022781403778378e-14,1.5105209819371562e-07,0.3171622983586937,0.3171622983586941,7.755810285649202e-15,6.000014997732045e-08,7.27985527711781e-15
13,3.6201925420978913,3.6201925420978913,1.2750368825922925e-27,3.5707658598573675e-14,3.5220140027508375e-28,1.905197379545566e-14,15,0,0.8731405623368361,0.8731405623368363,2.0973145250494964e-14,1.613881337983076e-07,0.31716229835869325,0.31716229835869375,8.853366363304284e-15,6.475041517231654e-08,8.34103396789687e-15
14,3.6201925420978918,3.620192542097891,1.7881096804212917e-27,4.228604593032188e-14,4.939266792105723e-28,2.040810336925053e-14,15,0,0.873140562336836,0.8731405623368362,2.4847050759822018e-14,1.7451575139433716e-07,0.3171622983586928,0.31716229835869353,1.0451014275270852e-14,7.146206485688386e-08,9.776184830230755e-15
15,3.6201925420978904,3.62019254209789,2.548313850401404e-27,5.048082656218501e-14,7.039166621023598e-28,1.1471349517479625e-14,15,0,0.8731405623368358,0.8731405623368361,2.990090859282334e-14,1.888185426391052e-07,0.3171622983586926,0.3171622983586936,1.3099678641089673e-14,7.867300636515948e-08,1.1532100098441774e-14
16,3.620192542097885,3.6201925420978855,3.6065936733217294e-27,6.005492214066828e-14,9.962436062120952e-28,7.304727555988313e-15,15,0,0.8731405623368351,0.8731405623368357,3.6169930691387686e-14,2.0342668241641058e-07,0.3171622983586923,0.31716229835869353,1.6622677180861263e-14,8.621201658285206e-08,1.3561926686014122e-14
17,3.620192542097885,3.6201925420978847,5.279831979355638e-27,7.266245233513412e-14,1.4584395492666253e-27,1.711553821125927e-14,15,0,0.8731405623368351,0.8731405623368355,4.4465037244011884e-14,2.212911274536003e-07,0.31716229835869225,0.31716229835869353,2.1243839190674237e-14,9.509511573144289e-08,1.626130143121189e-14
18,3.620192542097892,3.620192542097892,7.807907194936449e-27,8.836236299995857e-14,2.1567657256185016e-27,2.00631154819152e-14,15,0,0.8731405623368358,0.8731405623368363,5.499761324830404e-14,2.4109675408495575e-07,0.3171622983586921,0.31716229835869375,2.7202654226172097e-14,1.0506884232821453e-07,1.960728761198233e-14
19,3.6201925420978966,3.6201925420978953,1.1762470830873111e-26,1.084549253416972e-13,3.249128518467356e-27,1.9650967137250703e-14,15,0,0.8731405623368361,0.8731405623368368,6.857174157148353e-14,2.638737904540473e-07,0.3171622983586918,0.31716229835869375,3.493140290957412e-14,1.1636482689207673e-07,2.389459500724759e-14
20,3.6201925420978904,3.6201925420978904,1.7982644202347797e-26,1.3409938181195242e-13,4.9673170675963304e-27,1.3551999095955062e-14,15,0,0.8731405623368352,0.8731405623368362,8.598902156681241e-14,2.897645985101269e-07,0.31716229835869103,0.31716229835869364,4.487558062843002e-14,1.2939836014564923e-07,2.93596358140684e-14
21,3.6201925420978958,3.6201925420978958,2.768003331006695e-26,1.6637317485119694e-13,7.646011362154348e-27,1.2813647888555978e-14,15,0,0.8731405623368356,0.8731405623368368,1.0803831704310975e-13,3.187475875760712e-07,0.3171622983586907,0.317162298358694,5.748105558309249e-14,1.4411595607996623e-07,3.622851856334077e-14
22,3.6201925420979064,3.620192542097905,4.308649468534608e-26,2.0757286596601705e-13,1.1901713564764541e-26,2.118143253570882e-14,15,0,0.8731405623368365,0.873140562336838,1.3624399276436812e-13,3.5217311207852723e-07,0.31716229835869075,0.3171622983586944,7.355862768154633e-14,1.6081968820263356e-07,4.5008091990338724e-14
23,3.6201925420979046,3.6201925420979038,6.765965555735445e-26,2.6011469692686426e-13,1.868951851885359e-26,2.416401433287593e-14,15,0,0.8731405623368357,0.8731405623368378,1.7218757243366873e-13,3.902463361369282e-07,0.31716229835868964,0.3171622983586942,9.406984394206208e-14,1.7989688109866505e-07,5.621323618621161e-14
24,3.620192542097896,3.6201925420978966,1.0670275594688127e-25,3.266538778996528e-13,2.9474331739561893e-26,2.1317659868536383e-14,15,0,0.873140562336834,0.8731405623368369,2.178637417493785e-13,4.3309925416070214e-07,0.3171622983586881,0.3171622983586938,1.202086094122786e-13,2.013798764531396e-07,7.037611398425781e-14
25,3.620192542097892,3.6201925420978913,1.6933057950159238e-25,4.114979702277915e-13,4.677391534635496e-26,1.7379512220949672e-14,15,0,0.8731405623368327,0.8731405623368362,2.762362045451978e-13,4.817538172621524e-07,0.3171622983586868,0.3171622983586936,1.5381777083834571e-13,2.256346278291493e-07,8.8428761501201e-14
