step,H_total,abs_ZtZ,sum_a2,sum_b2,sum_ab,r2_min,r2_max,simplex_rank
21,3.6201925420978958,1.2813647888555978e-14,1.8100962710489423,1.8100962710489537,-3.191891195797325e-15,0.021602467708728375,0.0418626351384159,15
22,3.6201925420979064,2.118143253570882e-14,1.8100962710489434,1.810096271048963,-4.3298697960381105e-15,0.021602467708730422,0.04186263513841612,15
23,3.6201925420979046,2.416401433287593e-14,1.8100962710489423,1.8100962710489616,-7.258083023486961e-15,0.02160246770873272,0.04186263513841579,15
24,3.620192542097896,2.1317659868536383e-14,1.8100962710489414,1.8100962710489554,-7.945033519973776e-15,0.021602467708735643,0.04186263513841531,15
25,3.620192542097892,1.7379512220949672e-14,1.8100962710489399,1.8100962710489519,-6.439293542825908e-15,0.021602467708739605,0.04186263513841522,15
26,3.620192542097902,1.7570490614846297e-14,1.810096271048943,1.810096271048959,-3.878841692284141e-15,0.021602467708744917,0.04186263513841541,15
27,3.6201925420979046,2.038892166437686e-14,1.8100962710489434,1.8100962710489616,-4.746203430272544e-15,0.02160246770875142,0.041862635138415344,15
28,3.6201925420979073,2.3532603701100764e-14,1.8100962710489452,1.8100962710489628,-7.965850201685498e-15,0.021602467708759635,0.04186263513841486,15
29,3.620192542097908,2.1771980212564947e-14,1.810096271048949,1.8100962710489594,-9.499345754448996e-15,0.021602467708770168,0.04186263513841426,15
30,3.620192542097917,1.3501083452839667e-14,1.8100962710489543,1.8100962710489625,-5.329070518200751e-15,0.0216024677087839,0.04186263513841393,15
31,3.6201925420979157,1.2803040089517965e-14,1.8100962710489525,1.8100962710489628,-3.8614944575243726e-15,0.021602467708801427,0.0418626351384134,15
32,3.620192542097927,1.8907150263047843e-14,1.8100962710489557,1.8100962710489708,-5.648259637780484e-15,0.0216024677088238,0.04186263513841277,15
33,3.6201925420979255,2.2473722312241752e-14,1.8100962710489557,1.8100962710489696,-8.867906409193438e-15,0.02160246770885218,0.04186263513841148,15
34,3.6201925420979326,2.184206854636371e-14,1.8100962710489605,1.8100962710489723,-9.298117831235686e-15,0.021602467708888642,0.04186263513841,15
35,3.6201925420979375,1.414478162032483e-14,1.8100962710489634,1.8100962710489745,-4.718447854656915e-15,0.021602467708935574,0.0418626351384086,15
36,3.620192542097932,1.425751400557695e-14,1.8100962710489594,1.8100962710489723,-3.2751579226442118e-15,0.021602467708995664,0.041862635138406615,15
37,3.6201925420979224,1.8968900347514455e-14,1.8100962710489523,1.81009627104897,-4.093947403305265e-15,0.021602467709072544,0.041862635138403964,15
38,3.6201925420979233,1.7218146221801847e-14,1.810096271048955,1.8100962710489688,-5.3013149425851225e-15,0.021602467709171083,0.041862635138400654,15
39,3.6201925420979153,1.1946252534709354e-14,1.8100962710489545,1.8100962710489616,-4.7878367936959876e-15,0.02160246770929749,0.041862635138396435,15
40,3.620192542097919,1.2170495507861997e-14,1.8100962710489552,1.8100962710489639,-4.413136522884997e-15,0.0216024677094597,0.04186263513839139,15
41,3.6201925420979215,1.563957110745336e-14,1.8100962710489548,1.8100962710489665,-4.8780424144467815e-15,0.021602467709667825,0.04186263513838514,15
42,3.6201925420979286,2.0210023741446296e-14,1.8100962710489568,1.8100962710489719,-6.7307270867900115e-15,0.021602467709934757,0.04186263513837712,15
43,3.6201925420979224,2.2588895293526142e-14,1.810096271048955,1.8100962710489679,-9.18709552877317e-15,0.02160246771027703,0.04186263513836668,15
44,3.620192542097918,2.141500498149577e-14,1.8100962710489514,1.8100962710489659,-7.868705687030797e-15,0.02160246771071646,0.041862635138353727,15
45,3.6201925420979197,1.7392295698650697e-14,1.8100962710489523,1.8100962710489674,-4.3021142204224816e-15,0.021602467711280833,0.04186263513833819,15
46,3.6201925420979015,1.952779811859623e-14,1.8100962710489419,1.8100962710489596,-4.461708780212348e-15,0.021602467712005077,0.041862635138318394,15
47,3.6201925420979046,2.110738075117826e-14,1.8100962710489432,1.810096271048962,-4.912736883966318e-15,0.021602467712934954,0.041862635138293455,15
48,3.6201925420978904,1.9714989969634295e-14,1.8100962710489366,1.8100962710489534,-5.100087019371813e-15,0.021602467714128933,0.041862635138262036,15
49,3.6201925420978855,1.7107614600665587e-14,1.8100962710489354,1.8100962710489499,-4.454769886308441e-15,0.021602467715662658,0.041862635138223296,15
50,3.620192542097889,2.0394154056345023e-14,1.8100962710489354,1.8100962710489537,-4.565792188770956e-15,0.021602467717632922,0.041862635138175085,15
51,3.6201925420978958,2.559160401663733e-14,1.810096271048936,1.8100962710489594,-5.037636974236648e-15,0.021602467720164043,0.04186263513811457,15
52,3.620192542097894,2.66203608525758e-14,1.810096271048936,1.8100962710489579,-7.008282842946301e-15,0.021602467723415945,0.04186263513803826,15
53,3.620192542097892,2.2670746103006372e-14,1.810096271048938,1.810096271048954,-8.032637055510605e-15,0.02160246772759479,0.041862635137942764,15
54,3.6201925420978807,1.473807997535157e-14,1.8100962710489346,1.8100962710489463,-4.579669976578771e-15,0.02160246773296564,0.04186263513782351,15
55,3.6201925420978793,1.4800385806279356e-14,1.8100962710489323,1.8100962710489465,-2.060851489460447e-15,0.02160246773986923,0.0418626351376745,15
56,3.6201925420978753,2.0234880653485285e-14,1.8100962710489283,1.8100962710489465,-4.1494585545365226e-15,0.021602467748743796,0.04186263513748768,15
57,3.6201925420978744,2.1907221062967894e-14,1.810096271048928,1.8100962710489465,-5.689893001203927e-15,0.02160246776015336,0.041862635137253384,15
58,3.620192542097869,2.079020918971074e-14,1.810096271048926,1.810096271048943,-6.071532165918825e-15,0.021602467774823837,0.0418626351369598,15
59,3.620192542097863,1.98845406868415e-14,1.8100962710489235,1.8100962710489394,-5.9119376061289586e-15,0.021602467793689545,0.04186263513659246,15
60,3.6201925420978567,1.9749803537677485e-14,1.8100962710489188,1.810096271048938,-2.040034807748725e-15,0.021602467817952574,0.04186263513613261,15
61,3.620192542097853,2.2963793166303298e-14,1.8100962710489155,1.8100962710489377,-2.914335439641036e-15,0.021602467849160145,0.04186263513555624,15
62,3.620192542097862,2.4677578898164478e-14,1.8100962710489195,1.8100962710489426,-5.204170427930421e-15,0.02160246788930401,0.04186263513483413,15
63,3.6201925420978665,1.92988541033485e-14,1.8100962710489248,1.8100962710489417,-4.454769886308441e-15,0.02160246794094846,0.04186263513392946,15
64,3.6201925420978727,1.452356741593167e-14,1.8100962710489292,1.8100962710489434,-1.4988010832439613e-15,0.021602468007394744,0.04186263513279634,15
65,3.6201925420978585,1.3699562811296109e-14,1.8100962710489226,1.810096271048936,-1.0269562977782698e-15,0.02160246809289271,0.04186263513137626,15
66,3.620192542097859,1.3622757722034222e-14,1.810096271048923,1.810096271048936,-2.192690473634684e-15,0.021602468202915167,0.041862635129596766,15
67,3.620192542097856,1.0980303564953464e-14,1.810096271048923,1.8100962710489334,-1.7069679003611782e-15,0.02160246834450934,0.04186263512736679,15
68,3.6201925420978567,3.222636286041869e-15,1.8100962710489277,1.810096271048929,-1.5404344466674047e-15,0.02160246852675089,0.041862635124572695,15
69,3.6201925420978576,2.0114655421281033e-15,1.8100962710489281,1.8100962710489297,5.967448757360216e-16,0.021602468761327882,0.04186263512107145,15
70,3.6201925420978482,9.21198993398429e-15,1.8100962710489208,1.8100962710489275,3.1814828549414642e-15,0.021602469063294397,0.04186263511668378,15
71,3.6201925420978514,8.770234874104551e-15,1.8100962710489217,1.8100962710489297,1.8457457784393227e-15,0.02160246945204099,0.041862635111185605,15
72,3.620192542097862,6.955582691262115e-15,1.810096271048928,1.810096271048934,2.067790383364354e-15,0.02160246995254523,0.041862635104295776,15
73,3.6201925420978753,5.0907841933883235e-15,1.810096271048938,1.8100962710489372,2.4980018054066022e-15,0.02160247059698382,0.04186263509566222,15
74,3.6201925420978895,8.429108301853667e-15,1.8100962710489454,1.8100962710489443,4.163336342344337e-15,0.0216024714268092,0.04186263508484346,15
75,3.6201925420979038,6.089566332195096e-15,1.8100962710489539,1.8100962710489492,1.654926196081874e-15,0.021602472495427256,0.041862635071286534,15
76,3.6201925420978984,9.447339088588439e-15,1.810096271048954,1.810096271048945,1.609823385706477e-15,0.0216024738716481,0.041862635054299394,15
77,3.6201925420979046,8.73786121223761e-15,1.8100962710489563,1.8100962710489485,2.3800406090401793e-15,0.021602475644133805,0.041862635033015454,15
78,3.6201925420978958,1.3832082377837928e-14,1.8100962710489537,1.8100962710489414,3.219646771412954e-15,0.021602477927131117,0.041862635006348695,15
79,3.620192542097886,1.6864521627469128e-14,1.8100962710489499,1.8100962710489363,4.9960036108132044e-15,0.02160248086786256,0.04186263497294014,15
80,3.620192542097881,1.6488307097749673e-14,1.8100962710489474,1.8100962710489341,4.836409051023338e-15,0.021602484656053664,0.041862634931088424,15
81,3.6201925420978815,1.8823519528732825e-14,1.8100962710489488,1.8100962710489328,4.9960036108132044e-15,0.021602489536214797,0.04186263487866425,15
82,3.6201925420978807,1.8110103663243772e-14,1.8100962710489483,1.8100962710489321,4.034966805122053e-15,0.021602495823475242,0.04186263481300241,15
83,3.620192542097871,1.8052649707714115e-14,1.810096271048943,1.810096271048928,4.801714581503802e-15,0.021602503923997315,0.04186263473076784,15
84,3.6201925420978727,1.802961258888923e-14,1.810096271048944,1.8100962710489288,4.954370247389761e-15,0.021602514361297818,0.04186263462778917,15
85,3.6201925420978642,1.737064466987443e-14,1.8100962710489397,1.810096271048925,4.669875597329565e-15,0.021602527810182976,0.04186263449884857,15
86,3.62019254209787,1.785777428526593e-14,1.810096271048943,1.810096271048927,3.733124920302089e-15,0.02160254514050601,0.04186263433742193,15
87,3.620192542097867,1.7776054015095464e-14,1.8100962710489414,1.8100962710489252,3.884045862712071e-15,0.021602567473587936,0.041862634135350796,15
88,3.6201925420978847,1.8126239737589023e-14,1.8100962710489505,1.8100962710489348,4.73232564246473e-15,0.021602596254972874,0.041862633882437446,15
89,3.6201925420978815,1.901937528539163e-14,1.8100962710489492,1.8100962710489326,4.579669976578771e-15,0.021602633348245942,0.041862633565935434,15
90,3.6201925420978767,1.8261818889970785e-14,1.8100962710489463,1.8100962710489301,4.413136522884997e-15,0.02160268115601876,0.04186263316991792,15
91,3.620192542097885,1.6684495000382108e-14,1.81009627104895,1.810096271048935,3.344546861683284e-15,0.021602742775952002,0.04186263267448445,15
92,3.620192542097886,1.5730994725027288e-14,1.8100962710489499,1.8100962710489363,4.180683577104105e-15,0.021602822201969688,0.04186263205477114,15
93,3.6201925420978815,1.3179895163467561e-14,1.810096271048946,1.810096271048935,3.733124920302089e-15,0.021602924583766423,0.041862631279715894,15
94,3.620192542097876,1.2845165245941497e-14,1.8100962710489437,1.8100962710489326,3.427813588530171e-15,0.021603056561503943,0.04186263031050997,15
95,3.620192542097877,8.383148792112081e-15,1.8100962710489408,1.810096271048936,3.552713678800501e-15,0.021603226697501636,0.04186262909865849,15
96,3.620192542097876,9.09587098209757e-15,1.8100962710489399,1.810096271048936,3.9968028886505635e-15,0.021603446033052955,0.041862627583540396,15
97,3.620192542097864,9.961438967521051e-15,1.8100962710489337,1.8100962710489303,4.7427339833205906e-15,0.021603728806671697,0.04186262568933571,15
98,3.620192542097859,1.1643191043244299e-14,1.8100962710489317,1.8100962710489275,5.4817261840867104e-15,0.021604093380619006,0.041862623321134045,15
99,3.620192542097862,1.7776140690135826e-14,1.8100962710489301,1.810096271048932,8.86096751528953e-15,0.02160456343618495,0.04186262035998046,15
100,3.6201925420978673,1.7175925248360894e-14,1.8100962710489332,1.8100962710489341,8.548717289613705e-15,0.02160516951579909,0.041862616656523605,15
101,3.6201925420978682,1.0307899139003352e-14,1.8100962710489343,1.8100962710489337,5.1486592766991635e-15,0.0216059510127848,0.04186261202279698,15
102,3.6201925420978753,1.0705775625074529e-14,1.810096271048935,1.81009627104894,4.690692279041286e-15,0.021606958738980126,0.04186260622146114,15
103,3.620192542097879,1.251551810725178e-14,1.8100962710489368,1.810096271048942,5.703770789011742e-15,0.021608258238495708,0.04186259895153675,15
104,3.620192542097885,1.1316525468846745e-14,1.8100962710489403,1.8100962710489443,5.159067617555024e-15,0.021609934065143215,0.04186258982917399,15
105,3.620192542097883,1.2612153105906643e-14,1.8100962710489386,1.8100962710489439,5.592748486549226e-15,0.021612095304925937,0.041862578361268867,15
106,3.620192542097881,1.133093967032879e-14,1.8100962710489372,1.810096271048944,4.440892098500626e-15,0.02161488270785862,0.041862563908550664,15
107,3.620192542097892,1.3831191235898895e-14,1.8100962710489417,1.8100962710489505,5.259681579161679e-15,0.021618477901116012,0.041862545632881526,15
108,3.620192542097888,1.432757760992385e-14,1.8100962710489386,1.8100962710489492,4.9682480351975755e-15,0.021623115295837915,0.04186252242046913,15
109,3.620192542097894,1.5918779106218138e-14,1.8100962710489403,1.8100962710489525,4.969684603076119e-15,0.02162909748314846,0.04186249276778205,15
110,3.6201925420979,1.9646870022625902e-14,1.8100962710489423,1.8100962710489585,5.6066262743570405e-15,0.021636815154912215,0.04186245460897116,15
111,3.6201925420978984,2.2558044198159262e-14,1.8100962710489399,1.810096271048958,7.105427357601002e-15,0.02164677290013909,0.041862405050607635,15
112,3.620192542097904,2.1224215186253577e-14,1.8100962710489434,1.8100962710489608,6.161737786669619e-15,0.021659622644169686,0.04186233995832567,15
113,3.620192542097916,2.3374413662449933e-14,1.8100962710489488,1.8100962710489676,7.16093850883226e-15,0.021676207049603703,0.04186225330526965,15
114,3.6201925420979206,2.5033255883515826e-14,1.8100962710489505,1.81009627104897,8.229528170033973e-15,0.021697615933124727,0.04186213613547839,15
115,3.6201925420979197,2.4876491105670564e-14,1.810096271048951,1.8100962710489694,8.298917109073045e-15,0.021725259736464712,0.04186197490233359,15
116,3.62019254209792,2.474060845602206e-14,1.810096271048951,1.8100962710489692,8.368306048112117e-15,0.021760965411948552,0.04186174878979675,15
117,3.620192542097916,2.6221542977061576e-14,1.8100962710489488,1.8100962710489679,8.756884106730922e-15,0.021772556359680242,0.04186142537435483,15
118,3.620192542097908,2.702201649387401e-14,1.8100962710489445,1.810096271048964,9.18709552877317e-15,0.02173720851429696,0.041860953576194466,15
119,3.620192542097923,3.1174543716339986e-14,1.8100962710489497,1.8100962710489732,1.021405182655144e-14,0.021692135212976,0.04186025217754982,15
120,3.6201925420979286,3.177920080011175e-14,1.810096271048952,1.8100962710489765,1.0255685189974884e-14,0.02163470142310393,0.04185919108913783,15
121,3.6201925420979326,2.989296110687098e-14,1.8100962710489543,1.8100962710489785,8.933825901280557e-15,0.021561586841222582,0.04185756075483444,15
122,3.6201925420979313,2.96527767328775e-14,1.8100962710489532,1.8100962710489776,8.243405957841787e-15,0.02146862900587949,0.041855022172634565,15
123,3.6201925420979246,2.6227594425580137e-14,1.8100962710489508,1.810096271048974,6.203371150093062e-15,0.02135064786328727,0.04185102530509397,15
124,3.620192542097917,2.495070330118432e-14,1.8100962710489479,1.8100962710489699,5.689893001203927e-15,0.021201266397680413,0.04184467613522577,15
125,3.620192542097917,2.5073594947797458e-14,1.8100962710489468,1.810096271048971,3.219646771412954e-15,0.021012762415788942,0.04183452084251056,15
126,3.620192542097924,2.3748849698250078e-14,1.8100962710489505,1.8100962710489736,2.7755575615628914e-15,0.02077602673647721,0.041818197734745315,15
127,3.6201925420979277,2.381706574312058e-14,1.8100962710489519,1.8100962710489756,9.020562075079397e-16,0.020480779833938756,0.04179188227236891,15
128,3.620192542097936,2.4448881269938618e-14,1.810096271048956,1.8100962710489803,5.551115123125783e-16,0.020116341562877827,0.04174941939088858,15
129,3.620192542097942,2.1121993043493603e-14,1.8100962710489603,1.8100962710489816,5.828670879282072e-16,0.019544571047751393,0.04168101265258166,15
130,3.6201925420979464,2.402093940399719e-14,1.8100962710489612,1.810096271048985,-7.077671781985373e-16,0.01887952909308452,0.04157136357433819,15
131,3.6201925420979544,2.2878652036265708e-14,1.810096271048966,1.8100962710489887,-3.0184188481996443e-16,0.018179295164429055,0.04139733873137181,15
132,3.6201925420979553,2.4751811691372803e-14,1.8100962710489652,1.81009627104899,-1.1657341758564144e-15,0.017548355123483246,0.04112582773637731,15
133,3.6201925420979464,2.4647013659156893e-14,1.8100962710489612,1.8100962710489856,-4.163336342344337e-17,0.017172031232795412,0.04071379929754761,15
134,3.620192542097949,2.160261223084951e-14,1.8100962710489634,1.8100962710489852,8.604228440844963e-16,0.01690366637494707,0.040114661109777135,15
135,3.6201925420979526,2.2037297810228128e-14,1.8100962710489656,1.810096271048987,8.326672684688674e-16,0.016864136678636614,0.03929574228053544,15
136,3.620192542097946,2.0033109454211212e-14,1.8100962710489628,1.8100962710489825,7.008282842946301e-16,0.017365386789286966,0.03826445121350492,15
137,3.62019254209795,2.1324249469781878e-14,1.810096271048964,1.8100962710489856,2.7755575615628914e-16,0.01839790734012639,0.037081725853442306,15
138,3.620192542097948,2.1097689513386798e-14,1.8100962710489634,1.8100962710489845,-2.0122792321330962e-16,0.01970754062950324,0.036798360528476085,15
139,3.6201925420979366,1.7562613254108666e-14,1.8100962710489592,1.810096271048977,4.163336342344337e-16,0.020944267722435846,0.036844346475950876,15
140,3.620192542097932,1.7558730833216015e-14,1.8100962710489572,1.8100962710489747,3.885780586188048e-16,0.021877419433306254,0.0363965247368318,15
141,3.6201925420979486,1.5674628049602666e-14,1.810096271048967,1.8100962710489825,-9.992007221626409e-16,0.02246866755910234,0.03616136918065134,15
142,3.620192542097956,1.7551204827161036e-14,1.810096271048969,1.810096271048987,-3.0531133177191805e-16,0.022814197362609197,0.035900961640242,15
143,3.620192542097958,1.5406146285771736e-14,1.8100962710489712,1.8100962710489865,-8.127179484951341e-16,0.02305057821058008,0.0356085639216047,15
144,3.6201925420979464,1.4049284573401799e-14,1.810096271048966,1.8100962710489803,-1.3322676295501878e-15,0.023280136870730002,0.03527577956630999,15
145,3.6201925420979446,1.3334821052356839e-14,1.8100962710489656,1.810096271048979,-2.914335439641036e-16,0.02353952365913654,0.034897824010638796,15
146,3.62019254209795,1.1897562735811611e-14,1.8100962710489688,1.8100962710489807,-8.604228440844963e-16,0.023813983354319015,0.034477783711570634,15
147,3.620192542097957,1.3656899636240603e-14,1.810096271048972,1.8100962710489856,-1.915134717478395e-15,0.02407685203845587,0.03402705478243631,15
148,3.620192542097957,1.7115088104404284e-14,1.81009627104897,1.810096271048987,-3.7470027081099033e-16,0.02432362743769414,0.03356196070802583,15
149,3.6201925420979637,1.6434137026969188e-14,1.8100962710489734,1.81009627104899,-2.220446049250313e-16,0.024581814185404918,0.03335062021002337,15
150,3.620192542097975,1.7610990668324838e-14,1.8100962710489785,1.8100962710489963,-1.5890067039947553e-15,0.024897024503216285,0.03319287389563627,15
151,3.620192542097975,1.9832014295348184e-14,1.810096271048978,1.8100962710489974,-8.604228440844963e-16,0.025001075910232515,0.033028614837334075,15
152,3.6201925420979872,1.990119288453645e-14,1.8100962710489839,1.8100962710490038,1.8596235662471372e-15,0.02500987424382138,0.03328741281639972,15
153,3.6201925420979837,1.6834528852586268e-14,1.8100962710489839,1.8100962710489998,2.67841304690819e-15,0.025185126123825802,0.03353885597855944,15
154,3.6201925420979757,1.635632562132692e-14,1.81009627104898,1.8100962710489954,2.1371793224034263e-15,0.025476927399310997,0.03369851780068325,15
155,3.620192542097972,1.581080383420888e-14,1.8100962710489783,1.8100962710489936,6.062858548538941e-16,0.025847886142989905,0.033769582371767436,15
156,3.6201925420979717,1.83782155945278e-14,1.8100962710489767,1.810096271048995,-1.304512053934559e-15,0.026274219181634927,0.033755192785380216,15
157,3.620192542097964,1.7980366569146744e-14,1.8100962710489732,1.810096271048991,-1.942890293094024e-15,0.026359384112196873,0.033660915920784296,15
158,3.620192542097953,1.7327505980211325e-14,1.8100962710489674,1.8100962710489852,-2.498001805406602e-16,0.02623804331210475,0.03349723140072816,15
159,3.6201925420979486,1.7159322040038255e-14,1.810096271048966,1.8100962710489832,-1.582067810090848e-15,0.026219084164736707,0.03328029673765534,15
160,3.620192542097948,1.584998907904229e-14,1.8100962710489665,1.8100962710489816,-2.7304547511874944e-15,0.026292165198871606,0.033030388755733456,15
161,3.6201925420979455,1.7410712195507557e-14,1.8100962710489643,1.8100962710489814,-2.4980018054066022e-15,0.026448259358675712,0.03276866478654756,15
162,3.6201925420979584,1.6719558599153175e-14,1.810096271048971,1.8100962710489874,-1.5543122344752192e-15,0.026680489501837275,0.032706800805697545,15
163,3.6201925420979615,1.769578485170436e-14,1.8100962710489719,1.8100962710489894,-1.1657341758564144e-15,0.02698201202369356,0.03276606720887968,15
164,3.6201925420979664,2.0922034335507457e-14,1.8100962710489732,1.8100962710489938,-6.522560269672795e-16,0.02734328222581075,0.0327312158068379,15
165,3.620192542097956,2.55351295663786e-14,1.8100962710489654,1.810096271048991,-3.469446951953614e-17,0.027750694704442917,0.03261243917743181,15
166,3.620192542097968,2.6369038502416074e-14,1.8100962710489708,1.8100962710489976,1.5265566588595902e-15,0.028187273869658188,0.03242426314998489,15
167,3.6201925420979695,2.2207391981666216e-14,1.8100962710489732,1.8100962710489958,1.717376241217039e-16,0.02863134623679795,0.03218340997851929,15
168,3.620192542097966,2.4649201496023194e-14,1.8100962710489705,1.810096271048995,-1.3877787807814457e-16,0.028814826991726914,0.03190683154284475,15
169,3.6201925420979673,2.3537530008868084e-14,1.8100962710489719,1.8100962710489952,-6.938893903907228e-17,0.02882435935118712,0.03161039859580281,15
170,3.6201925420979633,2.2427604301207646e-14,1.8100962710489703,1.810096271048993,-1.5265566588595902e-16,0.02886366963821549,0.03139950661174828,15
171,3.620192542097977,2.1356161478743398e-14,1.8100962710489776,1.8100962710489992,-6.938893903907228e-16,0.028926606862973034,0.03136267415768382,15
172,3.620192542097966,1.949700282287903e-14,1.8100962710489734,1.810096271048993,-1.321859288694327e-15,0.02900827453974124,0.031334675113542605,15
173,3.620192542097964,1.894711961311747e-14,1.8100962710489727,1.8100962710489916,8.881784197001252e-16,0.029104932873907745,0.031307633710247675,15
174,3.6201925420979677,1.7388929125680808e-14,1.8100962710489754,1.8100962710489923,7.91033905045424e-16,0.02921321657492085,0.03127396105446897,15
175,3.620192542097983,1.8150703444850974e-14,1.8100962710489825,1.8100962710490007,-1.1657341758564144e-15,0.029329303697857256,0.03122779622880097,15
176,3.620192542097972,2.080803868156527e-14,1.810096271048977,1.810096271048995,-5.245803791353865e-15,0.029428698461816855,0.03119638398188881,15
177,3.620192542097972,1.84831294906267e-14,1.8100962710489779,1.810096271048994,-4.4200754167889045e-15,0.02947440885170077,0.031229863159156403,15
178,3.6201925420979815,1.426668985780041e-14,1.8100962710489843,1.810096271048997,-3.497202527569243e-15,0.029526604107917943,0.031220455829124572,15
179,3.6201925420979846,1.3697095351920398e-14,1.8100962710489865,1.810096271048998,-3.5128150388530344e-15,0.029554069265475907,0.031177110740509776,15
180,3.620192542097981,1.0778315928076987e-14,1.8100962710489852,1.8100962710489956,-1.7486012637846216e-15,0.02958987752738417,0.0311095080045206,15
181,3.620192542097987,8.438425365424546e-15,1.8100962710489894,1.8100962710489976,4.163336342344337e-17,0.02963221066430782,0.03102683799757194,15
182,3.6201925420979926,7.32936414382614e-15,1.8100962710489927,1.8100962710489998,8.326672684688674e-17,0.029679102528053294,0.03093686558033969,15
183,3.6201925420979917,5.918904971393068e-15,1.8100962710489932,1.8100962710489987,-1.0547118733938987e-15,0.029728809329819972,0.030845499200204737,15
184,3.6201925420979943,6.451305766913251e-15,1.8100962710489945,1.810096271049,-1.779826286352204e-15,0.029724166070274165,0.030756872750780116,15
185,3.620192542097997,1.028620284229162e-14,1.8100962710489947,1.810096271049003,-2.8033131371785203e-15,0.02973222621737031,0.030673756284876248,15
186,3.6201925420979895,1.1847394280755519e-14,1.8100962710489894,1.8100962710490007,-2.0747292772682613e-15,0.029751855669828756,0.03062034551249219,15
187,3.6201925420979952,9.012829900890568e-15,1.8100962710489934,1.8100962710490016,-2.067790383364354e-15,0.02978126462424958,0.030620540595059455,15
188,3.620192542098006,8.886119947416683e-15,1.8100962710489985,1.8100962710490074,1.249000902703301e-16,0.029818463948985928,0.030607534736608287,15
189,3.620192542098007,1.156551889201422e-14,1.8100962710489974,1.8100962710490096,3.122502256758253e-16,0.02986134897223225,0.030582592109010417,15
190,3.620192542098015,1.0221440584532044e-14,1.8100962710490023,1.810096271049013,1.942890293094024e-16,0.029907771124516536,0.03054777067538003,15
191,3.6201925420980143,4.437963787174932e-15,1.8100962710490047,1.8100962710490092,-9.62771529167128e-16,0.02995561765688381,0.030505716933757455,15
192,3.6201925420980006,3.433175098891678e-15,1.810096271048999,1.8100962710490016,-3.608224830031759e-16,0.029961915488243073,0.030459319558088466,15
193,3.6201925420980015,6.510102654889721e-15,1.8100962710489974,1.810096271049004,4.85722573273506e-16,0.029977684806333175,0.030411335237864323,15
