step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13,takagi_r14,takagi_r15,takagi_r16
13,0.31716229835869325,0.3108799107022075,0.3094442511247738,0.29548129548697893,0.29180435975646946,0.25206750163848257,0.2289806830080034,0.21600553743616246,0.18112614713883107,0.16638902290293406,0.14307425027902698,0.14157667788561015,0.12429703843945047,0.10344348268146186,0.08447727934511741,2.772508691362616e-09
14,0.3171622983586928,0.31087991070220755,0.3094442511247739,0.29548129548697905,0.29180435975646946,0.25206750163848257,0.2289806830080036,0.21600553743616266,0.18112614713883096,0.16638902290293373,0.14307425027902662,0.1415766778856103,0.12429703843945071,0.10344348268146163,0.08447727934511669,2.478508017797217e-09
15,0.3171622983586926,0.31087991070220755,0.3094442511247737,0.29548129548697927,0.29180435975646957,0.25206750163848246,0.22898068300800375,0.21600553743616274,0.181126147138831,0.16638902290293356,0.1430742502790264,0.14157667788560976,0.12429703843945042,0.10344348268146174,0.08447727934511635,2.774827099883968e-09
16,0.3171622983586923,0.31087991070220733,0.3094442511247736,0.295481295486979,0.29180435975646946,0.25206750163848224,0.22898068300800342,0.21600553743616285,0.18112614713883105,0.16638902290293384,0.1430742502790262,0.14157667788560882,0.12429703843944948,0.103443482681462,0.0844772793451163,3.56467626491726e-09
17,0.31716229835869225,0.31087991070220744,0.30944425112477353,0.29548129548697905,0.2918043597564698,0.25206750163848185,0.22898068300800342,0.21600553743616296,0.18112614713883135,0.1663890229029341,0.1430742502790262,0.141576677885608,0.12429703843944892,0.10344348268146257,0.08447727934511616,3.1820080509782863e-09
18,0.3171622983586921,0.3108799107022078,0.3094442511247739,0.2954812954869795,0.2918043597564702,0.25206750163848224,0.22898068300800398,0.21600553743616357,0.18112614713883152,0.16638902290293414,0.14307425027902598,0.14157667788560746,0.1242970384394487,0.10344348268146275,0.0844772793451153,2.1562367553254655e-09
19,0.3171622983586918,0.31087991070220794,0.3094442511247743,0.2954812954869799,0.29180435975647045,0.25206750163848246,0.22898068300800453,0.21600553743616435,0.18112614713883154,0.1663890229029343,0.14307425027902543,0.141576677885607,0.12429703843944834,0.10344348268146268,0.08447727934511416,3.1231628989290185e-09
20,0.31716229835869103,0.3108799107022078,0.30944425112477414,0.2954812954869796,0.29180435975647045,0.25206750163848224,0.22898068300800437,0.21600553743616474,0.18112614713883168,0.16638902290293436,0.14307425027902484,0.1415766778856057,0.12429703843944712,0.10344348268146296,0.08447727934511329,2.935262824351846e-09
21,0.3171622983586907,0.3108799107022083,0.3094442511247743,0.2954812954869798,0.291804359756471,0.2520675016384822,0.22898068300800462,0.21600553743616535,0.18112614713883238,0.16638902290293497,0.1430742502790245,0.14157667788560388,0.12429703843944562,0.10344348268146385,0.08447727934511277,2.4136280647439153e-09
22,0.31716229835869075,0.3108799107022089,0.3094442511247749,0.29548129548698016,0.2918043597564717,0.2520675016384824,0.22898068300800498,0.2160055374361666,0.18112614713883307,0.16638902290293567,0.1430742502790241,0.14157667788560196,0.12429703843944397,0.10344348268146475,0.08447727934511157,2.0498300077983417e-09
23,0.31716229835868964,0.31087991070220883,0.3094442511247751,0.2954812954869805,0.2918043597564718,0.2520675016384825,0.22898068300800536,0.21600553743616788,0.18112614713883335,0.1663890229029359,0.14307425027902285,0.14157667788559958,0.12429703843944202,0.10344348268146503,0.08447727934510904,2.7471117876798787e-09
24,0.3171622983586881,0.3108799107022084,0.309444251124775,0.2954812954869804,0.2918043597564718,0.25206750163848246,0.22898068300800567,0.2160055374361696,0.18112614713883354,0.16638902290293606,0.1430742502790211,0.1415766778855963,0.12429703843943925,0.10344348268146539,0.08447727934510595,2.1696789193284824e-09
25,0.3171622983586868,0.3108799107022084,0.30944425112477525,0.29548129548698027,0.291804359756472,0.25206750163848235,0.22898068300800592,0.21600553743617137,0.18112614713883424,0.16638902290293686,0.14307425027901938,0.14157667788559145,0.12429703843943549,0.10344348268146651,0.0844772793451028,8.902792442109856e-10
26,0.31716229835868587,0.31087991070220916,0.309444251124776,0.29548129548698077,0.2918043597564731,0.25206750163848257,0.2289806830080064,0.21600553743617393,0.18112614713883582,0.16638902290293836,0.1430742502790178,0.14157667788558576,0.12429703843943067,0.10344348268146852,0.08447727934509917,2.441058681184119e-09
27,0.31716229835868415,0.3108799107022095,0.30944425112477675,0.2954812954869811,0.2918043597564738,0.2520675016384827,0.228980683008007,0.21600553743617734,0.18112614713883735,0.16638902290293967,0.14307425027901507,0.14157667788557876,0.1242970384394246,0.10344348268147026,0.08447727934509382,3.284869535378219e-09
28,0.31716229835868187,0.31087991070220977,0.3094442511247779,0.29548129548698154,0.29180435975647445,0.2520675016384832,0.2289806830080078,0.21600553743618162,0.18112614713883923,0.16638902290294103,0.14307425027901124,0.14157667788557038,0.12429703843941743,0.10344348268147183,0.08447727934508642,3.158972583729854e-09
29,0.3171622983586788,0.31087991070221,0.3094442511247791,0.29548129548698215,0.29180435975647523,0.25206750163848357,0.22898068300800878,0.2160055374361869,0.18112614713884145,0.16638902290294275,0.14307425027900636,0.14157667788555936,0.12429703843940804,0.10344348268147395,0.08447727934507689,2.2316959906517515e-09
30,0.31716229835867554,0.3108799107022109,0.3094442511247808,0.295481295486983,0.29180435975647656,0.25206750163848407,0.22898068300800967,0.21600553743619358,0.18112614713884517,0.1663890229029453,0.14307425027900075,0.1415766778855449,0.12429703843939582,0.10344348268147721,0.08447727934506538,2.306179346327214e-09
31,0.31716229835867094,0.3108799107022115,0.30944425112478247,0.2954812954869834,0.29180435975647784,0.25206750163848435,0.22898068300801028,0.21600553743620174,0.1811261471388496,0.16638902290294838,0.1430742502789933,0.14157667788552628,0.12429703843937964,0.10344348268148129,0.08447727934505046,3.937443558028043e-09
32,0.31716229835866566,0.31087991070221266,0.3094442511247853,0.29548129548698443,0.2918043597564798,0.2520675016384851,0.22898068300801144,0.2160055374362127,0.1811261471388555,0.16638902290295246,0.14307425027898404,0.1415766778855035,0.12429703843935967,0.10344348268148625,0.08447727934503092,3.2167043749281912e-09
33,0.31716229835865817,0.3108799107022135,0.30944425112478846,0.29548129548698526,0.2918043597564815,0.2520675016384859,0.22898068300801255,0.21600553743622636,0.1811261471388623,0.16638902290295676,0.14307425027897136,0.14157667788547484,0.12429703843933432,0.10344348268149164,0.08447727934500471,3.480248443549229e-09
34,0.3171622983586491,0.31087991070221493,0.30944425112479296,0.29548129548698654,0.29180435975648383,0.25206750163848735,0.22898068300801402,0.21600553743624384,0.18112614713887135,0.1663890229029625,0.14307425027895562,0.14157667788543832,0.12429703843930208,0.10344348268149833,0.0844772793449711,1.1500132372181536e-09
35,0.3171622983586379,0.31087991070221677,0.30944425112479834,0.29548129548698765,0.2918043597564868,0.2520675016384886,0.22898068300801497,0.21600553743626555,0.18112614713888364,0.16638902290297003,0.14307425027893597,0.1415766778853912,0.12429703843926024,0.10344348268150741,0.08447727934492835,1.9158547558907477e-09
36,0.3171622983586231,0.31087991070221876,0.30944425112480484,0.2954812954869885,0.29180435975648994,0.25206750163849,0.2289806830080153,0.21600553743629286,0.18112614713889916,0.1663890229029791,0.1430742502789107,0.14157667788533135,0.12429703843920648,0.10344348268151835,0.08447727934487274,3.869922898710704e-09
37,0.31716229835860416,0.3108799107022209,0.30944425112481305,0.29548129548698954,0.29180435975649355,0.252067501638492,0.2289806830080154,0.21600553743632792,0.18112614713891892,0.1663890229029901,0.1430742502788781,0.1415766778852557,0.12429703843913813,0.10344348268153117,0.0844772793448003,1.9771594224688977e-09
38,0.31716229835858073,0.3108799107022242,0.3094442511248242,0.2954812954869915,0.29180435975649843,0.25206750163849523,0.2289806830080155,0.21600553743637319,0.1811261471389444,0.16638902290300386,0.14307425027883675,0.1415766778851603,0.12429703843905113,0.10344348268154702,0.08447727934470606,1.6415667479417918e-09
39,0.31716229835855086,0.3108799107022283,0.309444251124838,0.2954812954869935,0.29180435975650426,0.25206750163849906,0.2289806830080145,0.21600553743643056,0.18112614713897768,0.16638902290302127,0.14307425027878407,0.14157667788503728,0.12429703843893931,0.1034434826815666,0.08447727934458456,2.6233586167555495e-09
40,0.3171622983585139,0.3108799107022343,0.3094442511248563,0.29548129548699636,0.2918043597565119,0.2520675016385047,0.2289806830080124,0.21600553743650378,0.1811261471390208,0.1663890229030434,0.14307425027871715,0.14157667788488112,0.12429703843879615,0.1034434826815912,0.08447727934442739,1.5276523631482186e-09
41,0.3171622983584671,0.31087991070224186,0.30944425112487955,0.2954812954869997,0.29180435975652147,0.25206750163851205,0.2289806830080084,0.2160055374365972,0.1811261471390769,0.16638902290307117,0.14307425027863202,0.1415766778846819,0.12429703843861291,0.1034434826816213,0.08447727934422421,1.7765338738148825e-09
42,0.31716229835840803,0.3108799107022516,0.3094442511249095,0.29548129548700425,0.2918043597565333,0.25206750163852215,0.2289806830080021,0.21600553743671672,0.18112614713914924,0.16638902290310567,0.14307425027852327,0.14157667788442865,0.12429703843837876,0.10344348268165791,0.08447727934396054,1.2323309457898518e-09
43,0.31716229835833254,0.3108799107022636,0.3094442511249472,0.2954812954870096,0.2918043597565472,0.2520675016385352,0.228980683007992,0.2160055374368689,0.18112614713924202,0.1663890229031482,0.14307425027838377,0.14157667788410577,0.12429703843807899,0.10344348268170248,0.0844772793436185,1.9315976588838303e-09
44,0.31716229835823734,0.31087991070227916,0.30944425112499546,0.2954812954870161,0.29180435975656444,0.2520675016385523,0.2289806830079764,0.21600553743706302,0.18112614713936218,0.16638902290320137,0.14307425027820592,0.1415766778836944,0.12429703843769466,0.1034434826817574,0.08447727934317585,2.0690863907714e-09
45,0.3171622983581177,0.31087991070229987,0.3094442511250573,0.2954812954870245,0.2918043597565865,0.2520675016385749,0.2289806830079531,0.216005537437311,0.1811261471395179,0.16638902290326824,0.1430742502779799,0.1415766778831694,0.12429703843720195,0.10344348268182607,0.08447727934260406,3.735552171226726e-09
46,0.31716229835796544,0.3108799107023256,0.30944425112513557,0.29548129548703433,0.29180435975661284,0.2520675016386041,0.22898068300791907,0.21600553743762693,0.18112614713971828,0.16638902290335075,0.14307425027769063,0.14157667788249959,0.12429703843657053,0.10344348268191006,0.08447727934186298,3.4026055822675037e-09
47,0.3171622983577737,0.3108799107023597,0.3094442511252364,0.2954812954870482,0.29180435975664637,0.25206750163864367,0.2289806830078721,0.2160055374380316,0.18112614713997735,0.16638902290345356,0.14307425027732126,0.1415766778816462,0.12429703843576269,0.10344348268201307,0.08447727934090292,3.635097302423935e-09
48,0.31716229835753046,0.31087991070240284,0.30944425112536433,0.2954812954870654,0.2918043597566872,0.2520675016386949,0.22898068300780536,0.21600553743854797,0.18112614714031108,0.16638902290358054,0.14307425027684895,0.14157667788055717,0.1242970384347274,0.1034434826821397,0.08447727933965983,1.2296171532533312e-09
49,0.31716229835722365,0.31087991070245913,0.3094442511255278,0.2954812954870879,0.2918043597567387,0.252067501638762,0.22898068300771246,0.2160055374392077,0.1811261471407425,0.16638902290373853,0.14307425027624626,0.14157667787916783,0.1242970384334001,0.10344348268229617,0.08447727933805196,2.908020382685797e-09
50,0.3171622983568361,0.31087991070253257,0.3094442511257366,0.29548129548711716,0.2918043597568032,0.25206750163885,0.22898068300758423,0.2160055374400506,0.1811261471412995,0.16638902290393462,0.14307425027547646,0.14157667787739495,0.124297038431699,0.10344348268248967,0.08447727933597132,3.2084639078894525e-09
51,0.317162298356346,0.31087991070262727,0.3094442511260023,0.29548129548715535,0.29180435975688357,0.2520675016389649,0.22898068300740845,0.216005537441128,0.18112614714201836,0.16638902290417676,0.1430742502744922,0.14157667787513262,0.12429703842951922,0.10344348268272817,0.08447727933327819,1.323494766428961e-09
52,0.3171622983557252,0.3108799107027487,0.3094442511263403,0.2954812954872051,0.29180435975698304,0.2520675016391149,0.22898068300716864,0.2160055374425049,0.181126147142945,0.16638902290447466,0.1430742502732328,0.14157667787224507,0.12429703842672574,0.10344348268302139,0.08447727932979202,3.3373340884503854e-09
53,0.3171622983549399,0.3108799107029053,0.3094442511267704,0.29548129548726987,0.29180435975710695,0.25206750163931013,0.2289806830068427,0.21600553744426484,0.18112614714414038,0.16638902290484175,0.14307425027162246,0.14157667786855874,0.12429703842314502,0.10344348268338338,0.084477279325281,2.0497474998833244e-09
54,0.3171622983539464,0.31087991070310717,0.30944425112731666,0.29548129548735397,0.2918043597572613,0.2520675016395635,0.2289806830064013,0.21600553744651393,0.18112614714568218,0.16638902290529334,0.1430742502695626,0.14157667786385228,0.12429703841855416,0.10344348268383098,0.08447727931944507,3.404797327617943e-09
55,0.3171622983526903,0.310879910703368,0.3094442511280116,0.29548129548746466,0.2918043597574546,0.25206750163989305,0.2289806830058066,0.21600553744938952,0.181126147147671,0.16638902290584798,0.1430742502669279,0.14157667785784267,0.12429703841266906,0.10344348268438461,0.08447727931189486,2.3825440837806554e-09
56,0.3171622983511011,0.3108799107037043,0.3094442511288947,0.2954812954876098,0.29180435975769564,0.2520675016403213,0.2289806830050078,0.21600553745306603,0.18112614715023553,0.16638902290652716,0.14307425026355583,0.1415766778501694,0.12429703840512432,0.10344348268506867,0.08447727930212674,3.778717233124485e-09
57,0.3171622983490907,0.31087991070413806,0.3094442511300166,0.29548129548780105,0.29180435975799657,0.25206750164087766,0.22898068300393812,0.2160055374577677,0.18112614715354225,0.16638902290735705,0.1430742502592393,0.1415766778403703,0.12429703839545178,0.10344348268591433,0.08447727928948995,3.3445472377986363e-09
58,0.31716229834654774,0.3108799107046973,0.30944425113144103,0.29548129548805235,0.29180435975837243,0.2520675016415994,0.22898068300250826,0.21600553746378004,0.18112614715780567,0.16638902290836852,0.14307425025371293,0.1415766778278551,0.12429703838304974,0.10344348268696096,0.08447727927314382,2.932191023574058e-09
59,0.31716229834333143,0.3108799107054187,0.30944425113324886,0.29548129548838276,0.29180435975884234,0.2520675016425346,0.2289806830006017,0.21600553747146928,0.181126147163303,0.16638902290959892,0.14307425024663706,0.14157667781186908,0.12429703836714717,0.10344348268825782,0.08447727925200157,2.5455235423298412e-09
60,0.3171622983392639,0.31087991070634924,0.30944425113554247,0.2954812954888178,0.29180435975942987,0.25206750164374647,0.22898068299806448,0.21600553748130433,0.18112614717039055,0.166389022911091,0.14307425023757522,0.14157667779144853,0.12429703834675564,0.10344348268986528,0.08447727922465735,2.3094822372331377e-09
61,0.31716229833411974,0.310879910707549,0.3094442511384515,0.29548129548939156,0.2918043597601644,0.25206750164531666,0.2289806829946951,0.21600553749388585,0.18112614717952738,0.16638902291289365,0.14307425022596673,0.141576677765362,0.12429703832060778,0.10344348269185742,0.0844772791892928,3.3818397229730898e-09
62,0.31716229832761506,0.31087991070909643,0.30944425114214,0.2954812954901483,0.2918043597610835,0.2520675016473504,0.22898068299022808,0.21600553750998244,0.18112614719130565,0.16638902291506444,0.14307425021109396,0.14157667773203522,0.12429703828707704,0.10344348269432839,0.0844772791435587,3.401512098703994e-09
63,0.3171622983193901,0.3108799107110914,0.3094442511468138,0.2954812954911455,0.2918043597622329,0.2520675016499821,0.22898068298431362,0.2160055375305766,0.18112614720648865,0.16638902291766758,0.14307425019203587,0.14157667768945426,0.12429703824407656,0.10344348269739567,0.08447727908441874,3.6188767335706814e-09
64,0.31716229830899123,0.31087991071366367,0.3094442511527337,0.29548129549245966,0.2918043597636712,0.2520675016533865,0.22898068297649338,0.21600553755692778,0.18112614722606052,0.16638902292077506,0.1430742501676103,0.1415766776350461,0.12429703818892951,0.10344348270120553,0.08447727900794846,2.1264574351373368e-09
65,0.31716229829584447,0.310879910716979,0.3094442511602287,0.29548129549419133,0.29180435976546976,0.25206750165778885,0.22898068296616644,0.2160055375906482,0.18112614725128762,0.16638902292446386,0.14307425013629954,0.1415766775655212,0.12429703811820313,0.10344348270593894,0.084477278909073,4.518905234025902e-09
66,0.31716229827922693,0.31087991072125387,0.30944425116971547,0.29548129549647484,0.29180435976772073,0.25206750166348196,0.22898068295254675,0.21600553763380362,0.18112614728380488,0.16638902292881658,0.14307425009615657,0.1415766774766757,0.12429703802749448,0.10344348271182366,0.08447727878123554,2.725352042416328e-09
67,0.3171622982582244,0.31087991072676463,0.3094442511817173,0.2954812954994842,0.2918043597705373,0.252067501670841,0.22898068293460255,0.21600553768903788,0.18112614732571736,0.16638902293391478,0.14307425004468147,0.14157667736313423,0.12429703791115373,0.10344348271914322,0.08447727861596162,3.755382000386004e-09
68,0.31716229823168385,0.310879910733869,0.30944425119689445,0.2954812955034498,0.2918043597740622,0.2520675016803509,0.228980682910984,0.21600553775973733,0.18112614737973964,0.166389022939835,0.14307424997866536,0.14157667721802344,0.12429703776193338,0.1034434827282536,0.08447727840229978,2.241753121850158e-09
69,0.3171622981981493,0.3108799107430272,0.3094442512160786,0.29548129550867447,0.2918043597784726,0.25206750169263775,0.2289806828799253,0.21600553785023957,0.1811261474493694,0.16638902294663696,0.14307424989398707,0.14157667703255716,0.12429703757053562,0.10344348273959784,0.08447727812609672,2.5636190130474535e-09
70,0.3171622981557838,0.3108799107548322,0.30944425124031644,0.29548129551555585,0.2918043597839909,0.25206750170850895,0.22898068283911685,0.21600553796610003,0.18112614753911496,0.16638902295434957,0.143074249785354,0.14157667679550104,0.12429703732503297,0.103443482753731,0.0844772777690633,3.7386279419777395e-09
71,0.3171622981022712,0.3108799107700498,0.30944425127092634,0.29548129552461794,0.29180435979089514,0.25206750172900727,0.22898068278554176,0.21600553811443643,0.18112614765478782,0.16638902296294958,0.1430742496459695,0.14157667649249153,0.12429703701012319,0.10344348277134757,0.08447727730756634,2.55632774507179e-09
72,0.3171622980346896,0.31087991078966587,0.30944425130956477,0.29548129553654745,0.2918043597995322,0.2520675017554765,0.2289806827152566,0.2160055383043652,0.18112614780387776,0.1663890229723289,0.14307424946710282,0.14157667610516203,0.12429703660617361,0.10344348279331672,0.08447727671106951,2.242388446313821e-09
73,0.3171622979493551,0.31087991081495103,0.30944425135831327,0.2954812955522468,0.2918043598103348,0.25206750178965015,0.22898068262311191,0.2160055385475666,0.18112614799603918,0.16638902298224958,0.1430742492375375,0.14157667561002774,0.12429703608799572,0.10344348282072689,0.08447727594011611,1.5754849153182878e-09
74,0.3171622978416235,0.31087991084754313,0.30944425141978643,0.29548129557290065,0.29180435982384295,0.25206750183376503,0.22898068250238715,0.2160055388590054,0.18112614824371567,0.16638902299227853,0.1430742489428629,0.14157667497705814,0.12429703542327333,0.10344348285494026,0.08447727494372571,1.6035996880654e-09
75,0.31716229770564225,0.31087991088955347,0.3094442514972658,0.2954812956000638,0.2918043598407303,0.25206750189070604,0.22898068234431176,0.21600553925785565,0.1811261485629472,0.1663890230016985,0.14307424856456186,0.14157667416785194,0.12429703457054316,0.10344348289766386,0.08447727365603189,1.2924703047379002e-09
76,0.31716229753403863,0.31087991094370326,0.3094442515948661,0.295481295635775,0.2918043598618355,0.25206750196419264,0.22898068213744502,0.21600553976868572,0.18112614897440957,0.1663890230093823,0.143074248078839,0.1415766731333013,0.12429703347660483,0.10344348295103753,0.08447727199193826,1.809554104816471e-09
77,0.3171622973175275,0.31087991101350204,0.30944425171774603,0.29548129568271037,0.29180435988820574,0.2520675020590247,0.22898068186687076,0.21600554042298062,0.1811261495047551,0.16638902301361988,0.14307424745511332,0.14157667181060538,0.12429703207319968,0.10344348301774307,0.08447726984150704,1.980150713072237e-09
78,0.3171622970444156,0.3108799111034717,0.30944425187236346,0.29548129574437576,0.2918043599211412,0.2520675021813899,0.2289806815131434,0.21600554126108645,0.18112615018833936,0.16638902301187802,0.14307424665407745,0.14157667011945,0.12429703027274383,0.10344348310114143,0.08447726706271065,2.0421526905849588e-09
79,0.31716229669998686,0.31087991121944336,0.30944425206680054,0.29548129582536775,0.29180435996226073,0.25206750233927055,0.22898068105092348,0.21600554233471225,0.18112615106945043,0.16638902300047642,0.14307424562520582,0.14157666795712115,0.12429702796285674,0.10344348320544736,0.08447726347207299,2.360191510606597e-09
80,0.3171622962657225,0.3108799113689345,0.3094442523111597,0.2954812959317082,0.2918043600135759,0.25206750254295957,0.22898068044719952,0.21600554371013017,0.18112615220518036,0.16638902297414268,0.143074244303548,0.14157666519225062,0.12429702499933645,0.1034434833359479,0.0844772588325796,1.9344708177916116e-09
81,0.31716229571832827,0.3108799115616379,0.3094442526180586,0.29548129607128387,0.2918043600775835,0.2520675028057304,0.2289806796589765,0.2160055454722826,0.18112615366912976,0.16638902292540836,0.1430742426056036,0.1415766616568176,0.12429702119714767,0.10344348349927411,0.08447725283806393,2.979172773669312e-09
82,0.3171622950285124,0.31087991181005087,0.30944425300323986,0.2954812962544223,0.2918043601573798,0.25206750314470117,0.2289806786302728,0.2160055477300487,0.1811261555561807,0.16638902284379192,0.14307424042401912,0.14157665713591305,0.1242970163188539,0.10344348370374344,0.08447724509304012,2.350188672989233e-09
83,0.3171622941594549,0.3108799121302889,0.3094442534863246,0.2954812964946429,0.29180436025679957,0.2520675035819477,0.22898067728821536,0.2160055506229963,0.18112615798865458,0.16638902271469655,0.14307423762076846,0.14157665135464315,0.12429701005977296,0.10344348395978947,0.08447723508666204,2.2576529585924127e-09
84,0.317162293064893,0.3108799125431384,0.30944425409174053,0.29548129680964047,0.2918043603805894,0.2520675041459389,0.22898067553796614,0.21600555433004218,0.1811261611242524,0.16638902251792775,0.14307423401838731,0.1415766439613665,0.12429700202892423,0.10344348428050419,0.08447722215909234,2.601225596141315e-09
85,0.3171622916867177,0.31087991307540913,0.30944425484985755,0.2954812972225641,0.2918043605346121,0.25206750487338747,0.22898067325612667,0.21600555908055288,0.1811261651662892,0.16638902222569948,0.14307422938870226,0.1415766345062375,0.12429699172457573,0.10344348468231228,0.08447720545807154,1.916318060858663e-09
86,0.3171622899519771,0.31087991376169016,0.3094442557983857,0.29548129776369775,0.2918043607261026,0.25206750581163956,0.2289806702821785,0.21600556516859157,0.18112617037689507,0.16638902179996462,0.1430742234383517,0.1415766224137399,0.12429697850286314,0.10344348518582128,0.08447718388283076,2.872601718866918e-09
87,0.31716228776911737,0.3108799146466118,0.3094442569840732,0.29548129847264504,0.29180436096396867,0.2520675070217535,0.22898066640735604,0.2160055729711796,0.18112617709403372,0.1663890211888404,0.14307421579018084,0.1415766069475098,0.1242969615375109,0.10344348581688016,0.08447715601166843,3.1911399217734093e-09
88,0.31716228502329763,0.3108799157877809,0.3094442584647782,0.29548129940119316,0.2918043612591615,0.25206750858247584,0.22898066136020429,0.21600558297172706,0.18112618575345404,0.16638902032184114,0.14307420595936296,0.14157658716527907,0.12429693976813523,0.10344348660791372,0.08447712000843344,2.9948956718651744e-09
89,0.31716228157052856,0.3108799172595703,0.3094442603119664,0.2954813006170405,0.29180436162510864,0.2520675105953623,0.2289806547878183,0.21600559579007722,0.1811261969169905,0.1663890191035145,0.1430741933227565,0.1415765618611311,0.12429691183388761,0.10344348759958495,0.0844770735017725,3.4155150282794132e-09
90,0.31716227723036944,0.31087991915804686,0.3094442626137248,0.29548130220868146,0.2918043620782384,0.25206751319139487,0.2289806462314981,0.21600561222105435,0.18112621130906637,0.16638901740497491,0.14307417707963138,0.14157652949147026,0.1242968759882895,0.10344348884287705,0.08447701342922198,2.5834455639466403e-09
91,0.3171622717768099,0.3108799216073537,0.30944426547834836,0.29548130429177605,0.29180436263858484,0.2520675165395136,0.22898063509514135,0.21600563328390474,0.18112622986376087,0.16638901505263842,0.14307415620138061,0.14157648808004122,0.1242968299899127,0.10344349040168688,0.08447693583591022,2.2879686465917445e-09
92,0.31716226492690824,0.31087992476801835,0.30944426903857986,0.29548130701747627,0.2918043633304888,0.2520675208576271,0.22898062060422592,0.21600566028572007,0.181126253785509,0.16638901181325874,0.1430741293672337,0.14157643509597537,0.12429677096206028,0.10344349235605703,0.08447683561468018,2.2352929485900183e-09
