resolution,base_wavelength_multiple,base_wavelength,harmonic_wavelength_multiple,harmonic_wavelength,harmonic_order,parity
6,2,2lambda0,1,1lambda0,2,偶数
6,3,3lambda0,1,1lambda0,3,奇数
6,6,6lambda0,1,1lambda0,6,偶数
6,6,6lambda0,2,2lambda0,3,奇数
6,6,6lambda0,3,3lambda0,2,偶数
