t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(221.1859903612903),np.float64(93.84795140516172),np.float64(8.97156121806491),np.float64(24.91494510058545),np.float64(2.220446049250313e-16)
1,np.float64(221.18599036129066),np.float64(93.84795140516167),np.float64(8.971561218065743),np.float64(25.08930158735226),np.float64(4.440892098500626e-16)
2,np.float64(221.18599036128995),np.float64(93.84795140516165),np.float64(8.971561218065744),np.float64(28.524415016636205),np.float64(4.440892098500626e-16)
3,np.float64(221.18599036128973),np.float64(93.84795140516172),np.float64(8.971561218064483),np.float64(33.85740560248824),np.float64(8.881784197001252e-16)
4,np.float64(221.18599036129012),np.float64(93.84795140516181),np.float64(8.971561218064902),np.float64(39.46143892736918),np.float64(8.881784197001252e-16)
5,np.float64(221.18599036129018),np.float64(93.84795140516184),np.float64(8.971561218064592),np.float64(52.484130335997556),np.float64(1.7763568394002505e-15)
6,np.float64(221.18599036129075),np.float64(93.84795140516171),np.float64(8.971561218065485),np.float64(68.40532073838625),np.float64(3.552713678800501e-15)
7,np.float64(221.18599036129095),np.float64(93.84795140516229),np.float64(8.971561218063577),np.float64(74.82864766695997),np.float64(3.552713678800501e-15)
8,np.float64(221.18599036129086),np.float64(93.84795140516212),np.float64(8.971561218063648),np.float64(84.17308833462431),np.float64(7.105427357601002e-15)
9,np.float64(221.18599036129115),np.float64(93.84795140516198),np.float64(8.9715612180639),np.float64(89.94973047391325),np.float64(1.5543122344752192e-15)
10,np.float64(221.18599036129154),np.float64(93.84795140516198),np.float64(8.971561218066569),np.float64(92.61314428370554),np.float64(3.552713678800501e-15)
11,np.float64(221.18599036129183),np.float64(93.84795140516226),np.float64(8.971561218065364),np.float64(93.37257811379853),np.float64(7.105427357601002e-15)
12,np.float64(221.18599036129177),np.float64(93.84795140516205),np.float64(8.971561218065258),np.float64(93.57696521675722),np.float64(8.881784197001252e-16)
13,np.float64(221.18599036129245),np.float64(93.84795140516216),np.float64(8.97156121806462),np.float64(93.72638926150024),np.float64(7.105427357601002e-15)
14,np.float64(221.18599036129254),np.float64(93.84795140516204),np.float64(8.971561218064494),np.float64(93.79699148420707),np.float64(7.105427357601002e-15)
15,np.float64(221.18599036129254),np.float64(93.84795140516201),np.float64(8.971561218065297),np.float64(93.84835299590327),np.float64(7.105427357601002e-15)
16,np.float64(221.18599036129234),np.float64(93.84795140516184),np.float64(8.971561218065567),np.float64(93.87903991188426),np.float64(3.552713678800501e-15)
17,np.float64(221.18599036129302),np.float64(93.84795140516223),np.float64(8.971561218065585),np.float64(93.90807451939435),np.float64(3.552713678800501e-15)
18,np.float64(221.18599036129336),np.float64(93.84795140516253),np.float64(8.971561218065492),np.float64(93.94207444461848),np.float64(3.552713678800501e-15)
19,np.float64(221.18599036129356),np.float64(93.84795140516283),np.float64(8.971561218064657),np.float64(93.97254576460492),np.float64(3.552713678800501e-15)
