step,time,relative_time,gram_rank,dominant_eigenvalue,q1,q2,q3,q4,rank_q,theta1_deg,theta2_deg,orth_B0,orth_Bdom
55,55,-1956,80,3.89046629980523875e+01,1.41421356237309537e+00,1.41421356237309515e+00,7.62051138042006147e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.44759059183550287e-16
60,60,-1951,80,3.89046629980523875e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22368066096132538e-16
65,65,-1946,80,3.89046629980524088e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.05367121272760073e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48726014669337640e-16
70,70,-1941,80,3.89046629980524656e+01,1.41421356237309537e+00,1.41421356237309537e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,6.66154216166193210e-16
75,75,-1936,80,3.89046629980524159e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.18975095766246564e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.96592647656784592e-16
80,80,-1931,80,3.89046629980524017e+01,1.41421356237309537e+00,1.41421356237309537e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,6.29609991335019278e-16
85,85,-1926,80,3.89046629980523093e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.50978176640325931e-16
90,90,-1921,80,3.89046629980524798e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.18324591043579436e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14022436326713496e-16
95,95,-1916,80,3.89046629980524159e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611937256868e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,6.75326199245457566e-16
100,100,-1911,80,3.89046629980524088e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22671702996579476e-16
105,105,-1906,80,3.89046629980523875e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.96507490760961670e-16
110,110,-1901,80,3.89046629980524870e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22079614304995174e-16
115,115,-1896,80,3.89046629980524017e+01,1.41421356237309537e+00,1.41421356237309537e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.96614918408744491e-16
120,120,-1891,80,3.89046629980523946e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.49011611938476562e-08,7.45058059412473082e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22194337945986975e-16
125,125,-1886,80,3.89046629980523946e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.98314945270668434e-16
130,130,-1881,80,3.89046629980524159e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.16406136696189903e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.82972736192797582e-17
135,135,-1876,80,3.89046629980524159e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.59281330951112069e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22156878707439342e-16
140,140,-1871,80,3.89046629980523875e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.29047841393475766e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48921983757921246e-16
145,145,-1866,80,3.89046629980524514e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.49011611938476562e-08,1.05367121274786599e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.96908085621488457e-16
150,150,-1861,80,3.89046629980524656e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.72123131923261986e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14020806302177997e-16
155,155,-1856,80,3.89046629980524372e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.45028587983855425e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14161092786044920e-16
160,160,-1851,80,3.89046629980523804e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22082607357677931e-16
165,165,-1846,80,3.89046629980524585e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.68273445133744067e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14134226653283707e-16
170,170,-1841,80,3.89046629980524372e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.80066107285706963e-08,1.09476563659609366e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.44192418618414830e-16
175,175,-1836,80,3.89046629980524372e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48253625474768174e-16
180,180,-1831,80,3.89046629980524443e+01,1.41421356237309537e+00,1.41421356237309515e+00,9.21319188686996143e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14212712943912381e-16
185,185,-1826,80,3.89046629980524088e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.44146128965654984e-16
190,190,-1821,80,3.89046629980523520e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.44168134049761344e-16
195,195,-1816,80,3.89046629980524088e+01,1.41421356237309537e+00,1.41421356237309537e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.34822999041632398e-16
200,200,-1811,80,3.89046629980524443e+01,1.41421356237309537e+00,1.41421356237309537e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22057497586820611e-16
205,205,-1806,80,3.89046629980523235e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.82501207486729402e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.59198305047057581e-16
210,210,-1801,80,3.89046629980524656e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22538687933325933e-16
215,215,-1796,80,3.89046629980523946e+01,1.41421356237309537e+00,1.41421356237309537e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.47361552364502443e-16
220,220,-1791,80,3.89046629980524088e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.93597588381662543e-08,5.95792868003553509e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48729008386274609e-16
225,225,-1786,80,3.89046629980524301e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.11065856746267618e-16
230,230,-1781,80,3.89046629980523520e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22661567463957652e-16
235,235,-1776,80,3.89046629980523804e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,5.41030382053557540e-18
240,240,-1771,80,3.89046629980523306e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.49011611938476562e-08,1.05367121254192019e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.98006377859320859e-16
245,245,-1766,80,3.89046629980523946e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22867206685431913e-16
250,250,-1761,80,3.89046629980525083e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48704082495310846e-16
255,255,-1756,80,3.89046629980524017e+01,1.41421356237309515e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.96894806414932668e-16
260,260,-1751,80,3.89046629980524798e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.57974069395234955e-16
265,265,-1746,80,3.89046629980523804e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22408451309929992e-16
270,270,-1741,80,3.89046629980523804e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22939708527329399e-16
275,275,-1736,80,3.89046629980523448e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.08229330854140535e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22247724835490826e-16
280,280,-1731,80,3.89046629980524514e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.05226462643445376e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14575323022297637e-16
285,285,-1726,80,3.89046629980523662e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.85081622074904097e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.96920039794071203e-16
290,290,-1721,80,3.89046629980524585e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.49661883351996554e-16
295,295,-1716,80,3.89046629980524088e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.26968328899966748e-18
300,300,-1711,80,3.89046629980524656e+01,1.41421356237309537e+00,1.41421356237309515e+00,2.12248879170374875e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22416829960216859e-16
305,305,-1706,80,3.89046629980524372e+01,1.41421356237309515e+00,1.41421356237309515e+00,9.08302967889834518e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.11130143363187495e-16
310,310,-1701,80,3.89046629980524443e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.05367121131177027e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22094362473649659e-16
315,315,-1696,80,3.89046629980523520e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22056982675007613e-16
320,320,-1691,80,3.89046629980524088e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.95518858881442853e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14104573321765655e-16
325,325,-1686,80,3.89046629980523662e+01,1.41421356237309515e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22742816463050359e-16
330,330,-1681,80,3.89046629980524017e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.42790667407729167e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22146261161748014e-16
335,335,-1676,80,3.89046629980524230e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,6.28126760646479306e-16
340,340,-1671,80,3.89046629980524514e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.11686184532646474e-16
345,345,-1666,80,3.89046629980524941e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22920835082735514e-16
350,350,-1661,80,3.89046629980523804e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.82110546187063398e-08,1.01694161580943952e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.01242448074764589e-16
355,355,-1656,80,3.89046629980523377e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.49011611938476562e-08,7.45058050397144414e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.11245464562533030e-16
360,360,-1651,80,3.89046629980523733e+01,1.41421356237309537e+00,1.41421356237309515e+00,4.72988910815096601e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.50186531086585651e-16
365,365,-1646,80,3.89046629980523946e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,1.05367120532202029e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.96564085938087732e-16
370,370,-1641,80,3.89046629980523875e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,1.05367120346563691e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48947132652561810e-16
375,375,-1636,80,3.89046629980524159e+01,1.41421356237309537e+00,1.41421356237309537e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.44337782496901298e-16
380,380,-1631,80,3.89046629980524372e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.98333244632392555e-16
385,385,-1626,80,3.89046629980523804e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,8.53773646251593871e-07,4.96819730424050014e-16,2.22104695198974478e-16
390,390,-1621,80,3.89046629980524656e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.09028357794831935e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.11540092457166398e-16
395,395,-1616,80,3.89046629980523662e+01,1.41421356237309515e+00,1.41421356237309492e+00,1.98170590904573255e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22561009471396660e-16
400,400,-1611,80,3.89046629980524230e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.36936918965669071e-08,6.16310188242432663e-09,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22342961192993548e-16
405,405,-1606,80,3.89046629980523804e+01,1.41421356237309537e+00,1.41421356237309515e+00,7.31157807049536164e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14486632039747953e-16
410,410,-1601,80,3.89046629980523448e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.11025093770430065e-16
415,415,-1596,80,3.89046629980524585e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011608714241910e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.44499329940186936e-16
420,420,-1591,80,3.89046629980524301e+01,1.41421356237309537e+00,1.41421356237309515e+00,2.10734239892835168e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,6.66416834262523687e-16
425,425,-1586,80,3.89046629980524088e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.69350064463429853e-19
430,430,-1581,80,3.89046629980523946e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.35650127629615704e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.04387454274120269e-17
435,435,-1576,80,3.89046629980524230e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22096481434089954e-16
440,440,-1571,80,3.89046629980524088e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.11022561773389154e-16
445,445,-1566,80,3.89046629980525367e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.11871765122740874e-16
450,450,-1561,80,3.89046629980523804e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.05367107569451688e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.45477734859595880e-16
455,455,-1556,80,3.89046629980524372e+01,1.41421356237309515e+00,1.41421356237309515e+00,6.72126247308471455e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48946963644342028e-16
460,460,-1551,80,3.89046629980524017e+01,1.41421356237309537e+00,1.41421356237309515e+00,2.12438604172841242e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.78450490370488493e-18
465,465,-1546,80,3.89046629980523164e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.91724771196846481e-08,8.47939323955634331e-09,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.01005252855946612e-16
470,470,-1541,80,3.89046629980524727e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22407713069140628e-16
475,475,-1536,80,3.89046629980524088e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.00782215757886886e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48473950477905841e-16
480,480,-1531,80,3.89046629980523733e+01,1.41421356237309537e+00,1.41421356237309537e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.97492490116690839e-16
485,485,-1526,80,3.89046629980525012e+01,1.41421356237309515e+00,1.41421356237309515e+00,2.35273494217403464e-08,1.16580929522085904e-08,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.58231414652218142e-16
490,490,-1521,80,3.89046629980524443e+01,1.41421356237309537e+00,1.41421356237309515e+00,5.99024007300788708e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.97661870263887229e-16
495,495,-1516,80,3.89046629980524514e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.40650071622735193e-08,4.92138623825968468e-09,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.33194476825590318e-16
500,500,-1511,80,3.89046629980525154e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.85189408114592185e-17
505,505,-1506,80,3.89046629980523733e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,4.44438984308360152e-16
510,510,-1501,80,3.89046629980524017e+01,1.41421356237309537e+00,1.41421356237309515e+00,9.14889204833448100e-09,1.48529245834238211e-09,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.14536833788018715e-16
515,515,-1496,80,3.89046629980523591e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,7.10938362373392233e-16
520,520,-1491,80,3.89046629980524870e+01,1.41421356237309559e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,8.53773646251593871e-07,4.96819730424050014e-16,8.95317922639746612e-16
525,525,-1486,80,3.89046629980524301e+01,1.41421356237309537e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,3.16642368254321884e-16
530,530,-1481,80,3.89046629980524585e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.05366908951568553e-08,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22058561507305440e-16
535,535,-1476,80,3.89046629980523448e+01,1.41421356237309537e+00,1.41421356237309492e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,8.08779549407905146e-16
540,540,-1471,80,3.89046629980524585e+01,1.41421356237309537e+00,1.41421356237309537e+00,1.82143015014287547e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22110518888341678e-16
545,545,-1466,80,3.89046629980523662e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.22060251663571627e-16
550,550,-1461,80,3.89046629980524870e+01,1.41421356237309515e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.57333526063731097e-16
555,555,-1456,80,3.89046629980524088e+01,1.41421356237309537e+00,1.41421356237309515e+00,1.49011611938476562e-08,0.00000000000000000e+00,3,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.24055764096869742e-16
560,560,-1451,80,3.89046629980524514e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.23764417898647363e-16
565,565,-1446,80,3.89046629980523662e+01,1.41421356237309537e+00,1.41421356237309515e+00,2.48332876531316078e-09,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,2.48317277623064034e-16
570,570,-1441,80,3.89046629980523875e+01,1.41421356237309515e+00,1.41421356237309515e+00,0.00000000000000000e+00,0.00000000000000000e+00,2,0.00000000000000000e+00,0.00000000000000000e+00,4.96819730424050014e-16,1.12335525824813472e-16
