step,time,gram_symmetry_error,gram_reconstruction_error,reduced_skew_error,reduced_eigen_residual,lifted_eigen_residual,orth_Bdom,orth_C4,conservation_error
1440,1440,0.00000000000000000e+00,2.10152783528232627e-15,0.00000000000000000e+00,6.37305262668286771e-16,2.10409398600930800e-15,3.15447802853240208e-16,nan,0.00000000000000000e+00
1445,1445,0.00000000000000000e+00,2.03840131550840380e-15,0.00000000000000000e+00,1.05472790226285645e-15,1.47061340253127323e-15,8.03528149664906975e-16,nan,0.00000000000000000e+00
1450,1450,0.00000000000000000e+00,2.13171667724714095e-15,0.00000000000000000e+00,5.66605404995354586e-16,1.16303549039775578e-15,2.23716823290882455e-16,nan,0.00000000000000000e+00
1455,1455,0.00000000000000000e+00,2.13357423122972460e-15,0.00000000000000000e+00,3.82918974731795482e-16,1.32463338992331500e-15,4.96874036323337232e-16,nan,2.22044604925031308e-16
1460,1460,0.00000000000000000e+00,2.05457756105053789e-15,0.00000000000000000e+00,9.04591489121366428e-16,1.08577546498987960e-15,3.14360606414962090e-16,nan,0.00000000000000000e+00
1465,1465,0.00000000000000000e+00,2.38435015893691778e-15,0.00000000000000000e+00,9.79292785573395456e-16,2.58250755496060259e-15,1.13750351185009532e-16,nan,2.22044604925031308e-16
1470,1470,0.00000000000000000e+00,2.03814954917231519e-15,0.00000000000000000e+00,4.33724140374305742e-16,1.38482593920227940e-15,4.44798405893141553e-16,nan,4.44089209850062616e-16
1475,1475,0.00000000000000000e+00,2.25082811912207658e-15,0.00000000000000000e+00,1.79355464317351941e-16,1.07845029746791244e-15,5.09820061047221916e-18,nan,1.11022302462515654e-16
1480,1480,0.00000000000000000e+00,2.09292659880018999e-15,0.00000000000000000e+00,1.07854152167932186e-15,2.30249859004214460e-15,7.79229644346296909e-16,nan,1.11022302462515654e-16
1485,1485,0.00000000000000000e+00,2.07265411751003738e-15,0.00000000000000000e+00,7.35229296188411012e-16,1.21909518970330893e-15,8.01313255503953736e-16,nan,2.22044604925031308e-16
1490,1490,0.00000000000000000e+00,2.04493582759243045e-15,0.00000000000000000e+00,1.73323391285728181e-16,1.43139592860335538e-15,3.14019783789286961e-16,nan,0.00000000000000000e+00
1495,1495,0.00000000000000000e+00,2.11889343093424144e-15,0.00000000000000000e+00,6.60981476161588882e-16,1.90205726891898454e-15,2.22352185797205037e-16,nan,2.22044604925031308e-16
1500,1500,0.00000000000000000e+00,2.10279095598679855e-15,0.00000000000000000e+00,1.20162675995253814e-15,1.20284377283119472e-15,1.69812245897683664e-17,nan,0.00000000000000000e+00
1505,1505,0.00000000000000000e+00,2.01415201211101686e-15,0.00000000000000000e+00,2.37147342294272129e-16,1.26281553483434325e-15,4.58457386960228568e-16,nan,2.22044604925031308e-16
1510,1510,0.00000000000000000e+00,2.17741442005208968e-15,0.00000000000000000e+00,1.49845415192304366e-16,1.37104444606706994e-15,2.22655547220694790e-16,nan,1.11022302462515654e-16
1515,1515,0.00000000000000000e+00,2.14571852675776428e-15,0.00000000000000000e+00,2.33116141587738455e-16,1.31393666552249257e-15,1.11672850081590555e-16,nan,0.00000000000000000e+00
1520,1520,0.00000000000000000e+00,2.01433153533473602e-15,0.00000000000000000e+00,9.92778102556816601e-16,8.07192203569808594e-16,6.28406352337149976e-16,nan,2.22044604925031308e-16
1525,1525,0.00000000000000000e+00,2.15281895975898676e-15,0.00000000000000000e+00,1.05975608045802132e-15,2.14131811228711898e-15,1.53329341668337414e-17,nan,0.00000000000000000e+00
1530,1530,0.00000000000000000e+00,2.14370959403822547e-15,0.00000000000000000e+00,3.91665436558177925e-16,9.74965501096111939e-16,9.43296718114044363e-16,nan,2.22044604925031308e-16
1535,1535,0.00000000000000000e+00,2.17977624112799258e-15,0.00000000000000000e+00,3.97960452382056449e-16,1.61177262623280035e-15,5.55120850772272818e-16,nan,4.44089209850062616e-16
1540,1540,0.00000000000000000e+00,2.17244563006932000e-15,0.00000000000000000e+00,2.14047482053330150e-16,9.13579295774096067e-16,4.45266111426764841e-16,nan,2.22044604925031308e-16
1545,1545,0.00000000000000000e+00,2.17687823259185684e-15,0.00000000000000000e+00,2.97733358060688258e-16,8.00990868182661262e-16,3.15564906906999549e-16,nan,0.00000000000000000e+00
1550,1550,0.00000000000000000e+00,2.17874631476704270e-15,0.00000000000000000e+00,2.93408748476460161e-16,1.13153824503478912e-15,2.22261339583681509e-16,nan,2.22044604925031308e-16
1555,1555,0.00000000000000000e+00,2.29819006463173051e-15,0.00000000000000000e+00,1.45234299317975671e-16,2.37303902132281776e-15,2.22083194510409176e-16,nan,0.00000000000000000e+00
1560,1560,0.00000000000000000e+00,2.07110192592583567e-15,0.00000000000000000e+00,5.04712171282810179e-16,1.01299506835091566e-15,4.97139321577725905e-16,nan,0.00000000000000000e+00
1565,1565,0.00000000000000000e+00,2.15157595478800831e-15,0.00000000000000000e+00,5.81238719142834772e-16,1.84226474734302932e-15,4.02600465922412630e-16,nan,4.44089209850062616e-16
1570,1570,0.00000000000000000e+00,2.29525099001595845e-15,0.00000000000000000e+00,5.85068102982504510e-16,2.86633137693810456e-15,2.22219567410841135e-16,nan,2.22044604925031308e-16
1575,1575,0.00000000000000000e+00,2.09223434385406721e-15,0.00000000000000000e+00,3.56215368666049318e-16,9.67451400776765022e-16,4.59092580546105094e-16,nan,0.00000000000000000e+00
1580,1580,0.00000000000000000e+00,1.98413117579551884e-15,0.00000000000000000e+00,7.15202332676647295e-16,1.38101709011009603e-15,1.59272675702014700e-16,nan,2.22044604925031308e-16
1585,1585,0.00000000000000000e+00,2.05482121934560153e-15,0.00000000000000000e+00,2.36494069234079939e-16,8.57222731182152692e-16,7.46141853969040437e-16,nan,0.00000000000000000e+00
1590,1590,0.00000000000000000e+00,2.15683710468597448e-15,0.00000000000000000e+00,1.02144250401273725e-15,1.51133011747864753e-15,6.66144843758626124e-16,nan,2.22044604925031308e-16
1595,1595,0.00000000000000000e+00,2.16098537393057882e-15,0.00000000000000000e+00,9.96063656743071386e-16,1.56395464861016972e-15,6.28139469188020327e-16,nan,2.22044604925031308e-16
1600,1600,0.00000000000000000e+00,2.10194538128111545e-15,0.00000000000000000e+00,1.70568079700480661e-16,1.10877804871919952e-15,2.48418188015885433e-16,nan,0.00000000000000000e+00
1605,1605,0.00000000000000000e+00,2.05097025107102682e-15,0.00000000000000000e+00,2.52696308403922844e-16,1.10267615180197870e-15,4.00930662984956056e-16,nan,0.00000000000000000e+00
1610,1610,0.00000000000000000e+00,2.19592957559639565e-15,0.00000000000000000e+00,1.67661608677755259e-16,2.13247121161978890e-15,7.03477960497144301e-16,nan,0.00000000000000000e+00
1615,1615,0.00000000000000000e+00,2.01274212285138710e-15,0.00000000000000000e+00,1.85676960051552797e-16,1.39900591544766690e-15,5.97984432506515868e-18,nan,1.11022302462515654e-16
1620,1620,0.00000000000000000e+00,2.02942314332055692e-15,0.00000000000000000e+00,4.91069744731782516e-16,1.10324264044607784e-15,2.22059903930585812e-16,nan,0.00000000000000000e+00
1625,1625,0.00000000000000000e+00,2.18767843343355216e-15,0.00000000000000000e+00,6.78061948078841344e-16,1.91070840346643284e-15,1.57979232115561157e-16,nan,0.00000000000000000e+00
1630,1630,0.00000000000000000e+00,2.01991392086030272e-15,0.00000000000000000e+00,5.43659733853119988e-16,9.79770701926827092e-16,3.14040960644161969e-16,nan,0.00000000000000000e+00
1635,1635,0.00000000000000000e+00,2.02140630693267778e-15,0.00000000000000000e+00,6.34813654748242623e-16,1.17452137588283312e-15,4.44917708745776003e-16,nan,0.00000000000000000e+00
1640,1640,0.00000000000000000e+00,2.14700576968766367e-15,0.00000000000000000e+00,3.18273136186738749e-16,1.13594372420854847e-15,4.46025371248435804e-16,nan,0.00000000000000000e+00
1645,1645,0.00000000000000000e+00,2.06760590472580579e-15,0.00000000000000000e+00,2.64608722205219451e-16,2.05548334246285117e-15,2.49726213760802867e-16,nan,2.22044604925031308e-16
1650,1650,0.00000000000000000e+00,2.01448246139563841e-15,0.00000000000000000e+00,5.03356257350971398e-16,9.29662093337804815e-16,6.66630203993810883e-16,nan,2.22044604925031308e-16
1655,1655,0.00000000000000000e+00,2.18441414468713577e-15,0.00000000000000000e+00,4.35600011482941569e-16,1.47356173307976968e-15,8.90941241100141682e-16,nan,2.22044604925031308e-16
1660,1660,0.00000000000000000e+00,2.16525675147766565e-15,0.00000000000000000e+00,1.58822953893219715e-16,2.91355416656192706e-15,3.16386764921857697e-16,nan,0.00000000000000000e+00
1665,1665,0.00000000000000000e+00,2.06898574755510519e-15,0.00000000000000000e+00,7.46378211113629850e-16,1.08320745036717666e-15,7.11218262891909022e-16,nan,2.22044604925031308e-16
1670,1670,0.00000000000000000e+00,2.11738968379476444e-15,0.00000000000000000e+00,3.48944138242701992e-16,8.58736465587329103e-16,4.45592326657443881e-16,nan,0.00000000000000000e+00
1675,1675,0.00000000000000000e+00,2.14691681238730724e-15,0.00000000000000000e+00,1.35608427190638647e-15,1.36776593636974995e-15,5.98086014396124166e-16,nan,2.22044604925031308e-16
1680,1680,0.00000000000000000e+00,2.08443560351659046e-15,0.00000000000000000e+00,3.98917307527001894e-16,1.48298605552319305e-15,3.34739971720250879e-16,nan,0.00000000000000000e+00
1685,1685,0.00000000000000000e+00,2.22032260972876958e-15,0.00000000000000000e+00,2.28444323165330840e-16,1.87008314260212321e-15,4.44252293304739248e-16,nan,0.00000000000000000e+00
1690,1690,0.00000000000000000e+00,2.22624523448376144e-15,0.00000000000000000e+00,4.03289457333994912e-16,1.60850533691600098e-15,3.15066996716938956e-16,nan,0.00000000000000000e+00
1695,1695,0.00000000000000000e+00,2.09087185479722336e-15,0.00000000000000000e+00,6.60577343135568727e-16,1.91615144521664085e-15,4.58803307942685051e-16,nan,2.22044604925031308e-16
1700,1700,0.00000000000000000e+00,1.97937991343043644e-15,0.00000000000000000e+00,5.40851821684343925e-16,1.61426923915789792e-15,2.49312993857326405e-16,nan,0.00000000000000000e+00
1705,1705,0.00000000000000000e+00,2.08087781766784160e-15,0.00000000000000000e+00,4.62227293236268351e-16,1.69443426667408494e-15,5.98828568341960682e-16,nan,0.00000000000000000e+00
1710,1710,0.00000000000000000e+00,2.16887228963940030e-15,0.00000000000000000e+00,4.62313934269794841e-16,1.21550373590977657e-15,8.02525613170285100e-16,nan,2.22044604925031308e-16
1715,1715,0.00000000000000000e+00,2.14191515231776484e-15,0.00000000000000000e+00,8.13346223494962337e-16,1.14301395691742453e-15,5.99772037911395606e-16,nan,0.00000000000000000e+00
1720,1720,0.00000000000000000e+00,2.08006326097512864e-15,0.00000000000000000e+00,6.26226340395480022e-16,1.84773174918479807e-15,2.22066851660332017e-16,nan,4.44089209850062616e-16
1725,1725,0.00000000000000000e+00,2.17610949183284916e-15,0.00000000000000000e+00,3.80966682833993020e-16,2.15362755773886225e-15,2.12361138210647300e-17,nan,2.22044604925031308e-16
1730,1730,0.00000000000000000e+00,2.29066993940603292e-15,0.00000000000000000e+00,7.64378140196102486e-16,1.31859669339762468e-15,3.16597170751203963e-16,nan,1.11022302462515654e-16
1735,1735,0.00000000000000000e+00,1.99655648090230195e-15,0.00000000000000000e+00,4.96150004872020221e-16,1.45053810141011692e-15,1.83995210002004873e-18,nan,0.00000000000000000e+00
1740,1740,0.00000000000000000e+00,2.13527946644195171e-15,0.00000000000000000e+00,2.72605021153671963e-16,2.10587909027935653e-15,2.22793020730796518e-16,nan,2.22044604925031308e-16
1745,1745,0.00000000000000000e+00,2.21476372728030957e-15,0.00000000000000000e+00,1.94981743964057181e-16,1.25746604515321594e-15,4.44749510539057813e-16,nan,0.00000000000000000e+00
1750,1750,0.00000000000000000e+00,2.18945286314592600e-15,0.00000000000000000e+00,4.04732684808523275e-16,1.63299558613559576e-15,3.14036609232016831e-16,nan,0.00000000000000000e+00
1755,1755,0.00000000000000000e+00,2.13547905571666822e-15,0.00000000000000000e+00,1.13221663881259493e-16,1.11427679163119753e-15,5.98582746660446848e-16,nan,0.00000000000000000e+00
1760,1760,0.00000000000000000e+00,2.22208807498035789e-15,0.00000000000000000e+00,9.32895847564105392e-16,2.44300555675168678e-15,9.19976050010024367e-19,nan,0.00000000000000000e+00
1765,1765,0.00000000000000000e+00,2.14221733831871970e-15,0.00000000000000000e+00,1.41605918954852872e-15,1.95479968027793245e-15,4.96793219070535628e-16,nan,0.00000000000000000e+00
1770,1770,0.00000000000000000e+00,2.16201414015660885e-15,0.00000000000000000e+00,3.89710183616070491e-16,8.68281438501994573e-16,3.14793764502728804e-16,nan,0.00000000000000000e+00
1775,1775,0.00000000000000000e+00,2.15798652249457621e-15,0.00000000000000000e+00,5.67886505126652784e-16,1.54237246636965936e-15,8.01303540503639644e-16,nan,0.00000000000000000e+00
1780,1780,0.00000000000000000e+00,2.18371686971920978e-15,0.00000000000000000e+00,1.18346898934908943e-15,1.20662693895842061e-15,2.49004018414692719e-16,nan,3.33066907387546962e-16
1785,1785,0.00000000000000000e+00,2.32685302805045549e-15,0.00000000000000000e+00,2.47149540248225060e-16,2.39065692835513453e-15,9.42055924417213537e-16,nan,0.00000000000000000e+00
1790,1790,0.00000000000000000e+00,2.10222936072945570e-15,0.00000000000000000e+00,8.24751434548132564e-16,2.50417049873567146e-15,7.11168991518744855e-16,nan,2.22044604925031308e-16
1795,1795,0.00000000000000000e+00,2.09954939408178926e-15,0.00000000000000000e+00,4.44514711262714109e-16,1.52604570139013700e-15,3.14751341439792481e-16,nan,2.22044604925031308e-16
1800,1800,0.00000000000000000e+00,1.94471404263346034e-15,0.00000000000000000e+00,1.10113531787188918e-16,1.32776353609218508e-15,6.66174471115866942e-16,nan,0.00000000000000000e+00
1805,1805,0.00000000000000000e+00,2.17800627708847014e-15,0.00000000000000000e+00,1.19635151938578987e-15,1.18078502535013602e-15,4.96508345865741966e-16,nan,1.11022302462515654e-16
1810,1810,0.00000000000000000e+00,2.24726698307933795e-15,0.00000000000000000e+00,4.29577397386942769e-16,2.40420567741854347e-15,5.55323230175113641e-16,nan,2.22044604925031308e-16
1815,1815,0.00000000000000000e+00,2.11319067970331474e-15,0.00000000000000000e+00,1.00011247642577807e-15,2.39874427884038987e-15,3.14951605762067863e-16,nan,0.00000000000000000e+00
1820,1820,0.00000000000000000e+00,2.15801842076027160e-15,0.00000000000000000e+00,7.13587799240953330e-16,1.76809530450696601e-15,2.23715653981884586e-16,nan,0.00000000000000000e+00
1825,1825,0.00000000000000000e+00,2.17528582593826510e-15,0.00000000000000000e+00,8.10662455223488726e-16,3.12156208588341003e-15,2.48541329305609871e-16,nan,2.22044604925031308e-16
1830,1830,0.00000000000000000e+00,2.06203819402372685e-15,0.00000000000000000e+00,3.05883848494164076e-16,8.33388319049424311e-16,2.48283007674260374e-16,nan,1.11022302462515654e-16
1835,1835,0.00000000000000000e+00,2.11475798565541684e-15,0.00000000000000000e+00,1.36054571851575246e-15,1.53360368459756127e-15,2.22395964719120367e-16,nan,2.22044604925031308e-16
1840,1840,0.00000000000000000e+00,2.16258982096581773e-15,0.00000000000000000e+00,3.88123139326200779e-16,1.34079262515410256e-15,8.00682533620335785e-16,nan,2.22044604925031308e-16
1845,1845,0.00000000000000000e+00,2.15980963721678705e-15,0.00000000000000000e+00,3.92248086101201569e-16,1.10315901690836077e-15,4.00402306394802408e-16,nan,0.00000000000000000e+00
1850,1850,0.00000000000000000e+00,2.14309268860480422e-15,0.00000000000000000e+00,7.11922795218612614e-16,1.42110818220783892e-15,2.22235105619189775e-16,nan,2.22044604925031308e-16
1855,1855,0.00000000000000000e+00,2.09848623002340609e-15,0.00000000000000000e+00,8.87940965160152679e-16,2.08018475259876395e-15,2.22086105661146974e-16,nan,2.22044604925031308e-16
1860,1860,0.00000000000000000e+00,2.19896272983028884e-15,0.00000000000000000e+00,5.19795720806194612e-16,8.52718956746005337e-16,2.22129292070045417e-16,nan,3.33066907387546962e-16
1865,1865,0.00000000000000000e+00,2.08107046801855340e-15,0.00000000000000000e+00,6.66046661961853246e-16,1.83112766026891269e-15,3.15633877941684163e-16,nan,2.22044604925031308e-16
1870,1870,0.00000000000000000e+00,2.09751433624277822e-15,0.00000000000000000e+00,6.65185170841405007e-16,1.83139270227231568e-15,2.48362487103180386e-16,nan,0.00000000000000000e+00
1875,1875,0.00000000000000000e+00,2.07228102951339158e-15,0.00000000000000000e+00,7.07813089284124302e-16,1.65587150467897695e-15,3.14135862579091804e-16,nan,0.00000000000000000e+00
1880,1880,0.00000000000000000e+00,2.04774055608070978e-15,0.00000000000000000e+00,4.37096205309748686e-16,1.22040899695054243e-15,4.96520467429579023e-16,nan,2.22044604925031308e-16
1885,1885,0.00000000000000000e+00,2.08218600968908186e-15,0.00000000000000000e+00,9.14820155985324855e-16,1.48855663934273972e-15,2.50065819415639700e-16,nan,0.00000000000000000e+00
1890,1890,0.00000000000000000e+00,2.06676004954544698e-15,0.00000000000000000e+00,3.41278073187171457e-16,1.03385540993675627e-15,1.16033745848672339e-16,nan,0.00000000000000000e+00
1895,1895,0.00000000000000000e+00,2.10252154285773759e-15,0.00000000000000000e+00,1.10538759499454290e-15,1.67376429238055031e-15,4.97206747117394514e-16,nan,0.00000000000000000e+00
1900,1900,0.00000000000000000e+00,2.09515780529314062e-15,0.00000000000000000e+00,1.97132984594665829e-16,1.44914441534369813e-15,2.22965115764075925e-16,nan,1.11022302462515654e-16
1905,1905,0.00000000000000000e+00,2.16244734445364633e-15,0.00000000000000000e+00,1.87833935540306728e-16,1.41707237608943558e-15,2.50452860852158843e-16,nan,0.00000000000000000e+00
1910,1910,0.00000000000000000e+00,2.12574881496324509e-15,0.00000000000000000e+00,6.67395435609134421e-16,2.11908016119162615e-15,4.99365771993641760e-16,nan,2.22044604925031308e-16
1915,1915,0.00000000000000000e+00,2.13466033762123826e-15,0.00000000000000000e+00,6.83456415503480830e-16,1.89905700503321803e-15,4.58824111623841852e-16,nan,0.00000000000000000e+00
1920,1920,0.00000000000000000e+00,2.15502482912936733e-15,0.00000000000000000e+00,4.88729730651517170e-16,1.40763161865186162e-15,2.22075096017619028e-16,nan,0.00000000000000000e+00
1925,1925,0.00000000000000000e+00,2.16583661405088429e-15,0.00000000000000000e+00,6.74548584075861819e-16,2.07345715256675153e-15,2.48329164698023046e-16,nan,1.11022302462515654e-16
1930,1930,0.00000000000000000e+00,2.26431553957739153e-15,0.00000000000000000e+00,1.37024569489470296e-16,1.46006266133449452e-15,2.48268756439035001e-16,nan,2.22044604925031308e-16
1935,1935,0.00000000000000000e+00,2.00806720611765460e-15,0.00000000000000000e+00,2.81411349120372488e-16,1.59628991634512555e-15,7.13425988232630773e-16,nan,3.33066907387546962e-16
1940,1940,0.00000000000000000e+00,2.04514715131691082e-15,0.00000000000000000e+00,3.22341354760300009e-16,1.69655468602772983e-15,3.15857997246143806e-16,nan,1.11022302462515654e-16
1945,1945,0.00000000000000000e+00,2.09259160764241509e-15,0.00000000000000000e+00,4.02473464378011652e-16,1.03865376895840318e-15,4.96762836592609876e-16,nan,2.22044604925031308e-16
1950,1950,0.00000000000000000e+00,1.99166799521408881e-15,0.00000000000000000e+00,4.82131810218505671e-16,1.61576432550477894e-15,7.04618128903655058e-16,nan,1.11022302462515654e-16
1955,1955,0.00000000000000000e+00,2.11224450126243557e-15,0.00000000000000000e+00,3.59303301233529213e-16,2.35391484101130621e-15,4.44105098051052107e-16,nan,1.11022302462515654e-16
1960,1960,0.00000000000000000e+00,2.07084451133917374e-15,0.00000000000000000e+00,1.01327710811602493e-15,1.15339937934173963e-15,4.97374299030121795e-16,nan,2.22044604925031308e-16
1965,1965,0.00000000000000000e+00,2.09739664527608981e-15,0.00000000000000000e+00,1.44865779819397416e-16,8.51297615536422639e-16,1.11146435889400160e-16,nan,2.22044604925031308e-16
1970,1970,0.00000000000000000e+00,2.24137279573902448e-15,0.00000000000000000e+00,3.65233335307962089e-16,1.99083996328595339e-15,2.48258150337694248e-16,nan,0.00000000000000000e+00
1975,1975,0.00000000000000000e+00,2.12563261342141686e-15,0.00000000000000000e+00,7.54568247724062009e-16,1.43748297683706525e-15,1.11428558501712323e-16,nan,2.22044604925031308e-16
1980,1980,0.00000000000000000e+00,2.10172871968506283e-15,0.00000000000000000e+00,4.68368745535642062e-16,7.95328180482203831e-16,4.52321557921595386e-18,nan,2.22044604925031308e-16
1985,1985,0.00000000000000000e+00,2.05056837786928788e-15,0.00000000000000000e+00,3.03005498690590579e-16,1.91234629079273646e-15,4.44226407994331382e-16,nan,2.22044604925031308e-16
1990,1990,0.00000000000000000e+00,2.05328351959626559e-15,0.00000000000000000e+00,3.37884662003025103e-16,1.55033804485301926e-15,4.96690138261896225e-16,nan,2.22044604925031308e-16
1995,1995,0.00000000000000000e+00,2.21997095595678956e-15,0.00000000000000000e+00,3.28729650731462580e-16,1.70156835777555726e-15,4.01998568555685549e-16,nan,1.11022302462515654e-16
2000,2000,0.00000000000000000e+00,2.25444374087000602e-15,0.00000000000000000e+00,4.15761992959473968e-16,1.20306859375895742e-15,4.99001267230533488e-16,nan,1.11022302462515654e-16
2005,2005,0.00000000000000000e+00,2.13357109655971712e-15,0.00000000000000000e+00,5.37186048157005645e-16,1.58908148937014043e-15,3.16131787697450696e-16,nan,2.22044604925031308e-16
2010,2010,0.00000000000000000e+00,2.04024499581299934e-15,0.00000000000000000e+00,5.76805952867748749e-16,1.29439776451469602e-15,2.22435801301604458e-16,nan,2.22044604925031308e-16
2015,2015,0.00000000000000000e+00,2.13197571121077603e-15,0.00000000000000000e+00,4.77928985615007837e-16,1.18581773070545861e-15,2.08527904668938864e-17,nan,3.33066907387546962e-16
2020,2020,0.00000000000000000e+00,2.03821561297989783e-15,0.00000000000000000e+00,3.89983369995351009e-16,1.04245154017975411e-15,3.14246157184514388e-16,nan,0.00000000000000000e+00
2025,2025,0.00000000000000000e+00,2.06022422278769028e-15,0.00000000000000000e+00,8.06124447418014534e-16,2.18798901904454238e-15,3.15229017528461881e-16,nan,2.22044604925031308e-16
2030,2030,0.00000000000000000e+00,2.05393987149024308e-15,0.00000000000000000e+00,4.20166912959442694e-16,1.15625887693952614e-15,5.55160299266476383e-16,nan,1.11022302462515654e-16
2035,2035,0.00000000000000000e+00,1.98544819279974927e-15,0.00000000000000000e+00,3.12500269933077725e-16,7.73883420447831149e-16,4.44140452386986280e-16,nan,0.00000000000000000e+00
2040,2040,0.00000000000000000e+00,2.10795936342338117e-15,0.00000000000000000e+00,2.60748984960624483e-16,9.65575983433575799e-16,2.22910279182434030e-16,nan,4.44089209850062616e-16
2045,2045,0.00000000000000000e+00,2.10151338476730564e-15,0.00000000000000000e+00,3.34841338360623867e-16,1.81434887217884466e-15,2.23533777374841957e-16,nan,1.11022302462515654e-16
2050,2050,0.00000000000000000e+00,2.03855180080006829e-15,0.00000000000000000e+00,4.61762179700208436e-16,1.86517153879673549e-15,4.97082658611219742e-16,nan,2.22044604925031308e-16
2055,2055,0.00000000000000000e+00,2.06437757898241033e-15,0.00000000000000000e+00,2.84335705062613355e-16,8.90769810610416931e-16,7.02376660906287975e-16,nan,3.33066907387546962e-16
2060,2060,0.00000000000000000e+00,2.11817728797564263e-15,0.00000000000000000e+00,5.77892854345396996e-16,1.67111614627658829e-15,1.12963669001739192e-16,nan,3.33066907387546962e-16
2065,2065,0.00000000000000000e+00,2.06438006532891695e-15,0.00000000000000000e+00,3.83976808558471931e-16,9.60349400628323989e-16,3.14056821732837552e-16,nan,0.00000000000000000e+00
2070,2070,0.00000000000000000e+00,2.10281987975664878e-15,0.00000000000000000e+00,6.56886003393789306e-16,1.15076543213187095e-15,4.57920998891988525e-16,nan,0.00000000000000000e+00
2075,2075,0.00000000000000000e+00,2.11721225514638964e-15,0.00000000000000000e+00,6.40444415710266401e-16,2.02940527694586115e-15,3.18925030670141796e-17,nan,2.22044604925031308e-16
2080,2080,0.00000000000000000e+00,2.20323150247612812e-15,0.00000000000000000e+00,3.83822549704102394e-16,1.75214546652278308e-15,1.11178317953984532e-15,nan,2.22044604925031308e-16
2085,2085,0.00000000000000000e+00,2.06216032810357592e-15,0.00000000000000000e+00,7.14593968272778415e-16,9.97935745995834516e-16,4.96629548190459016e-16,nan,1.11022302462515654e-16
2090,2090,0.00000000000000000e+00,2.14332061486070351e-15,0.00000000000000000e+00,4.11808245561385665e-16,1.48250415869607403e-15,2.48253415324727312e-16,nan,3.33066907387546962e-16
2095,2095,0.00000000000000000e+00,2.03582965125952752e-15,0.00000000000000000e+00,7.36066091524956937e-16,9.35799526743328788e-16,4.57758323334595780e-16,nan,1.11022302462515654e-16
2100,2100,0.00000000000000000e+00,2.04121047455271488e-15,0.00000000000000000e+00,8.88432458176436663e-16,1.47423042699510261e-15,7.03130311717024186e-16,nan,0.00000000000000000e+00
2105,2105,0.00000000000000000e+00,2.07260278366590140e-15,0.00000000000000000e+00,2.48109439580154623e-16,1.23512031070683967e-15,9.49386756792629040e-16,nan,3.33066907387546962e-16
2110,2110,0.00000000000000000e+00,2.17865584305781552e-15,0.00000000000000000e+00,5.51194008217797216e-16,1.01326865983721070e-15,3.14212489259926964e-16,nan,2.22044604925031308e-16
2115,2115,0.00000000000000000e+00,2.10756683400771102e-15,0.00000000000000000e+00,5.71148615173023796e-16,8.53533601920988648e-16,7.85621243363199318e-16,nan,0.00000000000000000e+00
2120,2120,0.00000000000000000e+00,2.09162832117446789e-15,0.00000000000000000e+00,5.09192926157112380e-16,1.08872870319074246e-15,6.28492314369028777e-16,nan,0.00000000000000000e+00
2125,2125,0.00000000000000000e+00,2.21648114783204760e-15,0.00000000000000000e+00,3.38627960680399004e-16,2.68395335620149821e-15,4.44800571297348167e-16,nan,3.33066907387546962e-16
2130,2130,0.00000000000000000e+00,2.07529827499373362e-15,0.00000000000000000e+00,6.13636592093159355e-16,1.42146767461098688e-15,4.96603795171548779e-16,nan,2.22044604925031308e-16
2135,2135,0.00000000000000000e+00,2.05511588305583426e-15,0.00000000000000000e+00,2.94450732451768993e-16,1.80735377425015397e-15,2.22210561364658826e-16,nan,2.22044604925031308e-16
2140,2140,0.00000000000000000e+00,2.13685794502685692e-15,0.00000000000000000e+00,5.43794564277864770e-16,1.20088039579117190e-15,4.57861850831176658e-16,nan,1.11022302462515654e-16
2145,2145,0.00000000000000000e+00,2.16861659641665845e-15,0.00000000000000000e+00,2.00495033184021351e-16,2.02598215978896023e-15,3.34208445638403383e-16,nan,2.22044604925031308e-16
2150,2150,0.00000000000000000e+00,2.03366380247579982e-15,0.00000000000000000e+00,3.59202342839175303e-16,1.27974068533558995e-15,2.48505618464255617e-16,nan,2.22044604925031308e-16
2155,2155,0.00000000000000000e+00,2.28941428619536042e-15,0.00000000000000000e+00,3.87551306924144474e-16,1.16413693595079707e-15,9.15910996799113992e-16,nan,2.22044604925031308e-16
2160,2160,0.00000000000000000e+00,2.01014431151601827e-15,0.00000000000000000e+00,4.33397680347171300e-16,1.00178146727363283e-15,6.66436577896132877e-16,nan,1.11022302462515654e-16
2165,2165,0.00000000000000000e+00,2.28811143463008237e-15,0.00000000000000000e+00,1.22089361604350495e-16,1.44555941720486334e-15,4.00333610515193303e-16,nan,3.33066907387546962e-16
2170,2170,0.00000000000000000e+00,2.17143329827735898e-15,0.00000000000000000e+00,1.95641023632707179e-16,1.55532707440619176e-15,2.48378969154457410e-16,nan,0.00000000000000000e+00
2175,2175,0.00000000000000000e+00,2.06846858548193694e-15,0.00000000000000000e+00,5.61568841413095300e-16,9.77485040377111346e-16,1.11191580001835679e-16,nan,1.11022302462515654e-16
2180,2180,0.00000000000000000e+00,2.10392162974997545e-15,0.00000000000000000e+00,3.82723756566584228e-16,1.05823290307461172e-15,7.02395823312254967e-16,nan,2.22044604925031308e-16
