t,H,Q2_re,Q2_im,generator_norm
0,np.float64(115.02943725152286),np.float64(-20.901383498964652),np.float64(16.966398875129215),np.float64(9.865757879355419)
1,np.float64(115.02943725152261),np.float64(-20.901383498964595),np.float64(16.96639887512923),np.float64(10.624796145944362)
2,np.float64(115.02943725152275),np.float64(-20.90138349896459),np.float64(16.966398875129272),np.float64(10.808523199040303)
3,np.float64(115.02943725152275),np.float64(-20.901383498964535),np.float64(16.966398875129272),np.float64(10.924863985891244)
4,np.float64(115.02943725152281),np.float64(-20.901383498964545),np.float64(16.966398875129286),np.float64(10.941791010582333)
5,np.float64(115.02943725152267),np.float64(-20.901383498964517),np.float64(16.966398875129286),np.float64(10.907232507496207)
6,np.float64(115.02943725152255),np.float64(-20.901383498964492),np.float64(16.9663988751293),np.float64(10.910538841172935)
7,np.float64(115.02943725152247),np.float64(-20.90138349896447),np.float64(16.96639887512927),np.float64(10.901081020476376)
8,np.float64(115.02943725152232),np.float64(-20.901383498964414),np.float64(16.966398875129222),np.float64(10.881424041645689)
9,np.float64(115.02943725152242),np.float64(-20.901383498964464),np.float64(16.96639887512924),np.float64(10.890226357302602)
10,np.float64(115.02943725152261),np.float64(-20.901383498964535),np.float64(16.966398875129286),np.float64(10.898731196082164)
11,np.float64(115.02943725152267),np.float64(-20.901383498964563),np.float64(16.96639887512933),np.float64(10.913702073876582)
12,np.float64(115.02943725152247),np.float64(-20.90138349896459),np.float64(16.9663988751293),np.float64(10.930771909295688)
13,np.float64(115.0294372515226),np.float64(-20.901383498964588),np.float64(16.966398875129308),np.float64(10.939887275755684)
14,np.float64(115.02943725152275),np.float64(-20.901383498964652),np.float64(16.96639887512935),np.float64(10.941452049093957)
15,np.float64(115.02943725152272),np.float64(-20.901383498964623),np.float64(16.966398875129336),np.float64(10.935516811426352)
16,np.float64(115.02943725152278),np.float64(-20.901383498964652),np.float64(16.966398875129343),np.float64(10.919008108407825)
17,np.float64(115.02943725152308),np.float64(-20.901383498964698),np.float64(16.966398875129386),np.float64(10.902869091757898)
18,np.float64(115.02943725152329),np.float64(-20.90138349896473),np.float64(16.96639887512941),np.float64(10.891247526692975)
19,np.float64(115.02943725152338),np.float64(-20.901383498964712),np.float64(16.966398875129407),np.float64(10.884582559946882)
20,np.float64(115.02943725152355),np.float64(-20.901383498964755),np.float64(16.96639887512944),np.float64(10.89411644281023)
21,np.float64(115.02943725152332),np.float64(-20.901383498964755),np.float64(16.9663988751294),np.float64(10.90665709598601)
22,np.float64(115.02943725152343),np.float64(-20.901383498964762),np.float64(16.966398875129453),np.float64(10.924370989881083)
23,np.float64(115.02943725152326),np.float64(-20.901383498964798),np.float64(16.96639887512945),np.float64(10.938595489323529)
24,np.float64(115.02943725152346),np.float64(-20.901383498964826),np.float64(16.96639887512949),np.float64(10.942766514774975)
25,np.float64(115.02943725152338),np.float64(-20.9013834989648),np.float64(16.96639887512949),np.float64(10.938374912063372)
26,np.float64(115.02943725152329),np.float64(-20.90138349896479),np.float64(16.966398875129485),np.float64(10.927421040905996)
27,np.float64(115.02943725152356),np.float64(-20.901383498964883),np.float64(16.966398875129556),np.float64(10.90914110742617)
28,np.float64(115.02943725152358),np.float64(-20.901383498964904),np.float64(16.96639887512958),np.float64(10.894021692822857)
