edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,40.242791886238884,0.14782133647572415,0.12510807762091006,0.1936573742553299
1,0,2,46.83602749581734,0.13247880133018375,0.14125348069434665,0.19365737427258084
2,0,3,315.30205588119577,0.13765644738863655,-0.13621263192499042,0.19365737425565127
3,0,4,136.893796490195,-0.14138698182295487,0.13233631388659314,0.19365737425178386
4,0,5,141.38976006566207,-0.1513256073881224,0.12084593148636368,0.19365737426752194
5,0,6,225.90546814019518,-0.13475537181789501,-0.13908331450404798,0.19365737426499166
6,0,7,323.07625937612966,0.1548166387806359,-0.11633996286134034,0.19365737425131
7,0,8,43.08114225037197,0.1414448524032114,0.1322744583581763,0.19365737426009672
8,0,9,51.77967801645033,0.11981331705301496,0.15214449600121607,0.1936573742636989
9,0,10,234.91281198435343,-0.11131857537832582,-0.15846562208791318,0.19365737426694943
10,0,11,307.66063251047603,0.11832141235531687,-0.15330760576545446,0.19365737426520307
11,0,12,318.2854994682951,0.1445593815287376,-0.12886335326129772,0.193657374250807
12,1,2,139.75898774235387,-0.14782522230306416,0.1251034861691864,0.19365737424801088
13,1,3,225.90326273134025,-0.1347607252543092,-0.13907812743521625,0.19365737425141769
14,1,4,50.623347902496334,0.12285925410943897,0.14969563213873893,0.19365737425087728
15,1,5,225.81921285322994,-0.13496460043708416,-0.13888029100333488,0.19365737424718107
16,1,6,140.94428798867128,-0.15038147144657898,0.12201881679087198,0.1936573742605291
17,1,7,224.95090031870677,-0.1370537400988618,-0.13681904445735796,0.19365737424975804
18,1,8,311.7471399701748,0.12894568286599373,-0.14448594905058876,0.19365737425367194
19,1,9,317.5096099896358,0.1428011352322,-0.13080907606307107,0.19365737425690607
20,1,10,53.65095307928031,0.11478127973340617,0.15597575588772997,0.1936573742515042
21,1,11,130.35394354745983,-0.12539460987168724,0.14757835350279017,0.19365737426565283
22,1,12,320.81122458900103,0.15009769033247428,-0.12236773251057045,0.1936573742539175
23,2,3,51.30003196551334,0.12108276678843358,0.1511361710384171,0.19365737427037438
24,2,4,222.64034108309232,-0.14245830091780426,-0.13118235821109311,0.1936573742624102
