t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(944.3855946509982),np.float64(-62.5467103296853),np.float64(66.46976595200331),np.float64(58.67546705703284),np.float64(4.440892098500626e-16)
1,np.float64(944.3855946509991),np.float64(-62.54671032968491),np.float64(66.46976595200303),np.float64(60.01435647774567),np.float64(8.881784197001252e-16)
2,np.float64(944.3855946509973),np.float64(-62.546710329683975),np.float64(66.46976595200366),np.float64(102.0686901047899),np.float64(1.7763568394002505e-15)
3,np.float64(944.3855946509956),np.float64(-62.546710329684466),np.float64(66.46976595200206),np.float64(155.32149502421117),np.float64(3.552713678800501e-15)
4,np.float64(944.3855946509964),np.float64(-62.54671032968357),np.float64(66.4697659520036),np.float64(197.82071684230726),np.float64(7.105427357601002e-15)
5,np.float64(944.3855946509982),np.float64(-62.54671032968557),np.float64(66.46976595200256),np.float64(322.7075577584116),np.float64(7.105427357601002e-15)
6,np.float64(944.3855946509995),np.float64(-62.54671032968474),np.float64(66.4697659520017),np.float64(372.6707769873333),np.float64(1.4210854715202004e-14)
7,np.float64(944.3855946510017),np.float64(-62.546710329685695),np.float64(66.46976595200216),np.float64(414.3961490032558),np.float64(2.842170943040401e-14)
8,np.float64(944.3855946510002),np.float64(-62.546710329685254),np.float64(66.469765952002),np.float64(425.99345714216133),np.float64(2.842170943040401e-14)
9,np.float64(944.3855946509989),np.float64(-62.54671032968518),np.float64(66.46976595200249),np.float64(444.7767298817115),np.float64(1.4210854715202004e-14)
10,np.float64(944.3855946510014),np.float64(-62.54671032968477),np.float64(66.46976595200178),np.float64(445.93494877794006),np.float64(1.4210854715202004e-14)
11,np.float64(944.3855946509966),np.float64(-62.546710329684345),np.float64(66.46976595200212),np.float64(446.54133604614816),np.float64(2.842170943040401e-14)
12,np.float64(944.3855946509991),np.float64(-62.54671032968446),np.float64(66.46976595200172),np.float64(446.97954447959205),np.float64(2.842170943040401e-14)
13,np.float64(944.3855946509971),np.float64(-62.54671032968491),np.float64(66.4697659520019),np.float64(447.50135867899917),np.float64(2.842170943040401e-14)
14,np.float64(944.3855946509946),np.float64(-62.54671032968414),np.float64(66.46976595200144),np.float64(448.18902384638733),np.float64(1.4210854715202004e-14)
15,np.float64(944.3855946509987),np.float64(-62.54671032968409),np.float64(66.46976595200255),np.float64(449.03822736554065),np.float64(2.842170943040401e-14)
16,np.float64(944.385594650998),np.float64(-62.54671032968379),np.float64(66.4697659520025),np.float64(449.8958141688261),np.float64(2.842170943040401e-14)
17,np.float64(944.3855946509959),np.float64(-62.546710329683464),np.float64(66.46976595200304),np.float64(450.661075215967),np.float64(1.4210854715202004e-14)
18,np.float64(944.3855946509934),np.float64(-62.54671032968446),np.float64(66.46976595200171),np.float64(451.45195127083105),np.float64(1.4210854715202004e-14)
19,np.float64(944.3855946509933),np.float64(-62.5467103296852),np.float64(66.46976595200124),np.float64(452.16050170848735),np.float64(2.842170943040401e-14)
20,np.float64(944.3855946509933),np.float64(-62.54671032968533),np.float64(66.46976595200204),np.float64(452.67876370365457),np.float64(2.842170943040401e-14)
21,np.float64(944.3855946509964),np.float64(-62.54671032968611),np.float64(66.469765952002),np.float64(453.05467414598434),np.float64(1.4210854715202004e-14)
22,np.float64(944.3855946509977),np.float64(-62.54671032968588),np.float64(66.46976595200321),np.float64(453.36161487572406),np.float64(2.842170943040401e-14)
23,np.float64(944.3855946509962),np.float64(-62.54671032968485),np.float64(66.46976595200314),np.float64(453.6781975885569),np.float64(2.842170943040401e-14)
24,np.float64(944.3855946509943),np.float64(-62.54671032968503),np.float64(66.4697659520032),np.float64(453.98785458302996),np.float64(1.4210854715202004e-14)
25,np.float64(944.3855946509965),np.float64(-62.54671032968412),np.float64(66.46976595200496),np.float64(454.18407185759247),np.float64(1.4210854715202004e-14)
26,np.float64(944.3855946509943),np.float64(-62.546710329684664),np.float64(66.46976595200567),np.float64(454.3216473871214),np.float64(2.842170943040401e-14)
27,np.float64(944.385594650994),np.float64(-62.54671032968534),np.float64(66.46976595200432),np.float64(454.44627410522924),np.float64(2.842170943040401e-14)
28,np.float64(944.3855946509959),np.float64(-62.5467103296864),np.float64(66.46976595200508),np.float64(454.51401097610625),np.float64(1.4210854715202004e-14)
29,np.float64(944.3855946509973),np.float64(-62.54671032968557),np.float64(66.4697659520057),np.float64(454.5925102609649),np.float64(1.4210854715202004e-14)
30,np.float64(944.3855946509957),np.float64(-62.54671032968737),np.float64(66.46976595200422),np.float64(454.6447253638008),np.float64(2.842170943040401e-14)
31,np.float64(944.3855946509983),np.float64(-62.54671032968703),np.float64(66.46976595200404),np.float64(454.6971032829538),np.float64(2.842170943040401e-14)
32,np.float64(944.3855946509984),np.float64(-62.546710329689546),np.float64(66.46976595200279),np.float64(454.73150495586333),np.float64(2.842170943040401e-14)
33,np.float64(944.385594651),np.float64(-62.54671032968929),np.float64(66.469765952002),np.float64(454.7703452348819),np.float64(1.4210854715202004e-14)
34,np.float64(944.3855946510031),np.float64(-62.546710329690484),np.float64(66.46976595200222),np.float64(454.8061739404192),np.float64(1.4210854715202004e-14)
35,np.float64(944.3855946510032),np.float64(-62.54671032968983),np.float64(66.46976595200377),np.float64(454.82985471965674),np.float64(3.552713678800501e-15)
36,np.float64(944.3855946510037),np.float64(-62.54671032969168),np.float64(66.46976595200354),np.float64(454.85657126993857),np.float64(2.842170943040401e-14)
37,np.float64(944.3855946510041),np.float64(-62.546710329691884),np.float64(66.46976595200374),np.float64(454.87992227377),np.float64(1.4210854715202004e-14)
38,np.float64(944.385594651007),np.float64(-62.54671032969131),np.float64(66.46976595200405),np.float64(454.89602194360424),np.float64(2.842170943040401e-14)
39,np.float64(944.3855946510073),np.float64(-62.54671032969087),np.float64(66.46976595200437),np.float64(454.9120097560228),np.float64(2.842170943040401e-14)
40,np.float64(944.3855946510078),np.float64(-62.54671032969139),np.float64(66.46976595200417),np.float64(454.9235640241515),np.float64(2.842170943040401e-14)
41,np.float64(944.385594651008),np.float64(-62.546710329691955),np.float64(66.46976595200385),np.float64(454.93353179955494),np.float64(2.842170943040401e-14)
42,np.float64(944.3855946510103),np.float64(-62.54671032969384),np.float64(66.46976595200496),np.float64(454.94131246402594),np.float64(1.4210854715202004e-14)
43,np.float64(944.3855946510099),np.float64(-62.54671032969544),np.float64(66.4697659520024),np.float64(454.94676892262794),np.float64(2.842170943040401e-14)
44,np.float64(944.3855946510107),np.float64(-62.546710329695145),np.float64(66.46976595200218),np.float64(454.951833753829),np.float64(2.842170943040401e-14)
45,np.float64(944.3855946510095),np.float64(-62.54671032969487),np.float64(66.4697659520026),np.float64(454.9549442321129),np.float64(2.842170943040401e-14)
46,np.float64(944.385594651008),np.float64(-62.54671032969259),np.float64(66.46976595200223),np.float64(454.9575059669412),np.float64(2.842170943040401e-14)
47,np.float64(944.3855946510064),np.float64(-62.54671032969159),np.float64(66.46976595200152),np.float64(454.9593277259316),np.float64(2.842170943040401e-14)
48,np.float64(944.385594651008),np.float64(-62.546710329691166),np.float64(66.4697659520014),np.float64(454.9604245519049),np.float64(2.220446049250313e-16)
49,np.float64(944.3855946510074),np.float64(-62.546710329690995),np.float64(66.46976595200132),np.float64(454.9613210409362),np.float64(1.4210854715202004e-14)
50,np.float64(944.385594651005),np.float64(-62.54671032969057),np.float64(66.46976595200161),np.float64(454.9618078071395),np.float64(2.842170943040401e-14)
51,np.float64(944.3855946510043),np.float64(-62.546710329689915),np.float64(66.4697659520013),np.float64(454.96218172287865),np.float64(2.842170943040401e-14)
52,np.float64(944.3855946510037),np.float64(-62.546710329690285),np.float64(66.46976595200147),np.float64(454.9624486465049),np.float64(1.4210854715202004e-14)
53,np.float64(944.3855946510051),np.float64(-62.54671032968969),np.float64(66.46976595200275),np.float64(454.96258448807725),np.float64(2.842170943040401e-14)
54,np.float64(944.3855946510056),np.float64(-62.546710329689944),np.float64(66.46976595200186),np.float64(454.96270026908155),np.float64(2.842170943040401e-14)
55,np.float64(944.3855946510073),np.float64(-62.54671032968952),np.float64(66.46976595200275),np.float64(454.96276811837305),np.float64(2.842170943040401e-14)
56,np.float64(944.3855946510089),np.float64(-62.54671032968855),np.float64(66.46976595200236),np.float64(454.96281753859813),np.float64(2.842170943040401e-14)
57,np.float64(944.3855946510081),np.float64(-62.54671032968767),np.float64(66.46976595200363),np.float64(454.96285449791236),np.float64(2.842170943040401e-14)
58,np.float64(944.3855946510092),np.float64(-62.54671032968717),np.float64(66.46976595200394),np.float64(454.96287900429866),np.float64(2.842170943040401e-14)
