t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(355.93996179969685),np.float64(-37.0923447290909),np.float64(16.883563719221776),np.float64(35.32634284050813),np.float64(4.440892098500626e-16)
1,np.float64(355.939961799698),np.float64(-37.092344729091465),np.float64(16.88356371922172),np.float64(36.03469303477456),np.float64(4.440892098500626e-16)
2,np.float64(355.93996179969895),np.float64(-37.09234472909157),np.float64(16.883563719221634),np.float64(57.760087912321914),np.float64(1.7763568394002505e-15)
3,np.float64(355.93996179969895),np.float64(-37.09234472909091),np.float64(16.88356371922292),np.float64(79.10423708177642),np.float64(1.7763568394002505e-15)
4,np.float64(355.939961799699),np.float64(-37.092344729090726),np.float64(16.88356371922324),np.float64(90.82714085440912),np.float64(3.552713678800501e-15)
5,np.float64(355.9399617996993),np.float64(-37.092344729091124),np.float64(16.883563719223083),np.float64(128.18848532316844),np.float64(3.552713678800501e-15)
6,np.float64(355.93996179970065),np.float64(-37.09234472909168),np.float64(16.883563719222796),np.float64(143.96918817372185),np.float64(1.4210854715202004e-14)
7,np.float64(355.93996179970065),np.float64(-37.09234472909188),np.float64(16.883563719222565),np.float64(150.30568039975716),np.float64(1.4210854715202004e-14)
8,np.float64(355.9399617997003),np.float64(-37.09234472909189),np.float64(16.883563719222558),np.float64(158.15860267666557),np.float64(7.105427357601002e-15)
9,np.float64(355.9399617996995),np.float64(-37.09234472909165),np.float64(16.883563719222778),np.float64(158.37706281140046),np.float64(7.105427357601002e-15)
10,np.float64(355.9399617996987),np.float64(-37.09234472909141),np.float64(16.883563719223087),np.float64(158.55589544378182),np.float64(1.4210854715202004e-14)
11,np.float64(355.93996179969906),np.float64(-37.092344729091096),np.float64(16.88356371922314),np.float64(158.82101569675234),np.float64(3.552713678800501e-15)
12,np.float64(355.93996179970117),np.float64(-37.092344729091224),np.float64(16.883563719222717),np.float64(159.0565768680324),np.float64(7.105427357601002e-15)
13,np.float64(355.9399617997028),np.float64(-37.09234472909167),np.float64(16.883563719222423),np.float64(159.21993426579112),np.float64(7.105427357601002e-15)
14,np.float64(355.93996179970287),np.float64(-37.092344729091394),np.float64(16.883563719222643),np.float64(159.44033117639847),np.float64(7.105427357601002e-15)
15,np.float64(355.9399617997045),np.float64(-37.09234472909194),np.float64(16.883563719222682),np.float64(159.99853475952563),np.float64(1.4210854715202004e-14)
16,np.float64(355.9399617997042),np.float64(-37.09234472909217),np.float64(16.88356371922272),np.float64(160.89401083128),np.float64(1.4210854715202004e-14)
17,np.float64(355.93996179970463),np.float64(-37.09234472909202),np.float64(16.88356371922294),np.float64(162.15844103823218),np.float64(1.4210854715202004e-14)
18,np.float64(355.9399617997052),np.float64(-37.09234472909205),np.float64(16.88356371922306),np.float64(164.1752335368814),np.float64(7.105427357601002e-15)
19,np.float64(355.939961799704),np.float64(-37.09234472909201),np.float64(16.88356371922316),np.float64(166.0334524661606),np.float64(7.105427357601002e-15)
20,np.float64(355.939961799705),np.float64(-37.0923447290919),np.float64(16.883563719222778),np.float64(167.36703573572404),np.float64(1.4210854715202004e-14)
21,np.float64(355.93996179970486),np.float64(-37.09234472909216),np.float64(16.88356371922313),np.float64(167.77703350519107),np.float64(1.4210854715202004e-14)
22,np.float64(355.9399617997055),np.float64(-37.09234472909222),np.float64(16.883563719223414),np.float64(168.09073098093617),np.float64(3.552713678800501e-15)
23,np.float64(355.93996179970566),np.float64(-37.09234472909215),np.float64(16.883563719223353),np.float64(168.35616680171617),np.float64(1.4210854715202004e-14)
24,np.float64(355.9399617997064),np.float64(-37.09234472909212),np.float64(16.883563719223485),np.float64(168.6528161130581),np.float64(1.4210854715202004e-14)
25,np.float64(355.9399617997078),np.float64(-37.09234472909206),np.float64(16.883563719223588),np.float64(168.94181791161236),np.float64(7.105427357601002e-15)
26,np.float64(355.9399617997084),np.float64(-37.092344729091955),np.float64(16.883563719224174),np.float64(169.23169642865378),np.float64(1.4210854715202004e-14)
27,np.float64(355.9399617997088),np.float64(-37.092344729092055),np.float64(16.883563719223943),np.float64(169.4526976860001),np.float64(7.105427357601002e-15)
28,np.float64(355.93996179970907),np.float64(-37.09234472909185),np.float64(16.883563719224185),np.float64(169.56181603340076),np.float64(7.105427357601002e-15)
29,np.float64(355.9399617997095),np.float64(-37.09234472909197),np.float64(16.8835637192245),np.float64(169.59772133170569),np.float64(8.881784197001252e-16)
30,np.float64(355.93996179970964),np.float64(-37.09234472909193),np.float64(16.883563719224455),np.float64(169.60748914499717),np.float64(1.4210854715202004e-14)
31,np.float64(355.9399617997104),np.float64(-37.09234472909179),np.float64(16.88356371922424),np.float64(169.60995985797948),np.float64(1.4210854715202004e-14)
32,np.float64(355.9399617997111),np.float64(-37.09234472909219),np.float64(16.883563719224348),np.float64(169.6106116664368),np.float64(1.4210854715202004e-14)
33,np.float64(355.9399617997109),np.float64(-37.09234472909148),np.float64(16.88356371922449),np.float64(169.61080040012124),np.float64(1.4210854715202004e-14)
34,np.float64(355.9399617997112),np.float64(-37.09234472909185),np.float64(16.883563719224863),np.float64(169.6108588277487),np.float64(1.4210854715202004e-14)
35,np.float64(355.9399617997113),np.float64(-37.09234472909232),np.float64(16.883563719224924),np.float64(169.61088200077776),np.float64(1.4210854715202004e-14)
36,np.float64(355.9399617997112),np.float64(-37.09234472909222),np.float64(16.88356371922528),np.float64(169.6108966627448),np.float64(1.4210854715202004e-14)
37,np.float64(355.9399617997108),np.float64(-37.0923447290918),np.float64(16.883563719225215),np.float64(169.61090962789785),np.float64(7.105427357601002e-15)
38,np.float64(355.939961799711),np.float64(-37.092344729091884),np.float64(16.883563719225293),np.float64(169.61092264155334),np.float64(7.105427357601002e-15)
39,np.float64(355.9399617997109),np.float64(-37.09234472909195),np.float64(16.883563719224682),np.float64(169.610936194004),np.float64(7.105427357601002e-15)
40,np.float64(355.9399617997113),np.float64(-37.092344729092176),np.float64(16.883563719224664),np.float64(169.61095055608553),np.float64(7.105427357601002e-15)
41,np.float64(355.93996179971134),np.float64(-37.09234472909247),np.float64(16.88356371922427),np.float64(169.6109662749868),np.float64(1.4210854715202004e-14)
42,np.float64(355.93996179971055),np.float64(-37.09234472909219),np.float64(16.883563719224007),np.float64(169.61098432877606),np.float64(7.105427357601002e-15)
43,np.float64(355.93996179970986),np.float64(-37.092344729092154),np.float64(16.883563719224043),np.float64(169.61100578451416),np.float64(7.105427357601002e-15)
44,np.float64(355.93996179971),np.float64(-37.09234472909222),np.float64(16.88356371922322),np.float64(169.6110314080598),np.float64(7.105427357601002e-15)
45,np.float64(355.9399617997101),np.float64(-37.092344729092),np.float64(16.88356371922419),np.float64(169.61106180890383),np.float64(1.4210854715202004e-14)
46,np.float64(355.93996179970964),np.float64(-37.09234472909177),np.float64(16.883563719224156),np.float64(169.61109778306616),np.float64(1.2212453270876722e-15)
47,np.float64(355.9399617997092),np.float64(-37.09234472909167),np.float64(16.88356371922496),np.float64(169.61114000177668),np.float64(7.105427357601002e-15)
48,np.float64(355.9399617997092),np.float64(-37.092344729090755),np.float64(16.883563719226053),np.float64(169.6111879695317),np.float64(1.4210854715202004e-14)
49,np.float64(355.93996179970907),np.float64(-37.0923447290908),np.float64(16.883563719226068),np.float64(169.61124046757496),np.float64(1.4210854715202004e-14)
50,np.float64(355.93996179970975),np.float64(-37.09234472909089),np.float64(16.88356371922613),np.float64(169.61129713437305),np.float64(7.105427357601002e-15)
51,np.float64(355.93996179971026),np.float64(-37.09234472909074),np.float64(16.88356371922636),np.float64(169.61135657715477),np.float64(7.105427357601002e-15)
52,np.float64(355.93996179970947),np.float64(-37.09234472909027),np.float64(16.88356371922745),np.float64(169.61141763506794),np.float64(7.105427357601002e-15)
53,np.float64(355.93996179970964),np.float64(-37.092344729090065),np.float64(16.883563719227496),np.float64(169.61148243842922),np.float64(1.3322676295501878e-15)
54,np.float64(355.9399617997091),np.float64(-37.092344729090016),np.float64(16.88356371922793),np.float64(169.61154734355054),np.float64(7.105427357601002e-15)
55,np.float64(355.93996179970895),np.float64(-37.092344729089895),np.float64(16.88356371922795),np.float64(169.61160086401014),np.float64(7.105427357601002e-15)
56,np.float64(355.9399617997093),np.float64(-37.09234472909043),np.float64(16.883563719227247),np.float64(169.61164030601148),np.float64(1.4210854715202004e-14)
57,np.float64(355.9399617997088),np.float64(-37.09234472909069),np.float64(16.883563719227777),np.float64(169.61167029611025),np.float64(7.105427357601002e-15)
58,np.float64(355.9399617997078),np.float64(-37.09234472909093),np.float64(16.883563719227585),np.float64(169.61169275682346),np.float64(1.4210854715202004e-14)
59,np.float64(355.939961799708),np.float64(-37.092344729091074),np.float64(16.883563719227382),np.float64(169.61170950823518),np.float64(7.105427357601002e-15)
