t,H,Q2_re,Q2_im,generator_norm
0,np.float64(108.81778016906239),np.float64(-22.69453444330077),np.float64(6.561455524124716),np.float64(9.783412102714923)
1,np.float64(108.81778016906242),np.float64(-22.69453444330079),np.float64(6.561455524124704),np.float64(10.226992905117164)
2,np.float64(108.81778016906233),np.float64(-22.694534443300736),np.float64(6.561455524124776),np.float64(10.3378768790441)
3,np.float64(108.81778016906233),np.float64(-22.694534443300764),np.float64(6.561455524124803),np.float64(10.619446094743173)
4,np.float64(108.81778016906247),np.float64(-22.694534443300753),np.float64(6.561455524124863),np.float64(10.678104047589816)
5,np.float64(108.8177801690628),np.float64(-22.694534443300853),np.float64(6.561455524124903),np.float64(10.643236632598883)
6,np.float64(108.81778016906267),np.float64(-22.694534443300796),np.float64(6.561455524125016),np.float64(10.721025602416114)
7,np.float64(108.81778016906273),np.float64(-22.69453444330076),np.float64(6.5614555241251065),np.float64(10.842101611108491)
8,np.float64(108.81778016906293),np.float64(-22.69453444330074),np.float64(6.561455524125132),np.float64(10.834285009789571)
9,np.float64(108.81778016906318),np.float64(-22.694534443300732),np.float64(6.561455524125138),np.float64(10.818657053985989)
10,np.float64(108.81778016906307),np.float64(-22.694534443300675),np.float64(6.561455524125126),np.float64(10.785555069938313)
11,np.float64(108.81778016906324),np.float64(-22.69453444330074),np.float64(6.56145552412502),np.float64(10.796919374364535)
12,np.float64(108.81778016906308),np.float64(-22.694534443300682),np.float64(6.561455524124968),np.float64(10.899507353344443)
13,np.float64(108.81778016906284),np.float64(-22.694534443300675),np.float64(6.5614555241247965),np.float64(10.804538476991233)
14,np.float64(108.81778016906286),np.float64(-22.694534443300626),np.float64(6.561455524124854),np.float64(10.775630973610195)
15,np.float64(108.81778016906289),np.float64(-22.69453444330062),np.float64(6.561455524124893),np.float64(10.859973175383885)
16,np.float64(108.8177801690629),np.float64(-22.6945344433006),np.float64(6.5614555241248524),np.float64(10.852283637677182)
17,np.float64(108.81778016906269),np.float64(-22.69453444330057),np.float64(6.561455524124795),np.float64(10.8816095584926)
18,np.float64(108.81778016906253),np.float64(-22.69453444330057),np.float64(6.561455524124836),np.float64(10.836654319418209)
19,np.float64(108.81778016906262),np.float64(-22.694534443300604),np.float64(6.561455524124847),np.float64(10.817602649549434)
20,np.float64(108.81778016906233),np.float64(-22.69453444330061),np.float64(6.5614555241247805),np.float64(10.866518263337712)
21,np.float64(108.81778016906256),np.float64(-22.69453444330071),np.float64(6.561455524124696),np.float64(10.86657635938294)
22,np.float64(108.81778016906239),np.float64(-22.694534443300658),np.float64(6.561455524124748),np.float64(10.85209188434267)
23,np.float64(108.81778016906243),np.float64(-22.69453444330068),np.float64(6.56145552412476),np.float64(10.846840205897472)
24,np.float64(108.81778016906252),np.float64(-22.694534443300626),np.float64(6.56145552412474),np.float64(10.860099742267408)
25,np.float64(108.8177801690623),np.float64(-22.69453444330063),np.float64(6.561455524124744),np.float64(10.865877340525389)
26,np.float64(108.81778016906242),np.float64(-22.694534443300668),np.float64(6.5614555241247245),np.float64(10.86384259530503)
27,np.float64(108.81778016906256),np.float64(-22.694534443300732),np.float64(6.5614555241246215),np.float64(10.827690817856041)
28,np.float64(108.81778016906227),np.float64(-22.694534443300675),np.float64(6.561455524124635),np.float64(10.849099628795452)
29,np.float64(108.81778016906242),np.float64(-22.69453444330071),np.float64(6.5614555241246215),np.float64(10.868204344446518)
30,np.float64(108.81778016906244),np.float64(-22.694534443300732),np.float64(6.561455524124667),np.float64(10.856332477375258)
31,np.float64(108.81778016906253),np.float64(-22.694534443300775),np.float64(6.561455524124597),np.float64(10.842585136959556)
32,np.float64(108.81778016906223),np.float64(-22.69453444330074),np.float64(6.561455524124572),np.float64(10.835749793254896)
33,np.float64(108.81778016906216),np.float64(-22.694534443300718),np.float64(6.561455524124582),np.float64(10.859319325151294)
34,np.float64(108.81778016906199),np.float64(-22.6945344433007),np.float64(6.561455524124465),np.float64(10.861347219779951)
35,np.float64(108.81778016906186),np.float64(-22.694534443300654),np.float64(6.561455524124575),np.float64(10.852525597988837)
36,np.float64(108.81778016906162),np.float64(-22.694534443300554),np.float64(6.561455524124565),np.float64(10.83325151027047)
37,np.float64(108.81778016906179),np.float64(-22.694534443300604),np.float64(6.561455524124572),np.float64(10.84493546091816)
38,np.float64(108.81778016906173),np.float64(-22.694534443300597),np.float64(6.561455524124577),np.float64(10.85764847263348)
39,np.float64(108.81778016906179),np.float64(-22.694534443300594),np.float64(6.561455524124626),np.float64(10.844564785847075)
40,np.float64(108.81778016906162),np.float64(-22.69453444330061),np.float64(6.561455524124611),np.float64(10.847777981867623)
41,np.float64(108.81778016906183),np.float64(-22.694534443300633),np.float64(6.561455524124622),np.float64(10.846079160706285)
42,np.float64(108.81778016906179),np.float64(-22.694534443300718),np.float64(6.561455524124528),np.float64(10.846226600354477)
43,np.float64(108.8177801690619),np.float64(-22.694534443300768),np.float64(6.561455524124492),np.float64(10.846711995443009)
44,np.float64(108.8177801690623),np.float64(-22.694534443300828),np.float64(6.561455524124542),np.float64(10.845195678407011)
45,np.float64(108.81778016906274),np.float64(-22.694534443300913),np.float64(6.5614555241245744),np.float64(10.840136561284915)
46,np.float64(108.81778016906249),np.float64(-22.69453444330084),np.float64(6.5614555241246535),np.float64(10.852791692828289)
47,np.float64(108.817780169063),np.float64(-22.69453444330096),np.float64(6.561455524124609),np.float64(10.839922254660209)
48,np.float64(108.81778016906321),np.float64(-22.694534443300967),np.float64(6.56145552412457),np.float64(10.837373847855153)
49,np.float64(108.81778016906333),np.float64(-22.694534443301006),np.float64(6.561455524124566),np.float64(10.861535450320767)
50,np.float64(108.8177801690633),np.float64(-22.694534443300945),np.float64(6.561455524124497),np.float64(10.835314938106904)
51,np.float64(108.81778016906324),np.float64(-22.694534443300963),np.float64(6.561455524124524),np.float64(10.851219095332844)
52,np.float64(108.81778016906316),np.float64(-22.694534443300917),np.float64(6.561455524124463),np.float64(10.848202069753714)
53,np.float64(108.8177801690631),np.float64(-22.694534443300952),np.float64(6.5614555241243435),np.float64(10.834691169913718)
54,np.float64(108.81778016906352),np.float64(-22.694534443301038),np.float64(6.5614555241244075),np.float64(10.868761161111035)
55,np.float64(108.81778016906362),np.float64(-22.69453444330103),np.float64(6.561455524124497),np.float64(10.831180173207144)
56,np.float64(108.81778016906367),np.float64(-22.694534443300995),np.float64(6.561455524124536),np.float64(10.846424233821159)
57,np.float64(108.8177801690639),np.float64(-22.69453444330107),np.float64(6.561455524124596),np.float64(10.864538776521007)
58,np.float64(108.8177801690638),np.float64(-22.694534443301052),np.float64(6.561455524124619),np.float64(10.830947350535512)
59,np.float64(108.81778016906362),np.float64(-22.69453444330108),np.float64(6.561455524124565),np.float64(10.855136346201743)
60,np.float64(108.81778016906368),np.float64(-22.69453444330108),np.float64(6.56145552412462),np.float64(10.844773565415117)
61,np.float64(108.81778016906344),np.float64(-22.694534443301077),np.float64(6.561455524124605),np.float64(10.83681713406068)
62,np.float64(108.81778016906347),np.float64(-22.69453444330115),np.float64(6.561455524124646),np.float64(10.864741533137064)
