step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,9.000291700995652e-35,4.5001458504975976e-34,0.9999999999999999,5.7916664183510994e-11
25,1.4539068095868801e-22,7.269534047934035e-22,1.0,5.910803409885419e-11
50,6.045756725710543e-22,3.02287836285511e-21,0.9999999999999999,6.250844300518791e-11
75,1.4430042554292268e-21,7.215021277145767e-21,0.9999999999999999,6.753475237381773e-11
100,2.7551644020454352e-21,1.3775822010226472e-20,0.9999999999999997,7.34843335217264e-11
125,4.643459822395446e-21,2.3217299111975972e-20,1.0,7.971071985645741e-11
150,7.194657872920167e-21,3.5973289364599055e-20,1.0000000000000002,8.568563779341626e-11
200,1.4419437545244288e-20,7.209718772621767e-20,1.0,9.534719414224208e-11
300,3.487796082533762e-20,1.7438980412667986e-19,0.9999999999999999,9.969637249936939e-11
500,6.387149569587111e-20,3.1935747847934036e-19,0.9999999999999999,6.06247613233417e-11
750,9.302584746575876e-20,4.651292373287709e-19,0.9999999999999999,9.802288357026469e-11
1000,5.700080761456617e-20,2.850040380728176e-19,1.0000000000000002,6.783007283579736e-11
1500,1.1113011341950213e-21,5.556505670974756e-21,0.9999999999999999,7.748945555416471e-11
2000,7.710427769962518e-20,3.855213884981009e-19,1.0000000000000002,8.753622302427346e-11
3000,3.147372307987884e-21,1.573686153993839e-20,1.0000000000000002,1.0294688763257434e-10
4000,5.795694525417856e-20,2.8978472627087636e-19,1.0000000000000002,1.0655915888797305e-10
5000,8.559282673037541e-20,4.2796413365184993e-19,1.0,9.633267863174777e-11
7500,1.095933998705172e-20,5.479669993525452e-20,0.9999999999999999,5.800327588420038e-11
10000,2.942858554783279e-20,1.4714292773914233e-19,0.9999999999999999,1.1308334581937972e-10
15000,4.1390893266005905e-20,2.0695446632998625e-19,0.9999999999999999,5.939048646027767e-11
20000,9.763759973590425e-20,4.881879986793903e-19,0.9999999999999999,1.0847332377304565e-10
25000,1.0703248780843129e-20,5.3516243904198243e-20,1.0000000000000002,1.5952271741101997e-10
30000,1.0821617830143689e-19,5.410808915070004e-19,1.0000000000000002,7.944956487604804e-11
35000,3.6064296931052525e-20,1.8032148465519437e-19,0.9999999999999999,1.1296395525221245e-10
40000,1.1338011118529857e-19,5.669005559262395e-19,0.9999999999999999,2.2915262579230705e-10
