step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,3.389636702121535e-32,2.0637558780235736e-32,0.8474576271186439,0.053564538479193166
25,4.417338226656157e-29,2.689464544909542e-29,0.8474576271186441,0.05356453847919293
50,1.4620696629625572e-28,8.901705776110033e-29,0.8474576271186435,0.05356453847919287
75,2.7908611931719783e-28,1.6991957245895235e-28,0.8474576271186438,0.0535645384791929
100,4.888444011119196e-28,2.976293906666186e-28,0.8474576271186446,0.05356453847919314
125,8.421969725807027e-28,5.127655573027249e-28,0.847457627118645,0.05356453847919259
150,1.4049720563390288e-27,8.554071113030709e-28,0.8474576271186459,0.05356453847919199
200,2.7029944256177454e-27,1.645698676392745e-27,0.8474576271186464,0.053564538479192264
300,8.820116671617734e-27,5.37006447166243e-27,0.8474576271186475,0.0535645384791912
500,7.68539219304385e-26,4.679195650491073e-26,0.8474576271186509,0.053564538479190064
750,9.723626777617426e-25,5.920160088382814e-25,0.8474576271186521,0.0535645384791894
1000,3.8395460163481695e-23,2.3376799216332666e-23,0.8474576271186525,0.05356453847919151
1500,2.0601379423601903e-19,1.2543001394291e-19,0.8474576271186568,0.05356453847919259
2000,1.1235267451029544e-15,6.840511618463143e-16,0.8474576271186554,0.05356453847918883
3000,3.356658184079708e-08,2.0436771449805947e-08,0.8474575947484958,0.053564543799959355
4000,0.6273437486519404,0.38195372029449565,0.5793221366339437,0.09723936960769713
5000,1.4015256486465615,0.8533087908168256,0.47513059086131104,0.11107688101953929
7500,1.5247846330658283,0.9283541351911583,0.3577911706751577,0.1339042158571621
10000,1.568436763445372,0.9549314201853116,0.18990443190314515,0.15757900933961294
15000,1.3909846071859167,0.8468909536894395,0.18695209213218678,0.19035999872921125
20000,1.4394598873479856,0.8764047786697752,0.16700888169851696,0.20592428355180442
25000,1.51013030213931,0.9194319514156061,0.16482325957147798,0.21089462774463788
30000,1.5179707809333745,0.9242055704253599,0.16391303160297963,0.21287846011434702
35000,1.5239518236880112,0.9278470852027885,0.1641662699458532,0.21368499949282058
40000,1.5142765748647609,0.92195637968272,0.16466746616137515,0.21412595374037668
