t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(1500.3084572710122),np.float64(-77.20704162118685),np.float64(167.31112142639995),np.float64(74.28647876286142),np.float64(4.440892098500626e-16)
1,np.float64(1500.3084572710177),np.float64(-77.20704162118585),np.float64(167.31112142639913),np.float64(75.12649664742155),np.float64(8.881784197001252e-16)
2,np.float64(1500.3084572710163),np.float64(-77.20704162118518),np.float64(167.31112142640018),np.float64(125.25441112680949),np.float64(1.7763568394002505e-15)
3,np.float64(1500.3084572710181),np.float64(-77.20704162118705),np.float64(167.3111214263982),np.float64(195.7671550769882),np.float64(3.552713678800501e-15)
4,np.float64(1500.3084572710163),np.float64(-77.20704162118612),np.float64(167.31112142640063),np.float64(240.5510855202666),np.float64(7.105427357601002e-15)
5,np.float64(1500.3084572710122),np.float64(-77.2070416211863),np.float64(167.31112142640006),np.float64(305.76569106522413),np.float64(7.105427357601002e-15)
6,np.float64(1500.3084572710065),np.float64(-77.20704162119563),np.float64(167.31112142639836),np.float64(504.4321882282102),np.float64(2.842170943040401e-14)
7,np.float64(1500.3084572710081),np.float64(-77.20704162119628),np.float64(167.31112142639682),np.float64(540.3183902292947),np.float64(1.4210854715202004e-14)
8,np.float64(1500.3084572710045),np.float64(-77.20704162119594),np.float64(167.31112142639682),np.float64(594.4195844418634),np.float64(2.842170943040401e-14)
9,np.float64(1500.308457271004),np.float64(-77.20704162119526),np.float64(167.31112142639688),np.float64(666.6151766962339),np.float64(2.842170943040401e-14)
10,np.float64(1500.3084572710045),np.float64(-77.20704162119611),np.float64(167.3111214263984),np.float64(687.5422076587598),np.float64(2.842170943040401e-14)
11,np.float64(1500.3084572710059),np.float64(-77.20704162119873),np.float64(167.31112142639978),np.float64(704.9449557194707),np.float64(5.684341886080802e-14)
12,np.float64(1500.3084572710043),np.float64(-77.20704162119343),np.float64(167.31112142640336),np.float64(712.0278440519957),np.float64(7.105427357601002e-15)
13,np.float64(1500.3084572710036),np.float64(-77.20704162120077),np.float64(167.31112142640063),np.float64(713.8859948643053),np.float64(2.842170943040401e-14)
14,np.float64(1500.308457271005),np.float64(-77.20704162119989),np.float64(167.3111214264),np.float64(714.9709659828915),np.float64(5.684341886080802e-14)
15,np.float64(1500.3084572710113),np.float64(-77.20704162119694),np.float64(167.31112142640464),np.float64(715.8051444884619),np.float64(2.842170943040401e-14)
16,np.float64(1500.3084572710072),np.float64(-77.20704162119742),np.float64(167.31112142640353),np.float64(716.4896820807589),np.float64(2.842170943040401e-14)
17,np.float64(1500.3084572710072),np.float64(-77.20704162119851),np.float64(167.31112142640282),np.float64(716.949898666096),np.float64(7.105427357601002e-15)
18,np.float64(1500.3084572710086),np.float64(-77.20704162120171),np.float64(167.31112142640032),np.float64(717.4278723496694),np.float64(2.842170943040401e-14)
19,np.float64(1500.3084572710072),np.float64(-77.20704162120458),np.float64(167.3111214263999),np.float64(718.0904631254836),np.float64(1.4210854715202004e-14)
20,np.float64(1500.3084572710063),np.float64(-77.20704162120632),np.float64(167.31112142640026),np.float64(719.2302873114271),np.float64(2.842170943040401e-14)
21,np.float64(1500.308457271009),np.float64(-77.20704162120033),np.float64(167.31112142640404),np.float64(720.6894556030188),np.float64(2.842170943040401e-14)
22,np.float64(1500.30845727101),np.float64(-77.20704162119937),np.float64(167.31112142640535),np.float64(722.0605354205799),np.float64(2.842170943040401e-14)
23,np.float64(1500.3084572710118),np.float64(-77.20704162119594),np.float64(167.3111214264086),np.float64(723.5370672453221),np.float64(5.684341886080802e-14)
