j,reO,imO,absO
431,-0.33776377655556417,-4.3035994435085753e-17,0.33776377655556417
432,-0.3282086539576018,-1.3811222042994797e-17,0.3282086539576018
433,-0.3186198241603429,-1.595926287144207e-17,0.3186198241603429
434,-0.3089982719415905,3.172377078426297e-17,0.3089982719415905
435,-0.29934498543975646,-1.150117351107258e-16,0.29934498543975646
436,-0.28966095605238007,-2.1482147716451712e-17,0.28966095605238007
437,-0.2799471783343128,-2.5300066367781764e-18,0.2799471783343128
438,-0.2702046498955706,2.1529484443393657e-17,0.2702046498955706
439,-0.26043437129888786,-7.028860967308987e-19,0.26043437129888786
440,-0.25063734595695303,9.86678497097904e-18,0.25063734595695303
441,-0.24081458002935863,8.197248524358191e-18,0.24081458002935863
442,-0.23096708231927063,4.5057957999093223e-17,0.23096708231927063
443,-0.22109586416981994,3.7262598287157133e-17,0.22109586416981994
444,-0.2112019393602385,-4.6315311634350376e-17,0.2112019393602385
445,-0.20128632400174493,-2.2067100797636797e-17,0.20128632400174493
446,-0.19135003643319057,-1.068816277997939e-17,0.19135003643319057
447,-0.18139409711646978,-1.3620291753771734e-17,0.18139409711646978
448,-0.1714195285317241,2.725636778172053e-18,0.1714195285317241
449,-0.16142735507233097,-7.445324216071639e-17,0.16142735507233097
450,-0.15141860293969409,-2.7888121507782926e-17,0.15141860293969409
451,-0.14139430003785966,-7.965794800743735e-18,0.14139430003785966
452,-0.13135547586794435,-2.0619914999942875e-17,0.13135547586794435
453,-0.12130316142240564,-5.310281812136215e-18,0.12130316142240564
454,-0.11123838907916042,-2.0047717925893355e-17,0.11123838907916042
455,-0.10116219249555858,1.7615850209051344e-18,0.10116219249555858
456,-0.09107560650222431,-1.7790634130868823e-17,0.09107560650222431
457,-0.0809796669967794,2.871078874256502e-17,0.0809796669967794
458,-0.0708754108374581,-4.33546452916133e-17,0.0708754108374581
459,-0.060763875736617505,-8.570989404418658e-17,0.060763875736617505
460,-0.05064610015416613,4.0806370017813026e-17,0.05064610015416613
461,-0.04052312319091338,-1.5403497859822063e-18,0.04052312319091338
462,-0.030395984481853548,3.289668325616566e-17,0.030395984481853548
463,-0.020265724089393585,-3.962753109656457e-17,0.020265724089393585
464,-0.010133382396540576,-1.389329784422309e-17,0.010133382396540576
465,-4.944529870421123e-14,-1.3300068424871606e-16,4.944547758016585e-14
466,0.010133382396442249,1.5643208496550006e-17,0.010133382396442249
467,0.020265724089295938,-6.259001200430931e-17,0.020265724089295938
468,0.030395984481756202,-4.9085407282831125e-18,0.030395984481756202
469,0.04052312319081558,-1.3893091857376228e-17,0.04052312319081558
470,0.050646100154068244,-5.631890716891324e-17,0.050646100154068244
471,0.060763875736519965,-8.502247748309567e-17,0.060763875736519965
472,0.07087541083736043,3.155131682881295e-17,0.07087541083736043
473,0.08097966699668181,-1.223138026622222e-17,0.08097966699668181
474,0.09107560650212652,-5.4209395831058217e-17,0.09107560650212652
475,0.10116219249546152,2.7889707879806077e-18,0.10116219249546152
476,0.11123838907906311,2.5872073902717097e-17,0.11123838907906311
477,0.12130316142230868,8.728373927372885e-18,0.12130316142230868
478,0.13135547586784715,3.7323066337334425e-17,0.13135547586784715
479,0.14139430003776302,1.4241658249210141e-18,0.14139430003776302
480,0.15141860293959786,-2.514192045703088e-17,0.15141860293959786
481,0.16142735507223469,-1.5268690663231164e-16,0.16142735507223469
482,0.17141952853162853,4.111727306067963e-17,0.17141952853162853
483,0.18139409711637455,2.89595143255487e-17,0.18139409711637455
484,0.19135003643309562,2.19580477371927e-18,0.19135003643309562
485,0.2012863240016503,8.216819005768625e-18,0.2012863240016503
486,0.21120193936014375,-7.138972136261132e-17,0.21120193936014375
487,0.22109586416972532,5.927975589812046e-18,0.22109586416972532
488,0.2309670823191768,-3.9791362429573823e-17,0.2309670823191768
489,0.2408145800292651,3.3737152865716226e-17,0.2408145800292651
490,0.2506373459568601,-7.852952832602186e-18,0.2506373459568601
491,0.2604343712987946,-3.147490043351635e-17,0.2604343712987946
492,0.2702046498954781,-3.340486889589911e-17,0.2702046498954781
493,0.27994717833421995,1.8869107279699273e-18,0.27994717833421995
494,0.28966095605228775,-3.2565361033923147e-18,0.28966095605228775
495,0.2993449854396649,-4.214124213274521e-18,0.2993449854396649
496,0.30899827194150076,1.9289089242670946e-17,0.30899827194150076
497,0.31861982416025164,-3.879685905316595e-17,0.31861982416025164
498,0.3282086539575111,6.3373562564052355e-18,0.3282086539575111
499,0.33776377655547407,-1.4517782909635722e-16,0.33776377655547407
500,0.34728421063808457,3.258345110878372e-17,0.34728421063808457
501,0.3567689784518169,5.27092554642334e-18,0.3567689784518169
502,0.366217105906087,5.511759986581259e-17,0.366217105906087
503,0.37562762267329775,3.5329811543385756e-19,0.37562762267329775
504,0.38499956228848514,-3.2481498693295496e-17,0.38499956228848514
505,0.39433196224858286,-2.2552438284247273e-17,0.39433196224858286
506,0.40362386411126694,8.459593905275823e-18,0.40362386411126694
507,0.41287431359338506,-2.835428163053557e-17,0.41287431359338506
508,0.4220823606689718,-5.555561339558661e-17,0.4220823606689718
509,0.431247059666806,-7.003536369177714e-18,0.431247059666806
510,0.4403674693675396,-5.4896401027393433e-17,0.4403674693675396
511,0.44944265310035936,-2.964636980528613e-17,0.44944265310035936
512,0.45847167883917583,-3.8371139788976404e-17,0.45847167883917583
513,0.46745361929835866,-4.275768811925415e-17,0.46745361929835866
514,0.4763875520279538,-6.074344825757502e-17,0.4763875520279538
515,0.4852725595084271,-9.774880403134898e-17,0.4852725595084271
516,0.49410772924489615,-4.161067272723631e-17,0.49410772924489615
517,0.5028921538608355,-3.0923459066722943e-17,0.5028921538608355
518,0.5116249311912747,1.6649337653100164e-17,0.5116249311912747
519,0.5203051643754449,-3.553171645081887e-18,0.5203051643754449
520,0.528931961948886,4.9719464181612826e-18,0.528931961948886
521,0.5375044379350062,3.7317534022073783e-17,0.5375044379350062
522,0.546021711936068,-5.378831154757929e-17,0.546021711936068
523,0.5544829092236032,-1.0638911640916895e-16,0.5544829092236032
524,0.5628871608282559,-6.295438143782144e-17,0.5628871608282559
525,0.5712336036290209,-3.947849584103678e-17,0.5712336036290209
526,0.5795213804418841,-3.69935846936691e-17,0.5795213804418841
527,0.5877496401078594,-4.5903143707918053e-17,0.5877496401078594
528,0.5959175375804068,-1.2939036965888458e-17,0.5959175375804068
529,0.6040242340122087,7.785086068728809e-17,0.6040242340122087
530,0.6120688968413333,-4.0590116880656997e-17,0.6120688968413333
531,0.6200506998767227,-1.497188880207178e-17,0.6200506998767227
532,0.6279688233830634,-9.715798498996029e-17,0.6279688233830634
533,0.6358224541649532,1.5966167137369705e-17,0.6358224541649532
534,0.6436107856504317,3.108017119338275e-17,0.6436107856504317
535,0.6513330179738089,-1.1027101947604581e-16,0.6513330179738089
536,0.6589883580578123,-1.610798353496883e-17,0.6589883580578123
537,0.6665760196950372,6.547519958260643e-17,0.6665760196950372
538,0.674095223628692,-4.5840373260883494e-17,0.674095223628692
539,0.6815451976326248,-4.641503857603892e-18,0.6815451976326248
540,0.6889251765906348,-4.7752504907114184e-17,0.6889251765906348
541,0.696234402575049,2.1772712187615863e-17,0.696234402575049
542,0.7034721249245582,7.179768618352257e-17,0.7034721249245582
543,0.7106376003213198,-1.4506782530553603e-19,0.7106376003213198
544,0.7177300928672874,6.901011845087256e-17,0.7177300928672874
545,0.7247488741597894,7.060385863165986e-17,0.7247488741597894
546,0.7316932233663409,5.05917990030505e-17,0.7316932233663409
547,0.7385624272986703,-4.1673204617101286e-18,0.7385624272986703
548,0.7453557804859642,-7.900286261359474e-17,0.7453557804859642
549,0.7520725852473202,-2.6024362276945954e-19,0.7520725852473202
550,0.7587121517634009,1.674028760892156e-17,0.7587121517634009
551,0.7652737981472733,-5.0755744744530126e-17,0.7652737981472733
552,0.7717568505144456,2.952003575466927e-17,0.7717568505144456
553,0.7781606430520711,-1.9737322733526108e-17,0.7781606430520711
554,0.7844845180873287,-1.855301233277466e-17,0.7844845180873287
555,0.790727826154966,-4.939533308585522e-17,0.790727826154966
556,0.7968899260639984,2.1090339270042437e-17,0.7968899260639984
557,0.8029701849635695,7.957284544150262e-17,0.8029701849635695
558,0.8089679784079268,-1.2028809353656444e-16,0.8089679784079268
559,0.8148826904205656,3.936532340370698e-17,0.8148826904205656
560,0.8207137135574933,3.6962034692873996e-17,0.8207137135574933
561,0.8264604489695997,-6.763255853917675e-17,0.8264604489695997
562,0.8321223064641738,-1.997937393938999e-17,0.8321223064641738
563,0.8376987045655111,1.6093943500917217e-17,0.8376987045655111
564,0.8431890705746268,-8.363938163844316e-17,0.8431890705746268
565,0.8485928406280805,-2.5972457182872216e-17,0.8485928406280805
566,0.8539094597558768,5.4505260027377393e-17,0.8539094597558768
567,0.8591383819384728,-5.4113765244795304e-17,0.8591383819384728
568,0.8642790701628407,-1.1623975030695666e-17,0.8642790701628407
569,0.8693309964776297,-1.901583525926396e-18,0.8693309964776297
570,0.8742936420473827,-6.8545387261155805e-18,0.8742936420473827
571,0.87916649720582,-4.2371585721222415e-17,0.87916649720582
572,0.8839490615081878,-1.0382890421143329e-16,0.8839490615081878
573,0.888640843782644,-2.2133115679117903e-17,0.888640843782644
574,0.8932413621807122,3.226663128048437e-17,0.8932413621807122
575,0.8977501442267619,-3.95059653180806e-17,0.8977501442267619
576,0.9021667268665379,-1.3117713459267534e-16,0.9021667268665379
577,0.9064906565147022,6.25302022302879e-18,0.9064906565147022
578,0.9107214891014379,-3.1513503723880344e-17,0.9107214891014379
579,0.9148587901180383,-8.085496783750336e-17,0.9148587901180383
580,0.9189021346615399,5.16663623528701e-17,0.9189021346615399
581,0.9228511074783554,-5.824113535228959e-17,0.9228511074783554
582,0.9267053030069282,3.3932162463704555e-18,0.9267053030069282
583,0.9304643254193715,2.0143174984493657e-18,0.9304643254193715
584,0.9341277886621331,-1.500298895103478e-17,0.9341277886621331
585,0.9376953164956318,-1.6541029374264028e-16,0.9376953164956318
586,0.9411665425329063,-2.3117989888471685e-17,0.9411665425329063
587,0.9445411102772409,4.0348505438680237e-19,0.9445411102772409
588,0.9478186731587731,6.570196712374918e-17,0.9478186731587731
589,0.9509988945700913,7.218197600828616e-17,0.9509988945700913
590,0.9540814479008056,3.5277122230481326e-18,0.9540814479008056
591,0.9570660165710866,2.4927548949473304e-18,0.9570660165710866
592,0.9599522940641799,-9.292782045788931e-17,0.9599522940641799
593,0.962739983957891,-4.57163175761772e-17,0.962739983957891
594,0.9654287999550153,-5.088115687527493e-18,0.9654287999550153
595,0.9680184659127553,1.9364550016061925e-18,0.9680184659127553
596,0.970508715871069,4.4478982148590486e-17,0.970508715871069
597,0.9728992940799953,-7.16748805017046e-17,0.9728992940799953
598,0.9751899550259067,3.4150529808010017e-18,0.9751899550259067
599,0.9773804634567361,6.676725804637882e-17,0.9773804634567361
600,0.9794705944061289,-1.0818045920362429e-16,0.9794705944061289
601,0.9814601332165509,1.829189983244347e-17,0.9814601332165509
602,0.9833488755613304,-1.309440190662931e-17,0.9833488755613304
603,0.9851366274656493,-7.48872670646785e-17,0.9851366274656493
604,0.9868232053264577,6.21282036175656e-17,0.9868232053264577
605,0.9884084359313333,2.858701759968814e-17,0.9884084359313333
606,0.9898921564762688,4.345341741292503e-17,0.9898921564762688
607,0.9912742145823927,3.502466015021399e-17,0.9912742145823927
608,0.9925544683116214,4.50061943908904e-17,0.9925544683116214
609,0.9937327861812313,-7.468548369869018e-17,0.9937327861812313
610,0.9948090471773592,5.660163533476848e-17,0.9948090471773592
611,0.9957831407674514,-7.566355961315748e-18,0.9957831407674514
612,0.9966549669115838,-1.0214401225614325e-16,0.9966549669115838
613,0.9974244360727588,-4.5333864872873687e-17,0.9974244360727588
614,0.9980914692260944,-4.060812326342962e-17,0.9980914692260944
615,0.9986559978669405,5.845781236157927e-18,0.9986559978669405
616,0.9991179640179113,4.145048754789768e-17,0.9991179640179113
617,0.9994773202348421,2.490695318806202e-18,0.9994773202348421
618,0.9997340296116636,8.171475597199722e-18,0.9997340296116636
619,0.9998880657841892,-9.666445225030737e-17,0.9998880657841892
620,0.9999394129328258,1.738643907619531e-17,0.9999394129328258
621,0.9998880657841909,5.3300231982231946e-18,0.9998880657841909
622,0.9997340296116668,7.130742064618744e-18,0.9997340296116668
623,0.9994773202348469,9.646316102749062e-17,0.9994773202348469
624,0.9991179640179176,2.181807038602104e-18,0.9991179640179176
625,0.9986559978669485,7.787902146435397e-17,0.9986559978669485
626,0.998091469226104,2.8198890916887234e-17,0.998091469226104
627,0.9974244360727703,-5.561077573935954e-17,0.9974244360727703
628,0.9966549669115967,-7.387824127975241e-17,0.9966549669115967
629,0.9957831407674655,-7.134218155263682e-17,0.9957831407674655
630,0.9948090471773751,-2.998931147646108e-17,0.9948090471773751
631,0.9937327861812492,1.1772089640106366e-17,0.9937327861812492
632,0.9925544683116405,-1.9082517288685537e-17,0.9925544683116405
633,0.9912742145824137,3.046639238449086e-17,0.9912742145824137
634,0.9898921564762908,-6.914852222200598e-17,0.9898921564762908
635,0.9884084359313573,-7.391201739634085e-17,0.9884084359313573
636,0.9868232053264828,4.646545919182745e-17,0.9868232053264828
637,0.9851366274656765,-1.102497954677359e-16,0.9851366274656765
638,0.983348875561359,1.4895767341829454e-17,0.983348875561359
639,0.9814601332165815,-6.6044087978868e-18,0.9814601332165815
640,0.9794705944061609,-7.941270251927176e-17,0.9794705944061609
641,0.9773804634567693,2.557690733026799e-17,0.9773804634567693
642,0.9751899550259416,-9.085056188368317e-17,0.9751899550259416
643,0.9728992940800315,4.3890352766186803e-17,0.9728992940800315
644,0.9705087158711074,-1.9261500700103958e-16,0.9705087158711074
645,0.9680184659127946,8.669745718779447e-17,0.9680184659127946
646,0.9654287999550561,1.4047245258327555e-17,0.9654287999550561
647,0.9627399839579338,1.2391102416360287e-18,0.9627399839579338
648,0.9599522940642246,-1.0641377927620646e-17,0.9599522940642246
649,0.9570660165711317,-5.4518653042589555e-17,0.9570660165711317
650,0.9540814479008525,-5.741529579524793e-19,0.9540814479008525
651,0.9509988945701409,-3.0828146457780595e-17,0.9509988945701409
652,0.9478186731588226,-6.702641068860118e-17,0.9478186731588226
653,0.9445411102772924,9.025661499683257e-17,0.9445411102772924
654,0.94116654253296,-1.1337399611871609e-17,0.94116654253296
655,0.9376953164956863,5.81877757824089e-17,0.9376953164956863
656,0.934127788662189,1.1279261254406986e-16,0.934127788662189
657,0.9304643254194289,2.6428107311747488e-17,0.9304643254194289
658,0.9267053030069873,9.774718705875069e-17,0.9267053030069873
659,0.9228511074784163,5.458728710219155e-17,0.9228511074784163
660,0.918902134661602,-1.7786938011251028e-16,0.918902134661602
661,0.9148587901181011,-2.5704907621741534e-17,0.9148587901181011
662,0.9107214891015026,-1.0221369477338047e-16,0.9107214891015026
663,0.9064906565147681,-1.199274342218756e-16,0.9064906565147681
664,0.9021667268666057,-7.864951362022048e-17,0.9021667268666057
665,0.8977501442268306,2.479376926823226e-17,0.8977501442268306
666,0.893241362180783,5.284803066101685e-18,0.893241362180783
667,0.8886408437827145,-6.454281091215518e-17,0.8886408437827145
668,0.8839490615082609,1.5371895213972964e-16,0.8839490615082609
669,0.8791664972058955,1.3967204574119567e-16,0.8791664972058955
670,0.8742936420474583,6.180641245188882e-17,0.8742936420474583
671,0.8693309964777065,-3.7626713114530935e-17,0.8693309964777065
672,0.8642790701629188,-4.0917791777626216e-18,0.8642790701629188
673,0.8591383819385517,-7.36337438775715e-18,0.8591383819385517
674,0.8539094597559576,-3.656738857769561e-17,0.8539094597559576
675,0.8485928406281622,3.664947841234903e-18,0.8485928406281622
676,0.8431890705747108,-1.997302743673143e-17,0.8431890705747108
677,0.8376987045655955,-4.5697752247357705e-17,0.8376987045655955
678,0.8321223064642611,8.298966471346073e-18,0.8321223064642611
679,0.8264604489696871,5.324285973593713e-18,0.8264604489696871
680,0.8207137135575814,-1.0806005886257551e-16,0.8207137135575814
681,0.8148826904206555,8.728955227685165e-17,0.8148826904206555
682,0.8089679784080156,2.5565618628630334e-17,0.8089679784080156
683,0.8029701849636617,5.364663968843556e-18,0.8029701849636617
684,0.7968899260640924,3.792767331746166e-17,0.7968899260640924
685,0.7907278261550605,6.746955945424497e-17,0.7907278261550605
686,0.7844845180874236,-2.6110503053470178e-17,0.7844845180874236
687,0.7781606430521683,1.183813602675893e-16,0.7781606430521683
688,0.7717568505145442,-3.575642965131027e-17,0.7717568505145442
689,0.7652737981473728,4.2125350148913075e-17,0.7652737981473728
690,0.7587121517635016,-8.236444755731104e-17,0.7587121517635016
691,0.7520725852474222,1.4558913046090446e-16,0.7520725852474222
692,0.7453557804860669,8.58200755072032e-17,0.7453557804860669
693,0.7385624272987754,-3.6752896347606815e-17,0.7385624272987754
694,0.7316932233664475,-8.227277483542482e-18,0.7316932233664475
695,0.7247488741598966,1.1792322091089376e-17,0.7247488741598966
696,0.7177300928673958,3.0389177797805826e-17,0.7177300928673958
697,0.7106376003214291,7.96457209871089e-18,0.7106376003214291
698,0.7034721249246687,2.0907466809729418e-17,0.7034721249246687
699,0.6962344025751593,-5.864599933089016e-17,0.6962344025751593
700,0.6889251765907473,7.974120577125557e-17,0.6889251765907473
701,0.6815451976327386,1.866763827479395e-17,0.6815451976327386
702,0.6740952236288065,-1.6478653670995553e-17,0.6740952236288065
703,0.6665760196951535,4.0393886576605823e-17,0.6665760196951535
704,0.6589883580579282,5.761385777784678e-17,0.6589883580579282
705,0.6513330179739273,-8.778260888308496e-17,0.6513330179739273
706,0.6436107856505512,-8.415838992436159e-18,0.6436107856505512
707,0.635822454165073,3.538149845926232e-17,0.635822454165073
708,0.6279688233831845,-4.681892374876783e-17,0.6279688233831845
709,0.6200506998768447,1.3687117275978045e-18,0.6200506998768447
710,0.6120688968414558,2.2338663831275424e-17,0.6120688968414558
711,0.6040242340123323,5.8155229460547345e-18,0.6040242340123323
712,0.5959175375805308,4.5909516913440746e-17,0.5959175375805308
713,0.5877496401079857,6.466749210049401e-17,0.5877496401079857
714,0.5795213804420102,9.4023810067463e-18,0.5795213804420102
715,0.5712336036291475,2.1463867202146893e-17,0.5712336036291475
716,0.5628871608283837,1.2793869516132613e-16,0.5628871608283837
717,0.5544829092237321,-2.546504408520997e-17,0.5544829092237321
718,0.5460217119361969,7.856632003241708e-17,0.5460217119361969
719,0.5375044379351367,-5.2810829567179425e-18,0.5375044379351367
720,0.5289319619490174,-1.6566324511672937e-17,0.5289319619490174
721,0.5203051643755771,-6.347487403992726e-17,0.5203051643755771
722,0.5116249311914068,-9.784953360029583e-17,0.5116249311914068
723,0.5028921538609683,5.864278648851221e-17,0.5028921538609683
724,0.4941077292450299,-2.9583555169547236e-17,0.4941077292450299
725,0.4852725595085623,5.2917234710782475e-17,0.4852725595085623
726,0.47638755202808886,1.5253711546146203e-17,0.47638755202808886
727,0.467453619298494,5.430778383117301e-17,0.467453619298494
728,0.45847167883931317,-6.752110527698105e-17,0.45847167883931317
729,0.4494426531004963,1.8368224843850807e-17,0.4494426531004963
730,0.4403674693676781,-7.217390393429257e-19,0.4403674693676781
731,0.43124705966694504,-2.1861512972413277e-17,0.43124705966694504
732,0.42208236066911065,3.830108141496685e-17,0.42208236066911065
733,0.41287431359352567,-2.5593827963204593e-17,0.41287431359352567
734,0.40362386411140727,-8.213251419960831e-18,0.40362386411140727
735,0.39433196224872463,4.689120182889823e-17,0.39433196224872463
736,0.384999562288627,4.846870831015104e-18,0.384999562288627
737,0.3756276226734398,3.277007092514454e-17,0.3756276226734398
738,0.3662171059062298,2.4602007997163122e-17,0.3662171059062298
739,0.3567689784519604,3.018146668015677e-18,0.3567689784519604
740,0.3472842106382285,-8.708061651201497e-18,0.3472842106382285
741,0.33776377655561823,2.0247659707712797e-17,0.33776377655561823
742,0.32820865395765625,5.959552227491022e-17,0.32820865395765625
743,0.31861982416039786,1.9323414970166458e-17,0.31861982416039786
744,0.30899827194164536,4.920203775898604e-17,0.30899827194164536
745,0.2993449854398117,4.7442065516268865e-17,0.2993449854398117
746,0.2896609560524357,-2.3782255595066928e-17,0.2896609560524357
747,0.2799471783343678,3.6437784798099745e-20,0.2799471783343678
748,0.270204649895626,-2.7066371721285478e-17,0.270204649895626
749,0.26043437129894326,6.0918509576020936e-18,0.26043437129894326
750,0.25063734595700915,1.8560801792253357e-17,0.25063734595700915
751,0.24081458002941492,1.284836132530622e-16,0.24081458002941492
752,0.23096708231932656,1.364431353361959e-17,0.23096708231932656
753,0.22109586416987606,3.2005360318175206e-17,0.22109586416987606
754,0.2112019393602945,3.7577537026915793e-17,0.2112019393602945
755,0.20128632400180108,-3.543625734271034e-17,0.20128632400180108
756,0.1913500364332464,-5.228374193899311e-17,0.1913500364332464
757,0.1813940971165258,-5.776487795561045e-17,0.1813940971165258
758,0.17141952853178036,-3.748942465198456e-17,0.17141952853178036
759,0.1614273550723869,-7.601534145472072e-17,0.1614273550723869
760,0.1514186029397505,1.7273924983605656e-17,0.1514186029397505
761,0.14139430003791567,4.764145355652921e-17,0.14139430003791567
762,0.13135547586800017,-1.4767273112750986e-17,0.13135547586800017
763,0.12130316142246184,2.835607348948207e-17,0.12130316142246184
764,0.11123838907921661,5.471699938334061e-18,0.11123838907921661
765,0.10116219249561482,3.504788658284619e-17,0.10116219249561482
766,0.09107560650228,-2.6942229867814947e-17,0.09107560650228
767,0.08097966699683522,-5.206097186417483e-17,0.08097966699683522
768,0.07087541083751409,-1.209349661514314e-17,0.07087541083751409
769,0.06076387573667339,-9.927805659786286e-17,0.06076387573667339
770,0.05064610015422189,-9.80969111035068e-17,0.05064610015422189
771,0.04052312319096894,7.071573260029583e-18,0.04052312319096894
772,0.030395984481908757,-1.4573711325974681e-16,0.030395984481908757
773,0.020265724089448583,9.849209055126825e-18,0.020265724089448583
774,0.010133382396595,2.896654459057893e-17,0.010133382396595
775,1.0398992839817537e-13,3.1266330564567223e-17,1.0398993309855078e-13
776,-0.010133382396387126,7.433350028461632e-18,0.010133382396387126
777,-0.020265724089240423,-7.75748277426878e-17,0.020265724089240423
778,-0.030395984481700507,-6.336936400185109e-17,0.030395984481700507
779,-0.040523123190760235,2.3259452884680712e-17,0.040523123190760235
780,-0.05064610015401333,-4.8391664438355833e-17,0.05064610015401333
781,-0.06076387573646486,-1.1544440647043623e-17,0.06076387573646486
782,-0.0708754108373056,-1.6756294357909583e-17,0.0708754108373056
783,-0.08097966699662681,-6.659255164044275e-17,0.08097966699662681
784,-0.09107560650207211,-5.848857038522599e-17,0.09107560650207211
785,-0.1011621924954068,1.214832343538091e-18,0.1011621924954068
786,-0.11123838907900878,6.136816275692085e-18,0.11123838907900878
787,-0.12130316142225417,2.376947169972834e-17,0.12130316142225417
788,-0.1313554758677928,8.808400189499427e-17,0.1313554758677928
789,-0.14139430003770856,7.820827126710207e-17,0.14139430003770856
790,-0.15141860293954373,-1.4642606293613776e-17,0.15141860293954373
791,-0.16142735507218123,-1.996926746408804e-17,0.16142735507218123
792,-0.17141952853157486,-3.626799366077514e-17,0.17141952853157486
793,-0.18139409711632018,-1.5889986643634394e-17,0.18139409711632018
794,-0.191350036433041,3.571283681872265e-17,0.191350036433041
795,-0.20128632400159605,1.760844166370686e-17,0.20128632400159605
796,-0.21120193936008988,-1.4472598724421618e-17,0.21120193936008988
797,-0.22109586416967134,1.8470441239500377e-17,0.22109586416967134
798,-0.23096708231912333,-2.9714787148577986e-17,0.23096708231912333
799,-0.24081458002921216,-6.111527540422152e-17,0.24081458002921216
800,-0.25063734595680703,-1.1626674606783569e-17,0.25063734595680703
801,-0.26043437129874175,1.2579970517406252e-17,0.26043437129874175
802,-0.2702046498954256,2.861175872432762e-17,0.2702046498954256
803,-0.27994717833416766,3.1530614124875655e-17,0.27994717833416766
804,-0.28966095605223624,2.462425954138941e-17,0.28966095605223624
805,-0.2993449854396131,-1.555906109395345e-17,0.2993449854396131
806,-0.30899827194144835,1.2527262564435843e-17,0.30899827194144835
807,-0.31861982416019974,-5.861298263268152e-17,0.31861982416019974
808,-0.328208653957459,1.1468948509456471e-17,0.328208653957459
809,-0.3377637765554221,1.0917854852863074e-16,0.3377637765554221
810,-0.3472842106380328,3.453167691874564e-17,0.3472842106380328
811,-0.356768978451765,3.452730328105005e-17,0.356768978451765
812,-0.36621710590603473,-7.545224378702847e-17,0.36621710590603473
813,-0.37562762267324534,2.7238959366544692e-17,0.37562762267324534
814,-0.38499956228843335,-6.253814169180482e-18,0.38499956228843335
815,-0.39433196224853195,-1.500853976538519e-17,0.39433196224853195
816,-0.4036238641112155,1.8628268743491462e-18,0.4036238641112155
817,-0.41287431359333465,-4.239790038271549e-17,0.41287431359333465
818,-0.4220823606689202,-2.383371193746869e-17,0.4220823606689202
819,-0.4312470596667551,-1.5099816322815455e-17,0.4312470596667551
820,-0.44036746936748955,3.245941128023223e-17,0.44036746936748955
821,-0.4494426531003086,1.6250944650045527e-17,0.4494426531003086
822,-0.4584716788391258,-6.372152073067763e-17,0.4584716788391258
823,-0.4674536192983081,1.219734458874068e-16,0.4674536192983081
824,-0.47638755202790384,5.2897951546967717e-17,0.47638755202790384
825,-0.48527255950837783,-1.9124065185279534e-17,0.48527255950837783
826,-0.4941077292448466,-3.460215944395124e-17,0.4941077292448466
827,-0.5028921538607866,-1.2528837197547144e-17,0.5028921538607866
828,-0.5116249311912259,-4.085316366558967e-17,0.5116249311912259
829,-0.5203051643753974,-6.316417423217858e-17,0.5203051643753974
830,-0.5289319619488383,1.1871348447192817e-17,0.5289319619488383
831,-0.5375044379349588,1.4484191802111844e-17,0.5375044379349588
832,-0.5460217119360201,5.544642509968012e-17,0.5460217119360201
833,-0.5544829092235558,6.3350757070023115e-18,0.5544829092235558
834,-0.5628871608282097,-4.9409598187837526e-17,0.5628871608282097
835,-0.5712336036289749,1.597701900403689e-17,0.5712336036289749
836,-0.5795213804418389,4.761006152369699e-17,0.5795213804418389
837,-0.5877496401078145,5.683858862383236e-17,0.5877496401078145
838,-0.5959175375803614,3.4098159539511556e-17,0.5959175375803614
839,-0.6040242340121644,-3.312907149355923e-17,0.6040242340121644
840,-0.6120688968412888,9.909456634854431e-17,0.6120688968412888
841,-0.620050699876679,-7.833202907092438e-17,0.620050699876679
842,-0.6279688233830194,8.929787370212935e-17,0.6279688233830194
843,-0.6358224541649098,-6.120338312030677e-17,0.6358224541649098
844,-0.643610785650389,5.072227928072419e-17,0.643610785650389
845,-0.6513330179737653,6.420034289052481e-17,0.6513330179737653
846,-0.6589883580577693,-4.749367279408892e-17,0.6589883580577693
847,-0.666576019694995,8.1090124634078e-17,0.666576019694995
848,-0.67409522362865,7.751921926107374e-17,0.67409522362865
849,-0.6815451976325827,1.3966645338887384e-17,0.6815451976325827
850,-0.6889251765905934,7.346408768943362e-17,0.6889251765905934
851,-0.6962344025750075,3.0256411471925785e-17,0.6962344025750075
852,-0.7034721249245178,3.485083950255678e-17,0.7034721249245178
853,-0.7106376003212799,1.6355188916250428e-18,0.7106376003212799
854,-0.7177300928672478,3.022306624649716e-17,0.7177300928672478
855,-0.7247488741597503,1.6539704059507842e-17,0.7247488741597503
856,-0.731693223366302,-4.9651888874988393e-17,0.731693223366302
857,-0.7385624272986316,9.054829218093029e-17,0.7385624272986316
858,-0.7453557804859257,5.885617638868959e-17,0.7453557804859257
859,-0.7520725852472825,7.016998679767569e-17,0.7520725852472825
860,-0.7587121517633637,3.8139886851533876e-17,0.7587121517633637
861,-0.765273798147236,5.390321982713257e-17,0.765273798147236
862,-0.7717568505144091,2.1621664807381552e-17,0.7717568505144091
863,-0.7781606430520349,3.1952224474849287e-17,0.7781606430520349
864,-0.7844845180872929,-7.169720053611612e-18,0.7844845180872929
865,-0.7907278261549296,9.478573228116696e-17,0.7907278261549296
866,-0.7968899260639637,7.579479893018988e-17,0.7968899260639637
