t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(223.0144905972793),np.float64(-34.81400963870972),np.float64(6.192637525154273),np.float64(27.302675610174465),np.float64(4.440892098500626e-16)
1,np.float64(223.01449059728),np.float64(-34.81400963870969),np.float64(6.192637525154312),np.float64(28.494693562523526),np.float64(8.881784197001252e-16)
2,np.float64(223.01449059727915),np.float64(-34.81400963870957),np.float64(6.192637525154275),np.float64(39.14241240184674),np.float64(8.881784197001252e-16)
3,np.float64(223.01449059727923),np.float64(-34.814009638709464),np.float64(6.192637525154465),np.float64(48.671122233681),np.float64(1.7763568394002505e-15)
4,np.float64(223.01449059727898),np.float64(-34.814009638709194),np.float64(6.192637525154616),np.float64(73.26138483247888),np.float64(3.552713678800501e-15)
5,np.float64(223.01449059727844),np.float64(-34.81400963870935),np.float64(6.1926375251541135),np.float64(95.34630725075436),np.float64(3.552713678800501e-15)
6,np.float64(223.01449059727918),np.float64(-34.814009638709344),np.float64(6.192637525154794),np.float64(99.35121587903804),np.float64(7.105427357601002e-15)
7,np.float64(223.01449059727886),np.float64(-34.814009638709194),np.float64(6.192637525155689),np.float64(101.8265815406187),np.float64(3.552713678800501e-15)
8,np.float64(223.01449059727872),np.float64(-34.814009638709294),np.float64(6.1926375251556),np.float64(105.19468406367928),np.float64(3.552713678800501e-15)
9,np.float64(223.01449059727886),np.float64(-34.814009638709344),np.float64(6.19263752515573),np.float64(105.69632185299665),np.float64(7.105427357601002e-15)
10,np.float64(223.0144905972788),np.float64(-34.81400963870935),np.float64(6.192637525155355),np.float64(105.8033210492248),np.float64(3.552713678800501e-15)
11,np.float64(223.01449059727935),np.float64(-34.81400963870942),np.float64(6.192637525155327),np.float64(105.83301424348578),np.float64(7.105427357601002e-15)
12,np.float64(223.01449059727946),np.float64(-34.81400963870935),np.float64(6.192637525155334),np.float64(105.8423385486529),np.float64(7.105427357601002e-15)
13,np.float64(223.0144905972791),np.float64(-34.81400963870922),np.float64(6.192637525155419),np.float64(105.84376077039832),np.float64(7.105427357601002e-15)
14,np.float64(223.01449059727912),np.float64(-34.81400963870939),np.float64(6.192637525155659),np.float64(105.84398512749232),np.float64(7.105427357601002e-15)
15,np.float64(223.01449059727932),np.float64(-34.81400963870948),np.float64(6.192637525155693),np.float64(105.84405311007816),np.float64(7.105427357601002e-15)
16,np.float64(223.01449059727904),np.float64(-34.814009638709436),np.float64(6.192637525155623),np.float64(105.84408855917258),np.float64(3.552713678800501e-15)
17,np.float64(223.01449059727915),np.float64(-34.81400963870945),np.float64(6.192637525155494),np.float64(105.8441204783712),np.float64(7.105427357601002e-15)
18,np.float64(223.01449059727912),np.float64(-34.81400963870934),np.float64(6.192637525155572),np.float64(105.84416314453755),np.float64(3.552713678800501e-15)
19,np.float64(223.01449059727886),np.float64(-34.814009638709194),np.float64(6.192637525155597),np.float64(105.84420979947474),np.float64(7.105427357601002e-15)
20,np.float64(223.01449059727972),np.float64(-34.81400963870912),np.float64(6.192637525155753),np.float64(105.84424381876873),np.float64(3.552713678800501e-15)
21,np.float64(223.01449059727963),np.float64(-34.81400963870912),np.float64(6.192637525155698),np.float64(105.84426589951609),np.float64(7.105427357601002e-15)
22,np.float64(223.01449059728003),np.float64(-34.81400963870919),np.float64(6.192637525155572),np.float64(105.84429735971658),np.float64(7.105427357601002e-15)
23,np.float64(223.01449059727966),np.float64(-34.81400963870903),np.float64(6.1926375251555825),np.float64(105.84434050626352),np.float64(3.552713678800501e-15)
24,np.float64(223.01449059728014),np.float64(-34.81400963870914),np.float64(6.192637525155682),np.float64(105.84437045716469),np.float64(7.105427357601002e-15)
25,np.float64(223.01449059728088),np.float64(-34.81400963870922),np.float64(6.192637525156048),np.float64(105.84438589935829),np.float64(3.552713678800501e-15)
26,np.float64(223.01449059728037),np.float64(-34.8140096387092),np.float64(6.192637525156108),np.float64(105.844407711802),np.float64(3.552713678800501e-15)
27,np.float64(223.01449059728014),np.float64(-34.81400963870931),np.float64(6.192637525156021),np.float64(105.84443308455997),np.float64(7.105427357601002e-15)
28,np.float64(223.01449059728014),np.float64(-34.81400963870938),np.float64(6.192637525155863),np.float64(105.84444932016038),np.float64(3.552713678800501e-15)
29,np.float64(223.01449059728034),np.float64(-34.81400963870931),np.float64(6.192637525155931),np.float64(105.84446119780478),np.float64(3.552713678800501e-15)
30,np.float64(223.01449059728031),np.float64(-34.81400963870939),np.float64(6.192637525156165),np.float64(105.8444740730198),np.float64(7.105427357601002e-15)
31,np.float64(223.01449059728043),np.float64(-34.81400963870935),np.float64(6.192637525156265),np.float64(105.84448708773613),np.float64(7.105427357601002e-15)
32,np.float64(223.01449059728063),np.float64(-34.814009638709344),np.float64(6.192637525156286),np.float64(105.84449866083557),np.float64(7.105427357601002e-15)
33,np.float64(223.01449059728057),np.float64(-34.81400963870927),np.float64(6.192637525156805),np.float64(105.84450631760836),np.float64(7.105427357601002e-15)
34,np.float64(223.01449059728057),np.float64(-34.81400963870922),np.float64(6.192637525157284),np.float64(105.84451370945426),np.float64(3.552713678800501e-15)
35,np.float64(223.01449059728097),np.float64(-34.814009638709244),np.float64(6.192637525157689),np.float64(105.84452352110911),np.float64(7.105427357601002e-15)
36,np.float64(223.01449059728066),np.float64(-34.814009638709145),np.float64(6.192637525157586),np.float64(105.84453032950286),np.float64(7.105427357601002e-15)
37,np.float64(223.01449059728037),np.float64(-34.81400963870914),np.float64(6.192637525157487),np.float64(105.84453446616673),np.float64(7.105427357601002e-15)
38,np.float64(223.0144905972805),np.float64(-34.81400963870916),np.float64(6.192637525157419),np.float64(105.84454083959625),np.float64(2.220446049250313e-16)
39,np.float64(223.0144905972803),np.float64(-34.814009638709166),np.float64(6.192637525157366),np.float64(105.84454670318596),np.float64(3.552713678800501e-15)
40,np.float64(223.01449059728037),np.float64(-34.81400963870916),np.float64(6.192637525157284),np.float64(105.84454979266435),np.float64(3.552713678800501e-15)
41,np.float64(223.01449059728031),np.float64(-34.81400963870927),np.float64(6.192637525157252),np.float64(105.84455338814864),np.float64(3.552713678800501e-15)
42,np.float64(223.01449059727963),np.float64(-34.81400963870925),np.float64(6.192637525157274),np.float64(105.84455767960944),np.float64(3.552713678800501e-15)
43,np.float64(223.01449059728026),np.float64(-34.81400963870933),np.float64(6.192637525157185),np.float64(105.84456048703159),np.float64(7.105427357601002e-15)
44,np.float64(223.01449059728003),np.float64(-34.81400963870928),np.float64(6.192637525157178),np.float64(105.84456260088997),np.float64(7.105427357601002e-15)
45,np.float64(223.0144905972799),np.float64(-34.814009638709294),np.float64(6.192637525157689),np.float64(105.84456542157537),np.float64(7.105427357601002e-15)
46,np.float64(223.01449059728014),np.float64(-34.81400963870942),np.float64(6.192637525157501),np.float64(105.84456798698656),np.float64(7.105427357601002e-15)
47,np.float64(223.01449059728088),np.float64(-34.814009638709585),np.float64(6.1926375251575365),np.float64(105.84456947430034),np.float64(7.105427357601002e-15)
48,np.float64(223.01449059728077),np.float64(-34.81400963870952),np.float64(6.192637525157384),np.float64(105.84457130011307),np.float64(7.105427357601002e-15)
49,np.float64(223.014490597281),np.float64(-34.814009638709464),np.float64(6.192637525157403),np.float64(105.84457354512595),np.float64(7.105427357601002e-15)
50,np.float64(223.01449059728122),np.float64(-34.814009638709564),np.float64(6.192637525157684),np.float64(105.84457474639282),np.float64(3.552713678800501e-15)
51,np.float64(223.01449059728094),np.float64(-34.814009638709564),np.float64(6.192637525157394),np.float64(105.84457601595638),np.float64(3.552713678800501e-15)
52,np.float64(223.01449059728083),np.float64(-34.81400963870951),np.float64(6.192637525157508),np.float64(105.84457793604523),np.float64(7.105427357601002e-15)
53,np.float64(223.0144905972807),np.float64(-34.81400963870953),np.float64(6.192637525157348),np.float64(105.84457892738006),np.float64(3.552713678800501e-15)
54,np.float64(223.01449059728105),np.float64(-34.81400963870968),np.float64(6.192637525156828),np.float64(105.84457991182124),np.float64(7.105427357601002e-15)
55,np.float64(223.01449059728117),np.float64(-34.814009638709955),np.float64(6.192637525156098),np.float64(105.84458156638037),np.float64(7.105427357601002e-15)
56,np.float64(223.01449059728088),np.float64(-34.81400963870992),np.float64(6.192637525156304),np.float64(105.84458235811786),np.float64(7.105427357601002e-15)
57,np.float64(223.01449059728097),np.float64(-34.814009638709905),np.float64(6.1926375251561065),np.float64(105.84458319373816),np.float64(3.552713678800501e-15)
58,np.float64(223.0144905972807),np.float64(-34.81400963870964),np.float64(6.19263752515619),np.float64(105.84458465385802),np.float64(3.552713678800501e-15)
59,np.float64(223.0144905972811),np.float64(-34.81400963870967),np.float64(6.1926375251567904),np.float64(105.8445852673403),np.float64(3.552713678800501e-15)
60,np.float64(223.01449059728114),np.float64(-34.81400963870968),np.float64(6.192637525156188),np.float64(105.84458601976124),np.float64(3.552713678800501e-15)
61,np.float64(223.01449059728097),np.float64(-34.81400963870984),np.float64(6.1926375251560515),np.float64(105.84458733614947),np.float64(3.552713678800501e-15)
62,np.float64(223.01449059728083),np.float64(-34.81400963870971),np.float64(6.1926375251568295),np.float64(105.84458780748702),np.float64(3.552713678800501e-15)
63,np.float64(223.01449059728048),np.float64(-34.81400963870968),np.float64(6.192637525156934),np.float64(105.84458851343558),np.float64(3.552713678800501e-15)
64,np.float64(223.01449059728088),np.float64(-34.814009638709734),np.float64(6.192637525156904),np.float64(105.84458971141866),np.float64(7.105427357601002e-15)
65,np.float64(223.01449059728083),np.float64(-34.81400963870978),np.float64(6.192637525157377),np.float64(105.84459007713279),np.float64(7.105427357601002e-15)
66,np.float64(223.01449059728088),np.float64(-34.81400963870985),np.float64(6.192637525157005),np.float64(105.84459076141529),np.float64(7.105427357601002e-15)
67,np.float64(223.01449059728105),np.float64(-34.81400963870989),np.float64(6.192637525156638),np.float64(105.84459184975547),np.float64(3.552713678800501e-15)
68,np.float64(223.01449059728122),np.float64(-34.81400963871002),np.float64(6.192637525156304),np.float64(105.8445921389092),np.float64(2.220446049250313e-16)
