label,mode,step,particle,actual_Ra,predicted_minus_partial_chi_E,partial_chi_E_read,g1_balance_error,C_memory,delta_C_memory_forward,sign_match,sweep_case,window_mode
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,32,B,-5.039113696770847e-12,-2.2795736396406032e-11,2.2795736396406032e-11,1.7756622699635185e-11,6.843025701254331e-06,3.738500769010589e-08,True,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,33,A,3.004241258162347e-12,2.0976027498533547e-11,-2.0976027498533547e-11,-1.79717862403712e-11,6.880410708944437e-06,3.440068509759502e-08,True,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,33,B,-3.0042412319043255e-12,-2.0976027498533547e-11,2.0976027498533547e-11,1.797178626662922e-11,6.880410708944437e-06,3.440068509759502e-08,True,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,34,A,1.1307687777665013e-12,1.9301906628662066e-11,-1.9301906628662066e-11,-1.8171137850895565e-11,6.914811394042032e-06,3.165512687100579e-08,True,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,34,B,-1.1307687510849634e-12,-1.9301906628662066e-11,1.9301906628662066e-11,1.8171137877577103e-11,6.914811394042032e-06,3.165512687100579e-08,True,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,35,A,-5.939645409086362e-13,1.7761725615585523e-11,-1.7761725615585523e-11,-1.835569015649416e-11,6.946466520913038e-06,2.912923000956026e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,35,B,5.939644953806153e-13,-1.7761725615585523e-11,1.7761725615585523e-11,1.835569011096614e-11,6.946466520913038e-06,2.912923000956026e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,36,A,-2.181643076913306e-12,1.6344768254735896e-11,-1.6344768254735896e-11,-1.8526411331649202e-11,6.975595750922598e-06,2.680541993776687e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,36,B,2.1816430834778114e-12,-1.6344768254735896e-11,1.6344768254735896e-11,1.8526411338213708e-11,6.975595750922598e-06,2.680541993776687e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,37,A,-3.6430484348063015e-12,1.5041175739568996e-11,-1.5041175739568996e-11,-1.8684224174375298e-11,7.002401170860365e-06,2.4667528212893156e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,37,B,3.6430484508999275e-12,-1.5041175739568996e-11,1.5041175739568996e-11,1.8684224190468924e-11,7.002401170860365e-06,2.4667528212893156e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,38,A,-4.9881269904503145e-12,1.3841878059536605e-11,-1.3841878059536605e-11,-1.883000504998692e-11,7.027068699073258e-06,2.2700680017640033e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,38,B,4.9881269984971275e-12,-1.3841878059536605e-11,1.3841878059536605e-11,1.8830005058033732e-11,7.027068699073258e-06,2.2700680017640033e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,39,A,-6.226053432035507e-12,1.2738530887258707e-11,-1.2738530887258707e-11,-1.8964584319294212e-11,7.049769379090898e-06,2.089119065510428e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,39,B,6.2260534112832e-12,-1.2738530887258707e-11,1.2738530887258707e-11,1.8964584298541905e-11,7.049769379090898e-06,2.089119065510428e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,40,A,-7.365288981736173e-12,1.1723457515647811e-11,-1.1723457515647811e-11,-1.9088746497383982e-11,7.070660569746003e-06,1.922647032566241e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,40,B,7.36528894489024e-12,-1.1723457515647811e-11,1.1723457515647811e-11,1.908874646053805e-11,7.070660569746003e-06,1.922647032566241e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,41,A,-8.413635842988588e-12,1.0789595440855578e-11,-1.0789595440855578e-11,-1.9203231283844164e-11,7.089887040071665e-06,1.7694936523003147e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,41,B,8.41363592684485e-12,-1.0789595440855578e-11,1.0789595440855578e-11,1.9203231367700426e-11,7.089887040071665e-06,1.7694936523003147e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,42,A,-9.378287703983457e-12,9.930447219350286e-12,-9.930447219350286e-12,-1.9308734923333743e-11,7.107581976594668e-06,1.6285933439734467e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,42,B,9.37828762563291e-12,-9.930447219350286e-12,9.930447219350286e-12,1.9308734844983195e-11,7.107581976594668e-06,1.6285933439734467e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,43,A,-1.0265875348696059e-11,9.140035257095295e-12,-9.140035257095295e-12,-1.9405910605791355e-11,7.123867910034403e-06,1.4989657821636283e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,43,B,1.0265875345731444e-11,-9.140035257095295e-12,9.140035257095295e-12,1.940591060282674e-11,7.123867910034403e-06,1.4989657821636283e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,44,A,-1.108251108207026e-11,8.412860216167127e-12,-8.412860216167127e-12,-1.9495371298237385e-11,7.138857567856039e-06,1.379709075451409e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,44,B,1.1082511096893337e-11,-8.412860216167127e-12,8.412860216167127e-12,1.9495371313060462e-11,7.138857567856039e-06,1.379709075451409e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,45,A,-1.1833827558008821e-11,7.743862749429012e-12,-7.743862749429012e-12,-1.9577690307437833e-11,7.152654658610553e-06,1.2699934909063579e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,45,B,1.1833827627042007e-11,-7.743862749429012e-12,7.743862749429012e-12,1.957769037647102e-11,7.152654658610553e-06,1.2699934909063579e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,46,A,-1.2525015577371634e-11,7.128388296875248e-12,-7.128388296875248e-12,-1.965340387424688e-11,7.1653545935196166e-06,1.1690556806875406e-08,False,C_source_double,combined_minus_R2_R3_residual
C_source_double:combined_minus_R2_R3_residual,combined_minus_R2_R3_residual,46,B,1.2525015479962845e-11,-7.128388296875248e-12,7.128388296875248e-12,1.965340377683809e-11,7.1653545935196166e-06,1.1690556806875406e-08,False,C_source_double,combined_minus_R2_R3_residual
C_return_half:C_only,single_C_memory_time_gradient,1,A,7.54360825978402e-11,7.543608259784011e-11,-7.543608259784011e-11,9.04728794979874e-26,5.612786792632909e-07,2.4743035092091554e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,1,B,-7.543608259784015e-11,-7.543608259784011e-11,7.543608259784011e-11,-3.877409121342317e-26,5.612786792632909e-07,2.4743035092091554e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,2,A,6.94011959240452e-11,6.940119592404517e-11,-6.940119592404517e-11,3.877409121342317e-26,8.087090301842064e-07,2.2763592263086815e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,2,B,-6.940119592404513e-11,-6.940119592404517e-11,6.940119592404517e-11,3.877409121342317e-26,8.087090301842064e-07,2.2763592263086815e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,3,A,6.384910016558477e-11,6.384910016558502e-11,-6.384910016558502e-11,-2.455692443516801e-25,1.0363449528150745e-06,2.0942504854311888e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,3,B,-6.384910016558486e-11,-6.384910016558502e-11,6.384910016558502e-11,1.550963648536927e-25,1.0363449528150745e-06,2.0942504854311888e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,4,A,5.874117205071897e-11,5.874117205071833e-11,-5.874117205071833e-11,6.333101564859118e-25,1.2457700013581934e-06,1.9267104432635615e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,4,B,-5.874117205071886e-11,-5.874117205071833e-11,5.874117205071833e-11,-5.299125799167834e-25,1.2457700013581934e-06,1.9267104432635615e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,5,A,5.4041878169323626e-11,5.40418781693246e-11,-5.40418781693246e-11,-9.758146288711498e-25,1.4384410456845496e-06,1.772573603953847e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,5,B,-5.4041878169323445e-11,-5.40418781693246e-11,5.40418781693246e-11,1.1567603878671246e-24,1.4384410456845496e-06,1.772573603953847e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,6,A,4.971852778398353e-11,4.9718527783983134e-11,-4.9718527783983134e-11,3.9420326066980225e-25,1.6156984060799343e-06,1.630767711314647e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,6,B,-4.971852778398398e-11,-4.9718527783983134e-11,4.9718527783983134e-11,-8.465676581597393e-25,1.6156984060799343e-06,1.630767711314647e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,7,A,4.5741045416167275e-11,4.574104541616669e-11,-4.574104541616669e-11,5.880737167369181e-25,1.778775177211399e-06,1.5003062896502673e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,7,B,-4.574104541616624e-11,-4.574104541616669e-11,4.574104541616669e-11,4.459020489543665e-25,1.778775177211399e-06,1.5003062896502673e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,8,A,4.2081761625536365e-11,4.2081761625536824e-11,-4.2081761625536824e-11,-4.588267460255075e-25,1.9288058061764257e-06,1.3802817813176077e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,8,B,-4.208176162553726e-11,-4.2081761625536824e-11,4.2081761625536824e-11,-4.329773518832254e-25,1.9288058061764257e-06,1.3802817813176077e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,9,A,3.8715220526898595e-11,3.871522052689862e-11,-3.871522052689862e-11,-2.5849394142282115e-26,2.0668339843081865e-06,1.2698592332822747e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,9,B,-3.871522052689875e-11,-3.871522052689862e-11,3.871522052689862e-11,-1.2924697071141057e-25,2.0668339843081865e-06,1.2698592332822747e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,10,A,3.561800270579144e-11,3.561800270579256e-11,-3.561800270579256e-11,-1.1179862966537015e-24,2.193819907636414e-06,1.168270488749996e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,10,B,-3.561800270579222e-11,-3.561800270579256e-11,3.561800270579256e-11,3.42504472385238e-25,2.193819907636414e-06,1.168270488749996e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,11,A,3.2768562300847415e-11,3.276856230084533e-11,-3.276856230084533e-11,2.0873385769892808e-24,2.3106469565114135e-06,1.0748088434677268e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,11,B,-3.276856230084638e-11,-3.276856230084533e-11,3.276856230084533e-11,-1.0533628112979962e-24,2.3106469565114135e-06,1.0748088434677268e-07,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,12,A,3.0147077119526493e-11,3.014707711952691e-11,-3.014707711952691e-11,-4.1359030627651384e-25,2.4181278408581862e-06,9.888241295204826e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,12,B,-3.014707711952422e-11,-3.014707711952691e-11,3.014707711952691e-11,2.68833699079734e-24,2.4181278408581862e-06,9.888241295204826e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,13,A,2.7735310744646334e-11,2.773531074464747e-11,-2.773531074464747e-11,-1.137373342260413e-24,2.5170102538102345e-06,9.097181924244371e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,13,B,-2.7735310744649798e-11,-2.773531074464747e-11,2.773531074464747e-11,-2.3264454728053903e-24,2.5170102538102345e-06,9.097181924244371e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,14,A,2.551648567233787e-11,2.5516485672337497e-11,-2.5516485672337497e-11,3.715850407953054e-25,2.607982073052678e-06,8.369407300526699e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,14,B,-2.5516485672336266e-11,-2.5516485672337497e-11,2.5516485672337497e-11,1.2310773960261857e-24,2.607982073052678e-06,8.369407300526699e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,15,A,2.347516659898673e-11,2.3475166598985965e-11,-2.3475166598985965e-11,7.6578830146510765e-25,2.691676146057945e-06,7.699854644467396e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,15,B,-2.3475166598989574e-11,-2.3475166598985965e-11,2.3475166598985965e-11,-3.60922165711614e-24,2.691676146057945e-06,7.699854644467396e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,16,A,2.159715304521903e-11,2.159715304522078e-11,-2.159715304522078e-11,-1.7512964531396133e-24,2.768674692502619e-06,7.083866198832416e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,16,B,-2.1597153045215463e-11,-2.159715304522078e-11,2.159715304522078e-11,5.318512844774545e-24,2.768674692502619e-06,7.083866198832416e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,17,A,1.9869380569981605e-11,1.986938056997883e-11,-1.986938056997883e-11,2.775578696027542e-24,2.8395133544909433e-06,6.517156826953056e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,17,B,-1.9869380569981605e-11,-1.986938056997883e-11,1.986938056997883e-11,-2.775578696027542e-24,2.8395133544909433e-06,6.517156826953056e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,18,A,1.8279829887438845e-11,1.8279829887440396e-11,-1.8279829887440396e-11,-1.5509636485369269e-24,2.904684922760474e-06,5.995784203080449e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,18,B,-1.8279829887441016e-11,-1.8279829887440396e-11,1.8279829887440396e-11,-6.203854594147708e-25,2.904684922760474e-06,5.995784203080449e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,19,A,1.681744325461669e-11,1.6817443254613327e-11,-1.6817443254613327e-11,3.36365241276446e-24,2.9646427647912784e-06,5.516121387513171e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,19,B,-1.6817443254612297e-11,-1.6817443254613327e-11,1.6817443254613327e-11,1.0307445914234993e-24,2.9646427647912784e-06,5.516121387513171e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,20,A,1.5472047547907014e-11,1.547204754791314e-11,-1.547204754791314e-11,-6.126306411720861e-24,3.01980397866641e-06,5.0748315957155095e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,20,B,-1.5472047547913734e-11,-1.547204754791314e-11,1.547204754791314e-11,-5.945360652724886e-25,3.01980397866641e-06,5.0748315957155095e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,21,A,1.4234283493613758e-11,1.4234283493609852e-11,-1.4234283493609852e-11,3.9064896897523846e-24,3.070552294623565e-06,4.6688449859040316e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,21,B,-1.4234283493605797e-11,-1.4234283493609852e-11,1.4234283493609852e-11,4.055123706070507e-24,3.070552294623565e-06,4.6688449859040316e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,22,A,1.3095540559843977e-11,1.3095540559842016e-11,-1.3095540559842016e-11,1.9613227805456555e-24,3.1172407444826055e-06,4.295337303628181e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,22,B,-1.3095540559849354e-11,-1.3095540559842016e-11,1.3095540559842016e-11,-7.337996762140335e-24,3.1172407444826055e-06,4.295337303628181e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,23,A,1.2047897057264364e-11,1.2047897057271458e-11,-1.2047897057271458e-11,-7.094043104922548e-24,3.1601941175188873e-06,3.951710234785038e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,23,B,-1.2047897057270775e-11,-1.2047897057271458e-11,1.2047897057271458e-11,6.833933576365834e-25,3.1601941175188873e-06,3.951710234785038e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,24,A,1.1084065031688607e-11,1.1084065031683604e-11,-1.1084065031683604e-11,5.003473353665482e-24,3.1997112198667377e-06,3.635573330392222e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,24,B,-1.1084065031681576e-11,-1.1084065031683604e-11,1.1084065031683604e-11,2.0275618530352534e-24,3.1997112198667377e-06,3.635573330392222e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,25,A,1.019733956517676e-11,1.0197339565177115e-11,-1.0197339565177115e-11,-3.554291694563791e-25,3.23606695317066e-06,3.3447273773780935e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,25,B,-1.019733956517314e-11,-1.0197339565177115e-11,1.0197339565177115e-11,3.974344349375875e-24,3.23606695317066e-06,3.3447273773780935e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,26,A,9.381552133264369e-12,9.38155213326219e-12,-9.38155213326219e-12,2.1794270436211608e-24,3.269514226944441e-06,3.077149099709998e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,26,B,-9.381552133265713e-12,-9.38155213326219e-12,9.38155213326219e-12,-3.523595539019831e-24,3.269514226944441e-06,3.077149099709998e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,27,A,8.631027693393252e-12,8.631027693391057e-12,-8.631027693391057e-12,2.195582914960087e-24,3.300285717941541e-06,2.8309770834322668e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,27,B,-8.631027693389013e-12,-8.631027693391057e-12,8.631027693391057e-12,2.0437177243741797e-24,3.300285717941541e-06,2.8309770834322668e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,28,A,7.940545206391617e-12,7.940545206400139e-12,-7.940545206400139e-12,-8.522222131283635e-24,3.3285954887758635e-06,2.6044988276992455e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,28,B,-7.940545206405369e-12,-7.940545206400139e-12,7.940545206400139e-12,-5.22965555241045e-24,3.3285954887758635e-06,2.6044988276992455e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,29,A,7.30530131624722e-12,7.305301316244202e-12,-7.305301316244202e-12,3.017916766111437e-24,3.354640477052856e-06,2.3961388317280983e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,29,B,-7.305301316243808e-12,-7.305301316244202e-12,7.305301316244202e-12,3.9420326066980225e-25,3.354640477052856e-06,2.3961388317280983e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,30,A,6.720876935345818e-12,6.720876935345334e-12,-6.720876935345334e-12,4.838683466008433e-25,3.378601865370137e-06,2.2044476347932695e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,30,B,-6.720876935331756e-12,-6.720876935345334e-12,6.720876935345334e-12,1.3578202066800627e-23,3.378601865370137e-06,2.2044476347932695e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,31,A,6.1832065031176416e-12,6.18320650312095e-12,-6.18320650312095e-12,-3.308722450212111e-24,3.4006463417180696e-06,2.0280917330236717e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,31,B,-6.1832065031358395e-12,-6.18320650312095e-12,6.18320650312095e-12,-1.4889251025954498e-23,3.4006463417180696e-06,2.0280917330236717e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,32,A,5.6885497038256666e-12,5.688549703820066e-12,-5.688549703820066e-12,5.6004327996388094e-24,3.4209272590483063e-06,1.8658443028529816e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,32,B,-5.688549703812432e-12,-5.688549703820066e-12,5.688549703820066e-12,7.634457001209633e-24,3.4209272590483063e-06,1.8658443028529816e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,33,A,5.2334654469376995e-12,5.2334654469405405e-12,-5.2334654469405405e-12,-2.8410099749501937e-24,3.439585702076836e-06,1.7165766665964972e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,33,B,-5.233465446941629e-12,-5.2334654469405405e-12,5.2334654469405405e-12,-1.0880979346766878e-24,3.439585702076836e-06,1.7165766665964972e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,34,A,4.814787929210974e-12,4.814787929211846e-12,-4.814787929211846e-12,-8.71609258735075e-25,3.456751468742801e-06,1.5792504407814854e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,34,B,-4.814787929207252e-12,-4.814787929211846e-12,4.814787929211846e-12,4.5939220152236996e-24,3.456751468742801e-06,1.5792504407814854e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,35,A,4.429604611613838e-12,4.429604611613322e-12,-4.429604611613322e-12,5.16180089278696e-25,3.472543973150616e-06,1.4529103126091694e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,35,B,-4.429604611628107e-12,-4.429604611613322e-12,4.429604611613322e-12,-1.4785045655818423e-23,3.472543973150616e-06,1.4529103126091694e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,36,A,4.075235958234788e-12,4.0752359582373545e-12,-4.0752359582373545e-12,-2.5663601621884462e-24,3.4870730762767077e-06,1.3366773943018523e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,36,B,-4.075235958234168e-12,-4.0752359582373545e-12,4.0752359582373545e-12,3.186745621603217e-24,3.4870730762767077e-06,1.3366773943018523e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,37,A,3.749216796051919e-12,3.7492167960407495e-12,-3.7492167960407495e-12,1.1169361650166713e-23,3.500439850219726e-06,1.229743109101366e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,37,B,-3.749216796042613e-12,-3.7492167960407495e-12,3.7492167960407495e-12,-1.8635797589451512e-24,3.500439850219726e-06,1.229743109101366e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,38,A,3.449279165804608e-12,3.449279165816713e-12,-3.449279165816713e-12,-1.210519049747402e-23,3.51273728131074e-06,1.1313635663878819e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,38,B,-3.4492791658149477e-12,-3.449279165816713e-12,3.449279165816713e-12,1.7654328405611738e-24,3.51273728131074e-06,1.1313635663878819e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,39,A,3.1733365450916677e-12,3.173336545088278e-12,-3.173336545088278e-12,3.389501806906742e-24,3.5240509169746187e-06,1.0408543867889553e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,39,B,-3.1733365450705746e-12,-3.173336545088278e-12,3.173336545088278e-12,1.7703603813195463e-23,3.5240509169746187e-06,1.0408543867889553e-08,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,40,A,2.9194693331680833e-12,2.9194693331688903e-12,-2.9194693331688903e-12,-8.069857733793698e-25,3.534459460842508e-06,9.57585941279396e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,40,B,-2.919469333181525e-12,-2.9194693331688903e-12,2.9194693331688903e-12,-1.263469918060733e-23,3.534459460842508e-06,9.57585941279396e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,41,A,2.6859114974275857e-12,2.685911497422001e-12,-2.685911497422001e-12,5.584680825083356e-24,3.544035320255302e-06,8.809789711544164e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,41,B,-2.685911497415178e-12,-2.685911497422001e-12,2.685911497422001e-12,6.823028363212059e-24,3.544035320255302e-06,8.809789711544164e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,42,A,2.471038287805174e-12,2.471038287815794e-12,-2.471038287815794e-12,-1.0620062024643218e-23,3.5528451099668463e-06,8.105005584035805e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,42,B,-2.471038287823579e-12,-2.471038287815794e-12,2.471038287815794e-12,-7.784706604661648e-24,3.5528451099668463e-06,8.105005584035805e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,43,A,2.2733549343268098e-12,2.273354934317481e-12,-2.273354934317481e-12,9.328804007879531e-24,3.560950115550882e-06,7.456604184561337e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,43,B,-2.273354934311507e-12,-2.273354934317481e-12,2.273354934317481e-12,5.974037324351481e-24,3.560950115550882e-06,7.456604184561337e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,44,A,2.091486248502822e-12,2.0914862484903617e-12,-2.0914862484903617e-12,1.2460215770146926e-23,3.5684067197354435e-06,6.860074895048387e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,44,B,-2.0914862484902074e-12,-2.0914862484903617e-12,2.0914862484903617e-12,1.5428857128674637e-25,3.5684067197354435e-06,6.860074895048387e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,45,A,1.9241670569444185e-12,1.9241670569702106e-12,-1.9241670569702106e-12,-2.5792040799028926e-23,3.575266794630492e-06,6.31126794686229e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,45,B,-1.9241670569768854e-12,-1.9241670569702106e-12,1.9241670569702106e-12,-6.67479824367741e-24,3.575266794630492e-06,6.31126794686229e-09,True,C_return_half,C_only
C_return_half:C_only,single_C_memory_time_gradient,46,A,1.770233400267848e-12,1.770233400256582e-12,-1.770233400256582e-12,1.1265892981416797e-23,3.581578062577354e-06,5.8063655528415895e-09,True,C_return_half,C_only
