m,theta_rad,base_re,base_im,harmonic_re,harmonic_im
2,0.7853981633974483,0.7071067811865476,0.7071067811865475,6.123233995736766e-17,1.0
3,0.7853981633974483,0.7071067811865476,0.7071067811865475,-0.7071067811865475,0.7071067811865476
