sample_index,theta_rad,base,harmonic,composite
0,0.0,1.0,1.0,2.0
1,0.00786381139822226,0.999969080394485,0.99972173502251,1.999690815416995
2,0.01572762279644452,0.9998763234899837,0.9988870949528355,1.9987634184428191
3,0.023591434194666784,0.99972173502251,0.9974965442931767,1.9972182793156867
4,0.03145524559288904,0.9995053245516928,0.9955508569266297,1.9950561814783225
5,0.0393190569911113,0.999227105460185,0.9930511156864972,1.992278221146682
6,0.04718286838933357,0.9988870949528355,0.9899987117536587,1.9888858067064943
7,0.05504667978755583,0.9984853140556258,0.9863953438823377,1.9848806579379636
8,0.06291049118577809,0.9980217876143698,0.9822430174546936,1.9802648050690634
9,0.07077430258400035,0.9974965442931767,0.9775440433647659,1.9750405876579427
10,0.0786381139822226,0.9969096165726792,0.9723010367323934,1.9692106533050726
11,0.08650192538044486,0.9962610407480245,0.9665169154478213,1.9627779561958456
12,0.09436573677866714,0.9955508569266297,0.9601948985478076,1.9557457554744373
13,0.1022295481768894,0.9947791090257022,0.9533385044241331,1.9481176134498353
14,0.11009335957511165,0.9939458447695233,0.9459515488655108,1.939897393635034
15,0.11795717097333391,0.9930511156864972,0.938038142933985,1.9310892586204822
16,0.12582098237155617,0.9920949771059643,0.9296026906770027,1.9216976677829671
17,0.13368479376977843,0.9910774881547801,0.9206498866764288,1.911727374831209
18,0.1415486051680007,0.9899987117536587,0.9111847134358704,1.901183425189529
19,0.14941241656622295,0.9888587146132816,0.9012124386077651,1.8900711532210468
20,0.1572762279644452,0.9876575672301724,0.8907386120617741,1.8783961792919466
21,0.16514003936266747,0.9863953438823377,0.8797690627961133,1.866164406678451
22,0.17300385076088973,0.9850721226246736,0.8683098956935419,1.8533820183182155
23,0.18086766215911199,0.9836879852841385,0.8563674881238115,1.84005547340795
24,0.18873147355733427,0.9822430174546936,0.8439484863944691,1.8261915038491625
25,0.19659528495555653,0.9807373084920092,0.8310598020519883,1.8117971105439974
26,0.2044590963537788,0.97917095150794,0.8177086080352858,1.7968795595432256
27,0.21232290775200105,0.9775440433647659,0.8039023346837666,1.7814463780485323
28,0.2201867191502233,0.9758566846692027,0.7896486656021177,1.7655053502713205
29,0.22805053054844557,0.9741089797661812,0.7749555333841511,1.7490645131503322
30,0.23591434194666783,0.9723010367323934,0.7598311151980788,1.7321321519304722
31,0.2437781533448901,0.9704329673696103,0.7442838282356729,1.7147167956052831
32,0.25164196474311235,0.9685048871977674,0.7283223250278466,1.6968272122256138
33,0.25950577614133463,0.9665169154478213,0.7119554886292617,1.678472404077083
34,0.26736958753955686,0.9644691750543766,0.6951924276746423,1.659661602729019
35,0.27523339893777915,0.9623617926480835,0.6780424713095465,1.6404042639576302
36,0.2830972103360014,0.9601948985478076,0.6605151639984186,1.6207100625462263
37,0.29096102173422367,0.9579686267525702,0.6426202602128067,1.6005888869653768
38,0.2988248331324459,0.9556831149332629,0.6243677190027096,1.5800508339359725
39,0.3066886445306682,0.9533385044241331,0.6057676984540649,1.5591062028781981
40,0.3145524559288904,0.9509349402140451,0.5868305500354711,1.5377654902495164
41,0.3224162673271127,0.9484725709375132,0.5675668128372854,1.5160393837747987
42,0.33028007872533494,0.9459515488655108,0.5479872077063032,1.493938756571814
43,0.3381438901235572,0.9433720298960537,0.5281026312792864,1.47147466117534
44,0.34600770152177945,0.9407341735445599,0.5079241499186592,1.448658323463219
45,0.35387151292000174,0.938038142933985,0.48746299355374434,1.4255011364877292
46,0.36173532431822397,0.9352841047847349,0.46673054943097264,1.4020146542157075
47,0.36959913571644626,0.9324722294043558,0.4457383557765383,1.3782105851808941
48,0.37746294711466855,0.9296026906770027,0.42449809537503064,1.3541007860520333
49,0.3853267585128908,0.9266756660526868,0.4030215890676152,1.3296972551203021
50,0.39319056991111306,0.9236913365363012,0.3813207891733798,1.305012125709681
51,0.4010543813093353,0.9206498866764288,0.3594077728375128,1.2800576595139415
52,0.4089181927075576,0.9175515045539293,0.3372947353100091,1.2548462398639384
53,0.4167820041057798,0.9143963817703086,0.31499398315864835,1.2293903649289568
54,0.4246458155040021,0.9111847134358704,0.2925179274200213,1.2037026408558917
55,0.43250962690222433,0.9079166981576505,0.2698790766924166,1.1777957748500671
56,0.4403734383004466,0.9045925380271356,0.24709003017441,1.1516825682015455
57,0.44823724969866885,0.9012124386077651,0.22416347065303444,1.1253759092607996
58,0.45610106109689114,0.8977766089222206,0.20111215744542818,1.0988887663676488
59,0.46396487249511337,0.894285261439499,0.17794891929789292,1.072234180737392
60,0.47182868389333565,0.8907386120617741,0.15468664724631204,1.0454252593080862
61,0.4796924952915579,0.8871368801110451,0.13133828744190337,1.0184751675529484
62,0.4875563066897802,0.8834802883155742,0.1079168339462971,0.9913971222618714
63,0.4954201180880024,0.8797690627961133,0.08443532149995354,0.9642043842960669
64,0.5032839294862247,0.8760034330519203,0.06090681826793646,0.9369102513198567
65,0.5111477408844469,0.8721836319465676,0.037344418567091184,0.9095280505136587
66,0.5190115522826693,0.8683098956935419,0.013761235578661568,0.8820711312722035
67,0.5268753636808915,0.8643824638416368,-0.009829605949584663,0.854552857892052
