case_id,candidate_kind,epsilon,phi_over_pi,s0,stability_gain,pre_steps,C_mode,S_start,Q_start,C_sign_start,g_D,D_gain,baseline_outcome,baseline_phase_after,baseline_S_mean_after,D_outcome,phase_after_D,S_mean_after_D,S_amp_after_D,Q_max_error_after_D,D_selected,D_induced_selection
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.01,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.005629784039221597,0.0,8.881784197001252e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.015,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,natural_selection,-0.9970985739824607,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.02,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,0.8486230266963876,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.0225,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,0.014086145433048144,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.025,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,natural_selection,-0.9631737365845846,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.0275,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,0.7199134415152336,0.0,8.881784197001252e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.03,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.6046231604204748,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.0325,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,0.6713681796886403,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.035,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.8871882121741422,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.0375,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.7894098371842898,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.04,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.7656436936227171,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.045,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.8682777835698481,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.05,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.9061059725968612,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.055,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.9284087819503875,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.06,unresolved,unstable_or_drifting,0.019943512191595292,unresolved,unstable_or_drifting,-0.9432789745875754,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.065,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9538703449625698,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.07,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9617475645760281,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.0725,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9649596997720177,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.075,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9677926705721094,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.0775,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9703053069316823,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.08,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9725450880433377,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.0825,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9745507580047117,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.085,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9763542431584744,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.0875,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.977982082016955,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.09,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.979456507986198,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.095,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9820173294497038,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.1,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9841557721757919,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.12,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.98994794664769,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.15,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9943522300091483,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.2,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9974665558537763,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.3,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9993552455466741,0.0,4.440892098500626e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.5,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9999946542329295,0.0,4.440892098500626e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,0.75,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1100,weak_C_window,-0.020107343163310976,1.0,gray,1.0,1.0,unresolved,unstable_or_drifting,0.019943512191595292,black_selected,natural_selection,-0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,-0.01063471148905992,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.005,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,-0.12071088411855291,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.01,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.7294045926369135,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.015,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.4990406583787739,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.02,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,natural_selection,-0.9954237862854047,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0225,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.5373397158388598,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.025,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.7934470829511407,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0275,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,-0.8840251739983654,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.03,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.7514725648231679,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0325,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,-0.7718241576946704,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.035,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,natural_selection,0.9981407663375901,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0375,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.8544508783430161,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.04,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.7656439638576429,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.045,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.8682777835698585,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.05,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.9061059725968681,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.055,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.9284087819503875,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.06,unresolved,unstable_or_drifting,-0.01063471148905992,unresolved,unstable_or_drifting,0.9432789745875754,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.065,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.95387034496257,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.07,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9617475645760286,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0725,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.964959699772018,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.075,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9677926705721094,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0775,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9703053069316817,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.08,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9725450880433377,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0825,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9745507580047117,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.085,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9763542431584742,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.0875,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9779820820169552,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.09,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.979456507986198,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.095,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9820173294497033,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.1,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9841557721757919,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.12,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.98994794664769,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.15,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9943522300091483,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.2,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9974665558537763,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.3,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9993552455466741,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.5,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9999946542329295,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,0.75,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1200,weak_C_window,0.008526978266583607,1.0,gray,1.0,1.0,unresolved,unstable_or_drifting,-0.01063471148905992,white_selected,natural_selection,0.9999999999989999,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.0,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,-0.011107712645541888,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.005,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,-0.7777283908841532,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.01,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,-0.93625011721265,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.015,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.6145433421192475,0.0,8.881784197001252e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.02,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,-0.24736309316623056,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.0225,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,natural_selection,-0.964665524576482,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.025,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.5478750803375322,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.0275,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.2317743940539415,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.03,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,natural_selection,-0.9676504761773771,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.0325,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.9055052497736553,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.035,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.5527493654676539,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.0375,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.399675002656875,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.04,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,-0.7656461756323333,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.045,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.8682777835698502,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.05,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.9061059725968615,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.055,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.9284087819503865,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.06,unresolved,unstable_or_drifting,-0.011107712645541888,unresolved,unstable_or_drifting,0.9432789745875754,0.0,6.661338147750939e-16,False,False
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.065,unresolved,unstable_or_drifting,-0.011107712645541888,white_selected,natural_selection,0.9538703449625698,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.07,unresolved,unstable_or_drifting,-0.011107712645541888,white_selected,natural_selection,0.9617475645760287,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.0725,unresolved,unstable_or_drifting,-0.011107712645541888,white_selected,natural_selection,0.964959699772018,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.075,unresolved,unstable_or_drifting,-0.011107712645541888,white_selected,natural_selection,0.9677926705721093,0.0,6.661338147750939e-16,True,True
gray_metastable_1_eps0.01_phi1_s0.01_g0,gray_metastable,0.01,1.0,0.01,0.0,1300,weak_C_window,0.01302677886998932,1.0,gray,1.0,0.0775,unresolved,unstable_or_drifting,-0.011107712645541888,white_selected,natural_selection,0.9703053069316823,0.0,6.661338147750939e-16,True,True
