case_id,candidate_kind,epsilon,phi_over_pi,s0,stability_gain,pre_steps,C_mode,S_start,Q_start,C_sign_start,g_D,D_gain,baseline_outcome,baseline_phase_after,baseline_S_mean_after,D_outcome,phase_after_D,S_mean_after_D,S_amp_after_D,Q_max_error_after_D,D_selected,D_induced_selection
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,850,record_only,-0.0055032667610328545,1.0,gray,1.0,1.0,gray_kept_eigen,gray_eigen,0.003175782403628479,black_selected,natural_selection,-0.9999999999989999,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,-0.014900014241695847,0.0,4.440892098500626e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.005,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,-0.3681473112827267,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.01,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.5987225290318128,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.015,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.7251763898803483,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.02,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,natural_selection,-0.9949770307834395,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0225,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.4510395832337482,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.025,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.9314077439839048,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0275,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,-0.8486135452429093,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.03,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.7224056650852256,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0325,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,-0.7507690417883683,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.035,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,natural_selection,0.9810980061520725,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0375,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.840685253263298,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.04,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.7656439217604807,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.045,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.8682777835698627,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.05,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.9061059725968597,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.055,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.9284087819503875,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.06,unresolved,unstable_or_drifting,-0.014900014241695847,unresolved,unstable_or_drifting,0.9432789745875754,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.065,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9538703449625698,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.07,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9617475645760286,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0725,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.964959699772018,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.075,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9677926705721093,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0775,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9703053069316823,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.08,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9725450880433377,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0825,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9745507580047117,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.085,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9763542431584745,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.0875,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.977982082016955,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.09,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.979456507986198,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.095,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9820173294497033,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.1,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9841557721757919,0.0,4.440892098500626e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.12,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.98994794664769,0.0,4.440892098500626e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.15,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9943522300091483,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.2,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9974665558537763,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.3,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9993552455466741,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.5,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9999946542329293,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,0.75,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9999999999989999,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,900,record_only,0.013206334164881983,1.0,gray,1.0,1.0,unresolved,unstable_or_drifting,-0.014900014241695847,white_selected,natural_selection,0.9999999999989999,0.0,2.220446049250313e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,-0.019276806508140565,0.0,4.440892098500626e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.005,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,-0.9361222862167669,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.01,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,-0.14648900335049353,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.015,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,natural_selection,0.9777883047000933,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.02,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,-0.8017737653173089,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0225,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,-0.187708858226583,0.0,4.440892098500626e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.025,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.9316036294384786,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0275,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,-0.6827550235756734,0.0,8.881784197001252e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.03,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.5645261739296523,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0325,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,-0.6465917906768236,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.035,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.8644963555959719,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0375,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.7754342995739468,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.04,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.765643601419846,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.045,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.8682777835698502,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.05,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.9061059725968612,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.055,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.9284087819503865,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.06,unresolved,unstable_or_drifting,-0.019276806508140565,unresolved,unstable_or_drifting,0.9432789745875746,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.065,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9538703449625697,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.07,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9617475645760287,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0725,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.964959699772018,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.075,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9677926705721085,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0775,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9703053069316823,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.08,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9725450880433377,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0825,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9745507580047117,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.085,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9763542431584744,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.0875,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9779820820169551,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.09,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.979456507986198,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.095,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9820173294497038,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.1,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9841557721757919,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.12,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9899479466476903,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.15,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9943522300091483,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.2,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9974665558537763,0.0,4.440892098500626e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.3,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9993552455466741,0.0,4.440892098500626e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.5,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9999946542329295,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,0.75,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,950,record_only,0.019774092363736062,1.0,gray,1.0,1.0,unresolved,unstable_or_drifting,-0.019276806508140565,white_selected,natural_selection,0.9999999999989999,0.0,4.440892098500626e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.0,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,-0.0059305917705496074,0.0,4.440892098500626e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.005,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,-0.5980451609908759,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.01,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,natural_selection,-0.9995106589728521,0.0,8.881784197001252e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.015,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,0.3638552582736925,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.02,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,0.24293605706553167,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.0225,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,-0.8318295821975649,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.025,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,0.23001919544296778,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.0275,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,natural_selection,0.976073443553028,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.03,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,-0.9144138387347331,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.0325,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,0.9074433807186951,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.035,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,-0.06678145258988048,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.0375,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,natural_selection,-0.9754518698585731,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.04,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,-0.7656442616776514,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.045,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,-0.8682777835698628,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.05,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,-0.9061059725968684,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.055,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,0.9284087819503876,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.06,unresolved,unstable_or_drifting,-0.0059305917705496074,unresolved,unstable_or_drifting,0.9432789745875746,0.0,6.661338147750939e-16,False,False
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.065,unresolved,unstable_or_drifting,-0.0059305917705496074,white_selected,natural_selection,0.9538703449625691,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.07,unresolved,unstable_or_drifting,-0.0059305917705496074,white_selected,natural_selection,0.9617475645760288,0.0,6.661338147750939e-16,True,True
gray_metastable_0_eps0.01_phi0_s0.01_g0,gray_metastable,0.01,0.0,0.01,0.0,1000,record_only,0.008161641236269111,1.0000000000000002,gray,1.0,0.0725,unresolved,unstable_or_drifting,-0.0059305917705496074,white_selected,natural_selection,0.964959699772018,0.0,6.661338147750939e-16,True,True
