t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(350.6171176340729),np.float64(-38.73719403467817),np.float64(9.074060727747577e-15),np.float64(34.865902010802586),np.float64(7.888609052210118e-31)
1,np.float64(350.61711763407305),np.float64(-38.73719403467848),np.float64(2.9121149935917856e-13),np.float64(37.40163441853268),np.float64(8.881784197001252e-16)
2,np.float64(350.61711763407294),np.float64(-38.73719403467826),np.float64(3.326228181776969e-13),np.float64(41.53840841595684),np.float64(8.881784197001252e-16)
3,np.float64(350.6171176340723),np.float64(-38.73719403467809),np.float64(-2.9043434324194095e-13),np.float64(53.34976320784678),np.float64(1.7763568394002505e-15)
4,np.float64(350.6171176340733),np.float64(-38.73719403467794),np.float64(-1.9939605522267811e-13),np.float64(71.92656803120965),np.float64(3.552713678800501e-15)
5,np.float64(350.6171176340729),np.float64(-38.737194034677934),np.float64(6.767919558114954e-13),np.float64(114.97877707210004),np.float64(7.105427357601002e-15)
6,np.float64(350.61711763407243),np.float64(-38.737194034677856),np.float64(1.659561377209684e-12),np.float64(157.76382621010967),np.float64(7.105427357601002e-15)
7,np.float64(350.61711763407345),np.float64(-38.73719403467763),np.float64(4.1522341120980855e-13),np.float64(158.64791860423503),np.float64(7.105427357601002e-15)
8,np.float64(350.6171176340732),np.float64(-38.73719403467763),np.float64(6.59916565837193e-13),np.float64(158.96851139489124),np.float64(7.105427357601002e-15)
9,np.float64(350.617117634074),np.float64(-38.73719403467772),np.float64(7.749356711883593e-13),np.float64(159.14344862813536),np.float64(7.105427357601002e-15)
10,np.float64(350.6171176340737),np.float64(-38.73719403467739),np.float64(1.6653345369377348e-12),np.float64(159.27597600429965),np.float64(7.105427357601002e-15)
11,np.float64(350.6171176340731),np.float64(-38.73719403467706),np.float64(1.6533441282717831e-12),np.float64(159.44337715380138),np.float64(7.105427357601002e-15)
12,np.float64(350.6171176340739),np.float64(-38.737194034677145),np.float64(1.538325022920617e-12),np.float64(159.60431486642153),np.float64(7.105427357601002e-15)
13,np.float64(350.6171176340734),np.float64(-38.737194034676925),np.float64(2.1884716261411086e-12),np.float64(159.70234513380052),np.float64(2.7755575615628914e-15)
14,np.float64(350.6171176340739),np.float64(-38.73719403467666),np.float64(2.3294699502685035e-12),np.float64(159.833950558884),np.float64(7.105427357601002e-15)
15,np.float64(350.61711763407413),np.float64(-38.73719403467654),np.float64(2.750910610416213e-12),np.float64(159.96724399785154),np.float64(7.105427357601002e-15)
16,np.float64(350.617117634074),np.float64(-38.73719403467627),np.float64(2.510880392492254e-12),np.float64(160.07877165927948),np.float64(7.105427357601002e-15)
17,np.float64(350.6171176340746),np.float64(-38.73719403467647),np.float64(2.5857094243519896e-12),np.float64(160.2683051791294),np.float64(7.105427357601002e-15)
18,np.float64(350.6171176340747),np.float64(-38.737194034676435),np.float64(2.7152724513257454e-12),np.float64(160.46041784896207),np.float64(2.831068712794149e-15)
19,np.float64(350.61711763407493),np.float64(-38.73719403467631),np.float64(2.5157653738006047e-12),np.float64(160.68237035783562),np.float64(7.105427357601002e-15)
20,np.float64(350.61711763407504),np.float64(-38.73719403467626),np.float64(2.425171174991192e-12),np.float64(160.9614065984507),np.float64(7.105427357601002e-15)
21,np.float64(350.61711763407504),np.float64(-38.737194034676094),np.float64(2.256195230643243e-12),np.float64(161.21144473589507),np.float64(1.1379786002407855e-15)
22,np.float64(350.6171176340746),np.float64(-38.73719403467595),np.float64(1.9815260543509794e-12),np.float64(161.5057164620563),np.float64(7.105427357601002e-15)
23,np.float64(350.6171176340748),np.float64(-38.73719403467592),np.float64(1.9129142714291447e-12),np.float64(161.78356622819382),np.float64(7.105427357601002e-15)
24,np.float64(350.61711763407504),np.float64(-38.73719403467629),np.float64(2.0915491560913324e-12),np.float64(162.17838439166061),np.float64(7.105427357601002e-15)
25,np.float64(350.61711763407556),np.float64(-38.737194034676605),np.float64(1.8448020888683914e-12),np.float64(162.62556019678388),np.float64(7.105427357601002e-15)
26,np.float64(350.6171176340768),np.float64(-38.73719403467659),np.float64(1.9149681840247013e-12),np.float64(163.22927552642994),np.float64(7.105427357601002e-15)
27,np.float64(350.6171176340764),np.float64(-38.73719403467649),np.float64(1.596056620201125e-12),np.float64(163.7256122543243),np.float64(7.105427357601002e-15)
28,np.float64(350.6171176340773),np.float64(-38.73719403467644),np.float64(1.3926637620897964e-12),np.float64(163.98594860997915),np.float64(7.105427357601002e-15)
29,np.float64(350.61711763407686),np.float64(-38.73719403467642),np.float64(1.5227819005758647e-12),np.float64(164.1306532355561),np.float64(7.105427357601002e-15)
30,np.float64(350.617117634077),np.float64(-38.73719403467625),np.float64(1.3291590050812374e-12),np.float64(164.19475754025814),np.float64(7.105427357601002e-15)
31,np.float64(350.61711763407715),np.float64(-38.73719403467601),np.float64(1.297628671181883e-12),np.float64(164.22377673696548),np.float64(7.105427357601002e-15)
32,np.float64(350.6171176340782),np.float64(-38.737194034676016),np.float64(1.3171685964152857e-12),np.float64(164.24809314683876),np.float64(7.105427357601002e-15)
33,np.float64(350.6171176340773),np.float64(-38.737194034675454),np.float64(1.1255441023649837e-12),np.float64(164.25645156091417),np.float64(7.105427357601002e-15)
34,np.float64(350.61711763407754),np.float64(-38.737194034675525),np.float64(1.3901102491331585e-12),np.float64(164.26932177713965),np.float64(8.881784197001252e-16)
35,np.float64(350.6171176340782),np.float64(-38.73719403467571),np.float64(1.6557866189259585e-12),np.float64(164.2790759416978),np.float64(2.1788126858268697e-15)
36,np.float64(350.6171176340797),np.float64(-38.737194034675646),np.float64(1.9597656830683263e-12),np.float64(164.2816741214993),np.float64(7.105427357601002e-15)
37,np.float64(350.61711763407925),np.float64(-38.73719403467571),np.float64(1.999733711954832e-12),np.float64(164.2926675590055),np.float64(1.7763568394002505e-15)
38,np.float64(350.61711763407925),np.float64(-38.73719403467552),np.float64(1.847744179883648e-12),np.float64(164.29743303742177),np.float64(7.105427357601002e-15)
39,np.float64(350.61711763407857),np.float64(-38.73719403467542),np.float64(1.9602097722781764e-12),np.float64(164.29974788566005),np.float64(7.105427357601002e-15)
40,np.float64(350.6171176340788),np.float64(-38.73719403467562),np.float64(1.8762769116165146e-12),np.float64(164.30871695528077),np.float64(7.105427357601002e-15)
41,np.float64(350.617117634078),np.float64(-38.73719403467578),np.float64(1.7128520823916915e-12),np.float64(164.31042345071307),np.float64(7.105427357601002e-15)
42,np.float64(350.6171176340782),np.float64(-38.737194034675824),np.float64(1.720068532051755e-12),np.float64(164.3136097643183),np.float64(7.105427357601002e-15)
43,np.float64(350.6171176340783),np.float64(-38.737194034675966),np.float64(1.688427175849938e-12),np.float64(164.32021726984019),np.float64(7.105427357601002e-15)
44,np.float64(350.6171176340778),np.float64(-38.73719403467604),np.float64(1.9024781749976682e-12),np.float64(164.32023526557543),np.float64(7.105427357601002e-15)
45,np.float64(350.6171176340778),np.float64(-38.73719403467611),np.float64(1.829647544582258e-12),np.float64(164.32426042363642),np.float64(7.105427357601002e-15)
46,np.float64(350.61711763407754),np.float64(-38.73719403467574),np.float64(1.9955148644612564e-12),np.float64(164.3284200587589),np.float64(7.105427357601002e-15)
47,np.float64(350.61711763407834),np.float64(-38.737194034675774),np.float64(2.34035013590983e-12),np.float64(164.32789469399015),np.float64(7.105427357601002e-15)
48,np.float64(350.61711763407817),np.float64(-38.73719403467559),np.float64(2.19957385638736e-12),np.float64(164.33228887275988),np.float64(7.105427357601002e-15)
49,np.float64(350.61711763407766),np.float64(-38.73719403467575),np.float64(2.0987100946001647e-12),np.float64(164.3341925975992),np.float64(7.105427357601002e-15)
50,np.float64(350.6171176340764),np.float64(-38.73719403467539),np.float64(2.0330404026935867e-12),np.float64(164.3339764673729),np.float64(7.105427357601002e-15)
51,np.float64(350.61711763407675),np.float64(-38.73719403467545),np.float64(1.8705037518884637e-12),np.float64(164.33818119825736),np.float64(7.105427357601002e-15)
52,np.float64(350.61711763407664),np.float64(-38.737194034675454),np.float64(1.7750245717707003e-12),np.float64(164.3384055375724),np.float64(7.105427357601002e-15)
53,np.float64(350.6171176340781),np.float64(-38.737194034675895),np.float64(1.9606538614880265e-12),np.float64(164.3391469204202),np.float64(7.105427357601002e-15)
54,np.float64(350.61711763407806),np.float64(-38.73719403467585),np.float64(1.84430248850731e-12),np.float64(164.3427621556824),np.float64(7.105427357601002e-15)
55,np.float64(350.6171176340793),np.float64(-38.737194034675994),np.float64(1.8136603330276557e-12),np.float64(164.34207676688985),np.float64(7.105427357601002e-15)
56,np.float64(350.61711763407817),np.float64(-38.73719403467583),np.float64(1.886046874233216e-12),np.float64(164.3438312159613),np.float64(7.105427357601002e-15)
57,np.float64(350.61711763407857),np.float64(-38.737194034675774),np.float64(2.198019544152885e-12),np.float64(164.3464285574249),np.float64(1.7763568394002505e-15)
58,np.float64(350.61711763407834),np.float64(-38.73719403467561),np.float64(1.8074430840897548e-12),np.float64(164.34583576673714),np.float64(7.105427357601002e-15)
59,np.float64(350.61711763407743),np.float64(-38.73719403467552),np.float64(1.70263803056514e-12),np.float64(164.34912761087185),np.float64(7.105427357601002e-15)
60,np.float64(350.61711763407743),np.float64(-38.73719403467515),np.float64(1.84519066692701e-12),np.float64(164.35119467163335),np.float64(7.105427357601002e-15)
61,np.float64(350.61711763407754),np.float64(-38.73719403467527),np.float64(1.6071588504473766e-12),np.float64(164.35135020866423),np.float64(7.105427357601002e-15)
62,np.float64(350.61711763407675),np.float64(-38.73719403467533),np.float64(1.5552004128949193e-12),np.float64(164.3563309537804),np.float64(7.105427357601002e-15)
63,np.float64(350.6171176340771),np.float64(-38.73719403467541),np.float64(1.5285550603039155e-12),np.float64(164.36572184798277),np.float64(7.105427357601002e-15)
64,np.float64(350.617117634077),np.float64(-38.73719403467553),np.float64(1.4566958750350523e-12),np.float64(164.38360144032092),np.float64(7.105427357601002e-15)
65,np.float64(350.6171176340762),np.float64(-38.73719403467537),np.float64(1.6937562463681388e-12),np.float64(164.4013675029488),np.float64(7.105427357601002e-15)
