t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(522.7794514075817),np.float64(-42.36880475352439),np.float64(71.58935334594292),np.float64(42.79622472014287),np.float64(4.440892098500626e-16)
1,np.float64(522.7794514075811),np.float64(-42.368804753524394),np.float64(71.58935334594298),np.float64(43.17876798199083),np.float64(8.881784197001252e-16)
2,np.float64(522.7794514075811),np.float64(-42.368804753523804),np.float64(71.58935334594288),np.float64(60.62616317949848),np.float64(1.7763568394002505e-15)
3,np.float64(522.7794514075829),np.float64(-42.36880475352436),np.float64(71.58935334594284),np.float64(76.44413335030355),np.float64(1.7763568394002505e-15)
4,np.float64(522.7794514075811),np.float64(-42.36880475352301),np.float64(71.5893533459431),np.float64(148.3878958929901),np.float64(7.105427357601002e-15)
5,np.float64(522.779451407581),np.float64(-42.36880475352301),np.float64(71.58935334594304),np.float64(195.27343645814238),np.float64(7.105427357601002e-15)
6,np.float64(522.7794514075794),np.float64(-42.368804753524095),np.float64(71.58935334594187),np.float64(215.79555852643463),np.float64(1.4210854715202004e-14)
7,np.float64(522.7794514075804),np.float64(-42.36880475352419),np.float64(71.58935334594153),np.float64(224.1212606168138),np.float64(7.105427357601002e-15)
8,np.float64(522.7794514075794),np.float64(-42.36880475352456),np.float64(71.58935334594072),np.float64(240.33496103523316),np.float64(1.4210854715202004e-14)
9,np.float64(522.77945140758),np.float64(-42.36880475352393),np.float64(71.5893533459411),np.float64(242.46102093521614),np.float64(7.105427357601002e-15)
10,np.float64(522.7794514075804),np.float64(-42.36880475352369),np.float64(71.58935334594157),np.float64(245.22954863849867),np.float64(7.105427357601002e-15)
11,np.float64(522.7794514075808),np.float64(-42.36880475352402),np.float64(71.58935334594177),np.float64(248.73524449129533),np.float64(1.4210854715202004e-14)
12,np.float64(522.7794514075816),np.float64(-42.36880475352416),np.float64(71.58935334594236),np.float64(250.71576185967857),np.float64(7.105427357601002e-15)
13,np.float64(522.7794514075811),np.float64(-42.36880475352382),np.float64(71.58935334594186),np.float64(252.09296217208316),np.float64(3.552713678800501e-15)
14,np.float64(522.7794514075808),np.float64(-42.36880475352439),np.float64(71.5893533459419),np.float64(252.9953277156287),np.float64(1.4210854715202004e-14)
15,np.float64(522.7794514075821),np.float64(-42.368804753525104),np.float64(71.58935334594187),np.float64(253.33407997586687),np.float64(3.552713678800501e-15)
16,np.float64(522.7794514075824),np.float64(-42.368804753522795),np.float64(71.58935334594301),np.float64(253.64889893925266),np.float64(7.105427357601002e-15)
17,np.float64(522.7794514075838),np.float64(-42.36880475352265),np.float64(71.58935334594294),np.float64(253.90886471256232),np.float64(7.105427357601002e-15)
18,np.float64(522.7794514075833),np.float64(-42.36880475352352),np.float64(71.58935334594209),np.float64(254.1688780327266),np.float64(7.105427357601002e-15)
19,np.float64(522.7794514075836),np.float64(-42.36880475352393),np.float64(71.58935334594229),np.float64(254.3000816383769),np.float64(7.105427357601002e-15)
20,np.float64(522.7794514075833),np.float64(-42.368804753524216),np.float64(71.58935334594271),np.float64(254.3767731526486),np.float64(7.105427357601002e-15)
21,np.float64(522.7794514075833),np.float64(-42.36880475352446),np.float64(71.58935334594199),np.float64(254.46693844378242),np.float64(2.842170943040401e-14)
22,np.float64(522.7794514075833),np.float64(-42.3688047535246),np.float64(71.58935334594173),np.float64(254.5450961810932),np.float64(7.105427357601002e-15)
23,np.float64(522.7794514075828),np.float64(-42.36880475352268),np.float64(71.58935334594273),np.float64(254.59828445852335),np.float64(2.842170943040401e-14)
24,np.float64(522.7794514075844),np.float64(-42.36880475352301),np.float64(71.58935334594292),np.float64(254.65062687344462),np.float64(7.105427357601002e-15)
25,np.float64(522.7794514075848),np.float64(-42.368804753523236),np.float64(71.58935334594335),np.float64(254.69479303348714),np.float64(2.842170943040401e-14)
26,np.float64(522.7794514075865),np.float64(-42.36880475352318),np.float64(71.58935334594321),np.float64(254.73038953217858),np.float64(2.842170943040401e-14)
27,np.float64(522.7794514075853),np.float64(-42.368804753522966),np.float64(71.58935334594318),np.float64(254.76895555343407),np.float64(1.4210854715202004e-14)
28,np.float64(522.7794514075863),np.float64(-42.36880475352375),np.float64(71.58935334594365),np.float64(254.8007915637518),np.float64(7.105427357601002e-15)
29,np.float64(522.7794514075858),np.float64(-42.36880475352375),np.float64(71.58935334594325),np.float64(254.82494735846785),np.float64(7.105427357601002e-15)
30,np.float64(522.7794514075858),np.float64(-42.36880475352328),np.float64(71.58935334594304),np.float64(254.85331820521594),np.float64(7.105427357601002e-15)
31,np.float64(522.7794514075852),np.float64(-42.36880475352338),np.float64(71.58935334594275),np.float64(254.87866114122835),np.float64(2.842170943040401e-14)
32,np.float64(522.7794514075852),np.float64(-42.36880475352335),np.float64(71.58935334594251),np.float64(254.89657110344604),np.float64(1.4210854715202004e-14)
33,np.float64(522.7794514075845),np.float64(-42.36880475352485),np.float64(71.58935334594203),np.float64(254.91720526156558),np.float64(1.4210854715202004e-14)
34,np.float64(522.779451407585),np.float64(-42.368804753525296),np.float64(71.58935334594193),np.float64(254.93721853969308),np.float64(7.105427357601002e-15)
35,np.float64(522.7794514075856),np.float64(-42.36880475352511),np.float64(71.5893533459427),np.float64(254.9512886998908),np.float64(7.105427357601002e-15)
36,np.float64(522.7794514075864),np.float64(-42.36880475352506),np.float64(71.58935334594277),np.float64(254.96679680011695),np.float64(7.105427357601002e-15)
37,np.float64(522.7794514075857),np.float64(-42.36880475352484),np.float64(71.5893533459425),np.float64(254.9822456006504),np.float64(1.4210854715202004e-14)
38,np.float64(522.7794514075856),np.float64(-42.36880475352423),np.float64(71.58935334594312),np.float64(254.99355748472897),np.float64(7.105427357601002e-15)
39,np.float64(522.7794514075853),np.float64(-42.36880475352412),np.float64(71.58935334594337),np.float64(255.00569088208124),np.float64(7.105427357601002e-15)
40,np.float64(522.7794514075853),np.float64(-42.36880475352369),np.float64(71.58935334594268),np.float64(255.01769298583906),np.float64(2.842170943040401e-14)
41,np.float64(522.7794514075852),np.float64(-42.36880475352277),np.float64(71.58935334594332),np.float64(255.02679078700288),np.float64(1.4210854715202004e-14)
42,np.float64(522.7794514075847),np.float64(-42.368804753520294),np.float64(71.58935334594428),np.float64(255.03661508915118),np.float64(7.105427357601002e-15)
43,np.float64(522.7794514075849),np.float64(-42.36880475352115),np.float64(71.58935334594453),np.float64(255.0461371907109),np.float64(1.4210854715202004e-14)
44,np.float64(522.7794514075837),np.float64(-42.368804753520564),np.float64(71.58935334594496),np.float64(255.05343060449223),np.float64(1.4210854715202004e-14)
45,np.float64(522.7794514075828),np.float64(-42.368804753520784),np.float64(71.58935334594477),np.float64(255.0615795995403),np.float64(1.3704315460216776e-15)
46,np.float64(522.7794514075837),np.float64(-42.36880475352042),np.float64(71.58935334594511),np.float64(255.0693025620279),np.float64(2.842170943040401e-14)
47,np.float64(522.7794514075844),np.float64(-42.36880475351883),np.float64(71.58935334594597),np.float64(255.0751421062971),np.float64(7.105427357601002e-15)
48,np.float64(522.7794514075852),np.float64(-42.368804753521765),np.float64(71.58935334594463),np.float64(255.0819893535695),np.float64(2.842170943040401e-14)
49,np.float64(522.7794514075856),np.float64(-42.36880475352211),np.float64(71.58935334594455),np.float64(255.08838069196187),np.float64(1.4210854715202004e-14)
50,np.float64(522.7794514075867),np.float64(-42.36880475352223),np.float64(71.58935334594435),np.float64(255.093074706316),np.float64(2.842170943040401e-14)
51,np.float64(522.7794514075867),np.float64(-42.36880475352261),np.float64(71.58935334594423),np.float64(255.09883994428978),np.float64(7.105427357601002e-15)
52,np.float64(522.7794514075867),np.float64(-42.368804753522),np.float64(71.58935334594378),np.float64(255.10421712942207),np.float64(1.4210854715202004e-14)
53,np.float64(522.7794514075865),np.float64(-42.36880475352213),np.float64(71.58935334594395),np.float64(255.1080369259033),np.float64(2.842170943040401e-14)
54,np.float64(522.7794514075871),np.float64(-42.368804753522106),np.float64(71.58935334594435),np.float64(255.11287871475471),np.float64(1.4210854715202004e-14)
55,np.float64(522.7794514075872),np.float64(-42.36880475352196),np.float64(71.5893533459447),np.float64(255.11743697498034),np.float64(7.105427357601002e-15)
56,np.float64(522.7794514075871),np.float64(-42.3688047535218),np.float64(71.58935334594511),np.float64(255.12060753315896),np.float64(2.842170943040401e-14)
57,np.float64(522.7794514075867),np.float64(-42.36880475352164),np.float64(71.58935334594497),np.float64(255.12467832337035),np.float64(3.552713678800501e-15)
58,np.float64(522.7794514075854),np.float64(-42.368804753521744),np.float64(71.58935334594483),np.float64(255.1285365365543),np.float64(7.105427357601002e-15)
59,np.float64(522.7794514075856),np.float64(-42.36880475352062),np.float64(71.58935334594534),np.float64(255.13122364456993),np.float64(2.842170943040401e-14)
60,np.float64(522.7794514075846),np.float64(-42.368804753520664),np.float64(71.58935334594543),np.float64(255.13467341253306),np.float64(2.842170943040401e-14)
61,np.float64(522.7794514075862),np.float64(-42.36880475352146),np.float64(71.589353345945),np.float64(255.13793108425327),np.float64(1.4210854715202004e-14)
