step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11
0,0.2186873018226358,0.21025368576548067,0.20291103573819544,0.1855781930350382,0.17163471639065006,0.1551067907326024,0.12456696468052567,0.11250972596623715,0.11178034166510965,0.10358443603354475,9.317419939596453e-10
1,0.2186873018226355,0.21025368576547981,0.2029110357381954,0.18557819303503853,0.17163471639065098,0.15510679073260364,0.12456696468052701,0.11250972596623625,0.11178034166510917,0.10358443603354511,1.1421723706311589e-09
2,0.21868730182263527,0.2102536857654791,0.20291103573819547,0.18557819303503872,0.17163471639065167,0.1551067907326047,0.12456696468052805,0.1125097259662357,0.11178034166510889,0.10358443603354542,1.1371171522881096e-09
3,0.21868730182263507,0.2102536857654786,0.20291103573819547,0.18557819303503884,0.17163471639065211,0.1551067907326055,0.12456696468052889,0.11250972596623529,0.11178034166510878,0.10358443603354564,1.99187152627213e-09
4,0.21868730182263488,0.2102536857654782,0.20291103573819547,0.18557819303503897,0.1716347163906525,0.15510679073260605,0.12456696468052954,0.11250972596623493,0.11178034166510861,0.10358443603354572,7.648797168343826e-10
5,0.21868730182263477,0.21025368576547793,0.20291103573819547,0.1855781930350391,0.17163471639065275,0.15510679073260641,0.12456696468053007,0.1125097259662346,0.1117803416651084,0.10358443603354567,1.6791718796712944e-09
6,0.21868730182263474,0.21025368576547773,0.20291103573819547,0.1855781930350392,0.17163471639065297,0.15510679073260658,0.12456696468053045,0.11250972596623426,0.11178034166510817,0.10358443603354564,2.0207714349999782e-09
7,0.21868730182263474,0.21025368576547754,0.2029110357381954,0.18557819303503936,0.17163471639065309,0.15510679073260664,0.1245669646805308,0.11250972596623383,0.11178034166510789,0.10358443603354553,1.9047879319185425e-09
8,0.21868730182263482,0.21025368576547734,0.20291103573819544,0.18557819303503942,0.1716347163906531,0.15510679073260658,0.12456696468053094,0.11250972596623335,0.11178034166510764,0.10358443603354542,1.935563992761906e-09
9,0.21868730182263496,0.21025368576547715,0.20291103573819544,0.18557819303503947,0.17163471639065322,0.15510679073260647,0.12456696468053112,0.11250972596623286,0.11178034166510743,0.10358443603354532,1.4676769283386382e-09
10,0.21868730182263504,0.21025368576547693,0.20291103573819547,0.18557819303503945,0.1716347163906533,0.15510679073260633,0.12456696468053127,0.11250972596623247,0.1117803416651073,0.10358443603354524,1.5897552832883301e-09
