step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10
0,0.24984511366708578,0.22180785401897615,0.20201587262480128,0.1904143651804737,0.1686342445745805,0.15727133794977705,0.12441645377519807,0.11285529665861944,0.1064437332832478,1.2917585776728334e-09
1,0.24984511366708573,0.22180785401897635,0.20201587262480142,0.19041436518047347,0.16863424457458062,0.1572713379497773,0.12441645377519796,0.1128552966586194,0.10644373328324777,2.3685873992853035e-09
2,0.24984511366708564,0.22180785401897649,0.20201587262480156,0.1904143651804733,0.1686342445745808,0.15727133794977755,0.12441645377519789,0.11285529665861942,0.10644373328324779,2.003239539828425e-09
3,0.24984511366708562,0.22180785401897662,0.20201587262480164,0.19041436518047325,0.168634244574581,0.15727133794977768,0.12441645377519796,0.11285529665861938,0.10644373328324797,8.668892735465865e-10
4,0.2498451136670855,0.22180785401897676,0.2020158726248017,0.19041436518047325,0.16863424457458115,0.15727133794977782,0.12441645377519799,0.1128552966586194,0.10644373328324809,1.6566448336738013e-09
5,0.24984511366708542,0.22180785401897687,0.20201587262480172,0.19041436518047322,0.1686342445745813,0.1572713379497779,0.12441645377519797,0.11285529665861942,0.1064437332832482,1.5094841624365399e-09
6,0.24984511366708537,0.22180785401897696,0.20201587262480178,0.19041436518047325,0.1686342445745814,0.15727133794977796,0.12441645377519797,0.1128552966586195,0.10644373328324824,1.6844061052121866e-09
7,0.24984511366708534,0.22180785401897699,0.20201587262480186,0.1904143651804731,0.16863424457458143,0.15727133794977796,0.12441645377519789,0.11285529665861956,0.10644373328324817,1.1214528571240136e-09
8,0.2498451136670853,0.221807854018977,0.20201587262480195,0.19041436518047294,0.16863424457458145,0.157271337949778,0.12441645377519776,0.11285529665861961,0.10644373328324803,1.630822114308199e-09
9,0.2498451136670853,0.22180785401897707,0.20201587262480195,0.19041436518047278,0.1686342445745814,0.15727133794977796,0.1244164537751977,0.11285529665861968,0.10644373328324787,1.6275143815740825e-09
10,0.24984511366708526,0.2218078540189771,0.20201587262480197,0.19041436518047264,0.16863424457458137,0.15727133794977782,0.12441645377519761,0.1128552966586197,0.10644373328324772,1.0598486347382129e-09
11,0.2498451136670852,0.2218078540189772,0.20201587262480195,0.19041436518047256,0.16863424457458137,0.15727133794977768,0.12441645377519757,0.11285529665861965,0.10644373328324762,1.3497353973579178e-09
12,0.24984511366708506,0.2218078540189773,0.20201587262480192,0.19041436518047247,0.1686342445745814,0.1572713379497775,0.12441645377519758,0.11285529665861958,0.10644373328324748,2.060450373061226e-09
13,0.24984511366708503,0.22180785401897735,0.20201587262480192,0.19041436518047242,0.16863424457458145,0.15727133794977738,0.12441645377519758,0.11285529665861958,0.10644373328324744,2.5801365958826087e-09
14,0.2498451136670849,0.22180785401897746,0.20201587262480192,0.19041436518047242,0.16863424457458148,0.15727133794977724,0.12441645377519757,0.11285529665861971,0.10644373328324735,1.5045954443318809e-09
15,0.2498451136670848,0.22180785401897748,0.20201587262480203,0.19041436518047244,0.16863424457458145,0.15727133794977718,0.12441645377519749,0.11285529665861997,0.10644373328324729,2.510561482665538e-10
16,0.24984511366708473,0.2218078540189776,0.20201587262480217,0.19041436518047242,0.16863424457458143,0.15727133794977724,0.12441645377519742,0.11285529665862032,0.10644373328324719,1.785031955903658e-09
17,0.24984511366708467,0.22180785401897768,0.20201587262480236,0.19041436518047244,0.16863424457458145,0.15727133794977727,0.12441645377519735,0.11285529665862078,0.1064437332832471,1.8482472074691376e-09
18,0.24984511366708453,0.22180785401897785,0.2020158726248025,0.1904143651804725,0.16863424457458143,0.15727133794977718,0.12441645377519722,0.1128552966586212,0.10644373328324706,2.134701422391667e-09
19,0.24984511366708445,0.22180785401897787,0.20201587262480272,0.19041436518047253,0.16863424457458143,0.157271337949777,0.12441645377519717,0.11285529665862155,0.1064437332832471,8.527311910646757e-10
