t,H,Q2_re,Q2_im,generator_norm
0,np.float64(119.57668583507912),np.float64(-25.384260859804904),np.float64(-1.3842608598048747),np.float64(9.607924773568312)
1,np.float64(119.57668583507942),np.float64(-25.384260859804897),np.float64(-1.38426085980486),np.float64(10.200328697737907)
2,np.float64(119.57668583507925),np.float64(-25.38426085980486),np.float64(-1.3842608598048751),np.float64(10.109931863921421)
3,np.float64(119.57668583507939),np.float64(-25.384260859804893),np.float64(-1.3842608598050068),np.float64(10.628829223722228)
4,np.float64(119.5766858350793),np.float64(-25.384260859804883),np.float64(-1.3842608598050763),np.float64(10.653448923095153)
5,np.float64(119.57668583507963),np.float64(-25.38426085980495),np.float64(-1.3842608598050332),np.float64(10.659541762620234)
6,np.float64(119.57668583507962),np.float64(-25.384260859804954),np.float64(-1.3842608598050075),np.float64(10.715501562391605)
7,np.float64(119.57668583507923),np.float64(-25.384260859804904),np.float64(-1.384260859805015),np.float64(10.82603335725309)
8,np.float64(119.57668583507899),np.float64(-25.384260859804876),np.float64(-1.3842608598050314),np.float64(10.808793299697122)
9,np.float64(119.57668583507896),np.float64(-25.384260859804872),np.float64(-1.384260859805038),np.float64(10.74763684994873)
10,np.float64(119.57668583507939),np.float64(-25.384260859804908),np.float64(-1.3842608598050428),np.float64(10.787879515813332)
11,np.float64(119.57668583507969),np.float64(-25.384260859804996),np.float64(-1.3842608598050965),np.float64(10.85781867186413)
12,np.float64(119.57668583507959),np.float64(-25.3842608598049),np.float64(-1.3842608598051047),np.float64(10.865059860041253)
13,np.float64(119.57668583507922),np.float64(-25.384260859804932),np.float64(-1.384260859805039),np.float64(10.832178844943586)
14,np.float64(119.57668583507925),np.float64(-25.384260859804968),np.float64(-1.384260859805062),np.float64(10.790767461977426)
15,np.float64(119.57668583507946),np.float64(-25.384260859804968),np.float64(-1.384260859805054),np.float64(10.85495140976822)
16,np.float64(119.57668583507919),np.float64(-25.38426085980494),np.float64(-1.3842608598051045),np.float64(10.872789385042733)
17,np.float64(119.57668583507896),np.float64(-25.38426085980491),np.float64(-1.3842608598050998),np.float64(10.821775455801012)
18,np.float64(119.57668583507896),np.float64(-25.384260859804915),np.float64(-1.384260859805083),np.float64(10.834071670031838)
19,np.float64(119.57668583507915),np.float64(-25.38426085980493),np.float64(-1.384260859805098),np.float64(10.859963748276558)
20,np.float64(119.57668583507939),np.float64(-25.384260859804897),np.float64(-1.384260859805126),np.float64(10.891512676918655)
21,np.float64(119.57668583507942),np.float64(-25.38426085980491),np.float64(-1.3842608598051587),np.float64(10.867164361428793)
22,np.float64(119.57668583507976),np.float64(-25.384260859804947),np.float64(-1.384260859805159),np.float64(10.841549188564626)
23,np.float64(119.5766858350797),np.float64(-25.384260859804925),np.float64(-1.3842608598050736),np.float64(10.853441720807627)
24,np.float64(119.57668583508007),np.float64(-25.384260859804996),np.float64(-1.3842608598050705),np.float64(10.894737067166034)
25,np.float64(119.5766858350803),np.float64(-25.384260859805003),np.float64(-1.3842608598050719),np.float64(10.88356224013452)
26,np.float64(119.57668583508041),np.float64(-25.38426085980505),np.float64(-1.3842608598050061),np.float64(10.846721698349457)
27,np.float64(119.57668583508082),np.float64(-25.38426085980518),np.float64(-1.3842608598049697),np.float64(10.836909185598977)
28,np.float64(119.57668583508081),np.float64(-25.384260859805217),np.float64(-1.3842608598049475),np.float64(10.87836903410327)
29,np.float64(119.57668583508095),np.float64(-25.38426085980523),np.float64(-1.384260859804968),np.float64(10.901277881280445)
30,np.float64(119.57668583508124),np.float64(-25.384260859805302),np.float64(-1.38426085980496),np.float64(10.866308447165647)
31,np.float64(119.57668583508135),np.float64(-25.384260859805313),np.float64(-1.3842608598049226),np.float64(10.842015505049801)
32,np.float64(119.57668583508129),np.float64(-25.384260859805305),np.float64(-1.3842608598048667),np.float64(10.84878786490875)
33,np.float64(119.57668583508126),np.float64(-25.38426085980529),np.float64(-1.384260859804738),np.float64(10.878300596987307)
34,np.float64(119.5766858350807),np.float64(-25.384260859805188),np.float64(-1.3842608598047277),np.float64(10.88748826688069)
35,np.float64(119.57668583508077),np.float64(-25.384260859805195),np.float64(-1.3842608598047403),np.float64(10.85651780879237)
36,np.float64(119.57668583508075),np.float64(-25.384260859805217),np.float64(-1.3842608598046393),np.float64(10.845161690058282)
37,np.float64(119.57668583508055),np.float64(-25.38426085980518),np.float64(-1.3842608598047499),np.float64(10.87198043329289)
38,np.float64(119.57668583508071),np.float64(-25.384260859805188),np.float64(-1.384260859804746),np.float64(10.874533946528661)
39,np.float64(119.57668583508085),np.float64(-25.38426085980514),np.float64(-1.3842608598047734),np.float64(10.865235680782394)
40,np.float64(119.57668583508067),np.float64(-25.384260859805117),np.float64(-1.3842608598048283),np.float64(10.863955822137111)
41,np.float64(119.57668583508081),np.float64(-25.384260859805174),np.float64(-1.3842608598048858),np.float64(10.858409808987513)
42,np.float64(119.57668583508094),np.float64(-25.384260859805224),np.float64(-1.384260859804852),np.float64(10.872348878288074)
43,np.float64(119.57668583508101),np.float64(-25.384260859805178),np.float64(-1.384260859804852),np.float64(10.862887260134658)
