j,branch_id,sigma,sigma_over_sigma1,N_sigma_over_sigma1,N2_sigma_over_sigma1,delta,E_j,occupation_fraction,solver_residual
0,0,3.74165738677394177e+00,1.00000000000000000e+00,5.00000000000000000e+00,2.50000000000000000e+01,0.00000000000000000e+00,1.00000000000000022e+00,1.00000000000000000e+00,4.46014186153944410e-16
1,1,1.41421356237309492e+00,3.77964473009227142e-01,1.88982236504613565e+00,9.44911182523067872e+00,1.00000000000000000e+00,1.94628010258867129e-31,1.94628010258867086e-31,3.61231823387282369e-16
2,2,1.41421356237309337e+00,3.77964473009226753e-01,1.88982236504613388e+00,9.44911182523066806e+00,1.00000000000000000e+00,5.23852944873328152e-32,5.23852944873328043e-32,5.32742582915774843e-16
