j,branch_id,sigma,sigma_over_sigma1,N_sigma_over_sigma1,N2_sigma_over_sigma1,delta,E_j,occupation_fraction,solver_residual
0,0,3.81440206004995730e+00,1.00000000000000000e+00,5.00000000000000000e+00,2.50000000000000000e+01,2.42938367273567823e-01,9.89723556154523676e-01,9.89723556154525230e-01,3.43211457992594227e-16
1,10,1.42791582168053299e+00,3.74348534632930552e-01,1.87174267316465270e+00,9.35871336582326308e+00,9.98439645199260428e-01,6.10721619814557260e-04,6.10721619814558235e-04,4.35443693996134026e-16
2,8,1.40624194837262273e+00,3.68666419070202867e-01,1.84333209535101439e+00,9.21666047675507194e+00,9.99970774112075689e-01,1.04135082032116741e-05,1.04135082032116910e-05,2.48565123188408102e-16
3,11,1.46590918721312191e-01,3.84309038254326760e-02,1.92154519127163387e-01,9.60772595635816851e-01,9.99719542577798048e-01,9.55004463221029642e-05,9.55004463221031133e-05,2.68429512089756381e-16
4,12,1.01139111364074909e-02,2.65150631139157581e-03,1.32575315569578786e-02,6.62876577847894000e-02,9.71966312024528101e-01,9.55980827113492478e-03,9.55980827113494039e-03,8.37862384162105434e-17
