j,branch_id,sigma,sigma_over_sigma1,N_sigma_over_sigma1,N2_sigma_over_sigma1,delta,E_j,occupation_fraction,solver_residual
0,0,3.99999999999200995e+00,1.00000000000000000e+00,5.00000000000000000e+00,2.50000000000000000e+01,8.97399195294795060e-01,9.99999999999907740e-01,9.99999999999905298e-01,2.28362103084171117e-16
1,13,1.00583387459694529e+00,2.51458468649738587e-01,1.25729234324869288e+00,6.28646171624346461e+00,9.52793997202107557e-01,4.01733102857521003e-14,4.01733102857519994e-14,2.71024132445301725e-16
2,11,1.00010268969559202e+00,2.50025672424397438e-01,1.25012836212198719e+00,6.25064181060993640e+00,8.58427427040722058e-01,5.17183495614738415e-15,5.17183495614737153e-15,2.58130481028996158e-16
3,12,9.99897299799525463e-01,2.49974324950380689e-01,1.24987162475190350e+00,6.24935812375951727e+00,9.02362036167060233e-01,3.81517261601938534e-15,3.81517261601937587e-15,2.85653787219544837e-16
4,8,9.94131890964989773e-01,2.48532972741743879e-01,1.24266486370871942e+00,6.21332431854359690e+00,8.57731538051757281e-01,4.55223717855937593e-14,4.55223717855936457e-14,3.77870624374556809e-16
