j,branch_id,sigma,sigma_over_sigma1,N_sigma_over_sigma1,N2_sigma_over_sigma1,delta,E_j,occupation_fraction,solver_residual
0,0,3.99799027877056146e+00,1.00000000000000000e+00,5.00000000000000000e+00,2.50000000000000000e+01,8.50831476628999051e-01,9.99045992938633720e-01,9.99045992938634386e-01,1.59511628607465264e-15
1,11,1.28342558120075623e+00,3.21017684313986806e-01,1.60508842156993392e+00,8.02544210784967049e+00,9.09069557157129338e-01,2.16625824874517290e-04,2.16625824874517426e-04,4.79801758088778372e-16
2,8,1.06510808149786884e+00,2.66410873271408888e-01,1.33205436635704455e+00,6.66027183178522186e+00,8.87625254962903010e-01,2.22402864216666941e-04,2.22402864216667077e-04,3.90234545502849625e-16
3,13,9.29762344009527952e-01,2.32557429903367113e-01,1.16278714951683559e+00,5.81393574758417753e+00,9.16204405533842747e-01,1.24218874338632767e-04,1.24218874338632849e-04,3.25540867775042668e-16
4,12,5.94184223588119176e-01,1.48620727454804924e-01,7.43103637274024620e-01,3.71551818637012321e+00,9.06845760126757772e-01,3.90759497935570560e-04,3.90759497935570831e-04,2.41599609865099305e-16
