j,branch_id,sigma,sigma_over_sigma1,N_sigma_over_sigma1,N2_sigma_over_sigma1,delta,E_j,occupation_fraction,solver_residual
0,0,3.84469635110350394e+00,1.00000000000000000e+00,5.00000000000000000e+00,2.50000000000000000e+01,7.37097805652324412e-01,9.92248865001651992e-01,9.92248865001653102e-01,9.30777577818792056e-16
1,10,1.41066836587503808e+00,3.66912816267050135e-01,1.83456408133525062e+00,9.17282040667625331e+00,9.63016942271834875e-01,5.90022920100475461e-04,5.90022920100476112e-04,3.25362770117574215e-16
2,8,1.38781092681974649e+00,3.60967629191683070e-01,1.80483814595841530e+00,9.02419072979207648e+00,9.44091461515038644e-01,5.36057159997827969e-04,5.36057159997828511e-04,4.35631871924637543e-16
3,12,3.03528301134132095e-01,7.89472752632372349e-02,3.94736376316186188e-01,1.97368188158093094e+00,9.87798204548952730e-01,7.12361918037304385e-04,7.12361918037305144e-04,1.78940869362089597e-16
4,11,1.13192507378372609e-01,2.94412086264976731e-02,1.47206043132488362e-01,7.36030215662441867e-01,8.13775898625781591e-01,5.91269300021128423e-03,5.91269300021129117e-03,1.97306861161195875e-16
