j,branch_id,sigma,sigma_over_sigma1,N_sigma_over_sigma1,N2_sigma_over_sigma1,delta,E_j,occupation_fraction,solver_residual
0,0,3.75263956367140628e+00,1.00000000000000000e+00,5.00000000000000000e+00,2.50000000000000000e+01,8.27455930299411252e-02,9.98388960139997339e-01,9.98388960139998893e-01,7.61103825591850175e-16
1,10,1.41679728673763750e+00,3.77546860735942791e-01,1.88773430367971384e+00,9.43867151839856966e+00,9.99972399955429969e-01,1.52580539208704494e-05,1.52580539208704731e-05,5.35160514220389484e-16
2,8,1.41411633897102873e+00,3.76832444197631289e-01,1.88416222098815656e+00,9.42081110494078189e+00,9.99999680740289554e-01,1.74430366227191453e-07,1.74430366227191718e-07,3.66835991375552778e-16
3,11,1.62793144451644466e-02,4.33809700317648681e-03,2.16904850158824332e-02,1.08452425079412176e-01,9.99963891935186644e-01,1.69648322524883766e-05,1.69648322524884037e-05,2.41156733676049028e-16
4,12,2.99781423548036645e-04,7.98854828612275764e-05,3.99427414306137896e-04,1.99713707153068932e-03,9.96634947965730489e-01,1.57864254346148231e-03,1.57864254346148469e-03,1.35166782956510920e-16
