edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,100.0,-0.046465361284213164,0.2635181586931267,0.26758335105213177
1,0,2,20.0,0.21869844751013565,0.07959972517391882,0.23273402671527632
2,0,3,119.99999999999999,-0.09265251621375852,0.16047886553132898,0.18530503242751709
3,0,4,39.99999999999999,0.11205396760966063,0.0940244428932171,0.14627606611625402
4,0,5,140.0,-0.11205396760966058,0.09402444289321713,0.146276066116254
5,0,6,59.99999999999999,0.09265251621375854,0.16047886553132895,0.18530503242751706
6,0,7,160.0,-0.21869844751013554,0.07959972517391885,0.23273402671527624
7,0,8,80.0,0.046465361284213184,0.2635181586931267,0.26758335105213177
8,0,9,0.0,0.280154875709697,0.0,0.280154875709697
9,1,2,119.99999999999999,-0.09265251621375852,0.16047886553132898,0.18530503242751709
10,1,3,39.99999999999999,0.11205396760966063,0.0940244428932171,0.14627606611625402
11,1,4,140.0,-0.11205396760966058,0.09402444289321713,0.146276066116254
12,1,5,59.99999999999999,0.09265251621375854,0.16047886553132895,0.18530503242751706
13,1,6,160.0,-0.21869844751013554,0.07959972517391885,0.23273402671527624
14,1,7,80.0,0.046465361284213184,0.2635181586931267,0.26758335105213177
15,1,8,0.0,0.280154875709697,0.0,0.280154875709697
16,1,9,20.0,0.21869844751013565,0.07959972517391882,0.23273402671527632
17,2,3,140.0,-0.11205396760966058,0.09402444289321713,0.146276066116254
18,2,4,59.99999999999999,0.09265251621375854,0.16047886553132895,0.18530503242751706
19,2,5,160.0,-0.21869844751013554,0.07959972517391885,0.23273402671527624
20,2,6,80.0,0.046465361284213184,0.2635181586931267,0.26758335105213177
21,2,7,0.0,0.280154875709697,0.0,0.280154875709697
22,2,8,100.0,-0.046465361284213164,0.2635181586931267,0.26758335105213177
23,2,9,39.99999999999999,0.11205396760966063,0.0940244428932171,0.14627606611625402
24,3,4,160.0,-0.21869844751013554,0.07959972517391885,0.23273402671527624
25,3,5,80.0,0.046465361284213184,0.2635181586931267,0.26758335105213177
26,3,6,0.0,0.280154875709697,0.0,0.280154875709697
27,3,7,100.0,-0.046465361284213164,0.2635181586931267,0.26758335105213177
28,3,8,20.0,0.21869844751013565,0.07959972517391882,0.23273402671527632
29,3,9,59.99999999999999,0.09265251621375854,0.16047886553132895,0.18530503242751706
30,4,5,0.0,0.280154875709697,0.0,0.280154875709697
31,4,6,100.0,-0.046465361284213164,0.2635181586931267,0.26758335105213177
32,4,7,20.0,0.21869844751013565,0.07959972517391882,0.23273402671527632
33,4,8,119.99999999999999,-0.09265251621375852,0.16047886553132898,0.18530503242751709
34,4,9,80.0,0.046465361284213184,0.2635181586931267,0.26758335105213177
35,5,6,20.0,0.21869844751013565,0.07959972517391882,0.23273402671527632
36,5,7,119.99999999999999,-0.09265251621375852,0.16047886553132898,0.18530503242751709
37,5,8,39.99999999999999,0.11205396760966063,0.0940244428932171,0.14627606611625402
38,5,9,100.0,-0.046465361284213164,0.2635181586931267,0.26758335105213177
39,6,7,39.99999999999999,0.11205396760966063,0.0940244428932171,0.14627606611625402
40,6,8,140.0,-0.11205396760966058,0.09402444289321713,0.146276066116254
41,6,9,119.99999999999999,-0.09265251621375852,0.16047886553132898,0.18530503242751709
42,7,8,59.99999999999999,0.09265251621375854,0.16047886553132895,0.18530503242751706
43,7,9,140.0,-0.11205396760966058,0.09402444289321713,0.146276066116254
44,8,9,160.0,-0.21869844751013554,0.07959972517391885,0.23273402671527624
