step,H_parallel,H_perp,H_total,PR,PR_over_M,abs_ZT_Z,sigma1_of_step_generator,amp_min,amp_max,amp_std,K_spectral_norm,K_antisym_error,measured_phase_advance,angle_times_sigma1_next
0.0,1.199999999999752,7.669655856147109e-37,1.199999999999752,12.711864406779661,0.847457627118644,1.2694646030875567e-16,nan,0.20289697945014853,0.3577708763999294,0.06231540202914479,nan,nan,9.566656339358477e-05,0.00031221689063932865
1.0,1.199999998899451,1.1003017036296556e-09,1.1999999999997526,12.711864401044194,0.8474576267362796,1.7511845247725343e-05,0.6161666821291827,0.2028969795428524,0.357770876929037,0.06231540204892448,0.6161666821291825,0.0,9.566656335046258e-05,0.0003122168906160214
2.0,1.1999999955985474,4.401206809919799e-09,1.1999999999997542,12.711864372366865,0.8474576248244576,3.50236902053387e-05,0.6161666820831853,0.20289698000630876,0.35777087957457443,0.06231540214782284,0.6161666820831855,5.099024833164444e-17,9.566656330726086e-05,0.0003122168904994855
3.0,1.1999999900970384,9.902715339798311e-09,1.1999999999997537,12.711864320747697,0.8474576213831798,5.253553324228004e-05,0.6161666818531992,0.20289698084001231,0.35777088433653936,0.0623154023258395,0.6161666818531997,4.4969172124985776e-17,9.566656326408573e-05,0.00031221689028972083
4.0,1.1999999823949268,1.76048273511854e-08,1.1999999999997542,12.711864246186684,0.8474576164124455,7.004737272671488e-05,0.6161666814392242,0.20289698204345835,0.3577708912149311,0.06231540258297458,0.616166681439224,5.551115123125783e-17,9.566656322097263e-05,0.00031221688998672704
5.0,1.1999999724922092,2.750754293900224e-08,1.1999999999997522,12.71186414868385,0.8474576099122566,8.75592070277935e-05,0.6161666808412595,0.2028969836161405,0.3577709002097453,0.06231540291922811,0.6161666808412599,4.163336342344337e-17,9.566656317782736e-05,0.0003122168895905042
6.0,1.1999999603888893,3.9610862235306996e-08,1.1999999999997515,12.711864028239223,0.8474576018826149,0.00010507103451516127,0.6161666800593053,0.20289698555755437,0.35777091132097855,0.062315403334599784,0.6161666800593051,4.4969172124985776e-17,9.566656313460929e-05,0.00031221688910105285
7.0,1.199999946084965,5.391478540901083e-08,1.1999999999997504,12.71186388485287,0.8474575923235246,0.0001225828535572634,0.6161666790933626,0.20289698786719507,0.3577709245486244,0.0623154038290889,0.6161666790933629,5.003707553108401e-17,9.566656309152058e-05,0.0003122168885183733
8.0,1.1999999295804373,7.041931266621416e-08,1.19999999999975,12.71186371852481,0.8474575812349874,0.00014009466252302142,0.616166677943432,0.20289699054455615,0.3577709398926765,0.06231540440269564,0.6161666779434324,4.046035655711836e-17,9.566656304826885e-05,0.00031221688784246576
9.0,1.1999999108753059,8.912444425003667e-08,1.1999999999997502,12.711863529255105,0.8474575686170069,0.00015760645978171823,0.6161666766095142,0.20289699358913255,0.3577709573531271,0.06231540505541958,0.6161666766095142,5.374844106186573e-17,9.566656300513844e-05,0.00031221688707333057
10.0,1.1999998899695683,1.1003018044061176e-07,1.1999999999997488,12.711863317043829,0.8474575544695886,0.00017511824370194,0.6161666750916095,0.202896997000419,0.3577709769299668,0.06231540578726008,0.616166675091609,5.003707553108401e-17,9.566656296195548e-05,0.0003122168862109672
11.0,1.1999998668632263,1.3313652155483217e-07,1.199999999999748,12.71186308189107,0.847457538792738,0.00019263001265276886,0.6161666733897171,0.20289700077790998,0.357770998623185,0.06231540659821646,0.6161666733897168,5.721958498152797e-17,9.566656291878698e-05,0.00031221688525537663
12.0,1.1999998415562814,1.5844346794706707e-07,1.1999999999997493,12.711862823796896,0.8474575215864597,0.00021014176500273548,0.6161666715038387,0.20289700492109944,0.35777102243277165,0.06231540748828868,0.616166671503839,4.4969172124985776e-17,9.566656287564426e-05,0.00031221688420655984
13.0,1.1999998140487298,1.859510200084498e-07,1.1999999999997497,12.711862542761374,0.8474575028507583,0.00022765349912163397,0.6161666694339765,0.20289700942948188,0.3577710483587131,0.06231540845747587,0.6161666694339767,5.099024833164444e-17,9.566656283247979e-05,0.0003122168830645166
14.0,1.1999997843405716,2.1565917816726005e-07,1.1999999999997497,12.711862238784654,0.8474574825856436,0.0002451652133779364,0.6161666671801298,0.20289701430255203,0.35777107640099554,0.06231540950577721,0.6161666671801299,5.003707553108401e-17,9.566656278929778e-05,0.00031221688182924714
15.0,1.199999752431808,2.475679428886505e-07,1.1999999999997508,12.711861911866821,0.8474574607911214,0.0002626769061405827,0.6161666647422992,0.20289701953980402,0.35777110655960437,0.06231541063319197,0.6161666647422993,4.906538933386797e-17,9.566656274614043e-05,0.0003122168805007525
16.0,1.199999718322438,2.816773146753237e-07,1.1999999999997526,12.711861562008,0.8474574374672,0.0002801885757784731,0.6161666621204867,0.2028970251407323,0.35777113883452366,0.06231541183971941,0.6161666621204871,5.003707553108401e-17,9.566656270299652e-05,0.00031221687907903367
17.0,1.1999996820124568,3.1798729406642055e-07,1.1999999999997508,12.711861189208314,0.8474574126138876,0.00029770022066039634,0.6161666593146944,0.20289703110483015,0.35777117322573515,0.0623154131253587,0.6161666593146937,4.277421474636178e-17,9.566656265984462e-05,0.0003122168775640888
18.0,1.1999996435018687,3.564978816379319e-07,1.1999999999997504,12.7118607934679,0.8474573862311934,0.00031521183915514487,0.6161666563249184,0.20289703743159254,0.35777120973322135,0.06231541449010889,0.6161666563249183,5.637184056103667e-17,9.566656261664914e-05,0.00031221687595592073
19.0,1.1999996027906739,3.9720907800326974e-07,1.199999999999752,12.71186037478689,0.8474573583191259,0.00033272342963175085,0.6161666531511645,0.20289704412051346,0.35777124835696356,0.06231541593396921,0.6161666531511646,2.943923360032078e-17,9.566656257347725e-05,0.0003122168742545306
20.0,1.1999995598788704,4.4012088381327215e-07,1.1999999999997542,12.71185993316547,0.8474573288776981,0.00035023499045811954,0.6161666497934348,0.2028970511710867,0.35777128909694,0.06231541745693842,0.6161666497934344,4.706186817419514e-17,9.566656253033548e-05,0.0003122168724599179
