step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,7.669655856147109e-37,6.391379880123912e-37,0.847457627118644,0.06231540202914479
25,0.006927917133249944,0.005773264277709467,0.8436825496407309,0.06246713678086142
50,0.028230865555922337,0.023525721296606742,0.8423551304552946,0.06201971179369535
75,0.06365272820229878,0.053043940168593304,0.8470291207040698,0.06110345332893722
100,0.10921945919590179,0.09101621599660337,0.8408232921100931,0.06141048275784272
125,0.1637459602862401,0.1364549669052278,0.8330633959160116,0.061263190769365435
150,0.2321455712516774,0.19345464270977014,0.8420699720390725,0.05900074729945684
200,0.38150696897722036,0.3179224741477495,0.8360673659693474,0.06037412804183619
300,0.7307472348421001,0.608956029035207,0.8452893195954465,0.06053447356977646
500,1.1168931895005958,0.9307443245840291,0.8411575252062907,0.058087367110891915
750,0.8694470886987815,0.7245392405824688,0.8431731317634656,0.06796308128983074
1000,0.6047731815031424,0.5039776512527263,0.8471361229421509,0.06577350655613165
1500,0.7085792846604059,0.5904827372171484,0.8324066456839094,0.0702711202863363
2000,0.8268494488003291,0.6890412073337584,0.8303102862682084,0.06436486346954831
3000,0.8199063147041364,0.6832552622535417,0.6067364878455376,0.10643169929953444
4000,0.684416542870462,0.5703471190587486,0.9014465918867985,0.05396993540398798
5000,1.1317982430390527,0.9431652025324894,0.5355381820153354,0.13185609135010737
7500,1.1133578331345095,0.9277981942785836,0.34921914305659724,0.18916786344646955
10000,1.0388898211163147,0.8657415175966635,0.34384164310113596,0.2101134887284737
15000,1.0593039606753232,0.8827533005625219,0.333925747954195,0.2262880635064486
20000,1.0564592176405048,0.8803826813667076,0.3333646734644038,0.22988297243038022
25000,1.0572546128809384,0.8810455107338925,0.3333350111306371,0.23069672538543454
30000,1.0570343944674605,0.8808619953890703,0.33333342220262996,0.2308843011477528
35000,1.0570921604610193,0.8809101337160564,0.33333333797915876,0.2309273777487358
40000,1.0570776586686736,0.8808980488883323,0.3333333335729051,0.23093721570524134
