t,H,Q2_re,Q2_im,generator_norm
0,np.float64(516.5141941810193),np.float64(-46.89036468639693),np.float64(13.29971210955707),np.float64(20.602105823382697)
1,np.float64(516.5141941810177),np.float64(-46.890364686397085),np.float64(13.299712109557149),np.float64(21.11749798866528)
2,np.float64(516.5141941810172),np.float64(-46.89036468639706),np.float64(13.299712109556829),np.float64(21.131446405602762)
3,np.float64(516.514194181019),np.float64(-46.890364686397255),np.float64(13.299712109556912),np.float64(21.17808504733539)
4,np.float64(516.5141941810169),np.float64(-46.89036468639728),np.float64(13.299712109556921),np.float64(21.59909293228272)
5,np.float64(516.5141941810169),np.float64(-46.890364686397376),np.float64(13.299712109556667),np.float64(21.927303082346143)
6,np.float64(516.5141941810143),np.float64(-46.8903646863972),np.float64(13.299712109556639),np.float64(21.95571477718271)
7,np.float64(516.5141941810157),np.float64(-46.89036468639725),np.float64(13.29971210955638),np.float64(21.85353048721365)
8,np.float64(516.5141941810173),np.float64(-46.890364686397284),np.float64(13.299712109556477),np.float64(21.87479366443498)
9,np.float64(516.5141941810168),np.float64(-46.89036468639725),np.float64(13.299712109556697),np.float64(22.12838190810001)
10,np.float64(516.514194181018),np.float64(-46.89036468639746),np.float64(13.299712109556733),np.float64(22.393815414246454)
11,np.float64(516.5141941810177),np.float64(-46.89036468639739),np.float64(13.299712109556934),np.float64(22.495722574767008)
12,np.float64(516.514194181016),np.float64(-46.89036468639744),np.float64(13.299712109556939),np.float64(22.49053010308624)
13,np.float64(516.5141941810158),np.float64(-46.89036468639748),np.float64(13.299712109557131),np.float64(22.43568592966443)
14,np.float64(516.5141941810145),np.float64(-46.89036468639752),np.float64(13.29971210955727),np.float64(22.386253590733375)
15,np.float64(516.5141941810148),np.float64(-46.890364686397504),np.float64(13.299712109556891),np.float64(22.399452869420358)
16,np.float64(516.5141941810141),np.float64(-46.890364686397305),np.float64(13.299712109556832),np.float64(22.51434232453514)
17,np.float64(516.5141941810137),np.float64(-46.890364686397206),np.float64(13.299712109556818),np.float64(22.644145203771732)
18,np.float64(516.514194181012),np.float64(-46.89036468639722),np.float64(13.299712109556786),np.float64(22.716895629845396)
19,np.float64(516.5141941810108),np.float64(-46.890364686397135),np.float64(13.29971210955706),np.float64(22.737414617413446)
20,np.float64(516.5141941810122),np.float64(-46.89036468639725),np.float64(13.299712109557095),np.float64(22.726075081844076)
