step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,2.523659576150209e-33,2.103049646792276e-33,0.9999999999999999,3.539177508259008e-11
5,7.086904823163696e-26,5.905754019304306e-26,0.9999999999999997,3.539855680552179e-11
10,2.835882833879102e-25,2.3632356948997415e-25,1.0000000000000002,3.5405634273950674e-11
25,1.7720414401537593e-24,1.4767012001284501e-24,1.0000000000000002,3.542641326226727e-11
50,7.08553710198883e-24,5.904614251658662e-24,0.9999999999999998,3.5464054252390144e-11
75,1.5942553198067935e-23,1.328546099839302e-23,1.0000000000000002,3.55038925134281e-11
100,2.8335860197456087e-23,2.3613216831218837e-23,1.0000000000000002,3.554640614427052e-11
125,4.42700099018513e-23,3.6891674918217977e-23,0.9999999999999996,3.559126530558077e-11
150,6.374645796208805e-23,5.312204830175212e-23,0.9999999999999997,3.563869135968846e-11
200,1.133017134254922e-22,9.441809452126432e-23,1.0000000000000004,3.5740692532160356e-11
250,1.77072462426215e-22,1.4756038535520872e-22,0.9999999999999999,3.585211171253526e-11
300,2.550001185212052e-22,2.1250009876771144e-22,1.0000000000000002,3.597361162370103e-11
350,3.4711861733380874e-22,2.8926551444489577e-22,1.0000000000000002,3.610371329789477e-11
400,4.534217226447641e-22,3.7785143553737185e-22,1.0,3.6244062587897955e-11
450,5.739585316051053e-22,4.782987763376704e-22,0.9999999999999999,3.639230548102364e-11
500,7.086805653209953e-22,5.905671377676059e-22,0.9999999999999999,3.6549506465650784e-11
