edge_index,i,j,theta_deg,a_Re,b_Im,abs_z
0,0,1,96.00000000000001,-0.018222847034177796,0.17337880807671652,0.17433382702199232
1,0,2,12.0,0.17052421462830414,0.036246040742873215,0.17433382702199238
2,0,3,108.0,-0.053872115244218054,0.16580132219993796,0.17433382702199235
3,0,4,24.0,0.15926187578939202,0.07090795557748239,0.17433382702199235
4,0,5,119.99999999999999,-0.08716691351099613,0.1509775229400074,0.17433382702199232
5,0,6,36.0,0.14103902875521424,0.10247085249923414,0.17433382702199235
6,0,7,132.0,-0.11665209938408605,0.1295552814570647,0.17433382702199232
7,0,8,47.99999999999999,0.11665209938408605,0.1295552814570647,0.17433382702199232
8,0,9,144.0,-0.14103902875521424,0.10247085249923416,0.17433382702199235
9,0,10,59.99999999999999,0.08716691351099619,0.1509775229400074,0.17433382702199235
10,0,11,156.0,-0.159261875789392,0.07090795557748243,0.17433382702199232
11,0,12,72.0,0.05387211524421807,0.16580132219993793,0.17433382702199232
12,0,13,168.0,-0.17052421462830414,0.03624604074287321,0.17433382702199238
13,0,14,84.0,0.01822284703417778,0.17337880807671652,0.17433382702199232
14,0,15,0.0,0.17433382702199235,0.0,0.17433382702199235
15,1,2,108.0,-0.053872115244218054,0.16580132219993796,0.17433382702199235
16,1,3,24.0,0.15926187578939202,0.07090795557748239,0.17433382702199235
17,1,4,119.99999999999999,-0.08716691351099613,0.1509775229400074,0.17433382702199232
18,1,5,36.0,0.14103902875521424,0.10247085249923414,0.17433382702199235
19,1,6,132.0,-0.11665209938408605,0.1295552814570647,0.17433382702199232
20,1,7,47.99999999999999,0.11665209938408605,0.1295552814570647,0.17433382702199232
21,1,8,144.0,-0.14103902875521424,0.10247085249923416,0.17433382702199235
22,1,9,59.99999999999999,0.08716691351099619,0.1509775229400074,0.17433382702199235
23,1,10,156.0,-0.159261875789392,0.07090795557748243,0.17433382702199232
24,1,11,72.0,0.05387211524421807,0.16580132219993793,0.17433382702199232
25,1,12,168.0,-0.17052421462830414,0.03624604074287321,0.17433382702199238
26,1,13,84.0,0.01822284703417778,0.17337880807671652,0.17433382702199232
27,1,14,0.0,0.17433382702199235,0.0,0.17433382702199235
28,1,15,12.0,0.17052421462830414,0.036246040742873215,0.17433382702199238
29,2,3,119.99999999999999,-0.08716691351099613,0.1509775229400074,0.17433382702199232
30,2,4,36.0,0.14103902875521424,0.10247085249923414,0.17433382702199235
31,2,5,132.0,-0.11665209938408605,0.1295552814570647,0.17433382702199232
32,2,6,47.99999999999999,0.11665209938408605,0.1295552814570647,0.17433382702199232
33,2,7,144.0,-0.14103902875521424,0.10247085249923416,0.17433382702199235
34,2,8,59.99999999999999,0.08716691351099619,0.1509775229400074,0.17433382702199235
35,2,9,156.0,-0.159261875789392,0.07090795557748243,0.17433382702199232
36,2,10,72.0,0.05387211524421807,0.16580132219993793,0.17433382702199232
37,2,11,168.0,-0.17052421462830414,0.03624604074287321,0.17433382702199238
38,2,12,84.0,0.01822284703417778,0.17337880807671652,0.17433382702199232
39,2,13,0.0,0.17433382702199235,0.0,0.17433382702199235
40,2,14,96.00000000000001,-0.018222847034177796,0.17337880807671652,0.17433382702199232
41,2,15,24.0,0.15926187578939202,0.07090795557748239,0.17433382702199235
42,3,4,132.0,-0.11665209938408605,0.1295552814570647,0.17433382702199232
43,3,5,47.99999999999999,0.11665209938408605,0.1295552814570647,0.17433382702199232
44,3,6,144.0,-0.14103902875521424,0.10247085249923416,0.17433382702199235
45,3,7,59.99999999999999,0.08716691351099619,0.1509775229400074,0.17433382702199235
46,3,8,156.0,-0.159261875789392,0.07090795557748243,0.17433382702199232
47,3,9,72.0,0.05387211524421807,0.16580132219993793,0.17433382702199232
48,3,10,168.0,-0.17052421462830414,0.03624604074287321,0.17433382702199238
49,3,11,84.0,0.01822284703417778,0.17337880807671652,0.17433382702199232
50,3,12,0.0,0.17433382702199235,0.0,0.17433382702199235
51,3,13,96.00000000000001,-0.018222847034177796,0.17337880807671652,0.17433382702199232
52,3,14,12.0,0.17052421462830414,0.036246040742873215,0.17433382702199238
53,3,15,36.0,0.14103902875521424,0.10247085249923414,0.17433382702199235
54,4,5,144.0,-0.14103902875521424,0.10247085249923416,0.17433382702199235
55,4,6,59.99999999999999,0.08716691351099619,0.1509775229400074,0.17433382702199235
56,4,7,156.0,-0.159261875789392,0.07090795557748243,0.17433382702199232
57,4,8,72.0,0.05387211524421807,0.16580132219993793,0.17433382702199232
58,4,9,168.0,-0.17052421462830414,0.03624604074287321,0.17433382702199238
59,4,10,84.0,0.01822284703417778,0.17337880807671652,0.17433382702199232
60,4,11,0.0,0.17433382702199235,0.0,0.17433382702199235
61,4,12,96.00000000000001,-0.018222847034177796,0.17337880807671652,0.17433382702199232
62,4,13,12.0,0.17052421462830414,0.036246040742873215,0.17433382702199238
63,4,14,108.0,-0.053872115244218054,0.16580132219993796,0.17433382702199235
64,4,15,47.99999999999999,0.11665209938408605,0.1295552814570647,0.17433382702199232
65,5,6,156.0,-0.159261875789392,0.07090795557748243,0.17433382702199232
66,5,7,72.0,0.05387211524421807,0.16580132219993793,0.17433382702199232
67,5,8,168.0,-0.17052421462830414,0.03624604074287321,0.17433382702199238
68,5,9,84.0,0.01822284703417778,0.17337880807671652,0.17433382702199232
69,5,10,0.0,0.17433382702199235,0.0,0.17433382702199235
70,5,11,96.00000000000001,-0.018222847034177796,0.17337880807671652,0.17433382702199232
71,5,12,12.0,0.17052421462830414,0.036246040742873215,0.17433382702199238
72,5,13,108.0,-0.053872115244218054,0.16580132219993796,0.17433382702199235
73,5,14,24.0,0.15926187578939202,0.07090795557748239,0.17433382702199235
74,5,15,59.99999999999999,0.08716691351099619,0.1509775229400074,0.17433382702199235
75,6,7,168.0,-0.17052421462830414,0.03624604074287321,0.17433382702199238
76,6,8,84.0,0.01822284703417778,0.17337880807671652,0.17433382702199232
77,6,9,0.0,0.17433382702199235,0.0,0.17433382702199235
78,6,10,96.00000000000001,-0.018222847034177796,0.17337880807671652,0.17433382702199232
79,6,11,12.0,0.17052421462830414,0.036246040742873215,0.17433382702199238
80,6,12,108.0,-0.053872115244218054,0.16580132219993796,0.17433382702199235
81,6,13,24.0,0.15926187578939202,0.07090795557748239,0.17433382702199235
82,6,14,119.99999999999999,-0.08716691351099613,0.1509775229400074,0.17433382702199232
83,6,15,72.0,0.05387211524421807,0.16580132219993793,0.17433382702199232
84,7,8,0.0,0.17433382702199235,0.0,0.17433382702199235
85,7,9,96.00000000000001,-0.018222847034177796,0.17337880807671652,0.17433382702199232
86,7,10,12.0,0.17052421462830414,0.036246040742873215,0.17433382702199238
87,7,11,108.0,-0.053872115244218054,0.16580132219993796,0.17433382702199235
88,7,12,24.0,0.15926187578939202,0.07090795557748239,0.17433382702199235
89,7,13,119.99999999999999,-0.08716691351099613,0.1509775229400074,0.17433382702199232
90,7,14,36.0,0.14103902875521424,0.10247085249923414,0.17433382702199235
91,7,15,84.0,0.01822284703417778,0.17337880807671652,0.17433382702199232
92,8,9,12.0,0.17052421462830414,0.036246040742873215,0.17433382702199238
93,8,10,108.0,-0.053872115244218054,0.16580132219993796,0.17433382702199235
94,8,11,24.0,0.15926187578939202,0.07090795557748239,0.17433382702199235
95,8,12,119.99999999999999,-0.08716691351099613,0.1509775229400074,0.17433382702199232
96,8,13,36.0,0.14103902875521424,0.10247085249923414,0.17433382702199235
97,8,14,132.0,-0.11665209938408605,0.1295552814570647,0.17433382702199232
98,8,15,96.00000000000001,-0.018222847034177796,0.17337880807671652,0.17433382702199232
99,9,10,24.0,0.15926187578939202,0.07090795557748239,0.17433382702199235
100,9,11,119.99999999999999,-0.08716691351099613,0.1509775229400074,0.17433382702199232
101,9,12,36.0,0.14103902875521424,0.10247085249923414,0.17433382702199235
102,9,13,132.0,-0.11665209938408605,0.1295552814570647,0.17433382702199232
103,9,14,47.99999999999999,0.11665209938408605,0.1295552814570647,0.17433382702199232
104,9,15,108.0,-0.053872115244218054,0.16580132219993796,0.17433382702199235
105,10,11,36.0,0.14103902875521424,0.10247085249923414,0.17433382702199235
106,10,12,132.0,-0.11665209938408605,0.1295552814570647,0.17433382702199232
107,10,13,47.99999999999999,0.11665209938408605,0.1295552814570647,0.17433382702199232
108,10,14,144.0,-0.14103902875521424,0.10247085249923416,0.17433382702199235
109,10,15,119.99999999999999,-0.08716691351099613,0.1509775229400074,0.17433382702199232
110,11,12,47.99999999999999,0.11665209938408605,0.1295552814570647,0.17433382702199232
111,11,13,144.0,-0.14103902875521424,0.10247085249923416,0.17433382702199235
112,11,14,59.99999999999999,0.08716691351099619,0.1509775229400074,0.17433382702199235
113,11,15,132.0,-0.11665209938408605,0.1295552814570647,0.17433382702199232
114,12,13,59.99999999999999,0.08716691351099619,0.1509775229400074,0.17433382702199235
115,12,14,156.0,-0.159261875789392,0.07090795557748243,0.17433382702199232
116,12,15,144.0,-0.14103902875521424,0.10247085249923416,0.17433382702199235
117,13,14,72.0,0.05387211524421807,0.16580132219993793,0.17433382702199232
118,13,15,156.0,-0.159261875789392,0.07090795557748243,0.17433382702199232
119,14,15,168.0,-0.17052421462830414,0.03624604074287321,0.17433382702199238
