step,treat_Hperp,treat_Hperp_frac,treat_PR_M,treat_amp_std
0,2.7287478660959533e-32,1.9707845504746404e-32,0.743679063485151,0.08903670997781142
5,2.987779778790237e-16,2.1578652617270688e-16,0.7436790634851494,0.08903670997781164
10,1.1951119486845362e-15,8.631461315349982e-16,0.7436790634851475,0.0890367099778123
25,7.469449810536408e-15,5.394663416892291e-15,0.7436790634851406,0.0890367099778131
50,2.9877799952136533e-14,2.157865418034595e-14,0.7436790634851048,0.08903670997781835
75,6.722504959693055e-14,4.8551971692447907e-14,0.743679063485048,0.0890367099778267
100,1.1951119908520032e-13,8.63146161989594e-14,0.7436790634849698,0.08903670997783857
125,1.8673624855522556e-13,1.3486658779975057e-13,0.7436790634848712,0.08903670997785294
150,2.689001966650175e-13,1.9420788552559713e-13,0.7436790634847524,0.08903670997786962
200,4.780447934500488e-13,3.452584627080414e-13,0.7436790634844519,0.0890367099779124
250,7.469449905698752e-13,5.394663485621002e-13,0.7436790634840684,0.0890367099779681
300,1.0756007887133084e-12,7.768315435852737e-13,0.7436790634836014,0.08903670997803428
350,1.4640121838606872e-12,1.0573540448744033e-12,0.7436790634830419,0.08903670997811515
400,1.912179169162434e-12,1.3810338474825562e-12,0.743679063482408,0.08903670997820577
450,2.420101745391173e-12,1.7478709519677145e-12,0.7436790634816882,0.08903670997830901
500,2.9877799123681507e-12,2.1578653582008004e-12,0.743679063480881,0.08903670997842421
