case,step,readout_set,particle,gauge,chi_read,delta_chi_read,R_read,distance_AB_signed,distance_AB_abs,C_memory,R2_memory,R3_memory,Q_raw,Q_closed,beat_phase,unwrap_phase,principal_branch_phase,same_snapshot_id,delta_chi_gauge_offset,phase_bias,gain
C_mediated_only_persistent,0,frozen_fanout,A,g_gain_high,-0.2499999998217484,1.7825161310388272e-10,1.2,0.4999999997076674,0.4999999997076674,2.923326454903677e-07,0.0,0.0,2.9233264549036767e-10,0.0,0.0,-0.0,0.0,C_mediated_only_persistent:0,0.0,0.0,1.2
C_mediated_only_persistent,0,frozen_fanout,B,g_gain_high,0.24999999988591898,-1.1408103238648494e-10,1.875,0.4999999997076674,0.4999999997076674,2.923326454903677e-07,0.0,0.0,2.9233264549036767e-10,0.0,0.0,-0.0,0.0,C_mediated_only_persistent:0,0.0,0.0,1.2
C_mediated_only_persistent,0,frozen_fanout,A,g_gain_low,-0.2499999998217484,1.7825161310388272e-10,0.8,0.4999999997076674,0.4999999997076674,2.923326454903677e-07,0.0,0.0,2.9233264549036767e-10,0.0,0.0,-0.0,0.0,C_mediated_only_persistent:0,0.0,0.0,0.8
C_mediated_only_persistent,0,frozen_fanout,B,g_gain_low,0.24999999988591898,-1.1408103238648494e-10,1.25,0.4999999997076674,0.4999999997076674,2.923326454903677e-07,0.0,0.0,2.9233264549036767e-10,0.0,0.0,-0.0,0.0,C_mediated_only_persistent:0,0.0,0.0,0.8
C_mediated_only_persistent,1,frozen_fanout,A,g0,-0.2499999994795053,5.20494710167953e-10,1.0,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,0.0,1.0
C_mediated_only_persistent,1,frozen_fanout,B,g0,0.24999999966688338,-3.3311661450749e-10,1.5625,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,0.0,1.0
C_mediated_only_persistent,1,frozen_fanout,A,g_chi_plus,-0.2494999994795053,5.20494710167953e-10,1.0,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0005,0.0,1.0
C_mediated_only_persistent,1,frozen_fanout,B,g_chi_plus,0.25049999966688336,-3.3311661450749e-10,1.5625,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0005,0.0,1.0
C_mediated_only_persistent,1,frozen_fanout,A,g_chi_minus,-0.2504999994795053,5.20494710167953e-10,1.0,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,-0.0005,0.0,1.0
C_mediated_only_persistent,1,frozen_fanout,B,g_chi_minus,0.24949999966688338,-3.3311661450749e-10,1.5625,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,-0.0005,0.0,1.0
C_mediated_only_persistent,1,frozen_fanout,A,g_phase_plus,-0.2499999994795053,5.204947112657361e-10,1.0,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,0.0975000000000001,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,0.11,1.0
C_mediated_only_persistent,1,frozen_fanout,B,g_phase_plus,0.24999999966688338,-3.3311661340970696e-10,1.5625,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,0.0975000000000001,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,0.11,1.0
C_mediated_only_persistent,1,frozen_fanout,A,g_phase_minus,-0.2499999994795053,5.204947088716116e-10,1.0,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.1424999999999999,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,-0.13,1.0
C_mediated_only_persistent,1,frozen_fanout,B,g_phase_minus,0.24999999966688338,-3.331166158038314e-10,1.5625,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.1424999999999999,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,-0.13,1.0
C_mediated_only_persistent,1,frozen_fanout,A,g_gain_high,-0.2499999994795053,5.20494710167953e-10,1.2,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,0.0,1.2
C_mediated_only_persistent,1,frozen_fanout,B,g_gain_high,0.24999999966688338,-3.3311661450749e-10,1.875,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,0.0,1.2
C_mediated_only_persistent,1,frozen_fanout,A,g_gain_low,-0.2499999994795053,5.20494710167953e-10,0.8,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,0.0,0.8
C_mediated_only_persistent,1,frozen_fanout,B,g_gain_low,0.24999999966688338,-3.3311661450749e-10,1.25,0.4999999991463887,0.4999999991463887,5.612786791850755e-07,0.0,0.0,5.612786791850755e-10,0.0,-0.012499999999999898,-0.0125,-0.012499999999999898,C_mediated_only_persistent:1,0.0,0.0,0.8
C_mediated_only_persistent,2,frozen_fanout,A,g0,-0.24999999898639003,1.013609972292258e-09,1.0,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,0.0,1.0
C_mediated_only_persistent,2,frozen_fanout,B,g0,0.2499999993512896,-6.487103822670452e-10,1.5625,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,0.0,1.0
C_mediated_only_persistent,2,frozen_fanout,A,g_chi_plus,-0.24949999898639005,1.013609972292258e-09,1.0,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0005,0.0,1.0
C_mediated_only_persistent,2,frozen_fanout,B,g_chi_plus,0.2504999993512896,-6.487103822670452e-10,1.5625,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0005,0.0,1.0
C_mediated_only_persistent,2,frozen_fanout,A,g_chi_minus,-0.25049999898639,1.013609972292258e-09,1.0,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,-0.0005,0.0,1.0
C_mediated_only_persistent,2,frozen_fanout,B,g_chi_minus,0.2494999993512896,-6.487103822670452e-10,1.5625,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,-0.0005,0.0,1.0
C_mediated_only_persistent,2,frozen_fanout,A,g_phase_plus,-0.24999999898639003,1.013609973390041e-09,1.0,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,0.0850000000000002,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,0.11,1.0
C_mediated_only_persistent,2,frozen_fanout,B,g_phase_plus,0.2499999993512896,-6.487103811692622e-10,1.5625,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,0.0850000000000002,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,0.11,1.0
C_mediated_only_persistent,2,frozen_fanout,A,g_phase_minus,-0.24999999898639003,1.0136099709959166e-09,1.0,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.15499999999999983,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,-0.13,1.0
C_mediated_only_persistent,2,frozen_fanout,B,g_phase_minus,0.2499999993512896,-6.487103835633866e-10,1.5625,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.15499999999999983,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,-0.13,1.0
C_mediated_only_persistent,2,frozen_fanout,A,g_gain_high,-0.24999999898639003,1.013609972292258e-09,1.2,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,0.0,1.2
C_mediated_only_persistent,2,frozen_fanout,B,g_gain_high,0.2499999993512896,-6.487103822670452e-10,1.875,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,0.0,1.2
C_mediated_only_persistent,2,frozen_fanout,A,g_gain_low,-0.24999999898639003,1.013609972292258e-09,0.8,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,0.0,0.8
C_mediated_only_persistent,2,frozen_fanout,B,g_gain_low,0.2499999993512896,-6.487103822670452e-10,1.25,0.4999999983376796,0.4999999983376796,8.0870902988386e-07,0.0,0.0,8.0870902988386e-10,0.0,-0.0249999999999998,-0.025,-0.0249999999999998,C_mediated_only_persistent:2,0.0,0.0,0.8
C_mediated_only_persistent,3,frozen_fanout,A,g0,-0.24999999835447237,1.645527626008107e-09,1.0,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,0.0,1.0
C_mediated_only_persistent,3,frozen_fanout,B,g0,0.24999999894686237,-1.0531376806451886e-09,1.5625,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,0.0,1.0
C_mediated_only_persistent,3,frozen_fanout,A,g_chi_plus,-0.24949999835447234,1.645527626008107e-09,1.0,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0005,0.0,1.0
C_mediated_only_persistent,3,frozen_fanout,B,g_chi_plus,0.2504999989468623,-1.0531376806451886e-09,1.5625,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0005,0.0,1.0
C_mediated_only_persistent,3,frozen_fanout,A,g_chi_minus,-0.25049999835447234,1.645527626008107e-09,1.0,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,-0.0005,0.0,1.0
C_mediated_only_persistent,3,frozen_fanout,B,g_chi_minus,0.24949999894686234,-1.0531376806451886e-09,1.5625,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,-0.0005,0.0,1.0
C_mediated_only_persistent,3,frozen_fanout,A,g_phase_plus,-0.24999999835447237,1.64552762710589e-09,1.0,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,0.0725000000000145,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,0.11,1.0
C_mediated_only_persistent,3,frozen_fanout,B,g_phase_plus,0.24999999894686237,-1.0531376795474056e-09,1.5625,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,0.0725000000000145,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,0.11,1.0
C_mediated_only_persistent,3,frozen_fanout,A,g_phase_minus,-0.24999999835447237,1.6455276247117657e-09,1.0,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.1674999999999855,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,-0.13,1.0
C_mediated_only_persistent,3,frozen_fanout,B,g_phase_minus,0.24999999894686237,-1.05313768194153e-09,1.5625,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.1674999999999855,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,-0.13,1.0
C_mediated_only_persistent,3,frozen_fanout,A,g_gain_high,-0.24999999835447237,1.645527626008107e-09,1.2,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,0.0,1.2
C_mediated_only_persistent,3,frozen_fanout,B,g_gain_high,0.24999999894686237,-1.0531376806451886e-09,1.875,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,0.0,1.2
C_mediated_only_persistent,3,frozen_fanout,A,g_gain_low,-0.24999999835447237,1.645527626008107e-09,0.8,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,0.0,0.8
C_mediated_only_persistent,3,frozen_fanout,B,g_gain_low,0.24999999894686237,-1.0531376806451886e-09,1.25,0.4999999973013347,0.4999999973013347,1.0363449520939924e-06,0.0,0.0,1.0363449520939925e-09,0.0,-0.03749999999998548,-0.037500000000000006,-0.03749999999998548,C_mediated_only_persistent:3,0.0,0.0,0.8
C_mediated_only_persistent,4,frozen_fanout,A,g0,-0.24999999759485653,2.4051434796500307e-09,1.0,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,0.0,1.0
C_mediated_only_persistent,4,frozen_fanout,B,g0,0.2499999984607082,-1.5392918269760196e-09,1.5625,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,0.0,1.0
C_mediated_only_persistent,4,frozen_fanout,A,g_chi_plus,-0.24949999759485653,2.4051434796500307e-09,1.0,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0005,0.0,1.0
C_mediated_only_persistent,4,frozen_fanout,B,g_chi_plus,0.2504999984607082,-1.5392918269760196e-09,1.5625,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0005,0.0,1.0
C_mediated_only_persistent,4,frozen_fanout,A,g_chi_minus,-0.2504999975948565,2.4051434796500307e-09,1.0,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,-0.0005,0.0,1.0
C_mediated_only_persistent,4,frozen_fanout,B,g_chi_minus,0.2494999984607082,-1.5392918269760196e-09,1.5625,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,-0.0005,0.0,1.0
C_mediated_only_persistent,4,frozen_fanout,A,g_phase_plus,-0.24999999759485653,2.4051434807478135e-09,1.0,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,0.06000000000000039,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,0.11,1.0
C_mediated_only_persistent,4,frozen_fanout,B,g_phase_plus,0.2499999984607082,-1.5392918258782366e-09,1.5625,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,0.06000000000000039,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,0.11,1.0
C_mediated_only_persistent,4,frozen_fanout,A,g_phase_minus,-0.24999999759485653,2.4051434783536893e-09,1.0,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.1799999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,-0.13,1.0
C_mediated_only_persistent,4,frozen_fanout,B,g_phase_minus,0.2499999984607082,-1.539291828272361e-09,1.5625,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.1799999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,-0.13,1.0
C_mediated_only_persistent,4,frozen_fanout,A,g_gain_high,-0.24999999759485653,2.4051434796500307e-09,1.2,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,0.0,1.2
C_mediated_only_persistent,4,frozen_fanout,B,g_gain_high,0.2499999984607082,-1.5392918269760196e-09,1.875,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,0.0,1.2
C_mediated_only_persistent,4,frozen_fanout,A,g_gain_low,-0.24999999759485653,2.4051434796500307e-09,0.8,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,0.0,0.8
C_mediated_only_persistent,4,frozen_fanout,B,g_gain_low,0.2499999984607082,-1.5392918269760196e-09,1.25,0.4999999960555647,0.4999999960555647,1.2457699999727544e-06,0.0,0.0,1.2457699999727545e-09,0.0,-0.0499999999999996,-0.05,-0.0499999999999996,C_mediated_only_persistent:4,0.0,0.0,0.8
C_mediated_only_persistent,5,frozen_fanout,A,g0,-0.24999999671775833,3.2822416768174636e-09,1.0,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,0.0,1.0
C_mediated_only_persistent,5,frozen_fanout,B,g0,0.2499999978993653,-2.1006346731631766e-09,1.5625,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,0.0,1.0
C_mediated_only_persistent,5,frozen_fanout,A,g_chi_plus,-0.24949999671775833,3.2822416768174636e-09,1.0,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0005,0.0,1.0
C_mediated_only_persistent,5,frozen_fanout,B,g_chi_plus,0.2504999978993653,-2.1006346731631766e-09,1.5625,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0005,0.0,1.0
C_mediated_only_persistent,5,frozen_fanout,A,g_chi_minus,-0.2504999967177583,3.2822416768174636e-09,1.0,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,-0.0005,0.0,1.0
C_mediated_only_persistent,5,frozen_fanout,B,g_chi_minus,0.2494999978993653,-2.1006346731631766e-09,1.5625,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,-0.0005,0.0,1.0
C_mediated_only_persistent,5,frozen_fanout,A,g_phase_plus,-0.24999999671775833,3.2822416779152464e-09,1.0,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,0.04749999999998629,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,0.11,1.0
C_mediated_only_persistent,5,frozen_fanout,B,g_phase_plus,0.2499999978993653,-2.100634672065394e-09,1.5625,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,0.04749999999998629,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,0.11,1.0
C_mediated_only_persistent,5,frozen_fanout,A,g_phase_minus,-0.24999999671775833,3.2822416755211223e-09,1.0,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.19250000000001372,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,-0.13,1.0
C_mediated_only_persistent,5,frozen_fanout,B,g_phase_minus,0.2499999978993653,-2.100634674459518e-09,1.5625,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.19250000000001372,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,-0.13,1.0
C_mediated_only_persistent,5,frozen_fanout,A,g_gain_high,-0.24999999671775833,3.2822416768174636e-09,1.2,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,0.0,1.2
C_mediated_only_persistent,5,frozen_fanout,B,g_gain_high,0.2499999978993653,-2.1006346731631766e-09,1.875,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,0.0,1.2
C_mediated_only_persistent,5,frozen_fanout,A,g_gain_low,-0.24999999671775833,3.2822416768174636e-09,0.8,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,0.0,0.8
C_mediated_only_persistent,5,frozen_fanout,B,g_gain_low,0.2499999978993653,-2.1006346731631766e-09,1.25,0.49999999461712363,0.49999999461712363,1.4384410433545898e-06,0.0,0.0,1.4384410433545897e-09,0.0,-0.06250000000001371,-0.0625,-0.06250000000001371,C_mediated_only_persistent:5,0.0,0.0,0.8
C_mediated_only_persistent,6,frozen_fanout,A,g0,-0.24999999573257636,4.26742362955902e-09,1.0,0.4999999930014253,0.4999999930014253,1.6156984024961523e-06,0.0,0.0,1.6156984024961524e-09,0.0,-0.07499999999997098,-0.07500000000000001,-0.07499999999997098,C_mediated_only_persistent:6,0.0,0.0,1.0
