wave_id,resolution,base_wave,harmonics,phase_composition,reflection_fraction,reflection_value,theta_over_pi,finite_order_lock,real_rotation_period,closure_address,conjugate_address,charge_magnitude,particle_antiparticle,conjugate_direction_count,winding_cover_spin
N31-W0001,31,1lambda0(0deg),なし,base:0deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N31-W0002,31,1lambda0(180deg),なし,base:180deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N31-W0003,31,31lambda0(0deg),なし,base:0deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N31-W0004,31,31lambda0(0deg),1lambda0(0deg);order=31,"base:0deg, order31:0deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
N31-W0005,31,31lambda0(0deg),1lambda0(180deg);order=31,"base:0deg, order31:180deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
N31-W0006,31,31lambda0(180deg),なし,base:180deg,0,0.0,0,False,,なし,なし,0.0,閉鎖共役対なし（自由基底）,1,内部倍音なし（スピン型未分類）
N31-W0007,31,31lambda0(180deg),1lambda0(0deg);order=31,"base:180deg, order31:0deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
N31-W0008,31,31lambda0(180deg),1lambda0(180deg);order=31,"base:180deg, order31:180deg",1/2,0.5,1/4,True,8,+1/4,-1/4 (=3/4),0.4999999999999999,粒子・反粒子の共役方向対（+住所 / -住所）,2,奇数巻数のみ: 2:1被覆（半整数スピン型）
