class_id,count,a2n,b2n,abn,theta_over_pi_mod1,edges
0,1,0.11025761722288735,0.8897423827771126,-0.3132105922015068,0.6077404855533898,1-2
1,1,0.17543267321025283,0.8245673267897471,-0.3803367591760721,0.6375655827963385,1-3
2,1,0.9125605917402785,0.08743940825972157,0.282477889653175,0.09555339056172178,1-4
3,1,0.18963721217103288,0.8103627878289672,-0.3920139537453119,0.6434190576874342,1-5
4,1,0.7959592777002661,0.20404072229973383,0.40299889074678197,0.14918535211627215,1-6
5,1,0.004609318158201275,0.9953906818417987,-0.0677353109117966,0.5216273181673079,1-7
6,1,0.9881929094584142,0.011807090541585824,0.10801705029544466,0.034656118823388454,1-8
7,1,0.6663917445904375,0.33360825540956246,0.4715016302539691,0.19600608526489555,1-9
8,1,0.925542529197935,0.07445747080206502,0.2625139155241578,0.08797254679110855,1-10
9,1,0.07588712154380536,0.9241128784561946,-0.2648174207404057,0.5888355162728279,1-11
10,1,0.3449572567629769,0.655042743237023,-0.47535433917188397,0.6998211600655939,1-12
11,1,0.9954078498160165,0.00459215018398343,-0.06760963201106163,0.9784130581908475,1-13
12,1,0.0019263502970906503,0.9980736497029095,0.043847912967706335,0.4860248238100208,1-14
13,1,0.8132375481304123,0.1867624518695878,0.3897207185167959,0.14224850643526982,1-15
14,1,0.0888314820409965,0.9111685179590034,0.28450035121137657,0.4036650804049782,2-3
15,1,0.206843265666065,0.793156734333935,-0.40504213251791804,0.6502893476527642,2-4
16,1,0.0011341896902111828,0.9988658103097887,0.033658628967291604,0.48927801724277864,2-5
17,1,0.6465160000013613,0.35348399999863866,0.47805131706083714,0.2026678751973141,2-6
18,1,0.6833188147764252,0.3166811852235749,0.4651819129641293,0.19025444437123357,2-7
19,1,0.1471893850577128,0.8528106149422873,-0.3542946090248131,0.6253340162665895,2-8
20,1,0.6760068930777998,0.32399310692220024,-0.4679974076734827,0.8072514912163142,2-9
21,1,0.7779208282584955,0.2220791717415045,0.41564409441264993,0.15619804006829172,2-10
22,1,0.9779466262952132,0.02205337370478677,0.14685714968302968,0.04744571428526663,2-11
23,1,0.6720508336039616,0.32794916639603855,0.4694661975650451,0.1940917559870373,2-12
24,1,0.9381749776502225,0.06182502234977747,0.2408374741630276,0.07998570216654656,2-13
25,1,0.4945736762207737,0.5054263237792264,-0.4999705541431846,0.7482727135876861,2-14
26,1,0.5792354104378817,0.42076458956211815,-0.4936818304664862,0.7753281898218638,2-15
27,1,0.7533104617583385,0.24668953824166148,0.43108445804015866,0.16544718858140556,3-4
28,1,0.9164448878522251,0.08355511214777488,-0.2767194524816563,0.9066576177447419,3-5
29,1,0.5897874956247886,0.41021250437521134,0.49187214357943526,0.22126387435122727,3-6
