step,takagi_r1,takagi_r2,takagi_r3,takagi_r4,takagi_r5,takagi_r6,takagi_r7,takagi_r8,takagi_r9,takagi_r10,takagi_r11,takagi_r12,takagi_r13,takagi_r14,takagi_r15
10,0.17366014208646366,0.17055536473222638,0.16963105797238415,0.1525521137507805,0.1419616225503587,0.14158908017862915,0.12739447839804427,0.12297873131238753,0.10967119872868943,0.10935583418863636,0.09757969680530455,0.07161229442794587,0.052886118556790936,0.04196788277655316,1.6835905801476433e-09
11,0.17366014208646338,0.17055536473222677,0.1696310579723839,0.15255211375078043,0.14196162255035874,0.14158908017862937,0.12739447839804466,0.12297873131238747,0.10967119872868948,0.1093558341886361,0.0975796968053045,0.07161229442794663,0.05288611855679148,0.04196788277655486,1.6330123816170698e-09
12,0.17366014208646302,0.17055536473222718,0.16963105797238356,0.15255211375078026,0.1419616225503588,0.14158908017862967,0.1273944783980451,0.12297873131238739,0.10967119872868963,0.10935583418863576,0.09757969680530441,0.07161229442794759,0.05288611855679217,0.04196788277655698,1.0890363363187142e-09
13,0.1736601420864626,0.17055536473222768,0.16963105797238318,0.15255211375078004,0.14196162255035882,0.14158908017863012,0.1273944783980456,0.1229787313123873,0.1096711987286898,0.10935583418863525,0.09757969680530428,0.07161229442794888,0.05288611855679297,0.04196788277655979,1.2349681991121343e-09
14,0.17366014208646205,0.17055536473222835,0.16963105797238265,0.15255211375077973,0.14196162255035885,0.14158908017863067,0.12739447839804632,0.1229787313123872,0.10967119872869002,0.10935583418863455,0.0975796968053041,0.07161229442795039,0.05288611855679395,0.04196788277656319,1.026662084562823e-09
15,0.17366014208646136,0.17055536473222924,0.16963105797238193,0.15255211375077943,0.14196162255035893,0.14158908017863134,0.12739447839804727,0.12297873131238705,0.1096711987286903,0.10935583418863372,0.09757969680530394,0.07161229442795225,0.052886118556795245,0.04196788277656745,1.2924687739148201e-09
16,0.17366014208646047,0.17055536473223035,0.16963105797238104,0.15255211375077904,0.14196162255035902,0.14158908017863214,0.12739447839804838,0.12297873131238682,0.10967119872869059,0.10935583418863273,0.09757969680530372,0.07161229442795458,0.05288611855679695,0.041967882776572804,1.3508791315486739e-09
17,0.1736601420864594,0.1705553647322317,0.16963105797237998,0.1525521137507785,0.14196162255035916,0.14158908017863323,0.12739447839804985,0.12297873131238658,0.10967119872869101,0.10935583418863153,0.09757969680530351,0.07161229442795758,0.05288611855679901,0.041967882776579694,2.111558168660972e-09
18,0.17366014208645808,0.17055536473223334,0.16963105797237854,0.15255211375077793,0.14196162255035927,0.14158908017863456,0.12739447839805165,0.12297873131238629,0.10967119872869154,0.10935583418863001,0.09757969680530315,0.07161229442796145,0.05288611855680156,0.04196788277658844,9.16826859364561e-10
19,0.17366014208645641,0.1705553647322354,0.1696310579723768,0.15255211375077707,0.1419616225503594,0.14158908017863628,0.12739447839805398,0.1229787313123859,0.10967119872869222,0.10935583418862814,0.09757969680530272,0.07161229442796639,0.05288611855680475,0.04196788277659952,6.838697969977014e-10
20,0.1736601420864543,0.17055536473223795,0.16963105797237454,0.15255211375077607,0.14196162255035963,0.14158908017863844,0.1273944783980569,0.12297873131238538,0.10967119872869299,0.10935583418862581,0.09757969680530224,0.07161229442797253,0.052886118556808845,0.04196788277661339,1.5619904397773767e-09
21,0.17366014208645164,0.17055536473224114,0.16963105797237166,0.15255211375077485,0.14196162255035988,0.14158908017864114,0.12739447839806065,0.12297873131238467,0.10967119872869392,0.10935583418862291,0.09757969680530158,0.07161229442798024,0.05288611855681408,0.04196788277663088,1.3889020522851006e-09
22,0.1736601420864483,0.17055536473224528,0.1696310579723681,0.15255211375077324,0.1419616225503602,0.1415890801786446,0.12739447839806542,0.12297873131238377,0.10967119872869513,0.10935583418861929,0.0975796968053008,0.07161229442798996,0.052886118556820724,0.04196788277665289,1.4788707432572043e-09
23,0.17366014208644415,0.1705553647322504,0.16963105797236355,0.15255211375077124,0.1419616225503606,0.141589080178649,0.12739447839807144,0.1229787313123827,0.10967119872869668,0.10935583418861462,0.09757969680529976,0.07161229442800225,0.05288611855682898,0.041967882776680794,2.1523533664659195e-09
24,0.1736601420864389,0.1705553647322568,0.16963105797235786,0.1525521137507687,0.141961622550361,0.14158908017865457,0.12739447839807894,0.12297873131238121,0.1096711987286986,0.10935583418860868,0.0975796968052984,0.0716122944280178,0.05288611855683939,0.04196788277671617,1.4877506561953174e-09
25,0.17366014208643232,0.17055536473226485,0.16963105797235065,0.15255211375076547,0.14196162255036157,0.14158908017866165,0.12739447839808848,0.12297873131237944,0.10967119872870099,0.10935583418860129,0.0975796968052968,0.07161229442803739,0.052886118556852664,0.041967882776760834,1.308412963961577e-09
26,0.17366014208642397,0.17055536473227503,0.16963105797234151,0.15255211375076147,0.1419616225503623,0.14158908017867056,0.12739447839810064,0.12297873131237712,0.1096711987287039,0.10935583418859203,0.09757969680529474,0.07161229442806215,0.05288611855686948,0.041967882776817095,1.5767298739109617e-09
27,0.1736601420864135,0.17055536473228786,0.16963105797232997,0.1525521137507565,0.14196162255036318,0.1415890801786818,0.12739447839811605,0.1229787313123741,0.10967119872870752,0.1093558341885804,0.09757969680529217,0.07161229442809333,0.05288611855689074,0.04196788277688828,1.180031713694472e-09
28,0.17366014208640027,0.17055536473230395,0.1696310579723154,0.15255211375075015,0.14196162255036424,0.14158908017869606,0.12739447839813545,0.12297873131237036,0.1096711987287121,0.10935583418856575,0.0975796968052889,0.07161229442813279,0.052886118556917563,0.041967882776978285,1.2646348837370982e-09
29,0.17366014208638367,0.17055536473232424,0.16963105797229702,0.1525521137507422,0.14196162255036554,0.14158908017871416,0.12739447839815998,0.12297873131236559,0.10967119872871783,0.10935583418854718,0.09757969680528479,0.07161229442818266,0.05288611855695144,0.04196788277709217,1.0511763416016968e-09
30,0.17366014208636274,0.17055536473234983,0.16963105797227376,0.1525521137507322,0.14196162255036712,0.14158908017873706,0.12739447839819104,0.12297873131235951,0.10967119872872501,0.1093558341885238,0.09757969680527959,0.07161229442824558,0.05288611855699416,0.04196788277723598,1.360179898264021e-09
31,0.17366014208633632,0.17055536473238211,0.16963105797224431,0.15255211375071953,0.14196162255036915,0.141589080178766,0.12739447839823032,0.12297873131235172,0.10967119872873393,0.10935583418849433,0.09757969680527298,0.071612294428325,0.052886118557048306,0.04196788277741769,1.3124050022090593e-09
32,0.173660142086303,0.17055536473242291,0.16963105797220712,0.1525521137507036,0.14196162255037162,0.14158908017880265,0.12739447839828005,0.12297873131234185,0.10967119872874512,0.1093558341884571,0.09757969680526474,0.07161229442842518,0.052886118557116765,0.04196788277764737,1.6951072336934113e-09
33,0.17366014208626102,0.1705553647324744,0.1696310579721601,0.15255211375068353,0.14196162255037462,0.14158908017884905,0.12739447839834295,0.12297873131232934,0.1096711987287591,0.10935583418841005,0.0975796968052543,0.07161229442855169,0.052886118557203314,0.041967882777937754,3.819968281830215e-10
34,0.17366014208620806,0.17055536473253927,0.16963105797210065,0.15255211375065814,0.14196162255037834,0.1415890801789078,0.12739447839842236,0.1229787313123134,0.10967119872877674,0.10935583418835064,0.09757969680524109,0.07161229442871145,0.05288611855731255,0.04196788277830496,6.517649549534864e-10
35,0.17366014208614125,0.1705553647326213,0.1696310579720255,0.15255211375062616,0.14196162255038292,0.14158908017898225,0.12739447839852283,0.12297873131229325,0.10967119872879887,0.10935583418827556,0.09757969680522441,0.07161229442891325,0.05288611855745061,0.04196788277876911,1.1825341745683494e-09
36,0.17366014208605696,0.17055536473272487,0.1696310579719304,0.15255211375058583,0.1419616225503886,0.14158908017907637,0.12739447839864987,0.12297873131226762,0.1096711987288266,0.10935583418818069,0.09757969680520336,0.07161229442916801,0.052886118557625185,0.041967882779355856,1.9260006220497792e-09
37,0.17366014208595057,0.17055536473285568,0.16963105797181013,0.15255211375053498,0.14196162255039563,0.14158908017919555,0.12739447839881057,0.12297873131223508,0.10967119872886136,0.10935583418806089,0.09757969680517685,0.07161229442948967,0.05288611855784592,0.041967882780097575,1.5896837092685666e-09
38,0.1736601420858164,0.17055536473302096,0.1696310579716581,0.1525521137504708,0.14196162255040431,0.1415890801793463,0.12739447839901377,0.12297873131219375,0.10967119872890506,0.10935583418790937,0.09757969680514335,0.07161229442989575,0.05288611855812488,0.041967882781035346,1.1037723037745894e-09
39,0.17366014208564698,0.1705553647332298,0.16963105797146572,0.15255211375038982,0.14196162255041503,0.14158908017953728,0.12739447839927065,0.12297873131214136,0.10967119872896004,0.10935583418771774,0.09757969680510098,0.07161229443040858,0.052886118558477434,0.04196788278222094,1.9216393259561933e-09
40,0.17366014208543323,0.17055536473349367,0.16963105797122244,0.15255211375028752,0.1419616225504283,0.141589080179779,0.1273944783995954,0.12297873131207492,0.10967119872902915,0.10935583418747528,0.09757969680504745,0.07161229443105616,0.05288611855892301,0.041967882783720004,1.189207369609465e-09
41,0.17366014208516342,0.17055536473382724,0.16963105797091468,0.15255211375015845,0.14196162255044467,0.14158908018008495,0.1273944784000061,0.12297873131199065,0.1096711987291161,0.10935583418716863,0.09757969680497987,0.07161229443187378,0.05288611855948626,0.04196788278561521,1.6655508894087951e-09
42,0.1736601420848228,0.17055536473424887,0.16963105797052533,0.15255211374999547,0.14196162255046496,0.14158908018047228,0.12739447840052542,0.12297873131188372,0.10967119872922539,0.1093558341867806,0.0975796968048945,0.07161229443290618,0.05288611856019825,0.041967882788011314,8.949188654678214e-10
43,0.17366014208439282,0.17055536473478197,0.1696310579700328,0.1525521137497898,0.14196162255049008,0.1415890801809625,0.12739447840118207,0.12297873131174819,0.10967119872936293,0.10935583418628968,0.0975796968047867,0.0716122944342098,0.052886118561098254,0.041967882791040786,1.4052325395118125e-09
44,0.17366014208384992,0.17055536473545585,0.1696310579694097,0.15255211374953,0.1419616225505212,0.1415890801815831,0.12739447840201232,0.12297873131157638,0.10967119872953608,0.10935583418566829,0.09757969680465041,0.07161229443585602,0.05288611856223585,0.04196788279487122,4.456564190228579e-10
45,0.17366014208316452,0.17055536473630797,0.1696310579686214,0.1525521137492019,0.14196162255055966,0.14158908018236868,0.12739447840306214,0.12297873131135861,0.10967119872975407,0.10935583418488166,0.09757969680447813,0.07161229443793475,0.052886118563673847,0.04196788279971442,1.6735044514806306e-09
46,0.17366014208229907,0.17055536473738547,0.1696310579676241,0.15255211374878758,0.14196162255060735,0.14158908018336305,0.1273944784043896,0.12297873131108265,0.10967119873002856,0.1093558341838858,0.09757969680426042,0.07161229444055978,0.05288611856549148,0.04196788280583817,9.711705690668444e-10
47,0.17366014208120614,0.17055536473874808,0.16963105796636227,0.1525521137482643,0.14196162255066647,0.14158908018462174,0.12739447840606827,0.12297873131073295,0.10967119873037426,0.10935583418262497,0.09757969680398523,0.07161229444387443,0.0528861185677892,0.04196788281358103,1.2491085249912933e-09
48,0.17366014207982597,0.1705553647404714,0.16963105796476582,0.1525521137476034,0.14196162255073982,0.14158908018621502,0.127394478408191,0.12297873131028986,0.10967119873080969,0.10935583418102846,0.09757969680363746,0.07161229444806017,0.05288611857069373,0.041967882823371105,9.724365984682569e-10
49,0.17366014207808292,0.17055536474265093,0.1696310579627459,0.15255211374676855,0.14196162255083075,0.14158908018823174,0.12739447841087528,0.1229787313097285,0.10967119873135826,0.10935583417900657,0.0975796968031978,0.07161229445334585,0.05288611857436533,0.04196788283575007,1.5249480010267141e-09
50,0.17366014207588154,0.17055536474540764,0.16963105796019018,0.15255211374571392,0.14196162255094352,0.1415890801907846,0.12739447841426974,0.12297873130901749,0.10967119873204956,0.10935583417644576,0.0975796968026419,0.07161229446002068,0.05288611857900642,0.04196788285140261,1.1883464820852987e-09
51,0.17366014207310115,0.17055536474889454,0.16963105795695654,0.1525521137443816,0.14196162255108347,0.14158908019401603,0.12739447841856233,0.1229787313081169,0.10967119873292071,0.1093558341732021,0.09757969680193906,0.0716122944684497,0.052886118584873264,0.041967882871194545,1.036348888769547e-09
52,0.1736601420695893,0.17055536475330527,0.1696310579528649,0.15255211374269825,0.1419616225512572,0.1415890801981063,0.1273944784239909,0.12297873130697635,0.10967119873401869,0.10935583416909327,0.09757969680105039,0.07161229447909394,0.052886118592289526,0.041967882896220464,5.917058484358098e-10
53,0.17366014206515334,0.1705553647588847,0.16963105794768776,0.15255211374057154,0.1419616225514729,0.1415890802032837,0.12739447843085625,0.122978731305532,0.1096711987354027,0.10935583416388801,0.09757969679992674,0.07161229449253563,0.052886118601664506,0.041967882927864804,1.6965026820315281e-09
54,0.17366014205955,0.1705553647659429,0.16963105794113698,0.15255211373788438,0.1419616225517408,0.14158908020983718,0.12739447843953872,0.12297873130370314,0.1096711987371475,0.10935583415729323,0.09757969679850582,0.07161229450951012,0.05288611861351555,0.04196788296787803,1.172302255781432e-09
55,0.17366014205247168,0.17055536477487182,0.16963105793284794,0.152552113734489,0.14196162255207354,0.14158908021813246,0.12739447845051952,0.12297873130138759,0.10967119873934737,0.10935583414893744,0.09757969679670889,0.07161229453094606,0.05288611862849651,0.041967883018474,1.5784753156604738e-09
56,0.17366014204352997,0.17055536478616765,0.1696310579223594,0.15255211373019853,0.14196162255248687,0.1415890802286324,0.12739447846440735,0.12297873129845603,0.10967119874212129,0.10935583413834965,0.09757969679443634,0.07161229455801607,0.052886118647434,0.041967883082451536,2.1437046022614876e-09
57,0.17366014203223396,0.17055536480045827,0.16963105790908767,0.15255211372477687,0.14196162255300057,0.141589080241923,0.12739447848197227,0.12297873129474489,0.10967119874561938,0.10935583412493295,0.0975796967915621,0.07161229459220102,0.052886118671373154,0.04196788316335015,1.7397108120510453e-09
58,0.17366014201796326,0.170555364818538,0.1696310578922939,0.1525521137179256,0.1419616225536392,0.14158908025874575,0.12739447850418836,0.12297873129004715,0.10967119875003092,0.10935583410793051,0.09757969678792687,0.0716122946353711,0.05288611870163502,0.041967883265645524,1.9813547479087305e-09
59,0.17366014199993413,0.1705553648414119,0.1696310578710435,0.15255211370926727,0.14196162255443318,0.14158908028003933,0.12739447853228789,0.12297873128410088,0.109671198755595,0.10935583408638283,0.09757969678332891,0.07161229468988803,0.052886118739889534,0.041967883394997185,1.4276320321668467e-09
60,0.1736601419771561,0.17055536487035164,0.1696310578441535,0.1525521136983252,0.14196162255542052,0.14158908030699188,0.12739447856782957,0.12297873127657485,0.10967119876261328,0.1093558340590735,0.09757969677751299,0.0716122947587344,0.05288611878824746,0.04196788355856175,1.156371063108238e-09
61,0.1736601419483777,0.17055536490696632,0.16963105781012713,0.1525521136844964,0.1419616225566485,0.14158908034110734,0.1273944786127855,0.12297873126704979,0.10967119877146642,0.1093558340244602,0.09757969677015618,0.07161229484567669,0.05288611884937727,0.041967883765388986,9.60866186281246e-10
62,0.17366014191201742,0.17055536495329193,0.16963105776707035,0.15255211366701907,0.14196162255817618,0.141589080384289,0.1273944786696506,0.12297873125499556,0.10967119878263484,0.10935583398058768,0.09757969676085004,0.0716122949554713,0.05288611892665214,0.041967884026922135,1.765602923131647e-09
63,0.1736601418660768,0.17055536501190466,0.16963105771258621,0.15255211364492996,0.1419616225600771,0.14158908043894614,0.1273944787415812,0.12297873123974123,0.1096711987967249,0.10935583392497684,0.0975796967490777,0.07161229509412492,0.052886119024336105,0.0419678843576314,2.0196138020564163e-09
64,0.1736601418080305,0.17055536508606411,0.1696310576436417,0.15255211361701174,0.14196162256244282,0.14158908050812816,0.12739447883257068,0.12297873122043826,0.10967119881450194,0.10935583385448427,0.09757969673418516,0.07161229526922304,0.052886119147819176,0.041967884775814486,1.1181721495338156e-09
65,0.1736601417346872,0.17055536517989456,0.16963105755639873,0.1525521135817252,0.1419616225653875,0.14158908059569472,0.1273944789476711,0.12297873119601328,0.10967119883693201,0.10935583376512431,0.097579696715345,0.07161229549034485,0.052886119303914916,0.041967885304609494,1.6079161143457764e-09
66,0.17366014164201415,0.17055536529861456,0.1696310574460004,0.1525521135371251,0.1419616225690534,0.14158908070653128,0.1273944790932745,0.1229787311651085,0.10967119886523466,0.10935583365184334,0.09757969669151004,0.07161229576958744,0.052886119501236166,0.0419678859732744,1.342876820184818e-09
67,0.17366014152491516,0.17055536544882716,0.1696310573063008,0.15255211348075218,0.14196162257361808,0.14158908084682117,0.1273944792774682,0.12297873112600655,0.10967119890094912,0.10935583350823323,0.09757969666135549,0.07161229612222715,0.05288611975067021,0.041967886818806505,1.4808186998734152e-09
68,0.1736601413769499,0.17055536563888704,0.1696310571295224,0.1525521134094977,0.14196162257930275,0.14158908102439083,0.1273944795104847,0.12297873107653504,0.10967119894601855,0.10935583332616863,0.09757969662320506,0.07161229656755545,0.05288612006597972,0.041967887887989115,1.3255645348174236e-09
69,0.17366014118997988,0.17055536587936557,0.1696310569058235,0.152552113319432,0.14196162258638337,0.14158908124914626,0.12739447980527058,0.12297873101394641,0.10967119900289607,0.10935583309534609,0.0975796965749376,0.07161229712993407,0.05288612046456169,0.04196788923998023,6.556596889680251e-10
70,0.17366014095371998,0.17055536618363815,0.16963105662274983,0.1525521132055874,0.14196162259520415,0.1415890815336256,0.127394480178207,0.12297873093476551,0.10967119907467857,0.10935583280270018,0.097579696513869,0.07161229784012749,0.05288612096840694,0.04196789094958608,1.1165422566720595e-09
71,0.17366014065517263,0.17055536656862894,0.16963105626454147,0.15255211306168412,0.14196162260619438,0.14158908189369854,0.127394480650021,0.12297873083459694,0.10967119916527611,0.10935583243166294,0.09757969643660301,0.07161229873698577,0.05288612160531353,0.0419678931113998,1.8875766618845575e-09
72,0.1736601402779122,0.17055536705575167,0.16963105581125484,0.1525521128797838,0.14196162261988968,0.14158908234945128,0.12739448124693906,0.1229787307078816,0.10967119927962508,0.1093558319612245,0.09757969633884192,0.07161229986956894,0.05288612241042016,0.04196789584503513,1.23263004837458e-09
73,0.17366013980118072,0.17055536767210083,0.16963105523765232,0.1525521126498512,0.14196162263695858,0.1415890829263071,0.12739448200214637,0.12297873054758866,0.10967119942395835,0.10935583136474189,0.0975796962151477,0.07161230129983064,0.0528861234281447,0.041967899301744827,1.7340237700491401e-09
74,0.1736601391987453,0.17055536845195884,0.16963105451179672,0.1525521123592005,0.14196162265823534,0.1415890836564441,0.12739448295763425,0.12297873034482601,0.10967119960614588,0.10935583060842817,0.09757969605863898,0.07161230310600578,0.05288612471463383,0.0419679036727891,3.6379447406939324e-10
75,0.17366013843745376,0.1705553694387025,0.1696310535932725,0.15255211199179503,0.1419616226847613,0.14158908458059002,0.12739448416653726,0.12297873008834764,0.10967119983612525,0.10935582964943585,0.09757969586060805,0.07161230538688973,0.05288612634086084,0.04196790920001822,1.7440468364396879e-09
76,0.17366013747540993,0.170555370687216,0.16963105243093438,0.15255211152736212,0.14196162271783658,0.14158908575029366,0.1273944856960916,0.12297872976393089,0.10967120012644566,0.10935582843342675,0.09757969561003606,0.07161230826724063,0.05288612839653997,0.04196791618925335,5.127288063215658e-10
77,0.17366013625966703,0.17055537226694356,0.16963105096005837,0.15255211094027435,0.14196162275908492,0.1415890872307996,0.12739448763137887,0.12297872935358825,0.10967120049295496,0.10935582689148893,0.09757969529297962,0.07161231190460164,0.05288613099507586,0.041967925027207156,1.2086191897456753e-09
78,0.17366013472331346,0.17055537426575273,0.1696310490987348,0.1525521101981352,0.1419616228105346,0.14158908910468665,0.12739449008006384,0.12297872883457142,0.10967120095566825,0.10935582493622638,0.09757969489179456,0.07161231649791584,0.052886134279819016,0.04196793620287974,1.6137473686557606e-09
79,0.17366013278178935,0.17055537679482224,0.16963104674330381,0.1525521092599909,0.14196162287472017,0.14158909147647256,0.1273944931783908,0.12297872817811079,0.10967120153986552,0.10935582245679884,0.09757969438415344,0.0716123222984044,0.05288613843197383,0.04196795033461363,1.0478076327369276e-09
80,0.17366013032823313,0.17055537999482778,0.16963104376257598,0.1525521080740707,0.14196162295480969,0.14158909447844178,0.12739449709877257,0.12297872734782218,0.10967120227748005,0.10935581931262921,0.09757969374180249,0.07161232962330268,0.052886143680594716,0.04196796820430498,1.580454780804204e-09
81,0.1736601272276006,0.17055538404376958,0.16963103999051643,0.1525521065749298,0.14196162305476548,0.14158909827802077,0.1273945020593952,0.12297872629769069,0.10967120320885339,0.1093558153254207,0.09757969292898803,0.07161233887320555,0.052886150315222896,0.04196799080066285,7.6441937684353e-10
82,0.17366012330923503,0.17055538916687937,0.1696310352169808,0.1525521046798384,0.1419616231795455,0.14158910308711098,0.12739450833637508,0.12297872496952132,0.10967120438495674,0.1093558102690289,0.09757969190046623,0.07161235055396875,0.052886158701861224,0.04196801937391054,1.7670845007135395e-09
83,0.17366011835747938,0.1705553956491583,0.16963102917598358,0.15255210228421776,0.14196162333535808,0.14158910917389997,0.1273945162791455,0.12297872328971349,0.10967120587020227,0.10935580385661006,0.09757969059898323,0.07161236530436421,0.05288616930317002,0.0419680555049535,1.110686367332928e-09
84,0.1736601120998177,0.17055540385124784,0.16963102153083828,0.15255209925587104,0.14196162352998387,0.14158911687780612,0.1273945263299329,0.12297872116518058,0.10967120774600433,0.10935579572431249,0.09757968895208705,0.07161238393099986,0.05288618270399851,0.041968101192842125,5.462766962225742e-10
85,0.17366010419189476,0.17055541422952042,0.16963101185533022,0.1525520954276931,0.14196162377318425,0.14158912662838935,0.12739453904840936,0.12297871847818732,0.10967121011529347,0.1093557854105761,0.09757968686809274,0.07161240745241221,0.052886199643665144,0.041968158965364905,1.5376420746240986e-09
86,0.173660094198597,0.17055542736151685,0.16963099960985537,0.15255209058845637,0.1419616240772221,0.14158913896927552,0.12739455514289957,0.12297871507981652,0.10967121310824392,0.10935577232985406,0.09757968423097632,0.07161243715473983,0.05288622105677237,0.041968232018890474,2.1770987136522536e-09
87,0.1736600815701624,0.17055544397815955,0.16963098411116637,0.15255208447116855,0.1419616244575276,0.1415891545884229,0.12739457550988625,0.12297871078169921,0.10967121688954908,0.10935575573924348,0.09757968089391267,0.0716124746620185,0.052886248124815655,0.041968324395190784,1.4868749920564967e-09
88,0.17366006561202021,0.1705554650045554,0.16963096449399448,0.15255207673836207,0.1419616249335569,0.1415891743564057,0.12739460128402535,0.12297870534554535,0.10967122166767765,0.10935573469609997,0.09757967667109776,0.07161252202493709,0.05288628234144973,0.0419684412050244,1.0538119126217435e-09
89,0.17366004544672706,0.17055549161169645,0.1696309396623327,0.1525520669635108,0.14196162552990496,0.1415891993748309,0.12739463390147077,0.12297869846988412,0.10967122770667123,0.10935570800417706,0.09757967132739886,0.07161258183289843,0.05288632559503416,0.04196858891084162,1.9020340181820944e-09
90,0.17366001996594563,0.1705555252819934,0.1696309082275467,0.15255205460755691,0.14196162627776138,0.1415892310375561,0.12739467518005973,0.12297868977326389,0.10967123534121592,0.10935567414515136,0.09757966456525587,0.07161265735550186,0.05288638027305193,0.04196877568423926,1.3048436162693826e-09
91,0.17365998776989042,0.17055556789238485,0.16963086842967032,0.15255203898927053,0.1419616272168334,0.14158927110807445,0.12739472742086103,0.12297867877295593,0.10967124499595186,0.1093556311915132,0.09757965600810274,0.07161275272116444,0.052886449394221414,0.04196901185792142,1.746081229047627e-09
92,0.17365994709101637,0.17055562181980316,0.16963081803719066,0.15255201924783013,0.14196162839791499,0.14158932181730066,0.1273947935367972,0.12297866485793942,0.10967125721029747,0.10935557669566637,0.09757964517938468,0.07161287314262026,0.05288653677569116,0.041969310497138326,1.1125913344143336e-09
93,0.17365989569792487,0.17055569007511379,0.16963075421924018,0.15255199429560218,0.1419616298863617,0.14158938598708581,0.12739487721559312,0.12297864725460518,0.1096712726705017,0.10935550754860307,0.09757963147599918,0.07161302520158408,0.052886647244700456,0.04196968812216597,1.4893132741127776e-09
94,0.17365983077447866,0.1705557764733866,0.16963067338227683,0.15255196275857819,0.14196163176685564,0.14158946718614335,0.1273949831262607,0.1229786249831698,0.1096712922512394,0.10935541979958938,0.09757961413467676,0.07161321720807788,0.05288678690663991,0.041970165621714704,1.7397250930048043e-09
95,0.17365974876792203,0.17055588585062045,0.16963057096087497,0.15255192290129024,0.1419616341500358,0.1415895699267589,0.12739511718083507,0.12297859680221188,0.10967131706992518,0.10935530842576342,0.09757959218942232,0.07161345965396174,0.05288696348471471,0.041970769407668924,1.282196911799255e-09
96,0.1736596451983688,0.17055602434001907,0.16963044114892575,0.15255187253223082,0.14196163718186355,0.14158969991273015,0.12739528686627355,0.12297856113798035,0.10967134855814539,0.10935516703718882,0.09757956441763475,0.07161376578530192,0.052887186750612554,0.04197153287482887,1.451047866266489e-09
97,0.1736595144203283,0.1705561997248546,0.16963027655300275,0.15255180888483008,0.14196164105705303,0.14158986435153267,0.12739550166553235,0.12297851599411201,0.10967138855639068,0.10935498749843123,0.09757952927188454,0.07161415232461064,0.052887469071000504,0.041972498246076,1.4849190261481105e-09
