t,H,Q2_re,Q2_im,generator_norm,antisym_residual
0,np.float64(357.97310735414527),np.float64(-33.80264611791628),np.float64(-29.7203395431799),np.float64(35.3371679352188),np.float64(4.440892098500626e-16)
1,np.float64(357.9731073541453),np.float64(-33.80264611791634),np.float64(-29.72033954317991),np.float64(35.52318916274749),np.float64(4.440892098500626e-16)
2,np.float64(357.9731073541466),np.float64(-33.802646117916304),np.float64(-29.72033954317986),np.float64(37.5013725867067),np.float64(8.881784197001252e-16)
3,np.float64(357.97310735414544),np.float64(-33.80264611791638),np.float64(-29.720339543178984),np.float64(42.519465759230904),np.float64(8.881784197001252e-16)
4,np.float64(357.9731073541466),np.float64(-33.80264611791711),np.float64(-29.72033954317852),np.float64(66.3943873621051),np.float64(3.552713678800501e-15)
5,np.float64(357.9731073541468),np.float64(-33.802646117916716),np.float64(-29.720339543178884),np.float64(79.48280551604621),np.float64(3.552713678800501e-15)
6,np.float64(357.97310735414726),np.float64(-33.80264611791701),np.float64(-29.72033954317891),np.float64(111.06182786900163),np.float64(3.552713678800501e-15)
7,np.float64(357.97310735414703),np.float64(-33.802646117916815),np.float64(-29.720339543178994),np.float64(142.5156326375924),np.float64(7.105427357601002e-15)
8,np.float64(357.97310735414794),np.float64(-33.80264611791616),np.float64(-29.720339543178945),np.float64(163.1183123573052),np.float64(3.552713678800501e-15)
9,np.float64(357.9731073541477),np.float64(-33.80264611791613),np.float64(-29.720339543178795),np.float64(166.87658892797066),np.float64(7.105427357601002e-15)
10,np.float64(357.9731073541467),np.float64(-33.80264611791619),np.float64(-29.720339543178667),np.float64(170.35994429643685),np.float64(1.4210854715202004e-14)
11,np.float64(357.97310735414527),np.float64(-33.80264611791639),np.float64(-29.720339543178163),np.float64(172.7719946767605),np.float64(1.4210854715202004e-14)
12,np.float64(357.973107354145),np.float64(-33.80264611791633),np.float64(-29.720339543178145),np.float64(173.05242770297534),np.float64(7.105427357601002e-15)
13,np.float64(357.9731073541449),np.float64(-33.80264611791651),np.float64(-29.72033954317813),np.float64(173.1466840752912),np.float64(1.4210854715202004e-14)
14,np.float64(357.9731073541451),np.float64(-33.802646117916545),np.float64(-29.720339543177985),np.float64(173.1715291869022),np.float64(1.4210854715202004e-14)
15,np.float64(357.97310735414567),np.float64(-33.80264611791637),np.float64(-29.720339543178078),np.float64(173.17847542389464),np.float64(1.4210854715202004e-14)
16,np.float64(357.9731073541459),np.float64(-33.8026461179164),np.float64(-29.72033954317814),np.float64(173.18170518008205),np.float64(1.7763568394002505e-15)
17,np.float64(357.9731073541463),np.float64(-33.80264611791622),np.float64(-29.72033954317847),np.float64(173.18303308805255),np.float64(1.4210854715202004e-14)
18,np.float64(357.97310735414726),np.float64(-33.80264611791648),np.float64(-29.720339543178238),np.float64(173.18348193803686),np.float64(2.220446049250313e-15)
19,np.float64(357.97310735414607),np.float64(-33.802646117915614),np.float64(-29.720339543178444),np.float64(173.18363014340233),np.float64(1.7763568394002505e-15)
20,np.float64(357.9731073541461),np.float64(-33.80264611791562),np.float64(-29.720339543178632),np.float64(173.1836754646868),np.float64(7.105427357601002e-15)
21,np.float64(357.9731073541467),np.float64(-33.802646117915785),np.float64(-29.72033954317865),np.float64(173.18369746639027),np.float64(7.105427357601002e-15)
22,np.float64(357.97310735414794),np.float64(-33.80264611791554),np.float64(-29.720339543179172),np.float64(173.18370809568782),np.float64(1.4210854715202004e-14)
23,np.float64(357.9731073541474),np.float64(-33.802646117915494),np.float64(-29.720339543179225),np.float64(173.18371192593273),np.float64(7.105427357601002e-15)
24,np.float64(357.9731073541475),np.float64(-33.80264611791475),np.float64(-29.72033954318015),np.float64(173.1837135672992),np.float64(1.4210854715202004e-14)
25,np.float64(357.9731073541468),np.float64(-33.80264611791423),np.float64(-29.720339543180543),np.float64(173.18371471285724),np.float64(1.4210854715202004e-14)
26,np.float64(357.9731073541483),np.float64(-33.80264611791445),np.float64(-29.72033954318078),np.float64(173.1837157678958),np.float64(1.4210854715202004e-14)
27,np.float64(357.9731073541486),np.float64(-33.802646117914364),np.float64(-29.720339543181083),np.float64(173.18371684029572),np.float64(1.4210854715202004e-14)
28,np.float64(357.9731073541483),np.float64(-33.80264611791414),np.float64(-29.720339543181517),np.float64(173.1837179675856),np.float64(1.4210854715202004e-14)
